Gene = PXK
Position 3891: 2.8217518547873973e-10
Position 3895: 1.6910944641641764e-10
Position 77: 3.790060748471233e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2476: 0.9900345518202767
Position 8242: 0.4995214089854976
Position 8118: 0.18880939520625734
Position 20141: 0.13362617894333245
Position 20807: 0.1273105644885798
Position 22865: 0.11022099017476326
Position 628: 0.0902573310837855
Position 14480: 0.07183473421028753
Position 3583: 0.06684625057828643
Position 13803: 0.058232292160929754
Position 16496: 0.05469983773054476
Position 11135: 0.04829521942090291
Position 2186: 0.04720990857344063
Position 7917: 0.04394550071490496
Position 10166: 0.03381376982787427
Position 13019: 0.030727435508858498
Position 3241: 0.03016760643693523
Position 1463: 0.027246188856914644
Position 16111: 0.026762990439083992
Position 3640: 0.025920331695622745
Position 8194: 0.024130833627297243
Position 12942: 0.024070966524476038
Position 19208: 0.02063259692364279
Position 9289: 0.020428692965744136
Position 17560: 0.019328514573146195
Position 14505: 0.018640742607894948
Position 18959: 0.017935409080632094
Position 1197: 0.015351177327126968
Position 3607: 0.015040068139654911
Position 6954: 0.01488999980732257
Position 5850: 0.01442883286853576
Position 18177: 0.012932322894389585
Position 13418: 0.012651806489551939
Position 7995: 0.010945116434939506
Position 8868: 0.009838355298401618
Position 6859: 0.009640208958902113
Position 12555: 0.0096339753464347
Position 8150: 0.00954363845955581
Position 10320: 0.007992883238317556
Position 10589: 0.007396327329754932
Position 3378: 0.007053542807942644
Position 3493: 0.006691649165625218
Position 1820: 0.006178767230120348
Position 11145: 0.006151006736681069
Position 8354: 0.006058840582722248
Position 10738: 0.005850655634680098
Position 14581: 0.005651031955695796
Position 3645: 0.005377902117678252
Position 3673: 0.005326827493767477
Position 2108: 0.004871292585981905
Position 1265: 0.004687072647463264
Position 10384: 0.004643649636520645
Position 12876: 0.00441834845956486
Position 9963: 0.004335415485476635
Position 15754: 0.00429683406305671
Position 11219: 0.004259784137259155
Position 1880: 0.004083222186500408
Position 8121: 0.0040618249712945816
Position 4984: 0.004044427842505679
Position 9340: 0.003994794296223996
Position 1014: 0.003791228389172051
Position 11591: 0.0036892780732503613
Position 589: 0.0036060207771485752
Position 3611: 0.0034773798854239725
Position 3551: 0.0032786467905508727
Position 744: 0.0031106352428077345
Position 9406: 0.0029408235637595143
Position 3660: 0.0029245115342293963
Position 6979: 0.0028984220052054397
Position 11610: 0.0028332241697416696
Position 6371: 0.0027469365696961043
Position 3407: 0.0024658743807261293
Position 3537: 0.002202225612489798
Position 1420: 0.002131626537146053
Position 2968: 0.002113287485534353
Position 3308: 0.0021009666087605343
Position 1718: 0.002071827124050351
Position 9481: 0.0019974973210857643
Position 2206: 0.0018966364676801688
Position 605: 0.001628173500191952
Position 3284: 0.0015330545785619215
Position 1361: 0.001485045190049865
Position 8775: 0.001476839981433003
Position 5826: 0.0014679918007418206
Position 705: 0.0014552245648561388
Position 390: 0.0013756466625314734
Position 3360: 0.001361127700315931
Position 3445: 0.0013604857518634502
Position 2693: 0.0013209885203089773
Position 1348: 0.001314706969355771
Position 5181: 0.0012899133725680272
Position 3704: 0.0012843373082844635
Position 4641: 0.0012201524693374337
Position 5213: 0.001214576857955318
Position 2114: 0.0012015083520551598
Position 11695: 0.00120150112986369
Position 9892: 0.0011604633987498689
Position 7940: 0.0011538466681361016
Position 708: 0.001146130301099036
Position 3592: 0.0010589215681927433
Position 3328: 0.0010449090360596807
Position 3414: 0.0010046494360687764
Position 11049: 0.0009831505702737893
Position 2134: 0.0009373812049982809
Position 10387: 0.0008910088993898256
Position 10806: 0.0008704837039365575
Position 5062: 0.0008627762376971285
Position 9059: 0.0008446348235154305
Position 5013: 0.0008349204025065531
Position 4800: 0.0008053525931027105
Position 8925: 0.0007576383517902067
Position 3975: 0.0007435064102744081
Position 10137: 0.0007335903050779693
Position 3558: 0.0006475418203111557
Position 9649: 0.0005910302873320997
Position 11572: 0.0005409707171857374
Position 3349: 0.0005205821148425129
Position 2765: 0.0005186401261969498
Position 4621: 0.0005090164894258126
Position 7265: 0.0005032079849886858
Position 1332: 0.0004910132038657682
Position 1524: 0.00048752226018281366
Position 3267: 0.0004790642961703126
Position 1311: 0.0004576554920921568
Position 10851: 0.0003883610494175087
Position 2182: 0.0003882017920724019
Position 4521: 0.0003528230301049497
Position 539: 0.0003514520340333061
Position 7261: 0.00035049245074457745
Position 1780: 0.0003305982240529635
Position 4471: 0.00032319310712916756
Position 3449: 0.0003080503345989091
Position 2910: 0.00028598406102102995
Position 5119: 0.0002697209070980656
Position 6445: 0.0002605159225171278
Position 9935: 0.00026051410003054775
Position 2330: 0.0002376733826157314
Position 6670: 0.00023716579400188378
Position 4369: 0.00023509941765346298
Position 374: 0.0002304213888790432
Position 6613: 0.00023014504080469733
Position 5185: 0.00022559368884016046
Position 6395: 0.0002206588827675759
Position 1552: 0.00019509325322377306
Position 1857: 0.00018698555244391592
Position 3417: 0.0001821631032777626
Position 4953: 0.00018091340354268301
Position 686: 0.00015651884275992168
Position 4920: 0.00015590695061563824
Position 1148: 0.0001540977013578515
Position 3818: 0.00014672406362287586
Position 1040: 0.0001465147591355543
Position 7453: 0.00013772300949548122
Position 2300: 0.0001371633398521947
Position 1740: 0.00013710486822372602
Position 3474: 0.00013232468579155063
Position 7506: 0.00013197309861732336
Position 4024: 0.00012005518172495618
Position 7433: 0.00011589254543528721
Position 5494: 0.00011526780369058314
Position 2674: 0.00011353368237667577
Position 2681: 0.00010751288747229668
Position 732: 0.00010264335681113301
Position 4771: 9.94046746967609e-05
Position 2701: 9.558693761231555e-05
Position 1392: 9.45882237849457e-05
Position 295: 9.275077221458601e-05
Position 2786: 8.531191915665081e-05
Position 2110: 8.296730077082362e-05
Position 9449: 8.118371463589603e-05
Position 7323: 8.030312538258616e-05
Position 2047: 7.631521725544629e-05
Position 547: 7.376267188195867e-05
Position 7119: 7.162784065193073e-05
Position 3294: 7.140575020955146e-05
Position 9435: 6.903341587120077e-05
Position 7173: 6.677668898016644e-05
Position 455: 6.612407583322157e-05
Position 6038: 6.38263606084104e-05
Position 4595: 6.23807356225401e-05
Position 6531: 6.16722967638127e-05
Position 5077: 5.945791716388005e-05
Position 1052: 5.7438134958370225e-05
Position 2915: 5.743188149501725e-05
Position 4192: 5.5931351422683065e-05
Position 1632: 5.2442626065970825e-05
Position 1485: 4.415454648280461e-05
Position 2592: 4.1633886451077526e-05
Position 4897: 4.087807346911376e-05
Position 5685: 3.4666822663186e-05
Position 2644: 3.31880448394727e-05
Position 675: 3.312462725567102e-05
Position 4774: 3.2181286689320594e-05
Position 633: 3.178314795499393e-05
Position 4165: 3.166702349730835e-05
Position 4319: 2.9047952062014547e-05
Position 1379: 2.899866018879784e-05
Position 563: 2.7730780558004134e-05
Position 473: 2.6959137623649504e-05
Position 322: 2.5878597785048718e-05
Position 841: 2.569299133293027e-05
Position 3068: 2.4507289493944168e-05
Position 1285: 2.4426814482696128e-05
Position 4114: 2.4336473610922638e-05
Position 5043: 2.3112858089208685e-05
Position 4111: 2.150458265028289e-05
Position 418: 2.0492170748540195e-05
Position 2354: 2.0272822290994195e-05
Position 1161: 1.910332180995592e-05
Position 3120: 1.674125723670759e-05
Position 4140: 1.651907737468335e-05
Position 2249: 1.616328895920052e-05
Position 2508: 1.4867551462329106e-05
Position 2976: 1.4781151671266661e-05
Position 432: 1.3671417336646224e-05
Position 3434: 1.365914202972863e-05
Position 2231: 1.173007908879818e-05
Position 749: 1.0499424706437132e-05
Position 3138: 7.912927766184888e-06
Position 2484: 7.703696183150722e-06
Position 710: 7.677519150096076e-06
Position 1722: 6.69823906573756e-06
Position 3083: 6.613223053730998e-06
Position 688: 6.389551363128901e-06
Position 345: 6.0811252730321294e-06
Position 1557: 5.511599242731946e-06
Position 2723: 4.189124992279803e-06
Position 654: 4.036241752647773e-06
Position 2562: 3.3235212030395907e-06
Position 2516: 2.43487743228317e-06
Position 2707: 1.649033171502404e-06
Position 2726: 1.4864885522695935e-06
Position 2790: 7.999912762204258e-07
Position 410: 3.1035229725934936e-07
Position 2335: 3.0991119813893474e-07
Position 1528: 2.636223364388831e-07
Position 1059: 2.6351191919836695e-07
Position 1746: 2.5531534068051736e-07
Position 1678: 2.4001414900703996e-07
Position 1475: 2.3610203498153391e-07
Position 3680: 2.0832889369705072e-07
Position 1230: 1.3211546014813134e-07
Position 807: 9.97179656750942e-08
Position 886: 9.78333750804505e-08
Position 478: 9.628627634414385e-08
Position 773: 7.728460183121769e-08
Position 925: 7.305166598152735e-08
Position 1167: 6.87302870456884e-08
Position 310: 6.05658336326042e-08
Position 1223: 5.192594592570939e-08
Position 1103: 4.901319779438559e-08
Position 2769: 4.80927848520459e-08
Position 2730: 3.9942592334712585e-08
Position 1539: 3.47103678974271e-08
Position 1397: 3.196121503297015e-08
Position 402: 3.1633483946537754e-08
Position 458: 3.084629275738486e-08
Position 1315: 2.9655082654611744e-08
Position 84: 2.000982172473375e-08
Position 544: 1.8976040798619747e-08
Position 554: 1.8724063033145266e-08
Position 126: 1.848805014746368e-08
Position 902: 1.5319594086751586e-08
Position 2647: 1.2971131406438145e-08
Position 3956: 1.2699240312782884e-08
Position 848: 6.945307373961544e-09
Position 342: 5.015265721032401e-09
Position 262: 1.9916205296154817e-09
Position 223: 1.6083250667336206e-09
Position 172: 1.4895828556051456e-09
Position 133: 5.278946166920713e-10
Position 175: 2.857973684713739e-10
Position 123: 2.6135539061553524e-10
Position 488: 1.9258633889892038e-10
Position 141: 1.7291116731892733e-10
Position 788: 1.0756169388914623e-10
Position 804: 8.976365972290981e-11
Position 716: 6.3810936097459e-11
Position 2577: 4.5692459118632896e-11
Position 3790: 3.8817381133716985e-11
Position 3797: 4.541934074704333e-12
Position 192: 7.561253422018079e-13
Position 201: 2.301155142935351e-13
Position 183: 1.2716487861056166e-13
Position 188: 8.613560049602379e-14
Position 194: 5.895365589241155e-14
