Gene = RSRP1
Position 5092: 0.03329634342997422
Position 926: 0.02887999164952829
Position 722: 0.028310327586941787
Position 966: 0.024500966617624773
Position 758: 0.015353668104508169
Position 3829: 0.013390315447836074
Position 680: 0.012357999069729593
Position 5105: 0.009275954495398059
Position 4223: 0.006648911510479645
Position 3042: 0.006415896932504473
Position 3791: 0.005875455167629683
Position 4324: 0.005614896528079376
Position 3897: 0.004592446134404667
Position 707: 0.004548325570043074
Position 824: 0.004102483028281875
Position 3812: 0.003786805426529384
Position 725: 0.0035215257857149147
Position 4452: 0.0029926533331520173
Position 1413: 0.002510206177453006
Position 2979: 0.0021199361312583126
Position 4596: 0.0018103346636900155
Position 3294: 0.0017702028272700795
Position 4085: 0.0017150649712600304
Position 659: 0.0016692422436913304
Position 4343: 0.0016632717236232978
Position 356: 0.0016618057418271441
Position 1858: 0.0015627675372756886
Position 3149: 0.0014790129671333214
Position 2950: 0.001300191040457699
Position 2846: 0.0012907892479693272
Position 597: 0.0012294875359393344
Position 4488: 0.0010555586977301543
Position 860: 0.0010463611103018722
Position 1159: 0.0009952156963475738
Position 4428: 0.0009919787064660407
Position 531: 0.0009180477558629516
Position 4054: 0.0008713061697054568
Position 4844: 0.0008213700561636485
Position 3338: 0.0007975096580647695
Position 2256: 0.0007788992566940598
Position 2906: 0.0007167115529594411
Position 2292: 0.0006937929827042851
Position 4600: 0.000686914620690757
Position 768: 0.0005481293897387111
Position 308: 0.0005406617273221265
Position 493: 0.000513750900603298
Position 4267: 0.000511852930696651
Position 4191: 0.00045243875201494727
Position 4823: 0.0004438637311864049
Position 1354: 0.00043439201774255083
Position 2926: 0.0004017417812559376
Position 536: 0.0003384693726579795
Position 4165: 0.00029834698404762686
Position 4620: 0.0002902183639433575
Position 4530: 0.000285957784393678
Position 1249: 0.00024160821026765494
Position 4789: 0.0002369210715354618
Position 527: 0.0002215932700806869
Position 4235: 0.0002186880094700686
Position 1200: 0.00021193928633512878
Position 3757: 0.00020894500258089897
Position 3904: 0.0001852277349501083
Position 1979: 0.00018424304302830754
Position 3836: 0.00017700131553803554
Position 322: 0.00016866355643287942
Position 941: 0.0001595201532696379
Position 3361: 0.00014409280008383825
Position 4513: 0.00014211910045475187
Position 3719: 0.0001359255402158819
Position 1180: 0.00012826344940870536
Position 183: 0.00011962119773103185
Position 1360: 0.00011437461381384522
Position 1171: 0.00010925943435230963
Position 4108: 0.0001041913924790605
Position 2878: 0.00010332406531236104
Position 2988: 9.948312392676219e-05
Position 3942: 9.936491566557257e-05
Position 155: 9.674761423429753e-05
Position 4283: 9.579852927425949e-05
Position 4767: 9.493268921110677e-05
Position 5056: 9.265138553456493e-05
Position 3108: 8.704506883587923e-05
Position 4889: 8.164734443699536e-05
Position 4875: 8.154026553425034e-05
Position 2316: 7.550975537240175e-05
Position 1323: 7.538103788580584e-05
Position 2241: 7.281998437149146e-05
Position 838: 6.996266744319821e-05
Position 549: 6.478698320314536e-05
Position 2178: 6.197609975792972e-05
Position 806: 6.021548591304615e-05
Position 1501: 5.5864781590044346e-05
Position 5208: 5.567625340352471e-05
Position 1013: 5.373309598625008e-05
Position 1005: 5.235138678984789e-05
Position 842: 4.908351900430712e-05
Position 4862: 4.188333016681418e-05
Position 159: 3.817161933173932e-05
Position 2268: 3.739502143995875e-05
Position 5166: 3.608146933983065e-05
Position 3666: 3.538191799669268e-05
Position 119: 3.443854113370207e-05
Position 1010: 3.1848523271588404e-05
Position 3669: 3.120959062923941e-05
Position 4859: 3.0478121646111138e-05
Position 5022: 2.9281428495551425e-05
Position 441: 2.6782172507166977e-05
Position 4370: 2.6757946266088644e-05
Position 2296: 2.6655368307977444e-05
Position 4658: 2.652733493414077e-05
Position 4850: 2.5552031294634387e-05
Position 4682: 2.5362896898664433e-05
Position 4828: 2.4493145983807112e-05
Position 731: 2.3368274633920332e-05
Position 738: 2.2431799391463664e-05
Position 411: 2.2411484080980433e-05
Position 4722: 2.2385583646359043e-05
Position 779: 2.1766114317939766e-05
Position 1002: 2.125420650529104e-05
Position 4434: 2.0961817864853165e-05
Position 4981: 1.9170927536757183e-05
Position 1067: 1.895933499943679e-05
Position 863: 1.747353642755941e-05
Position 3729: 1.7207805828759392e-05
Position 4269: 1.5713386275975195e-05
Position 4121: 1.5218693583857642e-05
Position 743: 1.5087395341063688e-05
Position 4864: 1.4699695474375416e-05
Position 3166: 1.460070304608609e-05
Position 603: 1.3846037735211607e-05
Position 638: 1.244728720236146e-05
Position 3410: 1.2031018985050137e-05
Position 2788: 1.0896160548642462e-05
Position 600: 1.0863021399178229e-05
Position 2937: 1.0564203753839305e-05
Position 3134: 1.0424632859261568e-05
Position 662: 1.0031442406869303e-05
Position 1707: 9.33782102277633e-06
Position 3612: 9.096877621117713e-06
Position 2499: 8.369257161649111e-06
Position 774: 5.843073427277498e-06
Position 1230: 5.203856905126566e-06
Position 3260: 5.173258810688397e-06
Position 3495: 4.950415950380829e-06
Position 3569: 4.799075203666181e-06
Position 335: 4.656154669577822e-06
Position 5145: 3.4507813716765124e-06
Position 555: 2.874922766184904e-06
Position 2743: 2.224123211591187e-06
Position 116: 1.7616543424491322e-06
Position 2445: 1.6987685005500204e-06
Position 5014: 1.4755194653736335e-06
Position 190: 1.4148072589874349e-06
Position 2698: 7.577810857139441e-07
Position 2016: 7.472850212415852e-07
Position 2155: 6.233215284380596e-07
Position 734: 6.14721503838322e-07
Position 500: 5.865417837931412e-07
Position 3652: 4.81100880612294e-07
Position 2463: 4.4300191551928445e-07
Position 3545: 4.2905838030268146e-07
Position 2993: 2.8148409342141665e-07
Position 2594: 1.5481775480099182e-07
Position 2853: 1.5159453273675211e-07
Position 2916: 1.5062170455027328e-07
Position 505: 1.344603961084869e-07
Position 2496: 9.803623908059321e-08
Position 129: 8.411857981474848e-08
Position 171: 8.001762085235558e-08
Position 1205: 6.637076789126619e-08
Position 3178: 3.928258194665208e-08
Position 344: 2.8437814907942534e-08
Position 261: 2.4206753994532046e-08
Position 239: 2.1531600293795583e-08
Position 3537: 1.9918433206288385e-08
Position 543: 1.2194614385861174e-08
Position 1282: 6.687553079833603e-09
Position 250: 4.449895389370576e-09
Position 194: 3.6979852377645533e-09
Position 215: 3.6354401504948513e-09
Position 3511: 2.0231890893360103e-09
Position 264: 4.126037612447941e-10
Position 268: 2.7671526250778e-10
