Gene = NAIF1
Position 5910: 0.0018093770434778104
Position 2353: 0.0017943765505668017
Position 3692: 0.0015124818324269433
Position 267: 0.0014983188941463403
Position 4860: 0.00139719399203132
Position 4406: 0.001390673237667464
Position 1738: 0.001341817473260761
Position 1174: 0.0010716059346990874
Position 5445: 0.0010444867343197346
Position 869: 0.0009470769354091373
Position 1070: 0.0007351740700095278
Position 1491: 0.0006382250911762294
Position 242: 0.0005975746532616352
Position 1938: 0.0005927235553923975
Position 3330: 0.000532121998677287
Position 4991: 0.0005136433283242132
Position 294: 0.0005038271964937771
Position 6066: 0.00048183022977612606
Position 246: 0.0004695254022592405
Position 351: 0.0004653571241509962
Position 204: 0.00045027189327975244
Position 4283: 0.000338639919299849
Position 380: 0.00033200720200887723
Position 3429: 0.000288285580283142
Position 216: 0.00028384341898506164
Position 5514: 0.00025484789026096076
Position 5370: 0.0002543954913987575
Position 3506: 0.0002427044047084161
Position 944: 0.0002156829128436322
Position 1697: 0.00021085816208350433
Position 557: 0.00020241973912770776
Position 4919: 0.00019900212416727798
Position 4020: 0.0001968629415721929
Position 2902: 0.00018720847710668694
Position 4938: 0.00017461976295979494
Position 209: 0.00014796588364016805
Position 729: 0.00014099790012519928
Position 1481: 0.00013943851571053634
Position 4700: 0.00012608646351314364
Position 4512: 0.00010151834092184131
Position 2979: 9.787217626926844e-05
Position 2927: 9.450576346430233e-05
Position 3257: 8.832349758541458e-05
Position 2741: 8.632458780754169e-05
Position 261: 7.830859381309026e-05
Position 2485: 7.565059983998119e-05
Position 3452: 7.422849462797959e-05
Position 846: 5.811675951391672e-05
Position 1073: 4.787748411947111e-05
Position 2951: 4.732210104550462e-05
Position 3365: 4.362409284152888e-05
Position 2719: 4.295584596949303e-05
Position 1326: 4.046390159595487e-05
Position 409: 3.58972478187415e-05
Position 864: 2.9817415567507007e-05
Position 522: 2.4262257450218393e-05
Position 474: 2.3675438392112494e-05
Position 519: 2.282708538773929e-05
Position 1329: 2.2450054788621448e-05
Position 709: 1.5664231454570185e-05
Position 377: 1.4018591845302524e-05
Position 288: 1.2921703719561948e-05
Position 1419: 1.0001007280042777e-05
Position 353: 9.80441890530402e-06
Position 1533: 9.385627710277575e-06
Position 666: 7.627674269160414e-06
Position 447: 6.8261026901706254e-06
Position 214: 6.323185859550104e-06
Position 300: 6.189044404868876e-06
Position 303: 6.072068631639295e-06
Position 465: 5.972949549412159e-06
Position 752: 4.4838129490282625e-06
Position 453: 2.7617213692546872e-06
Position 804: 2.755150626003392e-06
Position 123: 2.550697680529925e-06
Position 529: 2.3489306879592886e-06
Position 411: 1.5187749478988301e-06
Position 1624: 1.403826557025787e-06
Position 492: 1.3699424100976859e-06
Position 1124: 1.2340617107792224e-06
Position 5657: 1.2098304792112883e-06
Position 426: 9.146860648915663e-07
Position 285: 8.319739159727204e-07
Position 1310: 7.54049878261407e-07
Position 429: 3.630316600318691e-07
Position 876: 3.4293763524323654e-07
Position 866: 6.093287794041282e-08
Position 432: 5.747218702901891e-08
Position 420: 5.704222678881336e-08
Position 1349: 5.310866254741728e-08
Position 880: 5.2760457114738415e-08
Position 854: 4.14548232690869e-08
Position 817: 3.60765355647163e-08
Position 104: 3.0965920792521197e-09
Position 100: 2.4252190701601924e-09
Position 179: 1.2674182859486823e-09
Position 142: 7.44640343530308e-11
Position 152: 2.183929162494982e-11
Position 155: 1.642702830670925e-11
Position 157: 8.434451365418512e-12
Position 160: 3.545831531948835e-12
Position 148: 2.709917029486083e-12
Position 135: 1.7466102088173831e-12
