Gene = NAT6
Position 1430: 1.0569272969456161e-05
Position 426: 9.704704082651462e-06
Position 435: 9.072671864121977e-06
Position 595: 7.928838861074882e-06
Position 1725: 7.086146210004353e-06
Position 953: 5.7420052602376565e-06
Position 610: 5.00119786010754e-06
Position 946: 4.933787042012726e-06
Position 343: 4.344593197676774e-06
Position 1020: 4.1073707494293275e-06
Position 1219: 3.679699202602709e-06
Position 1203: 3.3967182942750935e-06
Position 399: 3.0383689616602147e-06
Position 1059: 2.697013318215952e-06
Position 890: 2.6920886576078066e-06
Position 403: 2.5370646751750416e-06
Position 357: 2.3198367516261007e-06
Position 432: 1.898236441333807e-06
Position 780: 1.0619082720250267e-06
Position 704: 9.883060363068737e-07
Position 447: 7.779575821642663e-07
Position 824: 5.439573205240548e-07
Position 208: 4.6858103164649987e-07
Position 582: 4.642598915388262e-07
Position 415: 1.7845933742634382e-07
Position 731: 1.6641571129142575e-07
Position 775: 1.4886424690143596e-07
Position 1226: 1.4784467729777756e-07
Position 1051: 1.4670585265299658e-07
Position 690: 1.409618486158518e-07
Position 1252: 1.1885592734210825e-07
Position 746: 9.602660271379423e-08
Position 510: 9.258763169847695e-08
Position 635: 8.556355128882512e-08
Position 695: 6.895075217385565e-08
Position 707: 6.753236906936404e-08
Position 348: 3.914733290251597e-08
Position 325: 2.8774342918140764e-08
Position 424: 2.3137530599614406e-08
Position 123: 2.090038894021113e-08
Position 688: 6.262005159715596e-09
Position 126: 4.266630024475567e-09
Position 81: 2.2007507122704726e-09
Position 821: 9.431205102357884e-10
Position 630: 7.255678620010467e-10
Position 187: 2.834759879498333e-10
Position 170: 1.992915924912873e-10
Position 132: 8.332028926595718e-12
Position 189: 6.336698762722553e-12
Position 156: 6.265340820098271e-12
Position 194: 5.3881983959828174e-12
Position 144: 5.621161498449549e-13
Position 148: 7.051966460069713e-14
Position 166: 2.4010850297252314e-14
