Gene = TPK1
Position 625: 0.0001981476169102375
Position 320: 0.00016448416427768982
Position 600: 0.00015860869645268613
Position 728: 0.00015398234543344603
Position 3285: 0.00013103329783341325
Position 726: 0.0001299644452965233
Position 883: 0.00011179399523997383
Position 1743: 0.00010783626168905626
Position 5506: 0.00010174113082151714
Position 1237: 8.483417439027098e-05
Position 227: 8.012151012671401e-05
Position 276: 5.0929886281458e-05
Position 687: 5.066433811630041e-05
Position 1303: 4.8486947341423294e-05
Position 1062: 4.222940103918548e-05
Position 62: 4.049219832446477e-05
Position 3160: 3.9558029265264884e-05
Position 929: 3.517753151587162e-05
Position 735: 3.1709309260464044e-05
Position 2147: 2.5989476751395602e-05
Position 499: 1.840217139880827e-05
Position 584: 1.805817654449479e-05
Position 343: 1.590614918471107e-05
Position 654: 1.0769517873365412e-05
Position 1769: 9.785236752931491e-06
Position 3197: 9.651657228227932e-06
Position 386: 7.6634146724875e-06
Position 768: 4.600422879141443e-06
Position 1292: 3.5344465282144507e-06
Position 1393: 3.4629992385363435e-06
Position 26: 2.00797944350247e-06
Position 66: 1.3800654756075055e-06
Position 1195: 1.119177717874793e-06
Position 1568: 1.0174609958717693e-06
Position 1257: 1.0015697250774712e-06
Position 1608: 5.279521807870872e-07
Position 1550: 3.274238055207011e-07
Position 2077: 1.440713802761781e-07
Position 732: 4.060356936092317e-08
Position 36: 9.677950162539981e-09
Position 530: 3.8483386498813264e-09
Position 365: 3.3104859027438885e-09
Position 85: 1.9835555956295478e-09
Position 404: 1.2474680510421134e-09
Position 693: 1.227075984337375e-09
Position 471: 1.6349933951637265e-11
Position 605: 9.736465761886361e-12
Position 269: 4.83708878723872e-13
Position 448: 4.1227159228345126e-13
Position 521: 3.5679328020415397e-13
Position 519: 3.43423015970263e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 14778: 0.6699075939021534
Position 11559: 0.6583107988711006
Position 21170: 0.4790679451926493
Position 1025: 0.4618406346401502
Position 19730: 0.2757453746443248
Position 8036: 0.1841359197770584
Position 8007: 0.10198300469376888
Position 973: 0.09080278704629392
Position 19185: 0.08753456708245339
Position 16354: 0.07410416707994806
Position 16455: 0.05752084068296339
Position 14436: 0.03244547617507287
Position 1446: 0.02900046058255735
Position 6663: 0.024837809349548767
Position 15092: 0.020753416287903236
Position 16850: 0.015572149582318274
Position 7971: 0.014366512142654365
Position 7767: 0.01230881556903359
Position 1818: 0.011667228165653474
Position 1002: 0.009579353720813906
Position 8220: 0.007689722592953794
Position 9647: 0.007059807676777389
Position 6410: 0.0067265593953874415
Position 7635: 0.006347304553161303
Position 3318: 0.004995150867972984
Position 8585: 0.004831843055432476
Position 9163: 0.00434231768128057
Position 6304: 0.0037827797215356724
Position 786: 0.0037257993129192718
Position 11831: 0.003630969220706139
Position 8258: 0.003209268237913774
Position 10284: 0.002954200256785048
Position 3116: 0.0028703245231056964
Position 149: 0.002372409068157191
Position 1340: 0.0021439352573550206
Position 11762: 0.0021141051844679455
Position 6232: 0.0017493257979196528
Position 6375: 0.0015764940170174214
Position 9577: 0.001554315096753372
Position 519: 0.001185584537463196
Position 954: 0.001178113647731466
Position 8609: 0.0011447440526244955
Position 8296: 0.001111685501643033
Position 6174: 0.0010934911239525286
Position 434: 0.0010728984570200276
Position 211: 0.0010295640073744263
Position 4862: 0.0009517640080184334
Position 5403: 0.0009125076406639544
Position 997: 0.0008810069368883416
Position 620: 0.000809197411455049
Position 6559: 0.0007771953832274669
Position 1660: 0.0007688432330127654
Position 4981: 0.0007460900678447133
Position 6338: 0.0007328638088730122
Position 5945: 0.0007007747785315437
Position 6681: 0.0006910196631455937
Position 3491: 0.0006803147552869187
Position 6985: 0.0006028366309006682
Position 4204: 0.000601230825239579
Position 6073: 0.000559881330039897
Position 2146: 0.0005553587795572257
Position 9423: 0.00048676849592025506
Position 2793: 0.0004537375487062424
Position 4124: 0.00045074480539384997
Position 7218: 0.00043227803394245906
Position 1302: 0.0004220442746383713
Position 9499: 0.00040166705318518
Position 261: 0.0003952845971145364
Position 543: 0.00038517236587196546
Position 5901: 0.0003456785411300208
Position 1027: 0.0003159786609262888
Position 1284: 0.00029982466141376834
Position 3822: 0.0002755634777850946
Position 4383: 0.0002742812476996935
Position 2934: 0.00026317600404409975
Position 4909: 0.0002565617052831759
Position 10104: 0.00024150544842660177
Position 1376: 0.00023713898413881676
Position 1360: 0.0002339805587504248
Position 1207: 0.0002324475044055002
Position 7045: 0.00021280267684929498
Position 3589: 0.00020602548039840222
Position 5460: 0.00017030395329529452
Position 1345: 0.00016446209554046135
Position 2738: 0.00015992876868460454
Position 6921: 0.00015144524114462488
Position 4757: 0.00011775333913886857
Position 6094: 0.00011488245601325259
Position 2877: 0.00011210457150265607
Position 7596: 0.00010413146296670726
Position 303: 9.714809975361758e-05
Position 4822: 9.55940282009662e-05
Position 4403: 9.073424570254536e-05
Position 2004: 7.957257356822677e-05
Position 3790: 7.66517567879278e-05
Position 5743: 7.350483876667658e-05
Position 7313: 6.600460315165179e-05
Position 3634: 5.9101094515245906e-05
Position 5966: 5.635552686631563e-05
Position 3753: 5.1875626913256754e-05
Position 2658: 4.889459903864617e-05
Position 283: 4.647168285811608e-05
Position 4585: 4.405238412169146e-05
Position 4210: 4.0871532843209363e-05
Position 2052: 3.927782783743549e-05
Position 4468: 3.704599347677221e-05
Position 2233: 3.610849934385576e-05
Position 4206: 3.591261231976032e-05
Position 2200: 3.4360226871820466e-05
Position 1797: 2.927724967320486e-05
Position 436: 2.7968082093451846e-05
Position 3620: 2.6942465076970127e-05
Position 3901: 2.6607184117707504e-05
Position 3375: 2.2911677824176837e-05
Position 3595: 2.2481339982854197e-05
Position 3389: 2.2479093979708445e-05
Position 1189: 1.9510934909557236e-05
Position 2197: 1.6395014727583785e-05
Position 555: 1.631037070017676e-05
Position 1415: 1.60526672748872e-05
Position 1628: 1.3786896490795905e-05
Position 477: 1.2950337503274646e-05
Position 635: 8.41302554102259e-06
Position 1397: 7.728933128744968e-06
Position 1451: 3.350193074784282e-06
Position 1418: 2.676305543057763e-06
Position 1078: 2.1694505116818665e-06
Position 1467: 1.6192110754289865e-06
Position 693: 1.5961402781776813e-06
Position 2893: 1.2845423846878345e-06
Position 643: 8.615132055750366e-07
Position 181: 8.297858951448984e-07
Position 1664: 4.901174291182604e-07
Position 1082: 4.501295457697957e-07
Position 594: 4.328473354634645e-07
Position 188: 3.4601009518579407e-07
Position 576: 3.274155404852429e-07
Position 706: 2.971099914192797e-07
Position 1039: 2.964760184453436e-07
Position 1046: 2.946792795111156e-07
Position 726: 2.73106264433323e-07
Position 1057: 2.3164407817809683e-07
Position 3118: 2.3093629678347327e-07
Position 751: 1.6803137529953898e-07
Position 1292: 1.5205235976012543e-07
Position 1257: 1.4719500137302557e-07
Position 308: 1.427884243599351e-07
Position 828: 1.2470651873884442e-07
Position 907: 9.129502276783273e-08
Position 349: 8.132263927565112e-08
Position 808: 7.616531250972881e-08
Position 883: 6.224383902216387e-08
Position 929: 5.8342405516639846e-08
Position 720: 5.678465550853991e-08
Position 681: 5.284405757877385e-08
Position 1874: 4.943876030469306e-08
Position 1308: 4.861655154211689e-08
Position 177: 4.8236621233045576e-08
Position 1493: 4.5496025344731065e-08
Position 456: 3.72392664203895e-08
Position 582: 3.2716319811613046e-08
Position 755: 3.188628761489271e-08
Position 179: 2.7286376107983338e-08
Position 328: 1.6756161161999832e-08
Position 1501: 1.6636059732406165e-08
Position 266: 1.590598712984965e-08
Position 404: 3.006972577093104e-09
Position 735: 2.5456256262116532e-09
Position 1769: 2.4469926666116587e-09
Position 746: 2.339775460763918e-09
Position 563: 1.6337630177660252e-09
Position 343: 3.856595816148288e-10
Position 355: 1.3728975600152686e-10
Position 402: 1.8071192722396877e-11
Position 124: 7.118221304283709e-13
Position 91: 1.0092593152937448e-14
