Gene = TRNP1
Position 1252: 2.3353940230507057e-06
Position 846: 2.2289358032649522e-06
Position 266: 1.9891910939079187e-06
Position 385: 1.305544989311016e-06
Position 1110: 1.2946812053396634e-06
Position 421: 1.0186353908715625e-06
Position 1315: 9.793649330633749e-07
Position 466: 9.54258644089832e-07
Position 1385: 9.151437973614368e-07
Position 589: 6.735248906221301e-07
Position 592: 4.2422191242986517e-07
Position 1060: 2.9082875309809107e-07
Position 341: 2.785060701066042e-07
Position 134: 2.546974671516324e-07
Position 451: 2.026021189273054e-07
Position 304: 1.798412463080062e-07
Position 395: 1.5486907186311866e-07
Position 493: 1.4115767622961567e-07
Position 519: 1.3744468967151968e-07
Position 1062: 1.243258003322341e-07
Position 263: 1.2140095940059208e-07
Position 1097: 8.055020915965962e-08
Position 445: 7.78276700547423e-08
Position 292: 7.763253837113275e-08
Position 866: 7.623658598802596e-08
Position 917: 6.691537757679013e-08
Position 517: 6.614542080823707e-08
Position 312: 5.823016666814209e-08
Position 139: 5.637781135366779e-08
Position 124: 4.0078536115587475e-08
Position 283: 1.6902887502451215e-08
Position 1066: 1.520429435941709e-08
Position 1082: 9.33599031748909e-09
Position 868: 8.476969249783434e-09
Position 1681: 7.81835619262299e-09
Position 136: 6.339965030421604e-09
Position 286: 3.310048265632906e-09
Position 141: 2.721214268202509e-09
Position 1236: 1.932076437298254e-09
Position 1407: 1.4585906322487543e-09
Position 453: 1.4335839324078707e-09
Position 1668: 1.2207339194442315e-09
Position 1397: 1.0281271585447815e-09
Position 556: 8.196713108303186e-10
Position 883: 4.2096373876373176e-10
Position 525: 3.0223830092173895e-10
Position 1337: 2.951399042487687e-10
Position 277: 2.5687695242015114e-10
Position 894: 9.006391609939244e-11
Position 534: 8.64001400798356e-11
Position 891: 3.0855067787036406e-11
Position 872: 9.36166167400631e-12
Position 934: 4.0735223922254994e-12
Position 896: 1.550626504988222e-12
Position 905: 7.865999354875391e-13
