Gene = CASZ1
Sorted 3' Splice Sites (High to Low Probability):
Position 5473: 0.7717674689156292
Position 12561: 0.5340114240380972
Position 2026: 0.4873103399035448
Position 3691: 0.47178113989494835
Position 16813: 0.4624418202822595
Position 8866: 0.30031148821910963
Position 17206: 0.20001768683489113
Position 5899: 0.179664426676747
Position 14560: 0.12662129533169675
Position 2040: 0.11852395693239305
Position 16683: 0.09019916604696147
Position 3711: 0.081318172062583
Position 3200: 0.07724631413334682
Position 15292: 0.053093487972396144
Position 1631: 0.05219719795174017
Position 19388: 0.04948094860854885
Position 10100: 0.04749202924091546
Position 951: 0.04459696523359673
Position 4932: 0.043566996551905865
Position 5016: 0.04255477041207029
Position 14594: 0.03869710172731748
Position 2046: 0.03683897436402682
Position 1563: 0.03355447172921396
Position 19149: 0.03316074901451198
Position 5865: 0.028359863738437532
Position 8250: 0.022775235585975266
Position 15263: 0.021128109569686106
Position 9203: 0.018942390221931737
Position 5759: 0.01788843850752789
Position 1363: 0.017639658244041404
Position 8871: 0.016504421887752273
Position 597: 0.014969721018243103
Position 13160: 0.01480713780173453
Position 12779: 0.013157800555513799
Position 600: 0.009932888990532905
Position 6326: 0.00956319972486517
Position 3821: 0.00911474465095828
Position 2088: 0.008755626501726826
Position 5348: 0.008572909959791241
Position 17440: 0.0083389895519345
Position 5814: 0.008325982585722636
Position 19079: 0.007955948786927458
Position 4211: 0.0077710610542878296
Position 2886: 0.007222025599650577
Position 5301: 0.006251463198643021
Position 1593: 0.006192191138051481
Position 3913: 0.006065404556507125
Position 3269: 0.0046802629207317896
Position 214: 0.00439951234768838
Position 1201: 0.0034344010395474856
Position 2795: 0.003355821030717285
Position 4851: 0.0031909351468552708
Position 5516: 0.0030347534312467265
Position 13886: 0.0028730532117998385
Position 2860: 0.002847008701078508
Position 13862: 0.002748058681103487
Position 534: 0.0023085519552152813
Position 9821: 0.0021970600385633494
Position 3376: 0.0021962074028778703
Position 2832: 0.0019199527679321753
Position 1044: 0.0018848701262957727
Position 1635: 0.001728379086589899
Position 1022: 0.001242734052882934
Position 6082: 0.0012371926012499387
Position 1944: 0.0011635939792514992
Position 1918: 0.0010972332827239677
Position 493: 0.00105208915948749
Position 14331: 0.0010515464174873474
Position 603: 0.0010464954573221332
Position 6301: 0.0010404249168167274
Position 4188: 0.000987406889589478
Position 14532: 0.0009418985212028623
Position 4184: 0.0009371540791056886
Position 6607: 0.0008167431835319379
Position 5791: 0.0008137633733172702
Position 623: 0.0007182287444755018
Position 4449: 0.0006690014018067812
Position 6167: 0.0006323822792722942
Position 971: 0.0005756874039093151
Position 9888: 0.0005737063768381551
Position 2762: 0.0005679982792356523
Position 7656: 0.0005456239807651341
Position 4052: 0.0005014279166986142
Position 9481: 0.00044811258565702843
Position 1967: 0.0004107567097962437
Position 957: 0.00035940943170208693
Position 217: 0.00035598960240289067
Position 4748: 0.00034647782792154315
Position 9070: 0.00033400703596147386
Position 6331: 0.0002864841732197389
Position 740: 0.00027779113011394685
Position 999: 0.0002456871386285086
Position 628: 0.00023219558176637562
Position 1819: 0.000196238379322128
Position 8476: 0.0001935302872756108
Position 2628: 0.0001771717580615365
Position 4071: 0.00017584847288884496
Position 1485: 0.000169657061431462
Position 7716: 0.00014383087177044504
Position 2280: 0.00013738973476953932
Position 2662: 0.00011398020743143377
Position 1080: 0.0001130499050816024
Position 7540: 0.00010979879312669025
Position 1383: 0.00010821844948772382
Position 2252: 0.00010323593587642465
Position 710: 0.00010065836064805635
Position 9706: 9.189667093604908e-05
Position 3115: 8.6212863381597e-05
Position 5306: 8.518509776359307e-05
Position 872: 8.338098111396269e-05
Position 670: 8.198282284887013e-05
Position 1930: 6.023044587797669e-05
Position 6019: 5.9134828160885165e-05
Position 2528: 5.7050990965783123e-05
Position 3632: 5.3187898792095726e-05
Position 2357: 4.738255150666514e-05
Position 1083: 4.537597477135298e-05
Position 1323: 4.3945847274626666e-05
Position 6477: 4.343591013428527e-05
Position 804: 3.98642195641505e-05
Position 896: 3.1393469746405635e-05
Position 687: 3.005222176256838e-05
Position 2001: 2.8250740029518146e-05
Position 1001: 2.814044335692828e-05
Position 1386: 2.0835911003096348e-05
Position 1166: 1.8870099451520567e-05
Position 1572: 1.6600354993357806e-05
Position 3597: 1.6234116512557293e-05
Position 3044: 1.3444352488934266e-05
Position 479: 1.1779301954853037e-05
Position 2134: 1.1456612611084846e-05
Position 1512: 1.125554414324071e-05
Position 358: 9.203619932155613e-06
Position 6087: 8.408791490202404e-06
Position 2549: 6.314139837264133e-06
Position 883: 6.3092863727801775e-06
Position 1597: 5.509878449553319e-06
Position 4213: 4.689235826026422e-06
Position 1714: 4.356567590310479e-06
Position 2075: 4.219258348280707e-06
Position 753: 3.649768487113633e-06
Position 2055: 3.519523273357501e-06
Position 2601: 3.432716372727937e-06
Position 2655: 3.1434023811999725e-06
Position 2837: 3.133545798110796e-06
Position 2863: 3.0115256969340913e-06
Position 3635: 2.6764490693278563e-06
Position 2888: 2.121001925046373e-06
Position 2200: 1.3202033881992748e-06
Position 1405: 3.7824698906703257e-07
Position 1886: 3.591927997106501e-07
Position 1335: 3.074850034418875e-07
Position 1267: 2.7920680956631727e-07
Position 429: 2.1647530664847038e-07
Position 3670: 1.8749601245478013e-07
Position 630: 1.3276552767923894e-07
Position 302: 9.600772687497796e-08
Position 774: 6.580482892467573e-08
Position 605: 4.867982600970284e-08
Position 467: 4.621234863787386e-08
Position 750: 3.7995946750359086e-08
Position 633: 3.427657615517084e-08
Position 1429: 3.135591456143677e-08
Position 444: 2.8662874790174765e-08
Position 906: 2.457771680485754e-08
Position 221: 2.4391104786975304e-08
Position 790: 2.148960963062006e-08
Position 755: 1.7252668867677535e-08
Position 814: 1.5205850113391155e-08
Position 2218: 1.3312010192480897e-08
Position 1839: 9.930566904286652e-09
Position 1981: 9.436586950687918e-09
Position 393: 6.690273074797069e-09
Position 298: 3.787210518093191e-09
Position 830: 3.6229744865488647e-09
Position 636: 2.3315467006016747e-09
Position 646: 2.2533242253629105e-09
Position 452: 2.207173330495294e-09
Position 474: 1.105424200388331e-09
Position 759: 9.178398621010853e-10
Position 456: 5.492724007348698e-10
Position 388: 3.8338728138557296e-10
Position 249: 3.716581384943772e-10
Position 253: 8.453177734634876e-11
Position 257: 6.40042409521755e-11
Position 233: 3.593769226918393e-11
Position 313: 2.6099833404821374e-11
Position 245: 2.2779142151817392e-11
Position 237: 2.139860634955042e-11
Position 241: 1.290520561615432e-11
Position 454: 7.787572065899562e-12
Position 460: 4.078920378081388e-12
Position 229: 2.1541280365167015e-12
Position 132: 1.8704543216678055e-12
Position 449: 3.1618936782826455e-13
