Gene = MPL
Position 3348: 2.907260622964837e-07
Position 4765: 2.3441037488085254e-07
Position 2655: 2.196702915035593e-07
Position 3121: 2.007027355020115e-07
Position 4435: 1.7797982250635542e-07
Position 211: 1.1685401967462619e-07
Position 648: 1.1269602526573381e-07
Position 4474: 7.377029540088123e-08
Position 642: 4.885133463712196e-08
Position 631: 4.7158868723135304e-08
Position 3464: 9.657498897092889e-09
Position 3627: 9.319109867450647e-09
Position 654: 8.036817180300645e-09
Position 157: 7.654264915190734e-11
Position 213: 2.3456543322368376e-11
Position 108: 1.6913383634188846e-11
Position 163: 1.621619325778055e-11
Position 161: 8.556894427583822e-12
Position 176: 3.7411197810962904e-12
Position 133: 2.740930834831875e-12
Position 112: 9.795835933066706e-13
Position 142: 9.077237683099243e-13
Position 167: 8.507439392169904e-13
Position 115: 8.367468682908604e-13
Position 135: 4.432051853338065e-13
Position 125: 3.426853722858579e-15
Position 120: 2.1125061435884576e-15
