Gene = ZC3H11A
Position 35295: 0.004908809022755656
Position 44836: 0.004907359747680845
Position 34777: 0.0048447182062732515
Position 662: 0.004467695576313893
Position 4181: 0.0044078235188787125
Position 38357: 0.0041630228082713905
Position 55541: 0.0041185839164162
Position 6980: 0.003913279885750601
Position 55278: 0.0038783767253288397
Position 54800: 0.0037663025137772733
Position 38062: 0.0036843427168571623
Position 35600: 0.0034888974087055537
Position 34168: 0.0034272146353802164
Position 55840: 0.003377968495103314
Position 44792: 0.0033624650926733107
Position 35941: 0.00330742960417242
Position 4444: 0.003237269132482884
Position 36001: 0.0030254131677482435
Position 56639: 0.002986966830383691
Position 37986: 0.002897309245631735
Position 38522: 0.002890613992787605
Position 53929: 0.0028735830066597213
Position 56568: 0.0027242050168880833
Position 40160: 0.002706874980203665
Position 37910: 0.0025342965322364417
Position 36432: 0.0024807695612641604
Position 40119: 0.0024528971703102797
Position 56518: 0.002450848711832255
Position 55215: 0.0024268696755273215
Position 40203: 0.0023721392779329493
Position 55703: 0.0023540396963671315
Position 1655: 0.00228721802636857
Position 36571: 0.00223613034666068
Position 2283: 0.002154666010907121
Position 44772: 0.002091016867592509
Position 56605: 0.0020348272710660345
Position 55122: 0.0020013208578609125
Position 42192: 0.001903088851663752
Position 55843: 0.0018486352826604011
Position 56015: 0.0017256630308596045
Position 56410: 0.0016344036586005998
Position 34347: 0.0015652943728469537
Position 1486: 0.001421708425476515
Position 36574: 0.0013939978815608388
Position 53578: 0.0013138281353126356
Position 56178: 0.0012845639376237656
Position 5727: 0.0012740316581441972
Position 43565: 0.001257790744878722
Position 36011: 0.0012562736187687255
Position 1590: 0.001171384531664041
Position 5500: 0.0011523542971955268
Position 38038: 0.001126383297291516
Position 55600: 0.0011163456040876266
Position 36407: 0.0010730962265068534
Position 56547: 0.001060611177219254
Position 55966: 0.0010155299810698844
Position 55506: 0.0009984822675728968
Position 7540: 0.0009808353918043875
Position 55895: 0.0009675359065772006
Position 34652: 0.0008835245407813532
Position 1904: 0.0007678469786869973
Position 34727: 0.0007586367371653584
Position 35613: 0.0007581806035415674
Position 2158: 0.0007495843267835917
Position 1642: 0.0007277636738624839
Position 1388: 0.0007127536868361005
Position 43624: 0.0007109865475118721
Position 39405: 0.000708823187321006
Position 4204: 0.0007055634588210288
Position 40229: 0.0006841136982858078
Position 36030: 0.0006624141914633186
Position 3010: 0.0006526040017062039
Position 3395: 0.0006439598060391146
Position 55409: 0.0006179900703127221
Position 35636: 0.0005985493057753526
Position 3185: 0.0005961613675904763
Position 1559: 0.0005901896229386906
Position 55936: 0.0005537363086563676
Position 1452: 0.000540262268601173
Position 1526: 0.0005297848753466108
Position 38006: 0.0005206106753983342
Position 1726: 0.0004742020165011031
Position 34893: 0.00046030612960686144
Position 535: 0.0004440881511058391
Position 42461: 0.00040348481986614374
Position 36269: 0.0003857366382554268
Position 35812: 0.0003799520819184723
Position 7615: 0.0003759556762980726
Position 38241: 0.0003642220205597252
Position 2178: 0.000348321609902849
Position 497: 0.00033575884125513057
Position 2140: 0.00032522146977239573
Position 55583: 0.00031381775328343116
Position 55654: 0.00031194352447604155
Position 56681: 0.00029376191790549903
Position 35369: 0.00028271000352933935
Position 39308: 0.00027733398901195214
Position 36625: 0.00027345419221067236
Position 39343: 0.0002677948444355268
Position 56711: 0.00025877533793541873
Position 34742: 0.00024097838167854636
Position 450: 0.0002321872860845064
Position 38412: 0.0002176536197139101
Position 3436: 0.0002149551224547159
Position 1280: 0.00020976455539181463
Position 55183: 0.0001838835215974785
Position 453: 0.00015818924245808945
Position 34486: 0.00015727582840553323
Position 42017: 0.00014250176260268018
Position 38419: 0.0001242387806716228
Position 55760: 0.00012041872350217131
Position 36489: 0.00010662128835063918
Position 240: 0.00010024540622680224
Position 55083: 9.880885351351131e-05
Position 801: 9.689051202250771e-05
Position 36291: 9.407660933485894e-05
Position 846: 8.389769807497814e-05
Position 34662: 8.134857144379492e-05
Position 5460: 7.51629616183148e-05
Position 34560: 6.823549410800976e-05
Position 34602: 6.470188332715955e-05
Position 576: 6.236554061593717e-05
Position 199: 4.913881344570932e-05
Position 1819: 4.808912244729183e-05
Position 38125: 4.676077152125733e-05
Position 1197: 4.366750547147625e-05
Position 2231: 4.110332075086046e-05
Position 463: 4.021196448092709e-05
Position 52925: 3.97848995445652e-05
Position 35392: 3.8087299984367374e-05
Position 1213: 3.775583845499387e-05
Position 35508: 3.521841754028045e-05
Position 1166: 3.1784071674801916e-05
Position 4315: 3.0767279716848105e-05
Position 42718: 3.061792804254563e-05
Position 36576: 3.0375266189748794e-05
Position 4385: 2.980508552180223e-05
Position 1378: 2.95977765717727e-05
Position 36288: 2.9260878491571132e-05
Position 35463: 2.913831639423698e-05
Position 34574: 2.8097327821122667e-05
Position 34495: 2.340450234557972e-05
Position 1620: 2.3270866843853285e-05
Position 1465: 2.282227340287669e-05
Position 460: 2.1880628130097517e-05
Position 1483: 1.8149337303691988e-05
Position 34599: 1.5331755891912264e-05
Position 35459: 1.5297392047517598e-05
Position 895: 1.5094502735542101e-05
Position 1714: 1.4976404007720713e-05
Position 34625: 1.4610561279948096e-05
Position 1513: 1.4543874485220986e-05
Position 44986: 1.3802952969186869e-05
Position 1048: 1.2772417318168421e-05
Position 42598: 1.1602171136948432e-05
Position 45007: 1.0455881188784913e-05
Position 3145: 1.0017663195397127e-05
Position 55204: 7.873837313869048e-06
Position 929: 7.607844037271946e-06
Position 1179: 7.585352814449729e-06
Position 52209: 6.807036100293075e-06
Position 244: 6.510157159543372e-06
Position 34525: 6.076121778692558e-06
Position 666: 5.270940695627126e-06
Position 171: 5.019320700348403e-06
Position 544: 5.01107559110499e-06
Position 37786: 4.022742648769907e-06
Position 258: 3.9954062783148794e-06
Position 1217: 3.984481572277934e-06
Position 38401: 2.672871048316811e-06
Position 3245: 2.56819574688117e-06
Position 38645: 2.281923185576208e-06
Position 944: 2.1635566337461103e-06
Position 39208: 2.082692364767333e-06
Position 1253: 1.962899194572225e-06
Position 46403: 1.6871355853065964e-06
Position 45893: 1.657557357202403e-06
Position 1419: 1.6562227922217613e-06
Position 4105: 1.6176795202768155e-06
Position 1116: 1.572001792876709e-06
Position 639: 1.5048970342220518e-06
Position 1651: 1.4180045955146746e-06
Position 501: 1.408724263307941e-06
Position 1132: 1.36364997130136e-06
Position 38300: 1.3547426558365574e-06
Position 182: 1.3334231830065566e-06
Position 48206: 1.0874108275189074e-06
Position 36100: 9.979172384764665e-07
Position 47832: 9.534641643513292e-07
Position 499: 8.750655516848859e-07
Position 328: 7.442487605539322e-07
Position 1314: 6.540851578041898e-07
Position 513: 5.631126086739488e-07
Position 1363: 5.185184977107387e-07
Position 35702: 4.5928877180643224e-07
Position 38480: 3.5800874810904535e-07
Position 1919: 2.8245909086437884e-07
Position 35732: 2.501611808770592e-07
Position 35174: 2.384536598475777e-07
Position 188: 2.3722460206183313e-07
Position 549: 1.9978103417386148e-07
Position 1471: 1.806165025715512e-07
Position 1569: 1.7981822148493752e-07
Position 1395: 1.7641920437016805e-07
Position 36209: 1.577625753926611e-07
Position 582: 1.5100841906435225e-07
Position 1237: 1.2912525765733115e-07
Position 246: 8.281674091311667e-08
Position 35301: 7.554393801074226e-08
Position 35109: 7.25593600827326e-08
Position 891: 7.066535474255271e-08
Position 750: 6.78531797704186e-08
Position 1761: 6.326109969159614e-08
Position 748: 5.5471074493769067e-08
Position 756: 4.276454301832643e-08
Position 743: 4.1445578511517516e-08
Position 193: 3.388036381291808e-08
Position 180: 3.191493765786433e-08
Position 910: 2.48976457991774e-08
Position 34818: 1.7334970559871986e-08
Position 897: 1.655835016393699e-08
Position 322: 9.057031228891853e-09
Position 912: 3.0863603744317867e-09
Position 993: 2.142223623675611e-09
Position 916: 4.362997775000623e-10
Position 983: 2.889653789640308e-10
Position 38529: 5.5930812733752615e-11
Position 38437: 5.104122458031072e-11
Position 957: 5.186662774822772e-12
Position 131: 2.6940708705309366e-13
Position 75: 1.1021009930590757e-15
Position 110: 1.0649022881379727e-15
Position 91: 2.0591887154892305e-16
Position 81: 1.6981875557513333e-17
