Gene = TBL2
Position 4220: 4.6656363621756e-05
Position 7529: 4.1090345972248e-05
Position 8854: 3.870286650782228e-05
Position 7661: 3.820746758309523e-05
Position 84: 3.658944551694111e-05
Position 6605: 2.7778592205062153e-05
Position 4569: 2.6780850251227292e-05
Position 2013: 2.2888114627073873e-05
Position 8281: 2.17938251595797e-05
Position 8268: 2.0528735119202643e-05
Position 6806: 1.966628299556863e-05
Position 4933: 1.9120484624687826e-05
Position 6840: 1.714690678848008e-05
Position 4523: 1.6221698506984847e-05
Position 6117: 1.600296086819064e-05
Position 6033: 4.799310326232035e-06
Position 7781: 4.113741184468689e-06
Position 5883: 2.900476676982513e-06
Position 757: 1.6596635022016937e-06
Position 4472: 1.4997059370196358e-06
Position 4432: 1.4303043702547723e-06
Position 7623: 1.12061039080148e-06
Position 704: 1.0742443086926707e-06
Position 7855: 9.313039636239615e-07
Position 6904: 7.94585106134003e-07
Position 433: 6.723532570600166e-07
Position 7995: 5.121009798104974e-07
Position 1097: 4.048404055190754e-07
Position 490: 3.921481704804389e-07
Position 7998: 2.697621971129368e-07
Position 8364: 2.6891997577147556e-07
Position 1156: 2.354569611279788e-07
Position 8165: 1.4140395450496947e-07
Position 1076: 1.2834364545983673e-07
Position 774: 1.16388502490635e-07
Position 228: 9.067349976843299e-08
Position 1138: 8.484253081417223e-08
Position 5773: 7.910540081088693e-08
Position 5878: 2.5022654432003146e-08
Position 430: 2.4427912041661018e-08
Position 407: 2.303614299760782e-08
Position 634: 2.06194766236189e-08
Position 231: 1.7938481605072397e-08
Position 206: 1.037856863782539e-08
Position 283: 1.015728637427066e-08
Position 798: 9.555932172966829e-09
Position 1051: 8.757384447725071e-09
Position 1042: 8.756051479405898e-09
Position 992: 7.001021967406943e-09
Position 81: 2.413182653396967e-09
Position 409: 3.943789161237956e-10
Position 608: 3.173329988376532e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4277: 0.996411287764131
Position 7818: 0.9419986658632324
Position 5319: 0.8505925251344938
Position 7478: 0.6519156435102635
Position 5820: 0.5883662896907599
Position 4735: 0.47867342191057294
Position 4668: 0.30786628900177043
Position 2089: 0.2899838735062366
Position 5845: 0.22653549135103077
Position 7449: 0.16089943360382866
Position 5368: 0.10042441325617876
Position 4706: 0.062316674502863455
Position 4551: 0.06101383730125126
Position 4703: 0.04549392119751822
Position 6730: 0.04076617439855324
Position 4607: 0.0397155721054037
Position 8363: 0.03612104679045279
Position 7513: 0.03256588879120537
Position 8446: 0.031627317597110814
Position 1913: 0.030817133260796176
Position 6755: 0.03076737585021018
Position 4631: 0.028852446776559508
Position 3757: 0.02758081059599229
Position 2209: 0.02720610755099463
Position 8513: 0.025888563185633835
Position 1902: 0.021998999424389574
Position 9550: 0.019125025350840798
Position 4491: 0.018199832167869846
Position 5604: 0.0171441369801856
Position 7457: 0.01694201156087784
Position 7837: 0.015412584786836898
Position 4511: 0.01094752600387018
Position 5321: 0.009625905830895037
Position 5699: 0.009559508139113167
Position 2389: 0.008502217336166277
Position 887: 0.007280762961567027
Position 5286: 0.007257882997538713
Position 2392: 0.007059769957490886
Position 9213: 0.006763573030905576
Position 9233: 0.006670256805091814
Position 5644: 0.006039192651171313
Position 3986: 0.005605867619639449
Position 9623: 0.005604111750777282
Position 5405: 0.0052828791250019045
Position 2766: 0.005212673609300441
Position 1219: 0.004885623767746126
Position 7865: 0.004641339490146155
Position 1916: 0.004173059985681619
Position 2151: 0.003975125588958346
Position 5742: 0.003933154338374401
Position 5584: 0.0034820231129527785
Position 7421: 0.003082824302074274
Position 8770: 0.0030781644981391055
Position 7972: 0.0030272120568946266
Position 5825: 0.002937528432007034
Position 3046: 0.002913379257372279
Position 5627: 0.0028574760374731473
Position 663: 0.0027979761887894795
Position 621: 0.0027680678756579224
Position 9568: 0.0027291173401909033
Position 7510: 0.0026339955942062503
Position 5909: 0.0025416870090842624
Position 4779: 0.002430615403810789
Position 5739: 0.0023435613271936854
Position 641: 0.0023049650268864475
Position 5252: 0.0022961054854158205
Position 7373: 0.002284543752713077
Position 9413: 0.002033702570039239
Position 1010: 0.001981495517072782
Position 8608: 0.0018345317325124274
Position 5542: 0.001817536666192898
Position 5559: 0.0017629396650977935
Position 8486: 0.0017469349349881714
Position 2786: 0.001700425069558515
Position 616: 0.0016860679396868447
Position 4767: 0.0016680289527282511
Position 2983: 0.0016633962631203843
Position 1244: 0.001645212269912433
Position 7552: 0.0015714461588211808
Position 2096: 0.0015284275478915327
Position 4670: 0.0015123154832350047
Position 5869: 0.0013909497553353863
Position 7486: 0.0013747361858837382
Position 9734: 0.0013295945511699353
Position 3813: 0.0012869216689228747
Position 982: 0.0012867073932327636
Position 4578: 0.0012482471168452237
Position 5257: 0.0012025177508108475
Position 5876: 0.0011809189312550635
Position 1871: 0.0011571001398339603
Position 7348: 0.0011567855137280096
Position 4327: 0.0011142548231522088
Position 8646: 0.0010671317954252595
Position 7397: 0.0010157826104335308
Position 5652: 0.0009788443514770785
Position 7333: 0.0009780439743166318
Position 1779: 0.0009052353464586117
Position 6948: 0.0008712187367556956
Position 5577: 0.0008473140291438443
Position 5271: 0.000829236805063987
Position 2169: 0.0008161810299159962
Position 3810: 0.0008004219221781866
Position 3715: 0.0007603258335712371
Position 9202: 0.0007464960879120428
Position 5118: 0.0007228498239410559
Position 9737: 0.0007080678666834071
Position 1105: 0.000682739728269759
Position 2940: 0.00068157807800739
Position 5657: 0.000616742613581254
Position 1530: 0.0005972166682260993
Position 5773: 0.000586931569579659
Position 7779: 0.0005825572947141177
Position 3718: 0.0005581521128154694
Position 1223: 0.0005575771041286568
Position 3027: 0.0005543953698884138
Position 7519: 0.0005504163299483356
Position 771: 0.0005502702055595008
Position 2184: 0.0005491690108128475
Position 7525: 0.000543596093236271
Position 9040: 0.0005426465109537043
Position 5947: 0.0005408070483057328
Position 4006: 0.00051435017684277
Position 9780: 0.0005133232963865389
Position 9055: 0.00048439539950806404
Position 4219: 0.00047299762491022866
Position 717: 0.0004594763336119777
Position 5093: 0.0004456559419286955
Position 6922: 0.00043412426642423384
Position 4676: 0.0004133992149433079
Position 4324: 0.00040878849279760566
Position 3007: 0.00040749931404947053
Position 9763: 0.00040269198228858765
Position 550: 0.0003903227181588875
Position 3857: 0.0003876892322445
Position 6896: 0.0003781112758724519
Position 3982: 0.00037642343792549786
Position 2492: 0.0003721323703052396
Position 8179: 0.00036517230839116415
Position 8627: 0.00036459083390286476
Position 1887: 0.000362520281142919
Position 8519: 0.0003575765723521544
Position 748: 0.0003553977808832039
Position 7252: 0.00035480241153462266
Position 714: 0.0003543135666742758
Position 2851: 0.0003412101829353654
Position 7429: 0.0003251816628145694
Position 6893: 0.00029397870298874965
Position 4760: 0.00027191449585255075
Position 5575: 0.00026035803743542886
Position 2219: 0.00025838368386410553
Position 2133: 0.00025695239882365934
Position 5414: 0.000256483984114275
Position 2762: 0.0002535040299659324
Position 7719: 0.0002531482325925094
Position 8819: 0.0002491414825930095
Position 9043: 0.00024347404791989871
Position 7280: 0.000238190206331908
Position 1793: 0.00023790927913964292
Position 4634: 0.00023691393699027595
Position 5720: 0.0002365909996425956
Position 1919: 0.00022222238926639492
Position 4158: 0.00021461973308517122
Position 1932: 0.00021336607875324984
Position 5471: 0.00021251592078441888
Position 5684: 0.00021169327854268219
Position 5431: 0.00018561865773094756
Position 4974: 0.00017967452045623085
Position 490: 0.00017403079284558867
Position 2394: 0.00017042824535148978
Position 187: 0.0001594631772723351
Position 5187: 0.00015498847442638167
Position 256: 0.00015366074932630675
Position 3093: 0.00014714944594894992
Position 1016: 0.00014517353220631305
Position 3828: 0.00014342547815824027
Position 5245: 0.00014293022516580778
Position 1056: 0.00013819988760131554
Position 154: 0.00012795735807764118
Position 4562: 0.0001253069570088797
Position 4929: 0.0001212667583691776
Position 5203: 0.00011969514300734877
Position 216: 0.00011155082853573449
Position 3772: 0.00010754467149269738
Position 1700: 0.00010626465483894904
Position 6349: 0.00010470084988347666
Position 4161: 0.00010349646141268235
Position 4933: 0.00010268076210786827
Position 2418: 0.00010178491945278992
Position 1085: 0.00010036149317520466
Position 7910: 9.81072433042211e-05
Position 1294: 9.737199410000109e-05
Position 904: 9.230061017250666e-05
Position 4330: 9.194194269326097e-05
Position 7906: 8.410463796329335e-05
Position 8944: 8.185785076233765e-05
Position 1033: 8.021942228956382e-05
Position 9337: 7.928755416498907e-05
Position 4400: 7.922505713228668e-05
Position 9153: 7.5178001516489e-05
Position 2035: 7.10198027741909e-05
Position 8783: 7.096184393163311e-05
Position 6098: 7.077911977454532e-05
Position 1065: 6.919239874658783e-05
Position 4585: 6.541968567566682e-05
Position 123: 6.42371096289783e-05
Position 5290: 6.337801879204023e-05
Position 4517: 6.325313165793924e-05
Position 5437: 5.925971523051897e-05
Position 9486: 5.910740941671576e-05
Position 5765: 5.879043765457688e-05
Position 6736: 5.795364760531164e-05
Position 1631: 5.7161245844562234e-05
Position 8159: 5.613645985531733e-05
Position 2052: 5.598673620846559e-05
Position 5377: 5.592138733183328e-05
Position 2702: 5.555073157141637e-05
Position 7693: 5.455414953085956e-05
Position 6812: 5.3789117657294765e-05
Position 5717: 5.3722681690970794e-05
Position 4241: 5.0843807192138326e-05
Position 2250: 5.067514270556493e-05
Position 9355: 4.970166678855539e-05
Position 5163: 4.5860954519686725e-05
Position 7201: 4.562542967998837e-05
Position 5674: 3.7856825688624194e-05
Position 5196: 3.779390570495474e-05
Position 6171: 3.758978847954447e-05
Position 376: 3.747218046969204e-05
Position 9663: 3.6951651098327427e-05
Position 5883: 3.6570210039410415e-05
Position 693: 3.403588452657845e-05
Position 7294: 3.163490265623472e-05
Position 7112: 2.970694817579242e-05
Position 1850: 2.827163954283465e-05
Position 1883: 2.6827774613920393e-05
Position 7227: 2.4858146055289036e-05
Position 523: 2.4466678332847472e-05
Position 4090: 2.2597548870126402e-05
Position 5506: 2.1532139294377163e-05
Position 6155: 2.0441768405895705e-05
Position 7198: 1.9764274238549115e-05
Position 5166: 1.9555078149011925e-05
Position 5744: 1.8811142469908778e-05
Position 1384: 1.8348205429318045e-05
Position 5681: 1.822866511386435e-05
Position 1921: 1.800890051681605e-05
Position 6511: 1.6578714955028997e-05
Position 4472: 1.631209295494372e-05
Position 5019: 1.5892777515409308e-05
Position 5416: 1.538285390126423e-05
Position 5686: 1.4780422351269864e-05
Position 5037: 1.4451696448464182e-05
Position 6829: 1.4004535314949335e-05
Position 5292: 1.3851791437112476e-05
Position 6535: 1.3477444621096693e-05
Position 6197: 1.3415856677733681e-05
Position 644: 1.3237923180573745e-05
Position 7659: 1.2582991850631958e-05
Position 1722: 1.1919515936735665e-05
Position 5228: 1.0344444778707987e-05
Position 1138: 1.0008118968545576e-05
Position 1976: 9.495668923606845e-06
Position 859: 9.05481101070819e-06
Position 5781: 9.01121384445382e-06
Position 1072: 8.744423032818342e-06
Position 4783: 8.058855473694467e-06
Position 5513: 7.946286096279347e-06
Position 1037: 7.554352462895959e-06
Position 908: 6.8079816144936265e-06
Position 7056: 6.6123740592726595e-06
Position 941: 5.948777754419931e-06
Position 1702: 5.550826455303175e-06
Position 4853: 5.491238355076414e-06
Position 4841: 4.676857002752519e-06
Position 8032: 4.612354826191707e-06
Position 4978: 4.335562337152932e-06
Position 5666: 4.275613162751787e-06
Position 189: 3.625498826386916e-06
Position 4793: 3.490846165304898e-06
Position 7989: 2.992495660203291e-06
Position 4954: 2.744652536704276e-06
Position 774: 2.5580521848405526e-06
Position 247: 2.379819379528126e-06
Position 1381: 2.094375195296345e-06
Position 1146: 2.0666712743007207e-06
Position 823: 2.0488284133698e-06
Position 955: 2.0200350100790683e-06
Position 4035: 1.996606380417818e-06
Position 898: 1.92332659528683e-06
Position 646: 1.7101332035446341e-06
Position 5223: 1.6743048876109287e-06
Position 1027: 1.5477844620066153e-06
Position 5208: 1.2377097304373553e-06
Position 6419: 8.733953305582225e-07
Position 6369: 8.52640989820501e-07
Position 2326: 7.104132010812906e-07
Position 2013: 5.643148499091965e-07
Position 5175: 5.393475076747616e-07
Position 2241: 4.851114039152011e-07
Position 2628: 4.645316230650684e-07
Position 844: 2.637922114791547e-07
Position 7632: 2.3453629255831529e-07
Position 927: 1.9994235150793533e-07
Position 1330: 1.456206091277004e-07
Position 7695: 9.63200020605634e-08
Position 779: 3.596252477455769e-08
Position 129: 3.391637597951082e-08
Position 4991: 2.5744964461292636e-08
Position 525: 2.20448112831182e-08
Position 511: 1.6050844138050187e-08
Position 1149: 1.4300496005538808e-08
Position 138: 1.256941951739587e-08
Position 5048: 1.1030410500209902e-08
Position 854: 9.810120091144557e-09
Position 1040: 8.681136492454229e-09
Position 1121: 7.3687306117314425e-09
Position 865: 3.6069423724655967e-09
Position 354: 3.511124261504928e-09
Position 784: 3.339728397209961e-09
Position 323: 2.883748403788801e-09
Position 352: 2.733355234498601e-09
Position 1408: 1.891216076917476e-09
Position 228: 1.040676901558873e-09
Position 221: 8.448843186052956e-10
Position 357: 6.522494585708115e-10
Position 265: 1.4802429833284172e-10
Position 349: 1.1642144181088125e-10
Position 790: 8.199331115834059e-11
