Gene = SSNA1
Position 1240: 2.3473091425897385e-06
Position 1426: 2.234313037649879e-06
Position 520: 1.8684914884733773e-06
Position 504: 1.8470526150673698e-06
Position 525: 1.7310527778534172e-06
Position 471: 1.637242504231569e-06
Position 761: 1.5475343902477267e-06
Position 426: 1.4098440896808216e-06
Position 981: 1.342468754244512e-06
Position 477: 9.425556071530665e-07
Position 91: 9.311551888461257e-07
Position 356: 8.837450442354759e-07
Position 906: 7.993589928863482e-07
Position 281: 7.146615558762912e-07
Position 955: 5.803061041517112e-07
Position 447: 4.1189652047289707e-07
Position 240: 3.346328396729604e-07
Position 486: 2.6297771004566306e-07
Position 245: 2.4509386926016944e-07
Position 489: 1.2875206661625007e-07
Position 889: 8.931565144539383e-08
Position 474: 7.212036693465316e-08
Position 429: 6.584374160555046e-08
Position 88: 6.332704716106842e-08
Position 792: 5.5013732254795146e-08
Position 1431: 5.409332337978103e-08
Position 1248: 5.1198476891285415e-08
Position 522: 4.277397705016347e-08
Position 130: 2.5343830602456754e-08
Position 144: 2.2163785926578357e-08
Position 106: 1.881383434154003e-08
Position 173: 1.1541829939073276e-08
Position 450: 7.973963904140652e-09
Position 157: 5.1695226711130235e-09
Position 509: 4.428073825653531e-09
Position 665: 3.168081146331868e-09
Position 624: 2.1302598668373143e-09
Position 121: 6.83735269120277e-10
Position 136: 1.8126978245558296e-10
Position 483: 1.2148776856292726e-10
Position 637: 1.008344341116751e-10
Position 165: 7.867763121699862e-11
Position 1170: 1.7858260724240726e-11
Position 656: 3.865153466600669e-12
