Gene = NHP2
Position 373: 2.0971410218185696e-08
Position 525: 1.2742862628926047e-08
Position 450: 1.2478828127942065e-08
Position 305: 9.460234943255627e-09
Position 679: 4.373240142367134e-09
Position 992: 2.982753499272138e-09
Position 667: 2.8748528622423917e-09
Position 895: 2.6008403380278903e-09
Position 1575: 1.4644547663439684e-09
Position 684: 1.4399782719555147e-09
Position 309: 5.7127173754339e-10
Position 96: 2.828603609515156e-10
Position 84: 9.770980048973937e-11
Position 710: 1.1190738139695984e-12
Position 702: 1.0746733825838007e-12
Position 314: 7.831885282327217e-13
Position 697: 3.2138235319249755e-13
Position 481: 2.559054995264358e-15
