Gene = MDS2
Position 2250: 1.037650764238082e-06
Position 884: 9.873532306672252e-07
Position 1108: 7.741739185931747e-07
Position 918: 7.174238253153384e-07
Position 2313: 5.955784420837136e-07
Position 2695: 5.91748173422933e-07
Position 495: 5.489695754373845e-07
Position 1076: 4.625918508213151e-07
Position 35: 3.9991562103155917e-07
Position 397: 3.36547418568332e-07
Position 905: 3.352364190328871e-07
Position 829: 1.9498238829387982e-07
Position 111: 1.8233665158019354e-07
Position 875: 5.123741367877075e-08
Position 399: 4.3436162359814274e-08
Position 358: 6.34592232859531e-09
Position 1203: 3.207054998945277e-10
Position 937: 1.512111179657271e-10
Position 663: 4.260969612723607e-13
Position 684: 2.1147322319875772e-13
Position 753: 1.2865272216772261e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 12345: 0.9340159769862583
Position 2146: 0.7780603030652523
Position 12661: 0.6608758226596267
Position 1851: 0.6436828059126779
Position 446: 0.3229914164258554
Position 10833: 0.25145325828487447
Position 10375: 0.15221810347030407
Position 11947: 0.12312653404118508
Position 12832: 0.08741991869598807
Position 12591: 0.08587854780058293
Position 10541: 0.0731023869451299
Position 12636: 0.0645307999097975
Position 1172: 0.059082566399383814
Position 6154: 0.03697664883994269
Position 1781: 0.03418164571945508
Position 1883: 0.023947103522209082
Position 384: 0.01939207131762632
Position 7990: 0.015382403320068813
Position 2065: 0.01290440648698391
Position 12717: 0.01195764441258197
Position 1751: 0.011563798117021492
Position 13141: 0.008721896603437316
Position 2110: 0.008443512439984917
Position 1880: 0.008066093881113987
Position 5639: 0.007221613152354511
Position 5658: 0.005832871694825988
Position 12911: 0.005566996996489143
Position 12755: 0.005348614758118677
Position 500: 0.005313027733725144
Position 566: 0.005166427108198703
Position 1732: 0.004426547159919154
Position 6121: 0.0038846668335923355
Position 5865: 0.0032594401833326903
Position 8554: 0.0027846702758572888
Position 10425: 0.0023658549726396226
Position 12447: 0.0023029738901388657
Position 13231: 0.0021414196100472687
Position 2431: 0.0017439241632355728
Position 2156: 0.0016050632435460398
Position 12974: 0.0015629152389822225
Position 13054: 0.0013677985928566452
Position 13026: 0.001332704324088887
Position 13107: 0.0012163579503857078
Position 11106: 0.001152203569348929
Position 12917: 0.0011118613754763297
Position 11472: 0.0009439111941258282
Position 196: 0.0009271207978929624
Position 13193: 0.0008450745113475255
Position 6118: 0.0008409873700781594
Position 4903: 0.000834574059793974
Position 12741: 0.0008312113710721902
Position 12993: 0.000772005782549821
Position 5697: 0.0007117751041337168
Position 5886: 0.0005527789936837492
Position 1993: 0.0004965109162105845
Position 724: 0.00046503299492891615
Position 3044: 0.0004530897075575169
Position 2172: 0.0004462165276369006
Position 2169: 0.0004237941904910538
Position 2806: 0.0003632956277382452
Position 3080: 0.0003491825549280287
Position 9602: 0.00032974286869087043
Position 3404: 0.00032182690216638754
Position 1785: 0.0003153681269220336
Position 593: 0.0003085847181140176
Position 2030: 0.00030839359913650957
Position 1099: 0.0002778814471047563
Position 3047: 0.00027588552377079504
Position 7785: 0.0002687270864055669
Position 1934: 0.0002678468794911654
Position 1970: 0.00022797931052569327
Position 5081: 0.000224474229985437
Position 1418: 0.00021202900382234294
Position 5830: 0.0002099696552555806
Position 1039: 0.00018595159365548573
Position 1609: 0.0001737909018742569
Position 3575: 0.00016701443043262682
Position 6865: 0.0001603016770956114
Position 2568: 0.00015759054629015776
Position 2863: 0.00015209621011688063
Position 11475: 0.00014890862435801622
Position 1753: 0.0001434071467022271
Position 9212: 0.00012974211989302882
Position 1555: 0.00012593513419934335
Position 884: 0.00011515939399594531
Position 1174: 0.0001046276154269644
Position 5545: 0.00010068109471391189
Position 232: 0.00010039794627884582
Position 1558: 9.823923922020215e-05
Position 1637: 9.316733376349237e-05
Position 5521: 9.205562266069392e-05
Position 2787: 8.586034797187443e-05
Position 6330: 7.198826093085908e-05
Position 2753: 7.098200573054868e-05
Position 1194: 7.062938329712209e-05
Position 1249: 6.913214177375334e-05
Position 572: 6.788941613656561e-05
Position 7960: 6.535212942176738e-05
Position 2831: 5.828958482423786e-05
Position 887: 5.7439399328672875e-05
Position 5013: 5.73978635609679e-05
Position 5781: 5.5086025711929934e-05
Position 2471: 5.1305829132632985e-05
Position 5026: 4.595284047476466e-05
Position 1015: 4.103856156333581e-05
Position 5709: 3.924411979895765e-05
Position 6298: 3.860767822491223e-05
Position 1584: 3.3012077672754786e-05
Position 6887: 3.164997723663291e-05
Position 8720: 3.129164766599015e-05
Position 5485: 2.943059011088584e-05
Position 3547: 2.9198790499779324e-05
Position 2397: 2.7568341480148463e-05
Position 5958: 2.7062364498610737e-05
Position 4796: 2.6736160141759482e-05
Position 8224: 2.5873940905675683e-05
Position 4691: 2.5709120726577295e-05
Position 2653: 2.503036224618928e-05
Position 6828: 2.1858442970329874e-05
Position 746: 1.949278621373201e-05
Position 3215: 1.8714166016223373e-05
Position 2536: 1.8696074066593613e-05
Position 1198: 1.681089843594007e-05
Position 2866: 1.411794127126179e-05
Position 1697: 1.3676959810362283e-05
Position 964: 1.355231074796791e-05
Position 5895: 1.3248400904898044e-05
Position 2929: 1.1913656985503676e-05
Position 289: 1.1908837063865857e-05
Position 1331: 1.0899222737206644e-05
Position 2905: 1.0483125696139796e-05
Position 783: 9.436910005243226e-06
Position 2792: 8.962042939563548e-06
Position 3887: 8.409299255846745e-06
Position 6003: 8.294197164647446e-06
Position 5502: 7.008423841813732e-06
Position 909: 6.159321608956134e-06
Position 6794: 5.7238452343056685e-06
Position 4221: 5.566975496384681e-06
Position 1560: 5.564849894287441e-06
Position 4967: 4.448252461401429e-06
Position 4102: 4.309824420058072e-06
Position 820: 4.13368823732462e-06
Position 2208: 3.934142605863381e-06
Position 4679: 3.862562667298604e-06
Position 1111: 3.80934888913988e-06
Position 1123: 3.6230666576537288e-06
Position 1671: 3.184356460063657e-06
Position 1936: 3.1539135131519346e-06
Position 3410: 2.6169721370586377e-06
Position 977: 2.5275862872110654e-06
Position 2448: 2.5084882061473875e-06
Position 1394: 2.3050897044283417e-06
Position 889: 1.521528824418482e-06
Position 2576: 1.3621455140526727e-06
Position 2837: 1.2836987461284589e-06
Position 730: 1.032953135319704e-06
Position 238: 7.252676555516616e-07
Position 397: 4.1642583566346514e-07
Position 327: 3.801557123692057e-07
Position 2227: 1.4012703417003041e-07
Position 2307: 7.16466872107433e-08
Position 660: 4.9707022950338273e-08
Position 77: 3.52054558888968e-08
Position 1263: 3.3388631213387564e-08
Position 2174: 2.7248849852670358e-08
Position 913: 2.2579249897845464e-08
Position 2533: 2.1052347000656514e-08
Position 832: 2.0805341953693923e-08
Position 204: 1.818691859267387e-08
Position 1492: 1.8115845771272638e-08
Position 637: 1.187426685487584e-08
Position 2253: 7.646600653539517e-09
Position 844: 3.6036248170519614e-09
Position 2210: 3.0250354421910783e-09
Position 2442: 1.3362442925437911e-09
Position 2661: 1.331519286737641e-09
Position 1051: 4.873342969715406e-10
Position 1021: 3.9548541762195595e-10
Position 208: 7.417269702309748e-12
Position 679: 7.741434794344273e-13
Position 578: 4.610451811395652e-13
Position 669: 2.2391934731921085e-13
