Gene = TIPRL
Position 478: 9.922090175739208e-05
Position 2915: 8.17147502317626e-05
Position 18200: 7.73341172154491e-05
Position 131: 5.5150411916355116e-05
Position 12572: 4.9092407187543344e-05
Position 12725: 4.678887846403957e-05
Position 721: 4.139869292691589e-05
Position 583: 3.88132377083416e-05
Position 85: 3.639978392872996e-05
Position 483: 3.270198218139687e-05
Position 497: 2.5090026770969073e-05
Position 83: 2.4279091152588908e-05
Position 357: 2.4106726581280916e-05
Position 485: 2.3364001249250542e-05
Position 742: 2.271654241563913e-05
Position 1009: 2.079450419085821e-05
Position 4143: 1.670534095004849e-05
Position 491: 1.665424494608158e-05
Position 670: 1.625747271799094e-05
Position 558: 1.6073476794574535e-05
Position 628: 1.2211522394312434e-05
Position 13201: 1.0122068896043798e-05
Position 838: 6.1361250544802194e-06
Position 1362: 5.407444574951282e-06
Position 118: 3.842020641079269e-06
Position 320: 3.4078363855405463e-06
Position 210: 2.4594745364588393e-06
Position 451: 2.265843913475707e-06
Position 4387: 1.134047720520319e-06
Position 1031: 1.0903714391654544e-06
Position 753: 1.0405315723370327e-06
Position 939: 8.531284864777468e-07
Position 874: 4.5808403166696607e-07
Position 687: 3.2078165544589573e-07
Position 658: 1.6942910784664098e-07
Position 564: 1.466741295424052e-07
Position 458: 8.590970852593207e-08
Position 623: 4.425603156017622e-09
Position 607: 2.669598375819138e-09
Position 404: 1.45098712280613e-10
Position 612: 2.679390949132051e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 12435: 0.9981270887329513
Position 17613: 0.8495619939265431
Position 19985: 0.390571594377831
Position 627: 0.24411934179554778
Position 19332: 0.18566210543793726
Position 5627: 0.14321600559449438
Position 20969: 0.12165279433069594
Position 5792: 0.11779759187694994
Position 21814: 0.10805050864901547
Position 4968: 0.10258012116901921
Position 22223: 0.07594097726212917
Position 15880: 0.07529607751189647
Position 8099: 0.07456925150774184
Position 5537: 0.06941253964035578
Position 5075: 0.06647491559839999
Position 4765: 0.06544980609420566
Position 8126: 0.04599862198579443
Position 17552: 0.04472804598573146
Position 14534: 0.044256441766545564
Position 687: 0.03771508010936148
Position 21497: 0.03605327660040344
Position 20291: 0.03588486569100465
Position 8330: 0.035097811113813424
Position 22669: 0.03240198817490656
Position 18026: 0.030836055058611547
Position 23002: 0.027207497171261905
Position 10760: 0.02668914590124242
Position 13243: 0.024155959201631615
Position 21404: 0.020951002393085134
Position 16375: 0.019564212939697553
Position 4878: 0.018628845380361057
Position 5845: 0.017228439662846852
Position 15832: 0.015215839846046323
Position 14551: 0.014886833224046696
Position 19414: 0.014787395101823825
Position 5038: 0.014446531608382293
Position 21314: 0.01432699012113205
Position 652: 0.013435063995981983
Position 22089: 0.013001000484035127
Position 5062: 0.012928913300495544
Position 22907: 0.011626625569780004
Position 1143: 0.011225097449769428
Position 16341: 0.011145085942437481
Position 107: 0.010500896656521805
Position 580: 0.010299819788065212
Position 719: 0.010082531139494528
Position 7986: 0.009035911041409102
Position 21216: 0.008840075755692723
Position 920: 0.008491576236250478
Position 5454: 0.007321991089306184
Position 18603: 0.0070290200222766375
Position 6158: 0.006905564567142652
Position 15445: 0.006457376641615387
Position 19152: 0.006370978867615034
Position 17864: 0.006285862187684707
Position 6113: 0.006268009669413929
Position 5311: 0.00566315213947986
Position 20758: 0.005560160470623673
Position 5747: 0.005494389706682791
Position 5295: 0.005378247615523218
Position 165: 0.0053571099989114844
Position 18563: 0.005251724415199039
Position 14654: 0.005075956636937475
Position 20927: 0.004969351577861965
Position 9313: 0.004731689036129539
Position 985: 0.004406953825522249
Position 17630: 0.004395652808905415
Position 15348: 0.004323517795999366
Position 5852: 0.004303243484323795
Position 5762: 0.004271035972169807
Position 22311: 0.004248089085400583
Position 16394: 0.004245161528790406
Position 18631: 0.0042321953630192555
Position 771: 0.004066865213067732
Position 142: 0.0040323790926950695
Position 16323: 0.003890252442012688
Position 11539: 0.003884760325298821
Position 5403: 0.0038216602181232392
Position 6075: 0.003781652570437403
Position 20577: 0.003537821194511937
Position 17832: 0.0034083502315739346
Position 6116: 0.0033039970886545272
Position 1547: 0.0032649697684865122
Position 18520: 0.003175797267574273
Position 2879: 0.003115707942490356
Position 13274: 0.003018141509945637
Position 20600: 0.0029880821100840794
Position 18069: 0.002878560032213763
Position 22183: 0.0028659677299904167
Position 5250: 0.0028145403239885052
Position 20736: 0.0027095275244908225
Position 5105: 0.002662651790801486
Position 8155: 0.0025222761414296843
Position 23134: 0.0023413091764927325
Position 18940: 0.0020987568569514046
Position 8305: 0.0020934306827122195
Position 345: 0.002067392433617821
Position 4477: 0.0020425594026152604
Position 15328: 0.0018828377581237446
Position 17899: 0.0017159464731232089
Position 21783: 0.0016571048837364342
Position 13684: 0.0016444311703676855
Position 18093: 0.0015816398103384779
Position 22879: 0.0015655799096893903
Position 21029: 0.0015567967460991454
Position 21084: 0.0015224755977071374
Position 17815: 0.0015080607983677093
Position 15779: 0.0014881089215333057
Position 13183: 0.0014849428708155516
Position 20137: 0.0014676761544936564
Position 22970: 0.001272541019709561
Position 2746: 0.0011697825593761256
Position 8401: 0.0011317565364729351
Position 20395: 0.0011232075358327078
Position 739: 0.0011222291633897008
Position 21014: 0.0011070023499934701
Position 648: 0.0010608011441499304
Position 956: 0.0010253529144755634
Position 20109: 0.0009594087935725542
Position 22067: 0.000937412609253362
Position 17005: 0.0009297672822369568
Position 21882: 0.0009154081830722881
Position 5904: 0.0008694294428005504
Position 1158: 0.0008511679881898252
Position 19192: 0.0008211912780546568
Position 14679: 0.0007738752706925134
Position 20181: 0.0007522269624395258
Position 12385: 0.0007374624629614214
Position 351: 0.0007372145160865693
Position 21653: 0.0007256621791668986
Position 16686: 0.0006947616979142911
Position 1095: 0.0006701302971702468
Position 944: 0.0006518718781497023
Position 15756: 0.000639308323242317
Position 17384: 0.0006245927584143049
Position 6163: 0.0005947468888406591
Position 18465: 0.0005800509105686743
Position 1146: 0.0004386676683263099
Position 170: 0.0004176094624071857
Position 3003: 0.00038664113869759666
Position 3066: 0.00038365940998899795
Position 5502: 0.0003151912260747254
Position 13574: 0.0002742272027926099
Position 2967: 0.000272363752364388
Position 3028: 0.0002592309444953952
Position 5638: 0.0002447667619471239
Position 201: 0.0001974002613089907
Position 13529: 0.00019585638373012033
Position 12690: 0.0001808220721441436
Position 13056: 0.00014785337734115277
Position 16918: 0.00014111451131818415
Position 16825: 0.00013273366501893717
Position 607: 0.00012984297794302676
Position 13717: 0.00010814778496804416
Position 16428: 0.00010681430006692457
Position 13106: 0.00010642287046425382
Position 13068: 9.821227994667084e-05
Position 929: 8.004287085820444e-05
Position 17354: 7.964544778232415e-05
Position 845: 6.88838083464476e-05
Position 13137: 6.385307637505136e-05
Position 16425: 6.109895715236148e-05
Position 16666: 6.01133832819225e-05
Position 5359: 5.912307785084934e-05
Position 16851: 5.3771568846212583e-05
Position 3017: 4.10934918820799e-05
Position 14130: 4.0607211212201265e-05
Position 15569: 3.8075623768346834e-05
Position 859: 3.1993594560930536e-05
Position 1333: 3.0010317490074587e-05
Position 15168: 2.57671713178068e-05
Position 3064: 2.446380478993301e-05
Position 14813: 2.348706375998989e-05
Position 14378: 2.2597031466612353e-05
Position 1378: 1.8588388481980873e-05
Position 14141: 1.8265740735429092e-05
Position 535: 1.726798615284542e-05
Position 14001: 1.3993994210997498e-05
Position 4062: 1.0213542245423493e-05
Position 1286: 8.628638638173828e-06
Position 325: 8.207895832599282e-06
Position 1209: 8.020166889996334e-06
Position 4033: 4.04658566077334e-06
Position 1600: 3.4641086581588736e-06
Position 1174: 3.2923469890861046e-06
Position 9340: 3.209062934220103e-06
Position 439: 2.847000456942285e-06
Position 4020: 2.8421855432693483e-06
Position 704: 1.9314368256898676e-06
Position 1912: 1.8403742455794337e-06
Position 2301: 1.4686103950339488e-06
Position 753: 9.994415079981735e-07
Position 3444: 9.068498047398659e-07
Position 481: 7.922667218313533e-07
Position 1941: 6.087513651831263e-07
Position 868: 5.948764129776025e-07
Position 167: 5.942026184204893e-07
Position 4199: 5.80114681576788e-07
Position 297: 5.44927877257844e-07
Position 1915: 5.159194522288823e-07
Position 762: 4.88462838660115e-07
Position 2324: 4.428404588060028e-07
Position 404: 3.9146090537688137e-07
Position 4296: 3.795122451412802e-07
Position 1217: 3.766542823007964e-07
Position 1007: 3.2674099973424924e-07
Position 664: 2.9452441624570933e-07
Position 1186: 2.8085543171425004e-07
Position 1098: 2.7756017601612413e-07
Position 3309: 2.7650202909694654e-07
Position 1314: 2.7385412198947636e-07
Position 2074: 2.596278190086184e-07
Position 1022: 2.2910583843305606e-07
Position 3356: 2.1594602064568756e-07
Position 3807: 2.0869964998180947e-07
Position 987: 1.3911452410798355e-07
Position 1966: 1.0841102315416088e-07
Position 864: 9.755096718464598e-08
Position 2070: 9.385134338667922e-08
Position 962: 9.043702281373595e-08
Position 1316: 8.216167229032206e-08
Position 2144: 7.260125620321688e-08
Position 231: 7.25517808747954e-08
Position 1779: 6.403080729145062e-08
Position 216: 5.33516595246498e-08
Position 1735: 4.280780217110297e-08
Position 1667: 4.160753178215871e-08
Position 1044: 2.7806611908110962e-08
Position 700: 9.45382992875214e-09
Position 483: 7.232666040290211e-09
Position 698: 2.85175842317781e-09
Position 309: 1.3205686536846536e-09
Position 478: 1.045117368050983e-09
Position 249: 8.617797871249164e-10
Position 246: 4.014069896948298e-10
Position 1055: 1.5279495918145548e-10
Position 305: 4.659819050507142e-11
Position 253: 3.9949315552117733e-11
