Gene = CPTP
Position 448: 9.082366656592689e-08
Position 395: 5.655466707040426e-08
Position 488: 4.960042916348078e-08
Position 580: 3.646009640685528e-08
Position 149: 3.3450072869737224e-08
Position 583: 7.754069434475611e-09
Position 630: 4.9135120927059645e-09
Position 212: 6.513816079683833e-10
Position 152: 5.325638368536062e-11
Position 441: 1.237549402042416e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2473: 0.5824582582575863
Position 2068: 0.43415190474284726
Position 3861: 0.33394224108883735
Position 3035: 0.2651997882752264
Position 3590: 0.17526566619401038
Position 1081: 0.10191112730916219
Position 2162: 0.08841971247042878
Position 1595: 0.07898984743407074
Position 3420: 0.05630068291691171
Position 1090: 0.041134987724981635
Position 2516: 0.04095222202243643
Position 2376: 0.03447868714554024
Position 1033: 0.031179916527237048
Position 202: 0.03004740959300517
Position 565: 0.025777030439970785
Position 2936: 0.024649490627554317
Position 2957: 0.012994926467786957
Position 455: 0.011072932889825082
Position 1142: 0.009764867915786934
Position 2897: 0.009654802804671167
Position 656: 0.009028679741074101
Position 3440: 0.00806146046930569
Position 1132: 0.00735804881107739
Position 306: 0.007332522797391905
Position 2177: 0.006363888952905233
Position 2190: 0.006246318102004035
Position 3470: 0.0058819978032437934
Position 424: 0.005580902483415715
Position 2996: 0.005466308568342578
Position 3207: 0.0050770658748682355
Position 2960: 0.004414905549401138
Position 1703: 0.0035769889201144847
Position 1881: 0.0031405581489591778
Position 2357: 0.002981082768409835
Position 3679: 0.002973706549128134
Position 1640: 0.002735711066737787
Position 3915: 0.0022442146859132464
Position 2422: 0.0020654643578121665
Position 591: 0.001701522055259329
Position 3124: 0.0016782202430304174
Position 3990: 0.0015759733125245152
Position 2197: 0.001567452635581663
Position 2567: 0.0015599703411468084
Position 282: 0.0014602820510734014
Position 3891: 0.0013475997096625118
Position 3742: 0.0012970055033836424
Position 1094: 0.001278818616175141
Position 1160: 0.0012070757167958039
Position 898: 0.0011470209307753248
Position 799: 0.0011338284697161578
Position 2082: 0.0011315114771862525
Position 1669: 0.0010770186199989058
Position 2247: 0.0010728884433174055
Position 2708: 0.0010491210201545437
Position 1036: 0.0010420427013278085
Position 1722: 0.000986742944314798
Position 2485: 0.0009309029112234725
Position 2200: 0.0009177290419956986
Position 693: 0.0007741097862328782
Position 1973: 0.0007364597318377439
Position 2106: 0.0005689787380310225
Position 3523: 0.0005598075656872874
Position 977: 0.0005518411262041869
Position 624: 0.0005252319218419108
Position 220: 0.0005064956853569242
Position 1458: 0.000503726285726556
Position 824: 0.00043589636519327586
Position 1117: 0.00043361969820382304
Position 3146: 0.0004228585335680887
Position 1848: 0.00042085395029956376
Position 598: 0.0003852049703917929
Position 3100: 0.0003268398753140409
Position 2894: 0.0003028724687586521
Position 2022: 0.00030223347413309515
Position 2043: 0.0003022240452049054
Position 1312: 0.0002877567775864613
Position 279: 0.00028544029658721895
Position 4041: 0.000265849205266131
Position 793: 0.0002505164792257234
Position 2158: 0.00024027304298414383
Position 604: 0.00022526175176805545
Position 2114: 0.00022467221007599407
Position 915: 0.00022224852308595064
Position 3761: 0.00019352799390383275
Position 1103: 0.00019123229427104183
Position 726: 0.0001887164534604635
Position 335: 0.00018246634155345368
Position 1191: 0.00018012949354970112
Position 1354: 0.00017177736412503039
Position 2215: 0.00015747439960963748
Position 703: 0.00015300086462752225
Position 1424: 0.0001461389636107645
Position 864: 0.000139598594474236
Position 998: 0.0001381820693546463
Position 2098: 0.00011301086325509293
Position 740: 0.00010815648355729312
Position 2396: 0.00010532583306713749
Position 3161: 9.867417474822254e-05
Position 435: 9.460512071288902e-05
Position 158: 9.178689606654527e-05
Position 1795: 8.972776907124801e-05
Position 963: 8.404993491297796e-05
Position 2906: 8.064847638780718e-05
Position 1388: 8.059868455537764e-05
Position 660: 7.961877473420297e-05
Position 546: 7.71557927768347e-05
Position 2657: 7.33514396528213e-05
Position 323: 7.223092205866121e-05
Position 1309: 6.818936021550432e-05
Position 1502: 6.166787993696673e-05
Position 1418: 5.809074345717468e-05
Position 1897: 5.596033941973888e-05
Position 1345: 5.559195613862524e-05
Position 1673: 5.5308380667988166e-05
Position 3647: 5.426063128216176e-05
Position 1258: 5.257147929509506e-05
Position 507: 5.035030115710009e-05
Position 2858: 4.956157981461056e-05
Position 690: 4.695852680379507e-05
Position 2219: 4.643739732521491e-05
Position 1735: 4.235522297188948e-05
Position 1780: 4.2349355468393575e-05
Position 1171: 4.110638302718849e-05
Position 1924: 3.8076760997639666e-05
Position 3075: 3.770050218808045e-05
Position 673: 2.9340338640310604e-05
Position 1108: 2.7267922148821155e-05
Position 954: 2.7227104730667778e-05
Position 209: 2.714877326070728e-05
Position 1182: 2.676641943727931e-05
Position 1799: 2.5046042335776964e-05
Position 614: 2.4700071711194367e-05
Position 1227: 2.108875176797083e-05
Position 747: 1.8569390121267604e-05
Position 905: 1.818585057476804e-05
Position 1732: 1.7106722372361013e-05
Position 805: 1.5420781895256374e-05
Position 992: 1.5151378716086551e-05
Position 1603: 1.2504253910662402e-05
Position 362: 1.1792939184435267e-05
Position 382: 9.557332610016085e-06
Position 985: 8.842316781356012e-06
Position 1711: 8.383541582639687e-06
Position 933: 8.378815533840192e-06
Position 711: 8.057224069519984e-06
Position 1430: 7.187653026471176e-06
Position 802: 6.316031078538279e-06
Position 922: 5.811103843103418e-06
Position 665: 5.594643831036239e-06
Position 1462: 5.3168802251548796e-06
Position 184: 4.717841983045072e-06
Position 1196: 3.3100283353180084e-06
Position 2554: 2.7636852327540737e-06
Position 611: 1.4839924812949858e-06
Position 1291: 1.4674435480333275e-06
Position 705: 1.0798813708656027e-06
Position 769: 7.765898635016288e-07
Position 750: 7.739840149975519e-07
Position 119: 3.5799980732165075e-07
Position 160: 3.1783458110168686e-07
Position 515: 2.6191504459707154e-07
Position 930: 1.6903926378141525e-07
Position 755: 8.416317466250913e-08
Position 127: 5.469964737947748e-08
Position 137: 3.339817584547327e-08
Position 168: 2.733988653856772e-08
Position 143: 1.1061682450546855e-08
Position 713: 2.181574895727552e-09
Position 348: 2.144911601149659e-09
Position 1193: 1.560028645197707e-09
Position 340: 1.1282395213437776e-09
