Gene = CAAP1
Position 323: 6.445679493756032e-09
Position 1096: 5.719503984916717e-09
Position 1134: 5.666131448894986e-09
Position 1324: 4.65184788970242e-09
Position 1155: 4.285535657170852e-09
Position 1676: 4.235353304789345e-09
Position 1532: 4.161685747448423e-09
Position 270: 3.945028149170475e-09
Position 1261: 3.045864073302633e-09
Position 1188: 2.8873579763417784e-09
Position 1776: 2.744287487921782e-09
Position 278: 2.5244837607747843e-09
Position 659: 2.2046688418488366e-09
Position 1582: 2.1947181673252924e-09
Position 1642: 2.035842853271986e-09
Position 1736: 1.5627013484615673e-09
Position 1296: 1.532234029861732e-09
Position 1797: 1.2957029157473439e-09
Position 1785: 1.2869824885117651e-09
Position 1280: 1.1637244959320343e-09
Position 684: 1.057752814013571e-09
Position 567: 9.94363982960254e-10
Position 933: 4.269613511279826e-10
Position 569: 2.0094843380802433e-10
Position 827: 1.8711687365660813e-10
Position 893: 2.866818291606982e-12
Position 528: 1.7427829040307841e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 6615: 0.9217270433704947
Position 5081: 0.7488884448885808
Position 7918: 0.584364699140914
Position 6233: 0.4835159318571205
Position 5290: 0.4733697928664939
Position 4379: 0.41136175231546196
Position 23870: 0.36076932123690514
Position 5339: 0.31773651435072875
Position 7901: 0.24062058656007454
Position 24257: 0.22374570404596644
Position 7887: 0.16544452453334105
Position 24369: 0.10727275428893593
Position 18406: 0.09089843656152331
Position 6393: 0.0648017994127016
Position 4308: 0.0636984636564459
Position 17394: 0.05319089990743822
Position 2440: 0.052344096748438214
Position 10155: 0.045832853055951424
Position 8219: 0.04298816322380572
Position 5595: 0.042065992872322995
Position 10025: 0.03697858647069841
Position 4696: 0.031032472234649625
Position 6377: 0.030493699463550596
Position 5324: 0.029916219731927922
Position 10494: 0.026995515193968627
Position 18002: 0.024678984554821665
Position 4628: 0.023248679006070146
Position 10340: 0.023007360958239145
Position 17975: 0.021225620489224575
Position 4454: 0.02097435757891807
Position 4230: 0.020968787050026916
Position 16404: 0.019977209747279425
Position 6429: 0.018928165383589213
Position 17890: 0.01839712762376476
Position 8185: 0.017992998023527464
Position 2436: 0.01798808926958514
Position 19455: 0.016562921598157473
Position 18604: 0.015059543974201933
Position 10751: 0.014305120597064758
Position 4448: 0.013201019024446113
Position 6906: 0.012209043541944697
Position 13149: 0.012072461786866717
Position 6820: 0.011584259810501197
Position 10315: 0.010945656356598032
Position 13554: 0.010284781324578253
Position 14407: 0.010131728735598913
Position 5135: 0.009589017624518503
Position 7148: 0.009048962601525747
Position 17425: 0.008909507479346903
Position 9698: 0.008255829038539253
Position 4349: 0.008252847689510807
Position 16380: 0.00803562763398112
Position 4393: 0.007983691298659192
Position 5393: 0.00793345108190098
Position 11862: 0.007737422809027693
Position 5103: 0.007150576877070186
Position 10767: 0.006879153374926229
Position 4723: 0.006597218253589182
Position 17390: 0.005365671914749836
Position 6316: 0.005337431535990268
Position 2372: 0.005089218456612299
Position 16430: 0.005088384991251661
Position 15501: 0.005070242262505357
Position 6559: 0.004695597854260167
Position 10623: 0.004252833140166169
Position 4433: 0.004195976447136053
Position 1025: 0.004057011609409577
Position 12382: 0.003720022756058917
Position 2460: 0.00368088689897769
Position 6855: 0.0036312083180260165
Position 9672: 0.0035497224531974413
Position 13992: 0.0035111502358303203
Position 6048: 0.0034880141837413947
Position 5757: 0.0034811389751092142
Position 5619: 0.0034679393833995666
Position 7035: 0.00330364945276409
Position 5450: 0.003242202848574179
Position 8670: 0.003234786521393276
Position 3392: 0.0030679161990402218
Position 9135: 0.0029649954160381243
Position 4837: 0.0029513602963844275
Position 2409: 0.0028947660183028068
Position 4983: 0.00280749601308945
Position 3554: 0.002789760067965934
Position 8106: 0.002672091805726151
Position 14948: 0.00260917877615596
Position 10287: 0.0025051205140971876
Position 4415: 0.0024696399757233767
Position 1862: 0.002459005898912703
Position 14017: 0.0024022827470747857
Position 10647: 0.0022658075038012823
Position 13956: 0.0022610214371196024
Position 14989: 0.002243337891715682
Position 7839: 0.0022418041664696918
Position 12573: 0.0021818748540331535
Position 9206: 0.002142793044311602
Position 10231: 0.002065554746896756
Position 4713: 0.0019413842049221704
Position 8758: 0.0019007402289697047
Position 6450: 0.0018491663647884596
Position 6867: 0.0018180075639587414
Position 4737: 0.001792381506236404
Position 8225: 0.001763245902881268
Position 750: 0.0017465612631288245
Position 4153: 0.0015270106047909936
Position 9961: 0.0015138462213570192
Position 11325: 0.001473122766635591
Position 6338: 0.0014574902791613536
Position 2238: 0.0014063318117894163
Position 4387: 0.0013872297879193903
Position 17092: 0.0013476853484122619
Position 16970: 0.0013421204950401706
Position 6651: 0.001330031829735408
Position 14260: 0.0013139179405574312
Position 5346: 0.0012612973574789204
Position 10874: 0.0012030989850910282
Position 12897: 0.001159894310889842
Position 13252: 0.0011507429768952701
Position 3885: 0.001124988502795861
Position 11397: 0.0011233537487966062
Position 13419: 0.0011210017496109878
Position 16130: 0.0011139680367671563
Position 8640: 0.001080883890195165
Position 7411: 0.0010327044298563263
Position 11204: 0.0010219298226225007
Position 5341: 0.0009689321829766877
Position 5360: 0.0009565931850906835
Position 6628: 0.0009298091696410976
Position 2652: 0.0009176725039652218
Position 5693: 0.0009020299212503263
Position 8393: 0.0008872870330614816
Position 3172: 0.00086535038320724
Position 3413: 0.0008638012938961901
Position 5411: 0.0008495217117008017
Position 4511: 0.0008492748542366265
Position 13208: 0.0008205589608095512
Position 6205: 0.0008121864150331921
Position 12758: 0.0008089031683087015
Position 10264: 0.0007828708865563019
Position 6470: 0.0007550534343411875
Position 15514: 0.0007538200236095212
Position 11050: 0.0007395234559866555
Position 8564: 0.0007074674744771407
Position 5783: 0.0007017427817736238
Position 4313: 0.0006626595451165294
Position 4855: 0.0006294700892897917
Position 1625: 0.0006250028772999716
Position 7197: 0.0006150382493769375
Position 2943: 0.0006042388747574039
Position 6239: 0.000593049706184502
Position 2510: 0.0005676368252627618
Position 11580: 0.0005624164880318651
Position 8689: 0.0005622842127600078
Position 4244: 0.0005458600914981257
Position 1707: 0.0005157664294120827
Position 15104: 0.0005149454350206645
Position 5174: 0.0004941450475205477
Position 6458: 0.0004914762131009369
Position 2024: 0.00046748073182281935
Position 5676: 0.0004636955546209562
Position 2600: 0.0004510810209222016
Position 4651: 0.00045070469647172617
Position 9569: 0.0004504939876211521
Position 5759: 0.0004497495124176863
Position 11768: 0.0004478990807785774
Position 10601: 0.00042722397805328383
Position 9032: 0.0004249221236817798
Position 11688: 0.00042363378389352645
Position 4936: 0.00041612537850245187
Position 4322: 0.00039075594172514183
Position 7228: 0.00037096768812287583
Position 4466: 0.0003669557970914704
Position 7181: 0.0003659556589315288
Position 11383: 0.0003565939765118733
Position 5007: 0.00035203477699371566
Position 10234: 0.0003520310182959818
Position 10944: 0.00034332950911525914
Position 10164: 0.00034327080593623486
Position 3388: 0.0003376131414026961
Position 10791: 0.0003348479646842542
Position 11350: 0.000326621145580502
Position 13842: 0.00032381408987234363
Position 8192: 0.00031176208550180923
Position 4062: 0.00030751548797745154
Position 4491: 0.000305457688098561
Position 9420: 0.0002988516832935157
Position 13664: 0.00029796615258845634
Position 4548: 0.0002911485134553128
Position 13615: 0.00029029353618940175
Position 9327: 0.00027621143354823654
Position 821: 0.0002759771589984332
Position 5993: 0.0002708235692602565
Position 10372: 0.00025139794913939733
Position 1532: 0.000242543917007992
Position 1219: 0.00023744026379628246
Position 676: 0.00023058624258270064
Position 8171: 0.0002128968514806507
Position 4958: 0.00020029687058695627
Position 2027: 0.00019978806573817595
Position 6738: 0.00019854549533354545
Position 1886: 0.00019835888019983577
Position 8675: 0.00019628174035724928
Position 5397: 0.00018205952451824068
Position 2694: 0.00018053426599712088
Position 4113: 0.00017491170327039773
Position 9546: 0.0001717890551488065
Position 5196: 0.00017148692102003773
Position 9448: 0.00017098415457351623
Position 5833: 0.00016745780887582922
Position 9511: 0.0001670148754245916
Position 6520: 0.000166322516298736
Position 8065: 0.00015816563544146148
Position 7086: 0.00015261654533287145
Position 6822: 0.0001463470250630345
Position 9281: 0.00014539986059791712
Position 6096: 0.00013748459440588427
Position 6754: 0.00012642018788960044
Position 8416: 0.00012588810140894369
Position 2344: 0.00012246648520548173
Position 7250: 0.00012120979993762733
Position 3531: 0.00012085301566790234
Position 1382: 0.00011970468149123807
Position 5357: 0.00011793662913984018
Position 5601: 0.00011483220435568065
Position 3831: 0.00011253648719445066
Position 11271: 0.0001111239692774572
Position 5491: 0.00010853296573338706
Position 2670: 9.635529367722266e-05
Position 893: 9.393519998038756e-05
Position 10853: 9.353729771262016e-05
Position 8164: 8.931378814976053e-05
Position 834: 8.896659517485077e-05
Position 3912: 8.49542381018645e-05
Position 10814: 8.26058250433589e-05
Position 11088: 8.031666467650213e-05
Position 4201: 7.951462841197037e-05
Position 1140: 7.777700674034844e-05
Position 5434: 7.657511192507299e-05
Position 3580: 7.641666187122465e-05
Position 8312: 7.626972826516615e-05
Position 4098: 7.443888268501482e-05
Position 9682: 7.127302654268929e-05
Position 3785: 6.915790879881161e-05
Position 771: 6.550268637290488e-05
Position 6261: 6.535432469621468e-05
Position 4941: 6.38723662102435e-05
Position 8327: 6.311172854569185e-05
Position 2789: 5.71180828373817e-05
Position 6631: 5.688598051171105e-05
Position 321: 5.5306773007321946e-05
Position 9849: 5.135487230767902e-05
Position 6003: 4.839646438099612e-05
Position 841: 4.833103989404364e-05
Position 270: 4.7681897990846355e-05
Position 6690: 4.654317125445531e-05
Position 7236: 4.587128842620689e-05
Position 7341: 4.214813550724728e-05
Position 2272: 3.923279031187657e-05
Position 6657: 3.753489476882041e-05
Position 8252: 3.732040786908713e-05
Position 7361: 3.7042670128625e-05
Position 388: 3.547336047909762e-05
Position 870: 3.3868506670037884e-05
Position 3195: 3.272091351179516e-05
Position 1278: 3.178842439920383e-05
Position 7795: 2.92674122035081e-05
Position 540: 2.8227883691345064e-05
Position 6886: 2.6225235877798776e-05
Position 1942: 2.613875230558687e-05
Position 5255: 2.1865886615418525e-05
Position 1732: 2.0387080470027316e-05
Position 2939: 1.9940358434008943e-05
Position 369: 1.753438714452288e-05
Position 2378: 1.6990503359502712e-05
Position 4004: 1.6429082602875056e-05
Position 2627: 1.5803685894129766e-05
Position 5453: 1.5116429058904732e-05
Position 521: 1.5030441672010717e-05
Position 1373: 1.4991811939107988e-05
Position 4027: 1.3742805743410266e-05
Position 5021: 1.3718271460667702e-05
Position 5199: 1.3349991325523291e-05
Position 7779: 1.2936563116273681e-05
Position 2963: 1.039560407750823e-05
Position 1079: 1.0123218493149901e-05
Position 5252: 9.758415887315153e-06
Position 3102: 9.352438381505994e-06
Position 3334: 8.437538490251278e-06
Position 9427: 8.273284789159001e-06
Position 5705: 7.591572310327149e-06
Position 3209: 7.3027860458671685e-06
Position 2718: 7.0110698087202984e-06
Position 1868: 6.8458159852900804e-06
Position 8249: 6.812366885193419e-06
Position 2486: 6.068757790113171e-06
Position 2004: 5.636873396389636e-06
Position 2029: 5.450704152840589e-06
Position 7463: 4.501387895570759e-06
Position 505: 4.262472450443713e-06
Position 1681: 4.06561540985957e-06
Position 922: 3.652518911057928e-06
Position 1630: 3.590755747029028e-06
Position 391: 2.340331475182046e-06
Position 472: 2.245097510759851e-06
Position 8710: 1.995553354801388e-06
Position 4169: 1.7711247272689991e-06
Position 988: 1.6499225107388088e-06
Position 2049: 1.3365289293411659e-06
Position 2208: 1.225042151095896e-06
Position 1711: 1.0101960473151596e-06
Position 2168: 9.437293448994806e-07
Position 1960: 8.13575093057082e-07
Position 5431: 8.084349864569418e-07
Position 2104: 7.689405023574956e-07
Position 1790: 6.987831186131726e-07
Position 6912: 5.138973955754146e-07
Position 8114: 4.251478723576371e-07
Position 714: 3.0616709337905665e-07
Position 490: 3.023574310381611e-07
Position 956: 3.0181921017092874e-07
Position 1296: 2.3173665180693492e-07
Position 2534: 2.1341320542214707e-07
Position 979: 1.8376906925871223e-07
Position 8343: 1.773719408988456e-07
Position 303: 1.7322087008492232e-07
Position 1750: 1.6982927114559375e-07
Position 333: 1.43233333223895e-07
Position 590: 1.3676860395344905e-07
Position 457: 1.1481796522405028e-07
Position 445: 1.0990664273251801e-07
Position 1324: 1.0703051961280719e-07
Position 1923: 1.0662853038579338e-07
Position 2053: 8.536447520448524e-08
Position 1439: 6.999427397492347e-08
Position 1390: 6.834408948613299e-08
Position 1482: 6.343131622495918e-08
Position 773: 5.535866126067612e-08
Position 1093: 5.289195381999651e-08
Position 8348: 4.6498952229602226e-08
Position 442: 4.315351137008634e-08
Position 318: 3.859432863533364e-08
Position 346: 3.77710034763688e-08
Position 276: 3.666433075152323e-08
Position 2680: 2.935472023748088e-08
Position 3105: 2.7653896620720716e-08
Position 4570: 2.5338289051297776e-08
Position 2578: 1.2743039809761823e-08
Position 8118: 1.0982369708848203e-08
Position 189: 9.206738641580919e-09
Position 823: 3.331415045524233e-09
Position 1972: 1.3085670306076909e-09
Position 1984: 1.2702725465626826e-09
Position 2472: 1.2560931102770395e-09
Position 2275: 1.199137452860272e-09
Position 1280: 8.452152433748334e-10
Position 994: 6.051050522535511e-10
Position 1427: 5.670235422256914e-10
Position 1736: 4.2674355839294405e-10
Position 1657: 3.4530707135295475e-10
Position 1064: 2.345947487336717e-10
Position 1536: 2.1435274896718814e-10
Position 695: 1.438321692328167e-10
Position 1399: 1.0458441319946474e-10
Position 152: 9.588155653754562e-11
Position 798: 8.852562433592162e-11
Position 246: 4.7196951325785595e-11
Position 294: 4.547900451622353e-11
