Gene = PCP4L1
Position 213: 5.562565277330139e-06
Position 802: 5.317312338195126e-06
Position 281: 4.8691507673549955e-06
Position 1149: 3.7080665979250845e-06
Position 763: 3.5750773247530426e-06
Position 3477: 3.414406049494798e-06
Position 1181: 1.6028434422290457e-06
Position 450: 1.5934880889660606e-06
Position 664: 1.5756446548309262e-06
Position 1250: 8.700168457831676e-07
Position 1256: 7.375296190312129e-07
Position 1230: 6.899285529562713e-07
Position 990: 1.99285363110325e-07
Position 172: 7.148844331339571e-08
Position 461: 3.116207781099152e-08
Position 1226: 6.753654980289235e-09
Position 1008: 4.001265499543705e-09
Position 569: 3.6863772502111153e-09
Position 622: 5.298564358196044e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 637: 0.4215751116464034
Position 396: 0.2915698670440668
Position 1011: 0.2423615837302334
Position 2389: 0.2271562270321895
Position 2362: 0.192689097910342
Position 8794: 0.178935040181628
Position 6767: 0.16841359258526378
Position 9846: 0.134410070155667
Position 10612: 0.12068224866504447
Position 10160: 0.11734908202684903
Position 6394: 0.10746985450826306
Position 9627: 0.08393663730887853
Position 2257: 0.0669400465215421
Position 1362: 0.06237030638851166
Position 2230: 0.04013879775822801
Position 9871: 0.03828597553095891
Position 3827: 0.026303669780616122
Position 7427: 0.026055086960265973
Position 863: 0.025691896720362557
Position 9001: 0.019762840905847893
Position 4354: 0.016201153119491808
Position 10623: 0.01606722033696811
Position 2476: 0.01491457305523287
Position 2295: 0.013343331648824017
Position 7549: 0.010850965260573924
Position 8574: 0.009799846233071842
Position 667: 0.009709602326171516
Position 1734: 0.008754535088527584
Position 3955: 0.007817960643137153
Position 8480: 0.007749966019410993
Position 5042: 0.005933256020810328
Position 5203: 0.0058367435668636595
Position 4879: 0.005697068157169935
Position 1761: 0.0056382857747221534
Position 723: 0.005364061956086868
Position 4899: 0.005262885130616689
Position 3918: 0.004998135878505604
Position 6455: 0.004516170353059733
Position 7056: 0.0044948251767765995
Position 1647: 0.00421827444492626
Position 2887: 0.004145262663238174
Position 7037: 0.0038806801614930772
Position 754: 0.003801340859794401
Position 218: 0.0033246940258869705
Position 1585: 0.0032251921755488216
Position 1779: 0.003211306844531505
Position 3431: 0.002982169223997438
Position 2748: 0.002710389206776052
Position 934: 0.002412818848506496
Position 3801: 0.0022368056423666236
Position 2516: 0.00218658824400874
Position 8735: 0.0018388487683618998
Position 2537: 0.0017956701851753487
Position 2814: 0.001517415147703679
Position 3289: 0.0014809224642153146
Position 1728: 0.0012483486674695194
Position 1606: 0.001212190118593578
Position 846: 0.0010478981742048966
Position 450: 0.0010361463782542965
Position 1948: 0.0009091836072065003
Position 169: 0.0008516500880688669
Position 4195: 0.0008515298302243694
Position 499: 0.0008080841053717216
Position 3240: 0.0007802537354545525
Position 401: 0.0007734204280080558
Position 374: 0.0007711715641100955
Position 326: 0.0007243342476444549
Position 727: 0.0006449906572664569
Position 435: 0.0005650821712626401
Position 2005: 0.0005561388103332358
Position 4551: 0.0005472287668656714
Position 152: 0.0005419926778834394
Position 2708: 0.000524724206533769
Position 2957: 0.0005007417535144663
Position 4257: 0.0004938828591416469
Position 3062: 0.00047577776028282214
Position 1108: 0.00046778094338426236
Position 2168: 0.00044150271200747
Position 7033: 0.00043756556118238756
Position 2664: 0.00042022174135663285
Position 288: 0.0003685398644648654
Position 3835: 0.00028480719431166885
Position 1017: 0.0002703934272308473
Position 2367: 0.000253654479713506
Position 1614: 0.0002458661335911038
Position 974: 0.00021848841816520347
Position 1819: 0.00020216472571456514
Position 5367: 0.00018639194421070842
Position 875: 0.00016422915912321482
Position 832: 0.00015761133449155112
Position 4236: 0.0001370823057106939
Position 900: 0.00013047241296543403
Position 1571: 0.00012722231026818655
Position 4109: 0.00010215935114214444
Position 1153: 9.33081623215343e-05
Position 1844: 9.049366523581953e-05
Position 1298: 8.801462484076035e-05
Position 4289: 8.780471481292868e-05
Position 1791: 6.747473126421984e-05
Position 987: 6.367247046263487e-05
Position 1029: 4.966735704435294e-05
Position 1886: 4.7720363468021784e-05
Position 2008: 4.307195760254969e-05
Position 529: 3.69418084241241e-05
Position 1442: 3.1657180344833975e-05
Position 134: 2.751797704656269e-05
Position 789: 2.6559364056363263e-05
Position 906: 2.4898853888472738e-05
Position 191: 1.781987050011219e-05
Position 3163: 1.323809148260021e-05
Position 703: 1.2618498092739092e-05
Position 1036: 1.2051285473149723e-05
Position 2209: 8.529714069474175e-06
Position 154: 7.2968592550007815e-06
Position 345: 5.730240159916072e-06
Position 646: 5.133125736571944e-06
Position 364: 5.132761925781693e-06
Position 758: 4.899447427525233e-06
Position 583: 4.391567154423581e-06
Position 501: 3.914048079866273e-06
Position 827: 3.2273920056060545e-06
Position 184: 3.066349043353078e-06
Position 247: 1.3723372151156126e-06
Position 792: 1.3403878658669056e-06
Position 330: 1.270366614909803e-06
Position 678: 1.0172415833992316e-06
Position 971: 6.741470661811982e-07
Position 356: 6.556031652142397e-07
Position 976: 4.6724584206361483e-07
Position 349: 4.0355878499242994e-07
Position 536: 4.0304032000975447e-07
Position 339: 3.8940348274807045e-07
Position 335: 3.7556672782717824e-07
Position 341: 3.060686363768453e-07
Position 1485: 1.067442958955318e-07
Position 303: 6.17377619708562e-08
Position 509: 2.2337041231634378e-08
Position 252: 1.7669353164113703e-08
Position 522: 1.4578335009798261e-08
Position 100: 1.8405897263938567e-09
Position 256: 1.7672303563379646e-09
Position 802: 6.136447195538702e-10
Position 261: 3.796787435343086e-10
