Gene = GS1-114I9.3
Position 888: 3.3357128814619154e-05
Position 37: 3.265741172672163e-05
Position 69: 2.614109657297146e-05
Position 87: 1.8569033437682654e-05
Position 6875: 1.846852876145444e-05
Position 1660: 1.5358139644912978e-05
Position 2113: 1.1971135493382953e-05
Position 592: 8.176534295025184e-06
Position 2279: 8.115747722482925e-06
Position 3016: 7.2741620635286585e-06
Position 3125: 7.192797942665823e-06
Position 651: 6.448892452280689e-06
Position 1344: 6.422886990189113e-06
Position 810: 6.1812898606768035e-06
Position 4603: 5.010116728519298e-06
Position 6132: 3.7020626775118405e-06
Position 1027: 2.3826786415359694e-06
Position 1048: 2.196195890518368e-06
Position 2336: 2.1938166376862498e-06
Position 2774: 1.997284402856229e-06
Position 3635: 1.959285787214374e-06
Position 2568: 1.757726028794847e-06
Position 4986: 1.4798734833175965e-06
Position 3165: 1.4675434399542788e-06
Position 2199: 1.3111476660531633e-06
Position 1421: 1.2775290704596543e-06
Position 2565: 1.155904427000496e-06
Position 2494: 1.0950654159646773e-06
Position 3075: 1.06858725752575e-06
Position 2553: 3.313489800560535e-07
Position 3249: 3.2685595039438963e-07
Position 636: 7.886661079254564e-08
Position 710: 4.029826436465631e-08
Position 585: 3.246160677902525e-08
Position 871: 3.086849201605912e-08
Position 392: 2.787300480314753e-08
Position 769: 2.6329170490012492e-08
Position 447: 2.143475657401703e-08
Position 495: 2.0600076795864038e-08
Position 460: 1.810154602578237e-08
Position 379: 1.7350178059148596e-08
Position 309: 1.720995805671504e-08
Position 917: 1.20814694032939e-08
Position 382: 1.0751347518973253e-08
Position 215: 1.0194068006607408e-09
Position 161: 9.916390485667063e-10
Position 256: 7.487144522124266e-10
Position 881: 6.777389058530675e-10
Position 995: 4.597742307398968e-10
Position 155: 4.1123635287118055e-10
Position 48: 7.632168132734457e-11
Position 1218: 5.6120227062070603e-11
Position 546: 3.266782764966083e-11
Position 1040: 2.4176687637965614e-11
Position 344: 1.9743485013608207e-11
Position 167: 9.462801841240864e-12
Position 229: 1.8734652560463552e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 17604: 0.44727948421607067
Position 20722: 0.1553939756404702
Position 7124: 0.13294552616743274
Position 19561: 0.10482125903899006
Position 17787: 0.08962013742358266
Position 20007: 0.08234432815884749
Position 13560: 0.07885022948671887
Position 8553: 0.06684076636862979
Position 15641: 0.06569384086372754
Position 17883: 0.06224268013275423
Position 9911: 0.061524214522324414
Position 7202: 0.051753115151595044
Position 13512: 0.04321211499164138
Position 7575: 0.03570246283637244
Position 3539: 0.026625499140601055
Position 6573: 0.0212539146296637
Position 3634: 0.019166753779806704
Position 13759: 0.018240024144335145
Position 9054: 0.0177013891140601
Position 19225: 0.014812772018985716
Position 12897: 0.014296552991650726
Position 14042: 0.011282949716825289
Position 5009: 0.009630269503692081
Position 15274: 0.009016318727977134
Position 16627: 0.008990806833878592
Position 17929: 0.008153574116385134
Position 8117: 0.007992857671068632
Position 2979: 0.007604055562178652
Position 5298: 0.007373327728385722
Position 3653: 0.00718253407584757
Position 16273: 0.007154436747695694
Position 5654: 0.006319899165102343
Position 12290: 0.006285300523579756
Position 7953: 0.004650693150897098
Position 173: 0.00413418550970912
Position 6966: 0.004124863842073698
Position 15357: 0.0039603310069789635
Position 12796: 0.003571294876334577
Position 12894: 0.003512665735968959
Position 15480: 0.00339560504967772
Position 9360: 0.003141325729602274
Position 12556: 0.003117393724358665
Position 13774: 0.003062469579605746
Position 7172: 0.002405860967519828
Position 5208: 0.0023091983811909813
Position 6483: 0.0022777456382829095
Position 5835: 0.002097666943674197
Position 14068: 0.002065654001703867
Position 14638: 0.0020287264809958796
Position 8781: 0.0017564641136259705
Position 10966: 0.001306210567711866
Position 7414: 0.001257200587534154
Position 2816: 0.0012128271283718295
Position 3391: 0.001109332049536375
Position 7928: 0.0010994986138124902
Position 4720: 0.0010934860384984569
Position 4547: 0.0010719554812900652
Position 8085: 0.0010693569569641534
Position 9077: 0.0010472275058766578
Position 10116: 0.0010072482920023362
Position 981: 0.0009931402000856045
Position 9133: 0.0008883675033957085
Position 7204: 0.0008857662701842042
Position 6758: 0.0008445162050323739
Position 2193: 0.0008386045210145642
Position 9826: 0.0007920638592167145
Position 4843: 0.0007563851681884339
Position 12604: 0.0007268781515759606
Position 9104: 0.0006980581145813271
Position 3033: 0.0006813200693971195
Position 12684: 0.0006752970623880967
Position 4397: 0.0006705326491351291
Position 4119: 0.0006660560241963178
Position 9130: 0.0005982049370000272
Position 9080: 0.0005871619796402161
Position 1566: 0.0005543084959649633
Position 8720: 0.0005500995588306134
Position 6397: 0.0005307901746935516
Position 9294: 0.0005266193251885027
Position 3296: 0.0005037931589440998
Position 11601: 0.000445073772696987
Position 6534: 0.00043733661674460263
Position 5321: 0.00042197536229044525
Position 8332: 0.0004176236730249126
Position 3448: 0.0004129471260711402
Position 1598: 0.00040086327466762534
Position 3563: 0.0003977727720760799
Position 4268: 0.0003920004663221768
Position 9638: 0.00038334003603025926
Position 2833: 0.0003738586335383151
Position 5861: 0.0003686753453871647
Position 1116: 0.0003581919071907978
Position 8335: 0.000312643234660496
Position 4334: 0.0002944072226498928
Position 10465: 0.0002886205097901959
Position 7684: 0.0002860375418137726
Position 9856: 0.0002853252134243821
Position 1355: 0.000271647814761909
Position 7615: 0.00026789213912198475
Position 5818: 0.000263461367712825
Position 265: 0.0002493021210248119
Position 3253: 0.00023955264443540247
Position 6791: 0.00023808097149108324
Position 1544: 0.00021501625463578238
Position 10051: 0.00020578159526215138
Position 3695: 0.00018001776538564444
Position 5716: 0.00017462967579241816
Position 3043: 0.00017384423442588047
Position 2447: 0.00016999115702311674
Position 956: 0.00016529268040996138
Position 1949: 0.00016401414792126617
Position 4173: 0.00015822544490745174
Position 4827: 0.00015367466692036517
Position 8982: 0.00015269185174467836
Position 2882: 0.0001481505810157295
Position 6841: 0.0001467492683542148
Position 8225: 0.00014470080271116264
Position 8784: 0.00014435284229202456
Position 2363: 0.00014337847793623336
Position 8222: 0.00013985741725071877
Position 2382: 0.000137204197819546
Position 2998: 0.0001370998490804779
Position 3193: 0.0001366077415280589
Position 1404: 0.00013344291914234996
Position 3968: 0.00012297130631556077
Position 8432: 0.0001200025143427137
Position 4852: 0.0001102789686110926
Position 6026: 0.0001078709312268511
Position 1420: 0.00010380530883301413
Position 8573: 0.00010339367465820672
Position 6772: 9.809160968607895e-05
Position 1191: 9.568350423547366e-05
Position 144: 9.503442923040918e-05
Position 4138: 9.083796596742371e-05
Position 5487: 8.779431733885262e-05
Position 3755: 8.391586786668112e-05
Position 5388: 8.304122768243782e-05
Position 8270: 8.296857596607973e-05
Position 3165: 7.852927460578658e-05
Position 7487: 7.671074980153239e-05
Position 3356: 7.489312606378943e-05
Position 4688: 7.46403553358487e-05
Position 4423: 7.37073391213107e-05
Position 5531: 7.217954440873156e-05
Position 5119: 7.148702386925908e-05
Position 6660: 6.899663959259879e-05
Position 3670: 6.128574228389245e-05
Position 1032: 6.122025943705485e-05
Position 1509: 5.68652164874425e-05
Position 1381: 5.574364671986411e-05
Position 6715: 5.254559120974984e-05
Position 283: 5.124941433003743e-05
Position 3463: 4.974795492192073e-05
Position 5363: 4.9511890465927876e-05
Position 3795: 4.8396405036126094e-05
Position 2677: 4.567256394076304e-05
Position 1318: 4.460983293693029e-05
Position 6700: 4.3711763068069745e-05
Position 1283: 4.0706778350572464e-05
Position 2425: 4.069341958101936e-05
Position 5770: 4.00033362647661e-05
Position 4763: 3.986526324868942e-05
Position 1513: 3.871855612170575e-05
Position 2319: 3.677152914999139e-05
Position 1455: 3.6555573591686557e-05
Position 1601: 3.6217658301559846e-05
Position 5303: 3.568687995496335e-05
Position 5701: 3.567500288025052e-05
Position 5963: 3.4043138841552736e-05
Position 5881: 3.403726028504674e-05
Position 6219: 3.074716242385189e-05
Position 3923: 2.95386126644573e-05
Position 5671: 2.794851596889514e-05
Position 1575: 2.6866081828403367e-05
Position 917: 2.6863809228637255e-05
Position 2841: 2.6177081863123e-05
Position 4582: 2.549106141084527e-05
Position 692: 2.483366786633453e-05
Position 2464: 2.3845023755605274e-05
Position 4579: 2.356474116465863e-05
Position 4551: 2.3346938953942047e-05
Position 4151: 2.280135688728355e-05
Position 3014: 2.2383654560199075e-05
Position 3083: 2.098688452613915e-05
Position 1027: 1.994924193240385e-05
Position 469: 1.9592112499134128e-05
Position 7339: 1.8422550951948205e-05
Position 951: 1.6563183955746564e-05
Position 1760: 1.618118511810782e-05
Position 2233: 1.4686787841832832e-05
Position 601: 1.4379636949508366e-05
Position 3883: 1.3837464470187043e-05
Position 2392: 1.32763983479121e-05
Position 2579: 1.2523992953453944e-05
Position 181: 1.1700929360158232e-05
Position 887: 1.1303467578522489e-05
Position 3199: 1.0664426853603633e-05
Position 1070: 1.0626406764417389e-05
Position 1221: 9.336323231301166e-06
Position 647: 9.14327533865829e-06
Position 1120: 8.067205286870264e-06
Position 3264: 7.50415076121049e-06
Position 1263: 7.037777243603885e-06
Position 1139: 6.97404976337644e-06
Position 1087: 6.480400977472738e-06
Position 1734: 6.20960314613662e-06
Position 1468: 6.088336059609562e-06
Position 2655: 5.91265105639905e-06
Position 1843: 5.285832887407744e-06
Position 1983: 5.075263476102045e-06
Position 1218: 4.2247389181748e-06
Position 759: 3.1463830761499978e-06
Position 2004: 3.07046018820946e-06
Position 650: 2.4658445793018874e-06
Position 2068: 1.3963676215044709e-06
Position 3703: 1.2767812100785312e-06
Position 3842: 8.462076719577142e-07
Position 2009: 7.770257262360509e-07
Position 607: 5.814819711812126e-07
Position 1551: 5.738711593472526e-07
Position 481: 5.485303417387818e-07
Position 2044: 5.396036581848049e-07
Position 1533: 5.116236490334268e-07
Position 2025: 4.6744854668958973e-07
Position 987: 4.5306682712103153e-07
Position 575: 4.5304937804547843e-07
Position 900: 2.985802223434486e-07
Position 287: 2.942852648322383e-07
Position 624: 2.148720792888222e-07
Position 871: 1.0539904727433969e-07
Position 1626: 4.266685174510693e-08
Position 1547: 3.6960896982656146e-08
Position 1701: 1.1271082122251774e-08
Position 1515: 1.0873932432793344e-08
Position 1579: 1.0718425312387899e-08
Position 1098: 4.520525045658805e-09
Position 995: 3.5042891076040565e-09
Position 1000: 8.870497207033753e-10
Position 804: 7.596031486917251e-10
