Gene = LNP1
Position 1651: 0.00027318276882257924
Position 5990: 0.00026924360780697154
Position 4210: 0.000262243609148782
Position 4712: 0.00026102103545037485
Position 6643: 0.00026052629078966374
Position 3782: 0.000258861901599543
Position 1196: 0.00024347478639950208
Position 905: 0.00023898629216899048
Position 1390: 0.0002377837635036555
Position 6153: 0.00022466985623398087
Position 3425: 0.00021933938945418264
Position 164: 0.00021932217106034602
Position 1687: 0.00017526508427419797
Position 397: 0.00017271310305153712
Position 833: 0.00016737258934739738
Position 3290: 0.00016588932093026995
Position 5165: 0.0001551062871195995
Position 3442: 0.00015341432112134847
Position 3323: 0.00015181595025301202
Position 1072: 0.00014686706679417898
Position 2365: 0.00013813157390376188
Position 3095: 0.00012455719837757218
Position 1624: 0.0001221677763247344
Position 2481: 0.00012048360726718182
Position 5207: 0.00011737160588540348
Position 4780: 0.0001166389501653311
Position 1584: 0.00011506008162065144
Position 2390: 0.00010476036822552926
Position 1618: 0.00010210515544828883
Position 104: 0.00010099764792925838
Position 1084: 9.024158404071033e-05
Position 3785: 8.824797475261732e-05
Position 2043: 6.840124604482275e-05
Position 1016: 6.811482367506916e-05
Position 3964: 6.708310571988584e-05
Position 3521: 6.579927197789891e-05
Position 2962: 6.245241189865883e-05
Position 347: 6.120199705575245e-05
Position 2653: 3.963190979774375e-05
Position 2177: 3.718210492334686e-05
Position 2352: 3.497112372714856e-05
Position 1588: 3.4067611806078114e-05
Position 3246: 3.1352907406047295e-05
Position 1416: 2.85504962551789e-05
Position 3287: 2.4707468407388257e-05
Position 1222: 2.25033811246077e-05
Position 423: 1.7707424098604225e-05
Position 836: 1.2614678802087319e-05
Position 361: 1.2465983949904444e-05
Position 788: 1.0144066425083781e-05
Position 1672: 9.892451658823365e-06
Position 1640: 9.318430769343774e-06
Position 686: 6.715267529314882e-06
Position 772: 3.348228178879143e-06
Position 888: 2.105022998970657e-06
Position 1152: 1.8158497675128999e-06
Position 610: 5.811404152099729e-07
Position 839: 3.5891097364874466e-07
Position 1530: 1.3241157415129694e-07
Position 710: 1.2182107024843376e-07
Position 1550: 1.1763466044786072e-07
Position 1504: 8.987896100676892e-08
Position 355: 8.22810716428563e-08
Position 554: 7.464987080163062e-08
Position 745: 7.322844977358796e-08
Position 1025: 7.03924150774234e-08
Position 137: 5.653644063070792e-08
Position 520: 3.670426169824618e-08
Position 186: 3.2324994293043785e-08
Position 134: 3.117786033118713e-08
Position 452: 8.636345319509231e-09
Position 665: 8.587411528422356e-09
Position 438: 7.629820098771021e-09
Position 441: 6.61879746399958e-09
Position 169: 4.769858659924352e-09
Position 309: 3.305735719322797e-09
Position 195: 2.025695905395587e-09
Position 484: 2.934267500765262e-10
Position 547: 2.477325547166077e-10
Position 286: 1.5742564275516032e-10
Position 466: 1.1645837714766724e-10
Position 575: 7.651773962561268e-11
