Gene = AAED1
Position 9104: 0.00620038252817326
Position 14767: 0.006117056938140739
Position 12326: 0.0058945557917777095
Position 10909: 0.00579099225310821
Position 717: 0.005659861415632181
Position 11175: 0.0050285098351356555
Position 1616: 0.00479528812356225
Position 11490: 0.0044584323159735356
Position 3797: 0.004130159249013882
Position 3125: 0.003936495959364975
Position 2536: 0.0038975450801074134
Position 6242: 0.0038453730854616335
Position 2978: 0.003547882476566437
Position 668: 0.003465525269816601
Position 531: 0.003196637479741847
Position 12285: 0.0030945530926477153
Position 7814: 0.0030020397514201286
Position 13334: 0.002858300905617396
Position 1092: 0.00276964042863736
Position 8225: 0.002659176989428534
Position 2924: 0.0022908623802295382
Position 563: 0.0022792385519386656
Position 13626: 0.002244316280266335
Position 10951: 0.0022320380516027034
Position 10237: 0.0021891361713137153
Position 6855: 0.0021722654423448457
Position 14120: 0.002171707305651263
Position 10031: 0.0021028926572078197
Position 14323: 0.002066856939318337
Position 6007: 0.0019470173881283872
Position 5744: 0.0018797060375511606
Position 8186: 0.0017973907953758906
Position 2581: 0.0016859346951451045
Position 3705: 0.0015916714341318887
Position 13866: 0.0015864064799702526
Position 1303: 0.0014450518649094287
Position 13059: 0.0014375029646419074
Position 14476: 0.0013300973924139394
Position 3200: 0.0012977873817879588
Position 8533: 0.0012046990609260852
Position 13425: 0.0011839305850327446
Position 5023: 0.0011678485842670137
Position 6376: 0.001164089519179992
Position 1077: 0.0011429976069471258
Position 9791: 0.0011326689486041157
Position 3376: 0.0011318669505994854
Position 9261: 0.001035237629274769
Position 13828: 0.0009865948865757086
Position 961: 0.0009668511583099793
Position 9946: 0.0009433747265803906
Position 9794: 0.0008685719474946456
Position 8991: 0.0008678847658757362
Position 9850: 0.0008040868556750814
Position 2837: 0.0007450186808843875
Position 5060: 0.0007011643231521359
Position 6200: 0.000691363614411901
Position 10895: 0.0006684974158180148
Position 5723: 0.0006561127869688139
Position 6344: 0.0005868604240124705
Position 3081: 0.0005713828122317547
Position 9382: 0.0005691230175002852
Position 12472: 0.0005678680155745377
Position 4933: 0.0005129007215284931
Position 541: 0.0005074743764326229
Position 1089: 0.0005036111038791912
Position 12088: 0.000477097047267382
Position 12131: 0.0004681770452518334
Position 9768: 0.0004614936594655127
Position 4746: 0.0004372931822521102
Position 1017: 0.00043102748293923955
Position 9649: 0.00039200863128929103
Position 5934: 0.0003913192160105496
Position 3326: 0.00037560064681319455
Position 6419: 0.00036470281401361574
Position 1106: 0.00036276009492306095
Position 384: 0.00035861052580098363
Position 9487: 0.00035574923320146263
Position 12450: 0.0003468590572405834
Position 9237: 0.0003077581411418859
Position 1748: 0.0003015154498641859
Position 1767: 0.00029728213532509434
Position 13500: 0.00029689167215699166
Position 8060: 0.00028633141012527984
Position 603: 0.0002827053857266826
Position 1696: 0.0002799760918193755
Position 4034: 0.0002621463474782093
Position 4866: 0.0002561572514676431
Position 654: 0.00025603451436633065
Position 9828: 0.00025185110302667957
Position 6259: 0.0002509379453437197
Position 7112: 0.00024863626125087455
Position 13310: 0.0002444233916573368
Position 9729: 0.0002238037774084999
Position 983: 0.00022106830742141842
Position 9743: 0.00021911714178748495
Position 11392: 0.00021866322586948844
Position 4654: 0.00021716971284141217
Position 10434: 0.00021682291785967992
Position 3669: 0.00019134092610486377
Position 10067: 0.0001894487835241904
Position 6208: 0.0001809256320083396
Position 1192: 0.00017395176216055883
Position 9511: 0.00016926248018617638
Position 3304: 0.00016335879100704898
Position 5976: 0.0001441747990275522
Position 1849: 0.00014148589430442249
Position 6416: 0.0001351029861420248
Position 903: 0.00011757898241453766
Position 11312: 0.00011216470317207342
Position 2057: 0.00011095426158011687
Position 577: 0.00010767437263649962
Position 724: 9.95317186734228e-05
Position 4618: 8.847412929310596e-05
Position 9652: 8.276930467827178e-05
Position 3016: 8.067300044627787e-05
Position 9585: 7.462300374515399e-05
Position 1842: 7.418683832964974e-05
Position 5463: 7.081378787645136e-05
Position 4883: 6.713755271200657e-05
Position 9165: 6.397317945909379e-05
Position 134: 5.67172397278035e-05
Position 10535: 5.5917576214145104e-05
Position 3263: 5.2703862417401646e-05
Position 11720: 4.801856806714123e-05
Position 720: 4.5515174810130496e-05
Position 1011: 4.4622374176086864e-05
Position 1358: 4.127895200923021e-05
Position 4197: 4.115267360182438e-05
Position 1195: 3.761773614809921e-05
Position 5085: 3.5356783311877816e-05
Position 7067: 3.182943917507585e-05
Position 4390: 3.177687888025637e-05
Position 2220: 3.0998157696775746e-05
Position 6908: 2.804150387878263e-05
Position 4357: 2.662901567603351e-05
Position 4300: 2.5114375780755807e-05
Position 5460: 2.4359342444237255e-05
Position 1600: 2.4000412913732974e-05
Position 3986: 2.2635227284152767e-05
Position 8536: 2.2522918506818678e-05
Position 4012: 2.0467132916672002e-05
Position 4450: 1.4951621296593731e-05
Position 4717: 1.462995079342389e-05
Position 7487: 1.409001021002865e-05
Position 5354: 1.3023338680209466e-05
Position 9349: 1.2455687277979767e-05
Position 4437: 1.2418755959831978e-05
Position 543: 1.2055755526685084e-05
Position 4396: 1.1361115630713106e-05
Position 589: 1.1118922770664206e-05
Position 337: 1.1002768557530117e-05
Position 1330: 9.369923196956064e-06
Position 1309: 8.661428519110779e-06
Position 4250: 8.305531994244224e-06
Position 1021: 8.195429479900388e-06
Position 4786: 7.843066839812615e-06
Position 1326: 7.349276556197817e-06
Position 1667: 6.645078445577548e-06
Position 3960: 6.582686941486261e-06
Position 1451: 6.5102522485928466e-06
Position 566: 6.0885885338088955e-06
Position 1352: 5.475449069055617e-06
Position 939: 5.399203234616558e-06
Position 581: 5.105781529891273e-06
Position 462: 4.51612575707423e-06
Position 1394: 4.084915426425666e-06
Position 293: 2.75559546717711e-06
Position 107: 2.735156365513059e-06
Position 4308: 2.4384672096970446e-06
Position 443: 2.0948491496654843e-06
Position 438: 1.8914577751183024e-06
Position 811: 1.7270790184504448e-06
Position 2769: 1.200648156407555e-06
Position 2223: 1.1312976824124772e-06
Position 297: 1.029156185544142e-06
Position 242: 8.336436886732466e-07
Position 5962: 6.691026797111349e-07
Position 6145: 5.150317715479623e-07
Position 343: 4.6098885883500634e-07
Position 306: 3.5822321904066157e-07
Position 5909: 3.469441887081537e-07
Position 6461: 3.068439713914126e-07
Position 355: 8.86987341994833e-08
Position 1718: 8.471070635554329e-08
Position 1710: 8.329080722923008e-08
Position 349: 7.188835447396097e-08
Position 164: 5.1952664698520226e-08
Position 83: 5.159160062725314e-08
Position 1186: 4.856684817548091e-08
Position 1208: 4.765442919832309e-08
Position 341: 4.3147606472258194e-08
Position 1406: 4.191164883177505e-08
Position 4714: 3.506682408219417e-08
Position 1213: 2.737438749515566e-08
Position 258: 1.941253168299485e-08
Position 628: 1.7286173505600533e-08
Position 1034: 1.5673530083112098e-08
Position 4236: 1.5398409789193823e-08
Position 5026: 1.2559259759415e-08
Position 230: 9.369775045364962e-09
Position 215: 6.744135669350589e-09
Position 220: 2.6830899977840916e-09
Position 1764: 1.6417510068519137e-09
Position 4399: 1.3308758874496923e-09
Position 731: 5.440294092796316e-10
Position 641: 3.870842897529713e-10
Position 4168: 1.5513329775681892e-10
Position 4485: 1.5397138914388562e-10
Position 733: 1.0851085698567811e-11
Position 196: 3.3161769647544145e-12
