Gene = C4BPB
Position 429: 2.499269714611344e-05
Position 2828: 2.2894633069154514e-05
Position 590: 1.3915621912479504e-05
Position 835: 1.0242540849173801e-05
Position 141: 6.797636897499438e-06
Position 1247: 5.081566747369598e-06
Position 2983: 4.538383188096109e-06
Position 13: 3.857788411785804e-06
Position 256: 3.2322527649571092e-06
Position 1549: 2.9711659270147606e-06
Position 517: 2.5173925577776514e-06
Position 732: 2.3670006149080387e-06
Position 1338: 2.122658412312395e-06
Position 1611: 1.3906030564491447e-06
Position 114: 1.2052869408919746e-06
Position 474: 1.1777682516654044e-06
Position 207: 1.1009653063326543e-06
Position 1290: 1.0165281948582726e-06
Position 268: 4.726756046000835e-07
Position 205: 2.096535202898766e-07
Position 1257: 1.877551362992244e-07
Position 1293: 1.8617200537930384e-07
Position 63: 1.4225623857761185e-07
Position 15: 5.7009484067356e-09
Position 1632: 4.785543232056928e-09
Position 949: 1.663905731014809e-09
Position 789: 1.5902989500546914e-09
Position 952: 1.182335745185956e-09
Position 367: 7.222672785091946e-10
Position 134: 6.592824623504711e-11
Position 611: 2.8667775727345604e-14
Position 242: 7.933861878813988e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 639: 0.7898628939432316
Position 1465: 0.6030333685408612
Position 10958: 0.5004764412550727
Position 9307: 0.4641803153541801
Position 2801: 0.4063294535257144
Position 1468: 0.34173684105151186
Position 2777: 0.23975904751844707
Position 7679: 0.23147752170547195
Position 10946: 0.17226601539436204
Position 256: 0.1594410916658336
Position 7261: 0.09269308059037197
Position 2307: 0.07519446209253383
Position 6513: 0.0636488550302108
Position 10458: 0.05793429349241431
Position 1757: 0.05690169194062059
Position 2763: 0.054402026129184475
Position 2726: 0.05182059312812421
Position 6868: 0.05045987520117859
Position 548: 0.04462577674932657
Position 3082: 0.04041586647098422
Position 474: 0.03733709000193312
Position 8395: 0.025475962439925698
Position 6448: 0.025162328089264448
Position 404: 0.023318564500648842
Position 9686: 0.020833721364155594
Position 9124: 0.01678670455737406
Position 6948: 0.016170910380099223
Position 7881: 0.014460669242998322
Position 6819: 0.013411026270116342
Position 8415: 0.012842142897196967
Position 1712: 0.011990301333259805
Position 10679: 0.011090808630293074
Position 2276: 0.00943745664092693
Position 7309: 0.009012243758489465
Position 9716: 0.006562771519562268
Position 7706: 0.0064998847955118795
Position 579: 0.006369062619851116
Position 2620: 0.005337684326047591
Position 3279: 0.005009529366214744
Position 8966: 0.004892163881954015
Position 3806: 0.004846091081218338
Position 6533: 0.004533346951445685
Position 1887: 0.004515329522407651
Position 10560: 0.0038470672537541163
Position 5765: 0.0033184955961508837
Position 2566: 0.0032527727689271135
Position 9456: 0.002988874462170206
Position 6477: 0.002871820925581051
Position 6342: 0.002804469417737749
Position 1985: 0.0026609188892546985
Position 8465: 0.002627082477990117
Position 8868: 0.0025543158523866237
Position 689: 0.002516707998209065
Position 2281: 0.0024053132351725516
Position 355: 0.002384627579130545
Position 308: 0.0023726711404354127
Position 2911: 0.0023536826421876197
Position 377: 0.0022790127096638966
Position 3206: 0.0020271649708984442
Position 2008: 0.001971757010280511
Position 1781: 0.0018144195556981596
Position 7929: 0.0016880065316590648
Position 9603: 0.001647957279948847
Position 609: 0.0015814040681185382
Position 9915: 0.0015658233341668934
Position 5217: 0.0015088018895457122
Position 6215: 0.0014828844777455533
Position 7946: 0.001422899303338054
Position 1043: 0.0013911747589043912
Position 3227: 0.0012970731003822784
Position 663: 0.0012787162924541163
Position 1760: 0.0011320039110425367
Position 1423: 0.0011272933186939344
Position 3283: 0.001093975286868428
Position 6009: 0.0010586208913423072
Position 6286: 0.0010079119925547036
Position 9560: 0.0009761438761285513
Position 7742: 0.0009093782513579465
Position 2152: 0.0008990810937190553
Position 4103: 0.0008896478036960816
Position 1988: 0.0008563689783166786
Position 411: 0.0008260341185871705
Position 501: 0.0007238144417814929
Position 1518: 0.0006698185120722301
Position 1560: 0.0006499489380151609
Position 2868: 0.0005934832652270106
Position 7086: 0.0005593442494869618
Position 5697: 0.0005586276539324686
Position 1773: 0.0005448041454805432
Position 3088: 0.000544801142033664
Position 905: 0.0005379995951057799
Position 2312: 0.0005339825938495117
Position 2083: 0.0005205533135988205
Position 2544: 0.0005048672993346221
Position 1159: 0.00047497305176269163
Position 524: 0.0004730597609595142
Position 1814: 0.0004367881872641582
Position 2514: 0.00043646597629022334
Position 2193: 0.0004252463071700371
Position 4262: 0.0003699524387098216
Position 1470: 0.000358490709266935
Position 5930: 0.0003569830118629681
Position 1492: 0.000352002335243238
Position 2693: 0.0003476084104620548
Position 490: 0.0003451168164224776
Position 2839: 0.00033615597603141675
Position 2916: 0.0002785421590041221
Position 744: 0.0002572202386378294
Position 1848: 0.00025617623740682607
Position 1733: 0.0002547816938599884
Position 266: 0.00024983953560981124
Position 3084: 0.00024693062507784774
Position 3880: 0.00024479472179282045
Position 606: 0.00023282912359676928
Position 3300: 0.00021916625552506885
Position 175: 0.00020507721044190787
Position 311: 0.00019917750755966336
Position 3830: 0.00019655594366983745
Position 361: 0.00018017884411268792
Position 2660: 0.00017209593433134183
Position 1079: 0.0001720951635555322
Position 1060: 0.00016792251240984755
Position 4322: 0.00016351408409366077
Position 3621: 0.0001610237353925919
Position 2139: 0.00015395639684959283
Position 1802: 0.00015112282505464711
Position 3451: 0.00011902718049000339
Position 5030: 0.00010715036208605531
Position 1502: 0.00010522288339025194
Position 2179: 9.726806304203625e-05
Position 1836: 8.677843923658981e-05
Position 222: 7.548215041682837e-05
Position 6270: 7.018006101758329e-05
Position 2290: 6.896154369298548e-05
Position 1894: 6.855779227055578e-05
Position 2600: 6.785088622850067e-05
Position 1076: 6.749625179198392e-05
Position 2227: 6.677541615746133e-05
Position 618: 6.445558332098928e-05
Position 4298: 6.426880142563778e-05
Position 3966: 5.23312262277208e-05
Position 3238: 4.8964781726564334e-05
Position 274: 4.822967396743819e-05
Position 1871: 4.767593677319982e-05
Position 238: 4.7391060681414714e-05
Position 429: 4.5021857134897186e-05
Position 822: 4.344092284530816e-05
Position 552: 4.146003022968295e-05
Position 1608: 3.8758824361485084e-05
Position 945: 3.7464680703152725e-05
Position 988: 3.740092662143618e-05
Position 228: 3.327608634448264e-05
Position 1521: 3.0432193607790257e-05
Position 1990: 2.393262749478591e-05
Position 4939: 2.3515471943904517e-05
Position 1020: 2.2999918126617493e-05
Position 1576: 2.164527771390471e-05
Position 3545: 2.151455952349623e-05
Position 772: 1.8394590753416072e-05
Position 581: 1.7168144797070976e-05
Position 2309: 1.7049747337004302e-05
Position 586: 1.6303669838627293e-05
Position 648: 1.4035515502923596e-05
Position 5006: 1.3268223706412934e-05
Position 1825: 1.3172778749554808e-05
Position 1329: 1.270062025402267e-05
Position 2976: 1.1810293190663261e-05
Position 583: 1.0592233198707189e-05
Position 2844: 8.580343581078203e-06
Position 2087: 8.187954622844273e-06
Position 995: 7.627215667415422e-06
Position 615: 7.311896659933517e-06
Position 1190: 6.864077181014613e-06
Position 1104: 6.605810718188547e-06
Position 2404: 5.9512899612479126e-06
Position 141: 4.786771501855398e-06
Position 831: 4.48816760168181e-06
Position 594: 4.406305638255508e-06
Position 809: 3.918848946250506e-06
Position 316: 3.2844950373818032e-06
Position 327: 3.2494002504236215e-06
Position 153: 3.0895415971601966e-06
Position 180: 2.6957156950695293e-06
Position 183: 2.3300431813698747e-06
Position 2929: 1.8132669601321417e-06
Position 2732: 1.2567805288869471e-06
Position 268: 1.142308699626108e-06
Position 193: 1.1109292166823351e-06
Position 779: 1.1078823704391218e-06
Position 732: 1.0702249434445001e-06
Position 1480: 9.550820571590362e-07
Position 1168: 6.883318235122642e-07
Position 674: 6.175797030106718e-07
Position 1439: 5.884698109687246e-07
Position 277: 5.075826169254489e-07
Position 189: 4.657170517596452e-07
Position 1410: 3.281949112784663e-07
Position 1377: 2.4172985030864384e-07
Position 159: 1.262163460785203e-07
Position 1584: 9.120147615678088e-08
Position 1356: 8.516543039636952e-08
Position 1309: 7.644176079360167e-08
Position 2481: 2.344051966738771e-08
Position 128: 2.0039249598073965e-08
Position 835: 1.1664956228371896e-09
Position 1648: 4.5269489131692306e-10
Position 98: 1.0417196152747087e-10
Position 78: 2.717336868447527e-11
Position 104: 8.60355155833717e-12
Position 92: 2.5100901103048068e-12
Position 100: 1.5666247817584303e-12
Position 114: 7.991820976325361e-13
Position 109: 1.1762048226863824e-14
