Gene = PITHD1
Position 1232: 8.11653381981608e-05
Position 1150: 7.113488068222829e-05
Position 827: 6.848219367029885e-05
Position 281: 6.659069164948913e-05
Position 1043: 5.747661937275811e-05
Position 466: 4.5279887499519437e-05
Position 945: 2.7958344370592022e-05
Position 577: 2.6157156542930562e-05
Position 692: 1.7689722265287962e-05
Position 948: 1.5584158114488294e-05
Position 901: 1.4808296941970427e-05
Position 121: 1.3798994610568914e-05
Position 8658: 1.3781620990702393e-05
Position 203: 1.3434123008325194e-05
Position 8614: 1.0508193604414376e-05
Position 854: 7.947104902635988e-06
Position 560: 7.937286978764824e-06
Position 1357: 6.799769379735184e-06
Position 8805: 5.9961060056183e-06
Position 697: 2.9710621022149513e-06
Position 2264: 2.8530595725755108e-06
Position 42: 2.490388407325101e-06
Position 680: 2.2825692426019774e-06
Position 3833: 1.9937818704101634e-06
Position 775: 1.9879699445575913e-06
Position 365: 1.9656298251081453e-06
Position 3956: 1.9155494592042417e-06
Position 661: 1.773377292982631e-06
Position 8423: 1.3629399175139588e-06
Position 350: 1.2035089406266685e-06
Position 139: 6.805966887854469e-07
Position 369: 4.57563011903682e-07
Position 1916: 4.270003589090297e-07
Position 558: 4.0207931735765487e-07
Position 1610: 3.542713532077091e-07
Position 517: 2.037332869966703e-07
Position 1413: 1.6926519105216966e-07
Position 386: 1.513347771792328e-07
Position 1631: 1.1089249759843763e-07
Position 431: 9.523580041689016e-08
Position 1427: 4.974686549724839e-08
Position 113: 3.560497356072653e-08
Position 348: 1.1525907312514499e-08
Position 589: 3.866041850074158e-09
Position 407: 3.5631711140154246e-09
Position 522: 2.8795054708241664e-09
Position 425: 2.414093484833758e-10
Position 270: 1.621162432572935e-10
Position 14: 1.3801941276392978e-10
Position 463: 7.271815772958546e-11
Position 105: 4.69069968574328e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 7269: 0.9362474650592347
Position 7909: 0.8025434839085839
Position 1458: 0.7008092436110752
Position 9345: 0.333476983669015
Position 8869: 0.27284157164817474
Position 5625: 0.2596577121772722
Position 1032: 0.2228718474517305
Position 6338: 0.1530620070639858
Position 9468: 0.07852127995339833
Position 775: 0.07710346696167318
Position 9530: 0.05080748455977866
Position 5856: 0.0304564872376673
Position 8972: 0.029469626041203945
Position 5091: 0.027992985589160517
Position 553: 0.027448124173318055
Position 8775: 0.02695928810552209
Position 1426: 0.024043855314005897
Position 8575: 0.02364384285768334
Position 8279: 0.021764682358137746
Position 945: 0.021329568350486897
Position 7724: 0.02080133258443993
Position 8684: 0.01658551818814108
Position 9366: 0.01574235217550463
Position 9110: 0.015002586799296183
Position 4616: 0.013851994841502955
Position 6356: 0.013198112933373411
Position 8628: 0.012007269360021468
Position 9252: 0.010910072320916658
Position 8656: 0.010757956562624177
Position 7775: 0.008894233111241993
Position 3181: 0.008100070184019285
Position 7693: 0.008045650412096659
Position 5558: 0.007153686045421257
Position 5231: 0.0069726628745189695
Position 8822: 0.006822983570349023
Position 7457: 0.006566381982232714
Position 8151: 0.0061128218361202295
Position 9713: 0.006024053591961604
Position 486: 0.0059980061018950976
Position 6767: 0.005307696439834994
Position 7971: 0.005122320940746652
Position 6309: 0.005036569536574407
Position 5528: 0.004747037921867407
Position 7643: 0.004436584050227837
Position 6401: 0.004335541138826358
Position 7307: 0.004161051415575292
Position 5234: 0.004132511996809126
Position 980: 0.003835656981520392
Position 730: 0.003793754212347391
Position 6312: 0.003750079475445606
Position 8255: 0.0037091291654025344
Position 727: 0.0036837393627818416
Position 3329: 0.0035021938088780303
Position 391: 0.0034246324200958556
Position 442: 0.0033199242399640436
Position 8368: 0.003138787325302886
Position 8631: 0.0031122746719784273
Position 1412: 0.0030904567208499306
Position 7664: 0.0029348206639883737
Position 1104: 0.002932442098952599
Position 7688: 0.0028621916854938575
Position 8514: 0.0027776567198017727
Position 8953: 0.0025753944429255876
Position 5313: 0.002491944204611068
Position 2228: 0.0022471668669319642
Position 5067: 0.0022309223493784448
Position 746: 0.0021564931847079223
Position 3276: 0.0021403434653162667
Position 8125: 0.0020209379990335447
Position 8852: 0.002012015309124031
Position 1176: 0.0018585314134480337
Position 8371: 0.001828120149535571
Position 1721: 0.0017008133532239703
Position 9821: 0.0016113241514148502
Position 3652: 0.0015844543060300666
Position 2062: 0.0014195429160154482
Position 7821: 0.0013039397455197914
Position 7616: 0.0012950673643387096
Position 5260: 0.0012910066212251507
Position 787: 0.0011713697560565043
Position 7509: 0.0011365145909737547
Position 951: 0.0011210477645991854
Position 5368: 0.001109479108883972
Position 8422: 0.0010873364216996968
Position 5406: 0.0010735150319482049
Position 7621: 0.0010534868196879674
Position 4408: 0.0010309721501219724
Position 7781: 0.0010028807958833016
Position 9184: 0.0010008528311455016
Position 6018: 0.0009899160728258595
Position 9397: 0.000979561959743059
Position 167: 0.0009794733835029696
Position 832: 0.0008714872356878989
Position 3610: 0.0008593841331660722
Position 6839: 0.0008313837631312952
Position 2026: 0.0008299414101668618
Position 5880: 0.000800004859792101
Position 182: 0.0007899059609168563
Position 8464: 0.0007555106446347768
Position 7778: 0.0007522791960776685
Position 7162: 0.0006649462028110052
Position 1051: 0.0006265451234244357
Position 916: 0.0005704968056934285
Position 8827: 0.0005607311935446851
Position 7441: 0.0005167038897101921
Position 9481: 0.0005122582786550444
Position 1081: 0.00048166396441580114
Position 1394: 0.00046681042998256004
Position 1237: 0.0004500165748001614
Position 842: 0.0004418602123865951
Position 7734: 0.00042432996505432105
Position 9400: 0.0004039325466601347
Position 8924: 0.00035179873060737317
Position 9298: 0.00035168308079342283
Position 703: 0.0003358327574101586
Position 170: 0.0003349458325935585
Position 1043: 0.0003139011381243042
Position 224: 0.00030310484231636846
Position 7417: 0.00029965741886275193
Position 8303: 0.00026739058070455947
Position 5511: 0.0002638264368719302
Position 9035: 0.00025185658031506495
Position 8184: 0.00024932201433595263
Position 9724: 0.0002235656913503381
Position 1133: 0.00021962839795821302
Position 4075: 0.00018546099115022822
Position 6334: 0.00018536494393580816
Position 1477: 0.00017991799648553767
Position 3225: 0.00016558338625606139
Position 3208: 0.00015758674885362262
Position 5459: 0.00015582723487369814
Position 4382: 0.0001544765389067613
Position 7479: 0.0001499000099038783
Position 7176: 0.00013538704670536727
Position 568: 0.00012744731003486108
Position 6021: 9.529038419152141e-05
Position 4612: 9.463748448761774e-05
Position 988: 8.992324999299768e-05
Position 1376: 8.590845740246935e-05
Position 1764: 6.975710577111572e-05
Position 790: 6.955985317345279e-05
Position 1528: 6.925620493196195e-05
Position 2146: 6.902412467106448e-05
Position 956: 6.80027630956727e-05
Position 1878: 6.492606840935278e-05
Position 7288: 6.338086147181056e-05
Position 1157: 5.594634465679724e-05
Position 7699: 4.662398983516868e-05
Position 3504: 3.60025712935798e-05
Position 672: 3.5428060461565185e-05
Position 877: 2.9105907964198805e-05
Position 1302: 2.888993363796943e-05
Position 179: 2.865595825122817e-05
Position 3997: 2.6613863418796618e-05
Position 535: 2.447793331978015e-05
Position 527: 2.4392545434161476e-05
Position 4636: 2.3005807994831728e-05
Position 2067: 2.2547598536898215e-05
Position 1113: 2.2004690211266187e-05
Position 4775: 2.1478191658432895e-05
Position 402: 1.84506552743038e-05
Position 415: 1.5640497704309294e-05
Position 1210: 1.5488534560640326e-05
Position 1977: 1.5164204508776549e-05
Position 3417: 1.4262612504952209e-05
Position 1829: 1.3686633818945944e-05
Position 572: 1.0804372555573072e-05
Position 4241: 9.728834258340812e-06
Position 1605: 9.268375026576085e-06
Position 1790: 8.884297987373922e-06
Position 920: 7.706065488782114e-06
Position 247: 7.3538950867749015e-06
Position 1916: 7.24671757396444e-06
Position 1207: 7.034233305697199e-06
Position 636: 6.719458599401853e-06
Position 1260: 4.68920395326553e-06
Position 570: 3.8152683698097775e-06
Position 922: 3.4008696684119494e-06
Position 517: 3.30282719958792e-06
Position 7696: 2.8777857085340742e-06
Position 1159: 2.686611150225707e-06
Position 886: 2.679292951872515e-06
Position 893: 2.6656592061499458e-06
Position 3765: 2.3478491311991068e-06
Position 259: 1.8739186571858407e-06
Position 3251: 1.7494288680655928e-06
Position 278: 1.65106310995303e-06
Position 584: 1.5854517802256554e-06
Position 502: 1.5402430865775502e-06
Position 3398: 1.5361965148933198e-06
Position 3733: 1.3696411397964937e-06
Position 3720: 1.3515260867801867e-06
Position 461: 1.3100522997230634e-06
Position 1057: 1.2345402275159393e-06
Position 1124: 1.2031681788854308e-06
Position 245: 7.233712589728956e-07
Position 901: 6.657834184813729e-07
Position 4054: 5.29171485538955e-07
Position 1352: 3.5583890962579625e-07
Position 453: 2.8818844020152644e-07
Position 254: 2.424884353903924e-07
Position 2195: 2.360791194143479e-07
Position 8089: 2.176242080734176e-07
Position 1339: 1.7586858874262212e-07
Position 1294: 1.69198435386641e-07
Position 1285: 1.6483684632342201e-07
Position 458: 9.166425157483558e-08
Position 127: 6.535860172359477e-08
Position 674: 3.679659235572107e-08
Position 3680: 3.139216933407304e-08
Position 3696: 3.06651143705507e-08
Position 1484: 2.968241938506312e-08
Position 1727: 2.9105402251445523e-08
Position 496: 2.3348789407672188e-08
Position 1845: 1.978753091669415e-08
Position 1745: 1.863020058684462e-08
Position 657: 1.545723648629305e-08
Position 1248: 1.2896384451465873e-08
Position 308: 9.75964539481633e-09
Position 1736: 8.970420541765112e-09
Position 342: 3.464085019882386e-09
Position 646: 2.739781992378607e-09
Position 504: 2.7257135215255556e-09
Position 953: 1.76421471169884e-09
Position 641: 1.4594690843436008e-09
Position 290: 1.1287718781345732e-09
Position 287: 4.964653100180795e-11
Position 650: 1.9783660223984006e-12
Position 96: 2.4560640084347195e-14
Position 87: 4.063511296399302e-15
Position 85: 9.214548849209567e-16
