Gene = CTC-534A2.2
Position 5355: 0.0035369287549406147
Position 3020: 0.0034633079893743525
Position 4147: 0.0033878647188705195
Position 6038: 0.0033211741034971784
Position 4821: 0.003087282473538728
Position 817: 0.0030767938121960144
Position 889: 0.002731876681519528
Position 2065: 0.0026927019154988395
Position 1342: 0.0026666487519833477
Position 5048: 0.0026301140499796825
Position 3739: 0.0025298624581483915
Position 1205: 0.0022618749201741986
Position 2909: 0.0021634990319725636
Position 416: 0.0018529188325305682
Position 4103: 0.0017423558507293807
Position 3333: 0.0015511873177888348
Position 643: 0.0014845451463385857
Position 1725: 0.0014635081600780123
Position 4802: 0.001449288989191243
Position 2465: 0.0014243215116460492
Position 4932: 0.0012606456993020842
Position 2495: 0.001177417066891806
Position 3891: 0.0011604870117278231
Position 1528: 0.0011172731489110346
Position 1385: 0.001042932569342461
Position 5507: 0.0010253244082785327
Position 5779: 0.0009980088062079724
Position 5688: 0.000986822378692997
Position 3148: 0.0009551088258228323
Position 1728: 0.0008627834816750094
Position 3888: 0.0007532464967629953
Position 319: 0.0007162249972102365
Position 5122: 0.0007054431934904619
Position 1549: 0.000700518742354117
Position 3205: 0.0006844313586792952
Position 2127: 0.000681219770040121
Position 1319: 0.0006534181966989173
Position 735: 0.0006292590147703544
Position 920: 0.0006106441618130164
Position 4300: 0.0005977806767928645
Position 260: 0.0005485219423349369
Position 1303: 0.0005443604870675911
Position 3624: 0.0005293497664592365
Position 3048: 0.0005254246925813925
Position 4360: 0.0005253861729953514
Position 3202: 0.0005136291056406589
Position 4658: 0.0004922574229429393
Position 4476: 0.0004709605515422394
Position 3721: 0.0004451483618405323
Position 5634: 0.00038322167879894093
Position 5009: 0.0003327206432219742
Position 2656: 0.000319247370144536
Position 3349: 0.00031221271099011354
Position 598: 0.00029917096589143793
Position 284: 0.00028753688585480457
Position 1947: 0.00027106281308279773
Position 1468: 0.00025739922573643275
Position 5149: 0.00022096575296856255
Position 5235: 0.00021452884079052582
Position 5109: 0.0002098672972028382
Position 626: 0.00019469801688785156
Position 3825: 0.00019265093600277672
Position 4977: 0.00018677389416907688
Position 2634: 0.00018379940267309808
Position 1383: 0.00018300963055608321
Position 5087: 0.00018056345476433465
Position 748: 0.00016820359692365185
Position 1514: 0.00016622890604568315
Position 5972: 0.00016543957678487363
Position 1257: 0.0001648173398899418
Position 1666: 0.00016030206779926208
Position 4456: 0.00015314590257392338
Position 3081: 0.0001512204554060559
Position 592: 0.0001511396868450505
Position 2033: 0.0001473125011353789
Position 2253: 0.00014595654683909344
Position 1605: 0.0001433867456892474
Position 4832: 0.00014268830938613168
Position 6109: 0.00014107925076964017
Position 538: 0.00013847932334099615
Position 4728: 0.00013818680834508742
Position 3405: 0.00012071413643772308
Position 3636: 0.00012028197722012541
Position 1175: 0.00011421184085871586
Position 4171: 0.00010844726880081891
Position 4079: 9.852170082374593e-05
Position 1489: 9.630549614835921e-05
Position 3596: 9.566322232918078e-05
Position 4582: 8.95371037042905e-05
Position 3252: 8.800667302153775e-05
Position 4241: 8.717692290121485e-05
Position 1693: 8.601032283432345e-05
Position 1380: 8.429437805927935e-05
Position 221: 8.328155883765342e-05
Position 3969: 8.133647091541708e-05
Position 3983: 8.052870514328202e-05
Position 2651: 8.047671745937012e-05
Position 4399: 8.021255941278568e-05
Position 3917: 7.958183897932043e-05
Position 402: 7.816034929994887e-05
Position 751: 5.896073220821569e-05
Position 1575: 5.665422213670584e-05
Position 1630: 5.077314666697163e-05
Position 932: 4.69942674123384e-05
Position 585: 4.623996250955544e-05
Position 1498: 4.369278648894663e-05
Position 2558: 3.620103846989677e-05
Position 1851: 3.212033741645915e-05
Position 2092: 3.116399224011154e-05
Position 2478: 2.8393367460295388e-05
Position 2719: 2.51084226792819e-05
Position 1442: 2.3791478982282676e-05
Position 322: 2.2457713069892943e-05
Position 1212: 1.713470516774856e-05
Position 341: 1.5300552706992972e-05
Position 2742: 1.4659891495391868e-05
Position 480: 1.3451888566367135e-05
Position 702: 1.2154320797977347e-05
Position 2751: 1.1106621183509351e-05
Position 3097: 1.0841585443552967e-05
Position 302: 7.973609659251342e-06
Position 2144: 6.038460578971513e-06
Position 1224: 3.561385153892183e-06
Position 1221: 2.7866403134458842e-06
Position 857: 4.671448833315087e-07
Position 710: 4.508003088046009e-07
Position 175: 3.324268620665314e-07
Position 1330: 3.0578727658089785e-07
Position 1103: 2.5887291374213027e-07
Position 1354: 2.588173215981427e-07
Position 99: 1.9401548986499559e-07
Position 717: 1.8951918135047996e-07
Position 1261: 1.866518164745898e-07
Position 601: 1.8369197061520503e-07
Position 775: 1.5846899187877162e-07
Position 765: 1.2674506149610198e-07
Position 656: 1.0267084834533594e-07
Position 756: 1.0099897014051299e-07
Position 181: 8.236219954844838e-08
Position 162: 7.889217314794772e-08
Position 128: 2.9165060122939218e-08
Position 151: 1.7916963324105437e-08
Position 141: 1.608801471865388e-08
Position 484: 1.2227551927609237e-08
Position 103: 1.0848481023390563e-08
Position 148: 8.250496028621148e-09
Position 125: 5.332008268104363e-09
Position 177: 4.338738211040969e-09
Position 179: 7.318509552193715e-10
Position 132: 6.026401490942687e-10
Position 106: 4.5349777086763696e-10
Position 154: 3.8733337796317514e-11
Position 187: 3.2329996038145994e-11
Position 76: 1.164159788424445e-11
Position 189: 1.0926256299594698e-11
