Gene = ENHO
Position 460: 4.563141595094254e-08
Position 464: 4.0943152397498606e-08
Position 337: 3.62569566224625e-08
Position 558: 2.4213628769910844e-08
Position 301: 2.245157643476386e-08
Position 517: 2.1596248943677448e-08
Position 523: 1.7328302823478088e-08
Position 576: 7.010752645071208e-09
Position 590: 6.828304539666188e-09
Position 331: 6.258638909525632e-09
Position 623: 4.853463602611434e-09
Position 510: 3.927607252806167e-09
Position 472: 2.4683177562767186e-09
Position 214: 2.423163493433832e-09
Position 540: 1.4654999741251326e-09
Position 456: 1.1396839849525054e-09
Position 138: 8.235055603068604e-10
Position 496: 6.19844729924222e-10
Position 525: 4.145939028916762e-10
Position 528: 4.0381091794828043e-10
Position 556: 2.5533217684843337e-10
Position 458: 5.910771234910925e-11
Position 474: 3.5329379896620076e-13
Position 272: 3.1553271522163285e-13
Position 269: 5.70577599737155e-14
