Gene = MINOS1
Position 4148: 7.623129066440696e-06
Position 1996: 7.401957568762875e-06
Position 4758: 6.711725260693194e-06
Position 3079: 6.205638619817461e-06
Position 140: 6.0511520921068e-06
Position 762: 5.768746294612067e-06
Position 1337: 5.55126004820231e-06
Position 2303: 5.508526516989948e-06
Position 2570: 5.3522201384177475e-06
Position 783: 4.664011625218009e-06
Position 1276: 4.2643872919672286e-06
Position 634: 4.250966940717953e-06
Position 787: 3.875618101167793e-06
Position 4097: 3.740857759109916e-06
Position 1636: 3.3793217799205998e-06
Position 1538: 3.3661249033904543e-06
Position 2982: 3.2757874478715282e-06
Position 2834: 3.1140966290156793e-06
Position 2168: 3.021431651275986e-06
Position 2013: 2.845226021470519e-06
Position 2857: 2.7751306598470243e-06
Position 3149: 2.4750630687371072e-06
Position 496: 2.3403591724111305e-06
Position 2792: 2.287593961167302e-06
Position 1172: 1.426189684155074e-06
Position 1377: 1.4103455993282981e-06
Position 909: 1.121810279928556e-06
Position 346: 7.456065669728233e-07
Position 319: 7.319860375366898e-07
Position 3682: 6.625909026066545e-07
Position 3944: 3.945232738095968e-07
Position 1739: 2.5873928457007244e-07
Position 214: 2.517759873827271e-07
Position 3502: 1.707804561923272e-07
Position 2541: 1.2971355539453185e-07
Position 499: 1.0875363134283932e-07
Position 194: 1.0688753691377195e-07
Position 804: 1.0570881544895317e-07
Position 3637: 1.023079090018196e-07
Position 1081: 8.744654266653591e-08
Position 922: 6.545787628413278e-08
Position 574: 6.060767405155392e-08
Position 437: 4.308077532676242e-08
Position 2330: 4.134579976543558e-08
Position 938: 3.649331183930501e-08
Position 158: 2.43661667060792e-08
Position 1488: 2.0855546510554667e-08
Position 1555: 2.044462922553142e-08
Position 1127: 1.9766053768428455e-08
Position 2459: 1.5368237572457207e-08
Position 2185: 1.4881415345657436e-08
Position 2364: 1.47620218985461e-08
Position 411: 1.3834578424433783e-08
Position 2371: 1.3232822372265898e-08
Position 2467: 1.1530886693445541e-08
Position 1524: 1.1073392679098925e-08
Position 693: 9.12841437171251e-09
Position 1422: 8.8804928704106e-09
Position 316: 8.265167851768361e-09
Position 1015: 7.611931257124336e-09
Position 696: 6.780181632895658e-09
Position 780: 6.496301189996574e-09
Position 1493: 6.016523375974118e-09
Position 540: 5.300751552134481e-09
Position 198: 4.993401108175303e-09
Position 631: 4.785398275435645e-09
Position 1232: 4.2780579046683896e-09
Position 689: 6.306640778784406e-10
Position 654: 5.063516315082208e-10
Position 322: 4.607665506760706e-10
Position 859: 3.7373217168023844e-10
Position 380: 3.2372535538396966e-10
Position 407: 2.762746712981461e-10
Position 173: 2.1232547717710611e-10
Position 1067: 1.524653394847075e-10
Position 587: 1.363242743785688e-10
Position 674: 7.779088691160562e-11
Position 119: 6.471419552533397e-11
Position 203: 4.971790405460195e-11
Position 340: 4.442617261331256e-11
Position 391: 2.1817182861408513e-11
Position 307: 1.1699950636843585e-11
Position 310: 1.0651264607224388e-11
Position 115: 1.0237685884435954e-11
Position 160: 4.182873391820938e-12
Position 78: 4.786831102410043e-13
Position 82: 5.358358061716592e-14
