Gene = ITGB3BP
Position 3804: 0.0006006703622174961
Position 3234: 0.0005799267485421768
Position 419: 0.0005359988261762038
Position 6431: 0.0005270849694612077
Position 10590: 0.0005175712844816277
Position 3389: 0.00047701380133631147
Position 5710: 0.0004707115600452314
Position 5099: 0.00045065990894141086
Position 6993: 0.00043108190783237074
Position 6921: 0.0003961197828405939
Position 1058: 0.00037963343971189855
Position 3168: 0.0003742268471949658
Position 1382: 0.00032331397022827667
Position 3155: 0.0003198669947591243
Position 879: 0.00030402857952149185
Position 6248: 0.0002955486542934462
Position 8296: 0.0002941456660391477
Position 6019: 0.0002898710399430479
Position 1460: 0.00028786036853524667
Position 3038: 0.00027927292488525346
Position 2806: 0.00027688824923019907
Position 3462: 0.00025395366842535853
Position 3609: 0.0002478792753829581
Position 5067: 0.00023266235498833483
Position 3627: 0.000232318756103204
Position 1576: 0.00021800858135473343
Position 3191: 0.00019539108016832158
Position 3703: 0.0001875859173276017
Position 1110: 0.00018383436708327116
Position 7176: 0.00018302059050953273
Position 7214: 0.00016643642780386333
Position 4413: 0.0001616853178727828
Position 4304: 0.00015847508426112162
Position 4983: 0.0001440776745859423
Position 3630: 0.0001424967775680858
Position 2372: 0.00014100941022740483
Position 3006: 0.00013930559379463886
Position 5104: 0.00013540588870990412
Position 3573: 0.0001350013376906062
Position 3570: 0.0001304944099379966
Position 4410: 0.0001257688301634615
Position 7416: 0.00012339232142947565
Position 869: 0.00011756087398271974
Position 2608: 0.00011254378705382391
Position 2715: 9.663747369322107e-05
Position 2149: 9.158448227631918e-05
Position 1556: 9.14575947954629e-05
Position 4174: 8.959240057714913e-05
Position 1643: 8.810798584078097e-05
Position 3211: 8.734104695095279e-05
Position 3061: 6.806817860661195e-05
Position 5855: 6.122006695982065e-05
Position 745: 6.062820532097982e-05
Position 2326: 5.795661836509194e-05
Position 2571: 5.559612799662705e-05
Position 5849: 5.488643808399362e-05
Position 3093: 5.4311101449513004e-05
Position 2708: 5.341799524973901e-05
Position 2386: 5.2381427406677865e-05
Position 4952: 5.198560825372583e-05
Position 2390: 4.500746945145432e-05
Position 3647: 4.248140223189479e-05
Position 2677: 4.0792706932902325e-05
Position 1847: 3.841927914585271e-05
Position 4822: 3.813778728698105e-05
Position 4124: 3.8131892835842915e-05
Position 427: 3.524787219229797e-05
Position 4875: 3.4496337768531036e-05
Position 314: 3.328732882289533e-05
Position 1619: 3.222532137432139e-05
Position 1552: 3.2107473211932776e-05
Position 3058: 3.0496298187938592e-05
Position 384: 2.8425950852971324e-05
Position 341: 2.7458876766344968e-05
Position 497: 2.7150180560147833e-05
Position 512: 2.6972943976058344e-05
Position 767: 2.6588522632094432e-05
Position 1796: 2.3405131989989993e-05
Position 718: 2.3276967091130686e-05
Position 1841: 2.2387336627549584e-05
Position 538: 2.2196577471383976e-05
Position 1203: 1.733484136884308e-05
Position 1817: 1.709655604014345e-05
Position 1442: 1.4182136019686246e-05
Position 1162: 1.4041605371931676e-05
Position 1124: 1.370558293323285e-05
Position 1973: 1.3669184813224133e-05
Position 2644: 1.3333646130725686e-05
Position 2672: 1.2841977018781977e-05
Position 839: 1.1857193400711971e-05
Position 1486: 9.897293559846747e-06
Position 2924: 9.159687229987639e-06
Position 2078: 9.147905932309439e-06
Position 2951: 8.725333544320341e-06
Position 372: 8.077653088879481e-06
Position 2407: 7.502063500058143e-06
Position 946: 7.4606329086275664e-06
Position 1930: 6.5771914009082536e-06
Position 585: 6.570714982784976e-06
Position 2861: 6.008139380432301e-06
Position 1910: 5.7431343889266845e-06
Position 2492: 5.4810291904629085e-06
Position 3042: 3.949307402752255e-06
Position 2449: 3.5985512953744624e-06
Position 2022: 2.3047587807125304e-06
Position 105: 1.5510605415354254e-06
Position 1874: 1.4622484268970137e-06
Position 2039: 1.3992056747465267e-06
Position 2472: 1.299110721770784e-06
Position 2456: 1.2724856239502834e-06
Position 1907: 1.2002761214464792e-06
Position 1997: 4.664854929371088e-07
Position 852: 4.524794324101974e-07
Position 953: 3.060271206348128e-07
Position 1265: 2.760346847226878e-07
Position 4080: 1.374318365619911e-07
Position 1589: 1.2935713733981806e-07
Position 660: 1.22352965372047e-07
Position 3924: 1.2143120186710502e-07
Position 2176: 7.123047919175414e-08
Position 161: 5.538207975530178e-08
Position 906: 2.8151958028539937e-08
Position 731: 2.3763430825152555e-08
Position 672: 2.2369875337776196e-08
Position 276: 1.5414031647984193e-08
Position 886: 1.3852251599129781e-08
Position 158: 1.1985280119219364e-08
Position 134: 7.878015090934204e-09
Position 651: 6.536154157939597e-09
Position 394: 3.4734064913192395e-09
Position 640: 3.0680593445591517e-09
Position 137: 2.830829628887586e-09
Position 677: 1.8719348205934683e-09
Position 399: 2.2292501368136326e-10
Position 142: 4.277002253314247e-12
Position 139: 3.001217776997813e-12
Position 517: 7.301959554368759e-13
Position 473: 2.745691435559301e-13
Position 396: 9.687416013612325e-16
Position 90: 1.9969031377311078e-17
