Gene = OTULIN
Position 1369: 1.1240552349511192e-08
Position 649: 9.234965033781734e-09
Position 352: 9.189968685992333e-09
Position 762: 8.244350687741645e-09
Position 545: 7.5823243038586e-09
Position 1070: 6.7085985554224e-09
Position 894: 6.555842068315741e-09
Position 634: 2.2434712753641178e-09
Position 110: 7.651324426601317e-10
Position 495: 3.0636818659779663e-10
Position 330: 7.830266240451086e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 13932: 0.9753953671130796
Position 8893: 0.9384407310545962
Position 28105: 0.8764755662579976
Position 16715: 0.7941613134967578
Position 25290: 0.6760485376968978
Position 30119: 0.5536805758178985
Position 22772: 0.5363853899442678
Position 3465: 0.4494728445335018
Position 15178: 0.36715965097861586
Position 7189: 0.21426564884658433
Position 20233: 0.21010222107006393
Position 33399: 0.14516776334799275
Position 28150: 0.08994935537355471
Position 30908: 0.08154866903130334
Position 32176: 0.07973076323902657
Position 4742: 0.0726324473702491
Position 32899: 0.07250520353563354
Position 13765: 0.07124914501998364
Position 31155: 0.07085161599297145
Position 24876: 0.06543580595369022
Position 31416: 0.06098542486070174
Position 7675: 0.060740900714720214
Position 30337: 0.05196298860515923
Position 15993: 0.04681573117065278
Position 7376: 0.04644212188058856
Position 13674: 0.04471030050575199
Position 31549: 0.043608893493541315
Position 19985: 0.04287034974679524
Position 15712: 0.04245236309165537
Position 7763: 0.0415163908217834
Position 15905: 0.03769781600470745
Position 30175: 0.037024243587600994
Position 28699: 0.03625257927367533
Position 11524: 0.034720847757242365
Position 15074: 0.03403890383898875
Position 10201: 0.03402288586456736
Position 33678: 0.03205957617817461
Position 16802: 0.031146343506249535
Position 28512: 0.028805631769479447
Position 32474: 0.02769743632451296
Position 32750: 0.027425211678202693
Position 7335: 0.0264155564602616
Position 30431: 0.025634666882765007
Position 14958: 0.02531852960388717
Position 22704: 0.024718852110319732
Position 31090: 0.024584559796489745
Position 8825: 0.021817114626324827
Position 15268: 0.021199587259764414
Position 5745: 0.02046488556716334
Position 11546: 0.020307273375064737
Position 3835: 0.018435801347525833
Position 20259: 0.018033462851078874
Position 753: 0.017126232645553643
Position 13171: 0.01666356126122933
Position 555: 0.016353501832107334
Position 30592: 0.015609453155138748
Position 12503: 0.015433122000123084
Position 29190: 0.015009770477860937
Position 13205: 0.01448528155358613
Position 30399: 0.0137045092498552
Position 28370: 0.012795885739182337
Position 4311: 0.01276401628466893
Position 9476: 0.011302367292818647
Position 10174: 0.01094837815289219
Position 1971: 0.010097976997648235
Position 1703: 0.010021148348342744
Position 1902: 0.009858400082863048
Position 16841: 0.00977485200040008
Position 18953: 0.009473120218375496
Position 15194: 0.009447411582328402
Position 33181: 0.00940249476621231
Position 19937: 0.009222779164968999
Position 8436: 0.009205503143638232
Position 33794: 0.009143320660921564
Position 32379: 0.008940558231901822
Position 22313: 0.008438104150684553
Position 20201: 0.0077985628093514255
Position 11636: 0.00734726266855776
Position 28894: 0.006764237377656877
Position 20998: 0.006761411048096886
Position 21107: 0.006741826834164496
Position 32012: 0.0065580631155457035
Position 28702: 0.006549274107267697
Position 29072: 0.006521037305136171
Position 28959: 0.006502024263553353
Position 15501: 0.006102239418681468
Position 11881: 0.005645883346527972
Position 21597: 0.0054770901894850635
Position 6726: 0.005070336122790816
Position 7803: 0.004885089280874976
Position 15611: 0.004691619451053936
Position 30919: 0.00469027533315925
Position 11549: 0.004623578000072264
Position 32344: 0.004616016349310857
Position 29243: 0.004195896556129876
Position 1782: 0.003473039371224041
Position 606: 0.003415344541878994
Position 2811: 0.003411560575845238
Position 31594: 0.003384106745423782
Position 20003: 0.003352349333081379
Position 30742: 0.003342911261790874
Position 2072: 0.0031380857368250503
Position 27020: 0.003038236587776525
Position 31597: 0.003033390586570214
Position 4879: 0.0030291120350805618
Position 2045: 0.0030231665541159596
Position 20166: 0.003021519117210448
Position 1905: 0.0029688962787901892
Position 4367: 0.00296536583872295
Position 29630: 0.0027603697879460256
Position 9353: 0.0025443410656542857
Position 2408: 0.002466371190156855
Position 7383: 0.0023962205294688617
Position 14921: 0.002365419237296821
Position 18807: 0.002304585277016591
Position 3520: 0.0022531821025512247
Position 11902: 0.0021768379531592837
Position 18829: 0.002021515112265967
Position 11847: 0.0019419957934050467
Position 14403: 0.0017748617943993982
Position 11597: 0.0017634033331323257
Position 11307: 0.0017068064565626845
Position 4201: 0.0016550637421207425
Position 10778: 0.0015834224815775087
Position 30544: 0.0015748209914976932
Position 12936: 0.001556220227869284
Position 1858: 0.001505002383626023
Position 3855: 0.001420584269480476
Position 13200: 0.0013577075621746101
Position 29164: 0.0013212169993666693
Position 18858: 0.0012720873274088768
Position 3786: 0.0012678060486102172
Position 1432: 0.001266759709482893
Position 4911: 0.0011505679857954684
Position 14909: 0.0011501995439033997
Position 29615: 0.0011401566763322986
Position 9267: 0.0011070101666033048
Position 1539: 0.0010888141251084963
Position 1311: 0.0010843245879833883
Position 568: 0.0010566727085078048
Position 16674: 0.0010458708039286382
Position 3999: 0.001036547102195531
Position 5905: 0.0010341583677756917
Position 3651: 0.0009973544088120786
Position 3368: 0.0009920227497291097
Position 14469: 0.0009904673950598434
Position 10052: 0.0009402159910050544
Position 4550: 0.0009269271217990349
Position 28747: 0.0008437542084838015
Position 3883: 0.0008346478970022526
Position 1718: 0.0008251114980570294
Position 4503: 0.0007694027577877082
Position 25990: 0.0007079519125241308
Position 27344: 0.0007038298256427163
Position 2651: 0.0005449475163747634
Position 24337: 0.0005429661804595533
Position 10851: 0.0005240382735372428
Position 724: 0.0005085984987958287
Position 2292: 0.0004967015388014347
Position 4552: 0.00047311276011523923
Position 2030: 0.00043189864802383983
Position 3101: 0.00042487600464822053
Position 2120: 0.0004022884770972078
Position 797: 0.0003995167941481021
Position 14445: 0.0003958845996961841
Position 14877: 0.00038598633416417246
Position 9759: 0.0003733990355519179
Position 6042: 0.00036421504843212483
Position 1257: 0.00034570092937494923
Position 4076: 0.0003114014336761323
Position 3730: 0.0003086449657782747
Position 25682: 0.00030854238287464624
Position 3106: 0.0003022997513469791
Position 578: 0.000300653586721078
Position 20834: 0.00027845925979927904
Position 2817: 0.0002731785132716898
Position 666: 0.0002721817005142272
Position 1873: 0.0002651427051867627
Position 1219: 0.00025428142244509244
Position 1280: 0.0002532562482641128
Position 3539: 0.00023742640572669004
Position 19577: 0.00021374464438584376
Position 27562: 0.00021148214421091334
Position 3073: 0.00020881902840840582
Position 4775: 0.0001949337072000438
Position 20667: 0.0001922952343411301
Position 2451: 0.0001865572908609646
Position 6067: 0.0001718447115046735
Position 758: 0.00016359538183263958
Position 3000: 0.0001265241364422502
Position 2341: 0.00011980952567401855
Position 2954: 0.00011753935612272297
Position 485: 0.00011678894509604317
Position 2437: 9.858914945275165e-05
Position 16620: 9.660724089348255e-05
Position 4588: 9.637562702321742e-05
Position 1487: 9.49240678853481e-05
Position 2296: 9.088064865372535e-05
Position 3393: 8.997177468465443e-05
Position 14578: 8.627859610011655e-05
Position 4016: 8.6094834206886e-05
Position 643: 7.735569729325153e-05
Position 416: 7.624728887578831e-05
Position 1490: 7.621409719765468e-05
Position 2880: 7.602757370777674e-05
Position 2837: 7.498329441985897e-05
Position 1459: 7.072195907173418e-05
Position 2671: 6.922162246174143e-05
Position 1870: 6.80891349634549e-05
Position 1381: 6.283504475686594e-05
Position 4117: 6.102328050533068e-05
Position 1980: 6.036859699490751e-05
Position 16946: 5.6564847113622795e-05
Position 2246: 5.586938302062956e-05
Position 3477: 5.5326320746166686e-05
Position 23325: 5.329200571534948e-05
Position 3607: 5.317339507311717e-05
Position 3123: 5.300487821387167e-05
Position 3003: 5.160783051149065e-05
Position 894: 4.904321340460671e-05
Position 5875: 4.808413582856118e-05
Position 900: 4.25816095775381e-05
Position 4213: 4.1962468686952003e-05
Position 2269: 4.001875049930191e-05
Position 2813: 3.8943083159906725e-05
Position 17635: 2.9532076084396122e-05
Position 3087: 2.9200644833241685e-05
Position 2387: 2.9165286993928062e-05
Position 442: 2.9034066479431206e-05
Position 21896: 2.8386785973660703e-05
Position 1556: 2.824134087906176e-05
Position 9243: 2.629322255549767e-05
Position 1191: 2.6121529986349098e-05
Position 17619: 2.549231236541217e-05
Position 3280: 2.4143472301076736e-05
Position 23016: 2.169601435069595e-05
Position 3847: 2.1253137116635765e-05
Position 928: 2.1136137700383992e-05
Position 2647: 1.9963946727118052e-05
Position 1108: 1.925999740810039e-05
Position 10153: 1.8938437332492032e-05
Position 15058: 1.8537570057564442e-05
Position 3044: 1.7561372960000655e-05
Position 1791: 1.6824437541376963e-05
Position 2415: 1.5688852762958764e-05
Position 10091: 1.5557198815873477e-05
Position 1511: 1.5094227275745563e-05
Position 10116: 1.4548861632802903e-05
Position 3219: 1.4369586112970399e-05
Position 2787: 1.3399853059013046e-05
Position 1587: 1.3328651175122907e-05
Position 2313: 1.3068588601318604e-05
Position 1292: 1.2838951293329574e-05
Position 1713: 1.1303556171496654e-05
Position 2863: 1.1185600256459577e-05
Position 19819: 1.0115273625511701e-05
Position 2274: 8.553440819410625e-06
Position 9681: 8.354666606378061e-06
Position 14160: 8.17458991556605e-06
Position 3925: 8.095174282451544e-06
Position 2524: 7.752769779855808e-06
Position 491: 7.456643970343832e-06
Position 4792: 7.291861233218433e-06
Position 2200: 7.192193661928272e-06
Position 772: 7.077386197418078e-06
Position 1474: 6.792307322978728e-06
Position 1135: 6.652737866215461e-06
Position 1133: 6.642229959029843e-06
Position 2228: 6.634750187757966e-06
Position 9018: 6.600205537859282e-06
Position 3557: 5.680931444766054e-06
Position 2083: 5.669353495463277e-06
Position 615: 5.452405702064907e-06
Position 1812: 4.478149202102695e-06
Position 2483: 4.430638631596024e-06
Position 3934: 3.926596571056486e-06
Position 832: 3.869247168850007e-06
Position 8517: 3.853512108151936e-06
Position 2001: 3.380183368389376e-06
Position 1282: 3.350430418412069e-06
Position 1259: 3.3481723150536574e-06
Position 1451: 3.3160003923479275e-06
Position 1271: 3.061136826918609e-06
Position 17047: 2.922719493964774e-06
Position 1499: 2.800837635928528e-06
Position 14108: 2.4786378475408738e-06
Position 762: 2.39813178226871e-06
Position 18036: 2.3485473265763496e-06
Position 681: 2.282834433432935e-06
Position 3522: 9.772059806087302e-07
Position 14647: 9.11826250847294e-07
Position 10326: 2.0265161876830475e-07
Position 11988: 1.3741041467865048e-07
Position 1626: 4.301202845594925e-08
Position 1603: 3.782530309309424e-08
Position 1470: 3.2797712679947626e-08
Position 1674: 3.260205441300062e-08
Position 1629: 2.833393440356538e-08
Position 402: 2.7693731551918476e-08
Position 1376: 2.5809472720561652e-08
Position 16555: 2.123980734975068e-08
Position 344: 1.908056918333479e-08
Position 582: 1.4891275647219626e-08
Position 1679: 1.2593450109831654e-08
Position 1818: 1.0168820015070588e-08
Position 1074: 7.573725520337361e-09
Position 813: 7.278839372156464e-09
Position 947: 6.416536671518004e-09
Position 1199: 5.051170460048477e-09
Position 1294: 4.665566359130977e-09
Position 1115: 3.867383439693724e-09
Position 1015: 2.824827007226644e-09
Position 376: 2.784371965656684e-09
Position 995: 2.6756972177175616e-09
Position 348: 2.6233629119483684e-09
Position 984: 1.7789435625654279e-09
Position 314: 1.7226376055339756e-09
Position 1795: 1.3773572430818922e-09
Position 586: 1.35120473759308e-09
Position 1566: 1.0708569087893422e-09
Position 815: 8.51488956296598e-10
Position 1203: 6.49999451797479e-10
Position 857: 6.194989767101593e-10
Position 1052: 5.136869285137571e-10
