Gene = ERV3-1
Position 6043: 0.00014405695237872473
Position 556: 0.00013296579852407366
Position 4896: 0.00013240437676592808
Position 6447: 0.00012630721601793646
Position 1115: 0.00012514179207262973
Position 3696: 0.00012256364653287749
Position 4528: 0.0001164510517903541
Position 1355: 0.00010826647672552776
Position 3335: 9.888910348641087e-05
Position 2620: 9.570657751500647e-05
Position 523: 9.111612554024633e-05
Position 2374: 8.87836148658328e-05
Position 1366: 8.686192214268908e-05
Position 1800: 8.645161932585345e-05
Position 714: 8.644696715982599e-05
Position 1315: 8.621627686377285e-05
Position 2043: 8.397768852305324e-05
Position 231: 8.184290811521528e-05
Position 4422: 7.555776944501841e-05
Position 268: 7.395121977143685e-05
Position 4908: 7.033589809308461e-05
Position 4209: 6.817591345608896e-05
Position 274: 6.451792505484146e-05
Position 2105: 6.391555205017996e-05
Position 5146: 6.077159251629111e-05
Position 2854: 5.072835511125195e-05
Position 3091: 4.4330965062411865e-05
Position 2299: 4.0873943804433586e-05
Position 1992: 4.0028820708828395e-05
Position 1413: 3.9907156677719975e-05
Position 2072: 3.869295098083161e-05
Position 3424: 3.5962020148902965e-05
Position 3338: 3.504615905168604e-05
Position 2180: 3.3704666533040764e-05
Position 2561: 3.3246092801577376e-05
Position 2856: 3.300321289821057e-05
Position 1287: 3.057402320778324e-05
Position 2436: 3.04362266103536e-05
Position 1607: 2.791421033223376e-05
Position 678: 2.739536344963759e-05
Position 1629: 2.3823783793431334e-05
Position 1023: 2.2274766552471533e-05
Position 424: 2.1547912311937193e-05
Position 2391: 2.1065285267482653e-05
Position 2018: 2.0492364926294667e-05
Position 294: 1.687790610422977e-05
Position 1984: 1.390251603675309e-05
Position 1930: 9.628702267150658e-06
Position 842: 8.49619397928814e-06
Position 575: 6.618684595633607e-06
Position 1905: 6.443366081450506e-06
Position 1208: 6.396213790181757e-06
Position 1859: 3.3265746422344297e-06
Position 1959: 2.996207004486114e-06
Position 1813: 2.8885314464070615e-06
Position 543: 2.6207777719790633e-06
Position 1203: 2.2900214277960073e-06
Position 614: 1.817134410839574e-06
Position 2184: 7.754508142024123e-07
Position 641: 7.25076825147751e-07
Position 1729: 5.605989765584566e-07
Position 1205: 3.0300366377891763e-07
Position 1669: 1.9929406374450673e-07
Position 1504: 1.9660588088403828e-07
Position 1543: 1.8825551917694544e-07
Position 1299: 1.81905277551857e-07
Position 567: 1.7035836775084786e-07
Position 442: 7.282428964185316e-08
Position 449: 7.038508834662857e-08
Position 851: 3.865919367063664e-08
Position 826: 3.6108322608272655e-08
Position 653: 3.103013820550627e-08
Position 558: 8.990755107334889e-09
Position 1212: 8.047276647860119e-09
Position 466: 4.871018396101851e-09
Position 584: 1.0461928229522356e-09
Position 624: 3.464223302260584e-10
Position 451: 2.4867926428322933e-10
Position 658: 3.6595382505543766e-11
