Gene = PIGV
Position 260: 3.1295715952230273e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 6117: 0.7659086268166946
Position 2763: 0.7244745729874215
Position 6512: 0.3354560529077026
Position 9619: 0.2593178293066246
Position 3876: 0.2455590438666456
Position 6807: 0.1877615999296333
Position 4800: 0.14372373263710667
Position 9567: 0.10973237513560254
Position 2989: 0.10447425171847789
Position 9983: 0.10440208233900017
Position 6535: 0.09083611358443539
Position 6079: 0.07567794628090757
Position 6480: 0.06653155890206557
Position 7166: 0.06130907817458136
Position 3912: 0.05854152928541276
Position 1186: 0.057623636783260934
Position 8949: 0.057114929349933806
Position 1315: 0.05278639040717192
Position 4034: 0.05157703695447594
Position 1246: 0.050030590760620046
Position 6838: 0.0441886650711807
Position 4747: 0.042990990689807884
Position 9444: 0.03627120513701588
Position 6575: 0.029265249070419535
Position 6493: 0.028742000094531286
Position 1823: 0.024800120083888908
Position 2832: 0.02410400835898175
Position 943: 0.021756499384333498
Position 9633: 0.018558690359134388
Position 7039: 0.013272209022914396
Position 7884: 0.01304785654232646
Position 9784: 0.0128134839632638
Position 7908: 0.012080081724405316
Position 8952: 0.010590192199756493
Position 7173: 0.009717308703799566
Position 1890: 0.008757917563097493
Position 3918: 0.008172352745917091
Position 2535: 0.0070684708849836995
Position 2819: 0.006704215414243278
Position 1211: 0.006597658116519286
Position 8772: 0.006170614321957439
Position 4972: 0.005938421316774127
Position 3750: 0.005649955628023427
Position 3881: 0.00499205647190912
Position 183: 0.004877457029772465
Position 8194: 0.004855625646285128
Position 2555: 0.004633216823358361
Position 2765: 0.004628414075547234
Position 1935: 0.004416855792025155
Position 4346: 0.004273165477541915
Position 7369: 0.003963662504268666
Position 4753: 0.0034945200781644706
Position 10396: 0.0032906405019160192
Position 2580: 0.0032794753984753634
Position 1249: 0.0031512398034098657
Position 4181: 0.0029762281945280066
Position 2543: 0.0029237074009343944
Position 3933: 0.0027415337601853114
Position 6397: 0.0026416328096042874
Position 6433: 0.002458059985943512
Position 6904: 0.0024190823872964817
Position 2898: 0.0023892822427691706
Position 2790: 0.0022212813718085764
Position 3283: 0.002200828715220142
Position 5057: 0.002145106050046932
Position 8356: 0.0020759515058082594
Position 5567: 0.0018711010002613413
Position 7239: 0.0018542789054416386
Position 6738: 0.0016818003689792864
Position 4202: 0.0016107430176631353
Position 6142: 0.001570859718950157
Position 2847: 0.0015382321506808101
Position 6187: 0.001486504419549549
Position 747: 0.0013995322769010297
Position 3436: 0.0013285649913513892
Position 699: 0.0011056364994006527
Position 6873: 0.0010525239012284169
Position 2716: 0.0009218905719599215
Position 5026: 0.0008946634057356061
Position 5096: 0.0008030632700478015
Position 1501: 0.0007953449884861725
Position 755: 0.000774492545401634
Position 3808: 0.0007223995518845668
Position 970: 0.0007099477242335544
Position 1062: 0.0006447888938133431
Position 4038: 0.0006360356843873749
Position 4020: 0.00060595485109224
Position 3019: 0.0005976336114586492
Position 4843: 0.000531722755616994
Position 2416: 0.000521375787633903
Position 6953: 0.00039042579551640374
Position 472: 0.0003573358028043804
Position 2082: 0.0003041939217172466
Position 674: 0.00024114259952468276
Position 2261: 0.00023845247130660377
Position 840: 0.00023504077478537152
Position 3586: 0.00022768018245919124
Position 2158: 0.00022218236890009986
Position 806: 0.00021081676818426602
Position 1123: 0.0002077771419144973
Position 594: 0.00019895235469921853
Position 1587: 0.00017068442789746198
Position 3095: 0.00014585529915680248
Position 1360: 0.00012904583692092606
Position 948: 0.00012801057933214044
Position 153: 0.00011887282915138084
Position 4276: 0.00011802198324576213
Position 511: 9.214847419163617e-05
Position 4252: 9.133135086158672e-05
Position 5631: 8.591860455309723e-05
Position 864: 7.076475354803974e-05
Position 1459: 6.625786930308825e-05
Position 709: 5.272198549087896e-05
Position 520: 4.8695680670688325e-05
Position 1799: 4.6413842775157805e-05
Position 156: 4.541621594843862e-05
Position 555: 4.134229609804691e-05
Position 2060: 3.928714215328777e-05
Position 703: 3.654956292394737e-05
Position 2217: 3.4745196329856554e-05
Position 4066: 3.155135358881946e-05
Position 1554: 3.023195591259408e-05
Position 766: 2.448189796853166e-05
Position 915: 2.0350535898123508e-05
Position 1190: 1.980691851498018e-05
Position 404: 1.8316891467360738e-05
Position 359: 1.7859022524162592e-05
Position 317: 1.6400386935448565e-05
Position 482: 1.4757555431919531e-05
Position 776: 2.8547299628199664e-06
Position 1005: 2.744311219093044e-06
Position 298: 2.736778878824953e-06
Position 808: 2.528003145523942e-06
Position 817: 2.521154547195889e-06
Position 646: 2.4830242116379437e-06
Position 490: 2.3375104998554344e-06
Position 494: 2.2817822668551087e-06
Position 233: 1.9457839535077943e-06
Position 649: 1.81223124042225e-06
Position 427: 1.4811660629123007e-06
Position 456: 1.3867706781245799e-06
Position 529: 1.228414606072827e-06
Position 447: 1.1899458973218024e-06
Position 878: 1.0148355802145915e-06
Position 524: 9.661505935965981e-07
Position 3698: 9.54111969781061e-07
Position 1627: 8.761204517813344e-07
Position 391: 7.275251746522542e-07
Position 614: 6.196160124513512e-07
Position 894: 6.111368866882603e-07
Position 1365: 5.772190867712152e-07
Position 882: 5.68789110762084e-07
Position 1561: 5.670872147343452e-07
Position 983: 5.64235799341725e-07
Position 437: 5.126970105910112e-07
Position 1088: 4.0236423013526645e-07
Position 291: 3.910659404526664e-07
Position 1000: 3.688164610723953e-07
Position 829: 3.5115208593091685e-07
Position 3098: 3.376895612152335e-07
Position 362: 3.0526053399210327e-07
Position 544: 2.9680678137131255e-07
Position 845: 2.903359150657169e-07
Position 1044: 2.873506775193173e-07
Position 643: 2.7445212350368666e-07
Position 1276: 2.2782448695239578e-07
Position 671: 2.2733974283224596e-07
Position 301: 2.206780871656807e-07
Position 636: 2.0514650355482654e-07
Position 661: 1.804230079633601e-07
Position 1128: 1.7142302096349366e-07
Position 320: 1.5594344172527338e-07
Position 978: 1.531956112493206e-07
Position 449: 9.144781939801711e-08
Position 114: 8.732736034034583e-08
Position 418: 7.854851781067788e-08
Position 96: 7.545449000272039e-08
Position 985: 5.628085612588967e-08
Position 127: 5.3080010803330063e-08
Position 1009: 4.9365288895976197e-08
Position 1027: 3.1647072543950426e-08
Position 328: 2.6275992108332997e-08
Position 103: 2.6151262148196515e-08
Position 82: 1.9421364962152768e-08
Position 376: 9.35330037126243e-09
Position 1503: 1.4749611361655774e-12
Position 1332: 1.4737525371794105e-12
Position 278: 4.69070959546301e-13
Position 366: 1.9619189058151223e-13
Position 124: 6.427027196899e-14
Position 110: 1.825865341525613e-14
Position 458: 8.058812185429749e-15
Position 134: 6.761710652902296e-15
Position 406: 5.246608051717862e-15
Position 77: 9.061072041182386e-16
