Gene = ASZ1
Position 5385: 1.8313498131226933e-05
Position 302: 1.6534174736291918e-05
Position 522: 1.4627669434532124e-05
Position 5241: 1.2634206302115964e-05
Position 11947: 1.0600715480924336e-05
Position 12144: 9.303903933336244e-06
Position 349: 6.616128936725664e-06
Position 535: 6.60805578816186e-06
Position 5247: 5.190194596832084e-06
Position 472: 2.513307332608476e-06
Position 5344: 2.1007684560842554e-06
Position 352: 1.8345973741779493e-06
Position 666: 1.1059835680050356e-06
Position 5325: 7.334799675053642e-07
Position 93: 6.659326893592205e-07
Position 185: 3.870995429805243e-07
Position 5651: 3.3512300449259714e-07
Position 5742: 3.3181471692820164e-07
Position 334: 2.503645587569088e-07
Position 500: 2.1701861141328562e-07
Position 242: 1.6193335516551669e-07
Position 800: 1.1359158693311242e-07
Position 705: 7.180317441860549e-08
Position 4272: 5.632252133718979e-08
Position 284: 4.781932675000033e-08
Position 332: 4.722220208518821e-08
Position 794: 3.0698030858145686e-08
Position 2745: 1.9057540011398526e-08
Position 4752: 1.72326954002524e-08
Position 5060: 1.6817841201240722e-08
Position 3568: 1.19204906484736e-08
Position 830: 7.1202089531924265e-09
Position 3409: 4.179423815347602e-09
Position 1111: 3.83463100768184e-09
Position 2495: 2.219493985658136e-09
Position 2960: 2.0203609581362235e-09
Position 1617: 1.400959476901059e-09
Position 1837: 1.388022173968632e-09
Position 2787: 1.3263997289424406e-09
Position 2462: 1.2624715163895173e-09
Position 2677: 1.1113456172851928e-09
Position 897: 6.088575120014092e-10
Position 1287: 3.285398833156317e-10
Position 574: 3.014612257223786e-10
Position 657: 2.57552299274739e-10
Position 987: 9.539042322449563e-11
Position 835: 6.091361477792984e-11
Position 724: 4.544442048946703e-12
Position 765: 3.2117776695325063e-12
Position 882: 6.422073146464239e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 587: 0.9480646655195392
Position 5163: 0.8136842128702887
Position 7248: 0.4290219840851119
Position 26194: 0.23326430281805066
Position 16795: 0.18591918904945243
Position 11809: 0.126773331984417
Position 18397: 0.07450566677985869
Position 18967: 0.06267022084848546
Position 13221: 0.06069001529060512
Position 12286: 0.04911142478802449
Position 14197: 0.03428320073217957
Position 5545: 0.033835313542850506
Position 11820: 0.027897961582232497
Position 16914: 0.026743624944888855
Position 19582: 0.024536881238942466
Position 7293: 0.02149696183789869
Position 13256: 0.02134467832999346
Position 5189: 0.020019082886606046
Position 10895: 0.01590858613147346
Position 18923: 0.015485466598350893
Position 13350: 0.014375261821672855
Position 10870: 0.013559424937475743
Position 4579: 0.011787931044087104
Position 5221: 0.011184904363669701
Position 13471: 0.011015468452880471
Position 21181: 0.010359911568062142
Position 19382: 0.010340302314610202
Position 5713: 0.010256463671742246
Position 7100: 0.00937442558561406
Position 11840: 0.009100762756608734
Position 5526: 0.00909185993387401
Position 4857: 0.008687112710823995
Position 18655: 0.008243762421446872
Position 615: 0.007921645026011176
Position 17928: 0.006742915952761377
Position 18228: 0.005787156030364977
Position 7782: 0.0057574337763300525
Position 14528: 0.005525375752807004
Position 6036: 0.005401672044271331
Position 4008: 0.005328821275205826
Position 5235: 0.00525910662083181
Position 5965: 0.004932637352297621
Position 13304: 0.004838658497601715
Position 11780: 0.00472123725336507
Position 14332: 0.0046097436196094405
Position 12727: 0.0044028257020301935
Position 5130: 0.004239650902903566
Position 10847: 0.003694013908844632
Position 5030: 0.003567431125126666
Position 15224: 0.003373179571687999
Position 4353: 0.0033599561469782866
Position 3200: 0.0033426026810098575
Position 14687: 0.003192189473961096
Position 5086: 0.003036529710441079
Position 11049: 0.002884179055358994
Position 16896: 0.0028323745698724924
Position 11340: 0.002819745683677497
Position 11046: 0.002745394398336958
Position 13518: 0.0026976354328213316
Position 4549: 0.0024062550375428186
Position 15093: 0.002394800805103501
Position 16321: 0.002348554821744342
Position 11698: 0.0022212123396471864
Position 4787: 0.002135363056190463
Position 11364: 0.0020866268849424057
Position 9838: 0.0020602728481347657
Position 13426: 0.00196586183632698
Position 14708: 0.0018544632931379182
Position 5839: 0.0018218691207356188
Position 3344: 0.0017729174009537053
Position 13931: 0.00177038093146913
Position 8569: 0.0017561561474696613
Position 5144: 0.0016936337312200252
Position 15809: 0.0016832191332742646
Position 15359: 0.001628090488640518
Position 8142: 0.0016172419058126189
Position 9747: 0.001581496811405554
Position 13606: 0.001544845028414065
Position 7507: 0.0015398376216223357
Position 3291: 0.0015392796622999852
Position 8280: 0.0015241136066003773
Position 10971: 0.0014109782967869767
Position 6674: 0.0013778876714720123
Position 472: 0.0013604438816930615
Position 6658: 0.0013135559431619902
Position 14454: 0.0013119295228069521
Position 14799: 0.0012590764381470196
Position 10900: 0.0012552908232132383
Position 3664: 0.001191906309676761
Position 8565: 0.001189153423722482
Position 4695: 0.001047719894708362
Position 7008: 0.0010220705443940382
Position 5586: 0.0010032636102396443
Position 284: 0.000987859150439472
Position 376: 0.0009838091384731184
Position 10155: 0.0009540569725173484
Position 431: 0.0009238054882901259
Position 6450: 0.0008990006564135645
Position 1037: 0.0008462568012571973
Position 7821: 0.000805021178754111
Position 598: 0.0007653414704318793
Position 10112: 0.0006853525297085012
Position 5170: 0.0006528371925703232
Position 13768: 0.0006463650713965754
Position 5175: 0.0006216756685695898
Position 4622: 0.000620706191734822
Position 9484: 0.0005981650342332512
Position 12124: 0.0005572173131709684
Position 14907: 0.000556419949831254
Position 5812: 0.0005395207490922445
Position 5716: 0.0005393112585205219
Position 12647: 0.0004963026382551435
Position 3843: 0.0004932103386785997
Position 4914: 0.0004720636454764872
Position 3147: 0.00045900040687000567
Position 10915: 0.000450127385891201
Position 620: 0.000426865623117491
Position 8062: 0.0004182411457691874
Position 11022: 0.00041342846733111605
Position 5260: 0.00040830380829271005
Position 671: 0.00040570362890784793
Position 9034: 0.0003948568729036296
Position 7048: 0.00039134594128521376
Position 1551: 0.0003813698161444128
Position 14202: 0.0003654964397417618
Position 7460: 0.00036520838068152466
Position 8873: 0.00035770488668452645
Position 3115: 0.0003564903060495593
Position 9308: 0.0003555959377808826
Position 8096: 0.0003458566322175811
Position 1989: 0.0003412960983568524
Position 2336: 0.0003254274549326816
Position 7301: 0.000304011064726262
Position 5662: 0.000302304217221771
Position 1376: 0.0002910696223522564
Position 3846: 0.00029032995964476673
Position 3132: 0.0002886567932973832
Position 897: 0.0002712393574463827
Position 2992: 0.00026627814605446074
Position 3359: 0.00026234412755263265
Position 4829: 0.0002572073676655583
Position 7800: 0.0002531057739845008
Position 13124: 0.00024318253518799523
Position 2845: 0.0002345763111866016
Position 1919: 0.0002341040667650384
Position 1210: 0.00021933344902564037
Position 4641: 0.00019851724703538265
Position 6008: 0.00019717462709951096
Position 2661: 0.00019237284630510716
Position 12608: 0.0001854964037732682
Position 10783: 0.00018025950488608758
Position 4866: 0.00017421206080233951
Position 7360: 0.00017158390368057379
Position 4658: 0.00016871324961217202
Position 5934: 0.00016870258329337593
Position 394: 0.00016857257241737841
Position 758: 0.00016085875905525322
Position 3271: 0.00015814762394100732
Position 9801: 0.00015019612346979473
Position 9240: 0.0001360359786603478
Position 4959: 0.00013169273377951364
Position 3301: 0.00012921587607725194
Position 3024: 0.00012764374559144434
Position 8728: 0.00012140901570843919
Position 534: 0.00011567186002754152
Position 1061: 0.00011555391864385452
Position 4070: 0.0001138679336595306
Position 2611: 0.00010779864808726778
Position 7477: 0.0001047547202336835
Position 9254: 0.00010006784300126243
Position 7878: 9.25923124620254e-05
Position 3688: 8.609572048352783e-05
Position 9037: 8.486880414817549e-05
Position 916: 8.413344565029128e-05
Position 8301: 8.270256175144364e-05
Position 9114: 7.498964218543736e-05
Position 1448: 7.374660581549995e-05
Position 8897: 7.340484199432152e-05
Position 1525: 7.14908978839453e-05
Position 2406: 7.089377810876301e-05
Position 10570: 6.841262747522691e-05
Position 7420: 6.71911780927142e-05
Position 5651: 6.715938271128963e-05
Position 8639: 6.584703410449869e-05
Position 4255: 6.577171790962094e-05
Position 8067: 6.410042240278307e-05
Position 8236: 6.059073505859289e-05
Position 4807: 5.167831407934647e-05
Position 1567: 5.1516587241095235e-05
Position 3256: 4.903526495676713e-05
Position 4946: 4.7224352242902876e-05
Position 6414: 4.088541625192716e-05
Position 4017: 3.97165775919224e-05
Position 4968: 3.73877837852144e-05
Position 4438: 3.639543394619733e-05
Position 5060: 3.450172796354863e-05
Position 4385: 3.12208070917041e-05
Position 8971: 3.1102707204432644e-05
Position 3469: 3.062756831876177e-05
Position 7582: 2.8432288725411643e-05
Position 6190: 2.8012453905579944e-05
Position 5561: 2.7776367205105203e-05
Position 6187: 2.6264683010287408e-05
Position 3937: 2.583909649940208e-05
Position 6173: 2.5351675307038084e-05
Position 5608: 2.5231140421419538e-05
Position 3491: 2.3721722684501342e-05
Position 4381: 2.3614353202134398e-05
Position 639: 2.3234207123635536e-05
Position 635: 2.2975484122132112e-05
Position 6219: 2.2751843576760765e-05
Position 7104: 2.12401619139818e-05
Position 1476: 2.083515148114201e-05
Position 2785: 2.0652874889484455e-05
Position 6637: 2.0627299039095902e-05
Position 7392: 2.015563724691001e-05
Position 6920: 2.0047003039801317e-05
Position 654: 1.921967058556812e-05
Position 6720: 1.870301423162996e-05
Position 5857: 1.7939197048553813e-05
Position 5666: 1.7178516257009453e-05
Position 6503: 1.6553818670481794e-05
Position 560: 1.524513464513766e-05
Position 2946: 1.507987233419258e-05
Position 1779: 1.5077197016403115e-05
Position 6960: 1.380338549387218e-05
Position 3923: 1.3710028882952181e-05
Position 4086: 1.3649403533788756e-05
Position 1287: 1.3415177499053883e-05
Position 5940: 1.2597791156098504e-05
Position 835: 1.213111199873589e-05
Position 5484: 1.1429152759155733e-05
Position 2919: 1.1393681346296483e-05
Position 3010: 1.108386888045641e-05
Position 4083: 1.0064091636222675e-05
Position 6059: 9.58176594229436e-06
Position 4711: 8.789546140880841e-06
Position 2571: 8.57509251719079e-06
Position 4035: 8.204466461874885e-06
Position 2826: 8.203834599647978e-06
Position 3670: 7.44151050788598e-06
Position 1360: 7.398809587931878e-06
Position 4169: 7.209065281287057e-06
Position 5435: 6.936349689110122e-06
Position 624: 6.933995257124166e-06
Position 2120: 6.199379776607804e-06
Position 2211: 5.867495068949136e-06
Position 2451: 5.684607564076352e-06
Position 1634: 5.5796289083415755e-06
Position 2809: 5.515526381325819e-06
Position 674: 5.250485313233899e-06
Position 3868: 5.064038709458336e-06
Position 2277: 5.020184111038023e-06
Position 3367: 4.691916852038462e-06
Position 1341: 4.516450588968582e-06
Position 3028: 4.283485291518882e-06
Position 1117: 4.180785267117734e-06
Position 3409: 3.7577371281610058e-06
Position 4203: 3.6058855375445846e-06
Position 3588: 3.576510916580443e-06
Position 2006: 3.56647136342509e-06
Position 310: 2.9942223318165163e-06
Position 1700: 2.6011124864393553e-06
Position 2618: 2.5857936569096733e-06
Position 7515: 2.563689723098054e-06
Position 1697: 2.4667983810957865e-06
Position 2299: 2.36247110208732e-06
Position 1502: 2.356763432487563e-06
Position 830: 2.3520183851365605e-06
Position 226: 2.342761325860667e-06
Position 2527: 2.200086371464741e-06
Position 2455: 1.6324514883715555e-06
Position 4937: 1.5757536823538285e-06
Position 1727: 1.5564413988533165e-06
Position 7068: 1.5112217818202988e-06
Position 1301: 1.1870220628406264e-06
Position 231: 3.23870187810397e-07
Position 5759: 2.795348125106844e-07
Position 6042: 2.0563803973621305e-07
Position 207: 1.181329206219958e-07
Position 483: 3.585109110622382e-08
Position 298: 2.779902959903793e-08
Position 237: 2.0848825518168724e-08
Position 681: 1.8936379641311312e-08
Position 1562: 1.4732972187480805e-08
Position 2851: 1.3953475308647712e-08
Position 1478: 1.3745564005556633e-08
Position 1842: 1.1285184326320516e-08
Position 2147: 1.0853204400099952e-08
Position 2169: 9.453251529447998e-09
Position 3034: 5.064547299846146e-09
Position 2748: 2.891674975394479e-09
Position 2831: 2.122544738627901e-09
Position 105: 1.7770981962693954e-09
Position 3042: 1.5923830147902137e-09
Position 167: 1.5074925717420467e-09
Position 2094: 1.2822046391601397e-09
Position 2126: 1.260225406450984e-09
Position 488: 8.151679188809565e-10
Position 1146: 8.070597313755053e-10
Position 1236: 7.289437057481199e-10
Position 1617: 7.101923571786376e-10
Position 721: 6.83708620530901e-10
Position 2668: 6.674804708338265e-10
Position 1232: 6.437026910643461e-10
Position 1529: 6.200526440507769e-10
Position 1216: 5.721530233307377e-10
Position 115: 4.289012634657296e-10
Position 2143: 3.783666147795804e-10
Position 2055: 2.1058183882296452e-10
Position 171: 5.1522581038920196e-11
Position 140: 4.7218169993073186e-11
Position 110: 3.488407361048563e-11
Position 119: 2.6242052286996256e-11
Position 731: 9.410140210660277e-12
Position 112: 8.74832137074838e-12
Position 125: 7.056642368674945e-12
Position 920: 6.590535737616027e-12
Position 699: 4.722198984538437e-12
Position 179: 1.7922512382979462e-12
Position 176: 1.3605959353390567e-13
Position 121: 1.23109919335777e-13
Position 739: 4.522080773517282e-14
Position 694: 7.589788928216979e-16
Position 705: 3.8657228179839267e-20
