Gene = RGSL1
Position 139: 0.00040491747326415505
Position 788: 0.0003468200332243652
Position 1108: 0.0002793156549302679
Position 1625: 0.0002265112625397952
Position 323: 0.00021255291078343196
Position 273: 0.0001463754597489427
Position 105: 0.00011594156856133665
Position 4562: 7.568949506398652e-05
Position 483: 5.421420932295632e-05
Position 229: 3.73875939798336e-05
Position 68: 3.5665079049118506e-05
Position 52: 2.6461049734560155e-05
Position 774: 2.5427569518964563e-05
Position 10796: 1.784099117257529e-05
Position 37: 1.7429939326531032e-05
Position 1197: 1.2887956309409667e-05
Position 1216: 1.2514784998947773e-05
Position 985: 9.079307407959338e-06
Position 1325: 8.893992350343179e-06
Position 1460: 8.8177904488601e-06
Position 280: 8.454004417390863e-06
Position 898: 7.878948273020044e-06
Position 338: 6.523983834363367e-06
Position 1513: 3.906263193330637e-06
Position 568: 3.7303232955048147e-06
Position 640: 3.5287396032428515e-06
Position 1388: 3.505578831882683e-06
Position 977: 3.4323732163244557e-06
Position 358: 3.290428145489637e-06
Position 1292: 2.7075830899174376e-06
Position 4442: 2.5284230086333086e-06
Position 384: 2.386106488125713e-06
Position 1181: 2.1181587578433578e-06
Position 4444: 1.8828410193734535e-06
Position 1190: 1.669844526369513e-06
Position 877: 1.125084502913295e-06
Position 27: 1.0937762954061852e-06
Position 946: 7.710403847469543e-07
Position 572: 6.663849199742607e-07
Position 743: 5.657106164532333e-07
Position 666: 4.2097072872393136e-07
Position 4199: 2.5938000893748364e-07
Position 752: 2.427743052110244e-07
Position 4214: 1.4570017057143127e-07
Position 544: 1.165377575844547e-07
Position 495: 9.573853160240773e-08
Position 150: 7.393148675503154e-08
Position 414: 6.254300278589066e-08
Position 623: 1.2537020988269712e-08
Position 517: 1.1507747090384963e-08
Position 148: 8.873901691153339e-09
Position 578: 3.853604177369506e-09
Position 165: 1.2149725390292694e-09
Position 350: 4.8208308788194155e-11
Position 375: 2.4910260000330463e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 22249: 0.9880299943997978
Position 27554: 0.8888914798544383
Position 3811: 0.5695764457147838
Position 9857: 0.5042069357225717
Position 3308: 0.3871073164335958
Position 32688: 0.3085198019971595
Position 8159: 0.2572981213696175
Position 8172: 0.24248640278458342
Position 3291: 0.18409522019262062
Position 10477: 0.18349458646065947
Position 8105: 0.1830045431027635
Position 30898: 0.17413558713529584
Position 30334: 0.14159452157298263
Position 215: 0.1321248810260903
Position 10704: 0.08938874252640269
Position 29899: 0.07856070873419639
Position 304: 0.06708953519152573
Position 17104: 0.06572280743788284
Position 410: 0.047195854908807365
Position 4938: 0.04636100076489352
Position 3248: 0.04470878074285094
Position 1559: 0.0433122228460793
Position 22496: 0.04160248727771023
Position 3227: 0.03795671188744315
Position 16663: 0.02925626352914688
Position 4982: 0.028505378815664912
Position 9642: 0.026979099339546838
Position 3692: 0.02488344975253507
Position 1090: 0.024671968059848413
Position 4768: 0.021688125884756933
Position 3326: 0.018858772606867143
Position 1062: 0.013968593147248945
Position 23428: 0.011307335109284129
Position 5024: 0.009978051037921707
Position 4964: 0.008709148767320044
Position 10103: 0.008665512322082135
Position 358: 0.007102269413145797
Position 4859: 0.006982299488411536
Position 752: 0.00655540542467645
Position 630: 0.006275683847137707
Position 8511: 0.004724642502294813
Position 9953: 0.00413625345144117
Position 3342: 0.004070971802304216
Position 112: 0.0033712096590925427
Position 10830: 0.0026958192806273784
Position 3847: 0.0026724505886772747
Position 8344: 0.0026642392056178557
Position 10742: 0.0025563954103931205
Position 8018: 0.002520087843789483
Position 1142: 0.00248175428888596
Position 3259: 0.0023081231979631524
Position 3813: 0.0017667988177473195
Position 3518: 0.0017284545782550273
Position 4561: 0.0014679412867737982
Position 1606: 0.0013857680811796796
Position 9164: 0.001383791178220209
Position 3002: 0.0013137466031674814
Position 3632: 0.001300707352220675
Position 5048: 0.0012015149398105563
Position 3300: 0.001160683535161193
Position 8537: 0.0011535782669607254
Position 2925: 0.0010972506145590652
Position 12373: 0.0009902747452777297
Position 229: 0.0009184011713024836
Position 311: 0.0008619871609085856
Position 249: 0.0008594486109253734
Position 5101: 0.0007918472054846501
Position 3463: 0.0006651885861532465
Position 414: 0.0005917852443848537
Position 8368: 0.0005627698867851717
Position 3614: 0.00047556338352207274
Position 18186: 0.000434669790122432
Position 2791: 0.00041957822130974786
Position 13440: 0.00038702586326953505
Position 3212: 0.00035973701783139175
Position 1440: 0.00034787366741497995
Position 4273: 0.0003398443429310744
Position 1284: 0.00030640375796469157
Position 513: 0.0002997816377709521
Position 1256: 0.00028438137191939583
Position 10218: 0.00027112166399304147
Position 2885: 0.00027100746052922015
Position 9697: 0.0002635629227594935
Position 4488: 0.0002533750234149463
Position 338: 0.00024096526600823952
Position 2866: 0.00019397353008287932
Position 15167: 0.00017929100358736835
Position 670: 0.00017535870611329782
Position 3493: 0.0001543219291449191
Position 393: 0.0001388748881022922
Position 971: 0.00012252261860920956
Position 3062: 0.0001204909512193393
Position 3487: 0.0001118371058069696
Position 4351: 0.00011041928817324513
Position 4943: 0.00010218245658736803
Position 2738: 0.00010197721671569119
Position 3652: 0.00010161304046511772
Position 1451: 9.438857660037188e-05
Position 3694: 8.765902119797524e-05
Position 9323: 8.241403933650537e-05
Position 258: 8.040537918101932e-05
Position 1300: 7.847674641809178e-05
Position 1039: 7.099557985307884e-05
Position 6175: 6.51977336791606e-05
Position 2927: 6.229480633398069e-05
Position 848: 6.050936326141586e-05
Position 3524: 5.219291362204609e-05
Position 8814: 5.116575879100506e-05
Position 10480: 5.089808887501423e-05
Position 1344: 4.750407031732228e-05
Position 234: 4.702150771265959e-05
Position 1259: 4.5713792267676276e-05
Position 1329: 4.4945719637495534e-05
Position 329: 4.396041396537919e-05
Position 4361: 4.229680775785673e-05
Position 306: 4.097583539630287e-05
Position 563: 3.865222780110371e-05
Position 425: 3.8135252415680005e-05
Position 1536: 3.4957853879230056e-05
Position 11015: 3.348757338314996e-05
Position 224: 3.2196329640300246e-05
Position 1417: 3.1977905550268704e-05
Position 12513: 3.054257206430246e-05
Position 10328: 2.8258336362083263e-05
Position 10297: 2.407087883212823e-05
Position 12899: 2.304012058781005e-05
Position 8855: 2.128845280853017e-05
Position 308: 2.0976421639557755e-05
Position 12853: 2.0922226935195767e-05
Position 10183: 1.9367334590333117e-05
Position 12485: 1.909338851532219e-05
Position 6195: 1.856230222864496e-05
Position 127: 1.6025045810621653e-05
Position 4182: 1.5890958275325758e-05
Position 9592: 1.3644181869681773e-05
Position 10716: 1.2313446872124832e-05
Position 1357: 1.182971720650483e-05
Position 7760: 1.1411356627931765e-05
Position 4105: 1.1401366829202103e-05
Position 3663: 1.1276947884634653e-05
Position 1069: 1.0759152907481171e-05
Position 4196: 1.0544780240031204e-05
Position 1227: 1.0442922731518253e-05
Position 595: 9.477365215858973e-06
Position 4491: 9.350136564238102e-06
Position 10579: 8.93639005646816e-06
Position 3648: 8.909086828867652e-06
Position 1092: 8.239753891079724e-06
Position 773: 7.667266707775246e-06
Position 2331: 7.430079762642878e-06
Position 792: 7.347187107406435e-06
Position 4290: 6.677237203524427e-06
Position 7614: 5.790752704744663e-06
Position 6171: 4.893453779634875e-06
Position 9556: 4.617550993163676e-06
Position 7310: 3.45473992472956e-06
Position 7331: 3.3577324649350355e-06
Position 421: 2.785270463238556e-06
Position 7765: 2.5550495204381263e-06
Position 9524: 2.3084754859968586e-06
Position 9435: 1.9482841856472197e-06
Position 7222: 1.9236036767016112e-06
Position 4082: 1.4351646887012491e-06
Position 1155: 1.3137454540694806e-06
Position 3899: 1.189323784812594e-06
Position 7121: 9.381868640604255e-07
Position 3629: 8.243474697209532e-07
Position 933: 6.818214825976287e-07
Position 575: 6.418025813877328e-07
Position 886: 5.927252905108063e-07
Position 6138: 5.645278856350317e-07
Position 6752: 5.533375155278837e-07
Position 6333: 5.112121070783299e-07
Position 769: 4.641876687128672e-07
Position 2327: 3.55456075516136e-07
Position 1181: 3.413864908114406e-07
Position 5707: 3.368738913291798e-07
Position 5187: 2.873016550740677e-07
Position 2087: 2.8336500670885246e-07
Position 1097: 2.480618251437858e-07
Position 4040: 2.44043385116088e-07
Position 269: 2.3250377399435485e-07
Position 1810: 2.0979495423585765e-07
Position 4516: 1.9829921030245888e-07
Position 1121: 1.7168326314330296e-07
Position 533: 1.674088020049234e-07
Position 801: 1.549163651745408e-07
Position 265: 1.411415568858287e-07
Position 787: 1.4051491489880997e-07
Position 2053: 1.3986313226165469e-07
Position 430: 9.236893987866952e-08
Position 697: 8.407405303150339e-08
Position 763: 8.306538913781545e-08
Position 727: 3.4971647124164615e-08
Position 1379: 2.6090807598634553e-08
Position 1395: 1.636829099988952e-08
Position 855: 1.585986688846241e-08
Position 640: 1.552165017352724e-08
Position 705: 1.5131296450053943e-08
Position 935: 1.4466015109969093e-08
Position 1424: 1.159173694189464e-08
Position 539: 1.1528207480268084e-08
Position 1387: 1.130387545925288e-08
Position 263: 8.245094804317922e-09
Position 273: 8.116285152281315e-09
Position 438: 3.2624282952903626e-09
Position 806: 2.1017159237736613e-09
Position 897: 2.0103047038276706e-09
Position 119: 1.7597917689991708e-09
Position 488: 1.6530698187743443e-09
Position 448: 1.4262643441991235e-09
Position 1159: 1.2479827994576993e-09
Position 544: 5.703161301217437e-10
Position 464: 3.3039306012720845e-10
Position 455: 2.9757309267643283e-10
Position 462: 2.064445794757534e-10
Position 1568: 9.281280690320088e-11
Position 1454: 9.038032002622489e-11
Position 479: 8.169846858486293e-11
Position 470: 5.4430926711252786e-11
Position 474: 2.599990128411321e-11
Position 435: 1.3872739389612047e-11
Position 548: 2.767710414617913e-12
Position 490: 8.882142054445628e-13
