Gene = MTURN
Position 11835: 2.2835489864057945e-05
Position 1493: 2.2223996293598016e-05
Position 1317: 1.530931521709647e-05
Position 591: 1.1288647008941038e-05
Position 1508: 9.536112377133911e-06
Position 863: 8.144375621563149e-06
Position 1594: 7.434575710517826e-06
Position 527: 7.310126369786191e-06
Position 852: 4.694336356816296e-06
Position 1298: 4.20179221805259e-06
Position 1410: 3.1435636521452066e-06
Position 1540: 2.479077096353959e-06
Position 1283: 1.9525598329368457e-06
Position 11724: 1.7830704204233487e-06
Position 493: 3.069107988272457e-07
Position 62: 2.0834625478674323e-07
Position 529: 1.7262983615144768e-07
Position 154: 1.237171925480928e-07
Position 197: 4.1650984118296365e-08
Position 936: 1.917361483376819e-08
Position 1285: 1.6408420062968974e-08
Position 1036: 1.3765509777870614e-08
Position 545: 7.978370591648073e-09
Position 788: 4.746141248195868e-09
Position 741: 5.703936143631759e-10
Position 624: 4.3997907704442846e-10
Position 854: 3.7800895265279505e-10
Position 351: 1.2194414946488224e-11
Position 1051: 2.6283644445684834e-12
Position 746: 1.633886699796098e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 22627: 0.9928627334478021
Position 11408: 0.9491694436012376
Position 19978: 0.9409157148261713
Position 6696: 0.5193781504523454
Position 26904: 0.41200388157687445
Position 24462: 0.4108072212876946
Position 6990: 0.3988599308615223
Position 1676: 0.38684593188384025
Position 4750: 0.35580587992520557
Position 2447: 0.34603786102104495
Position 25939: 0.28747453146928315
Position 26548: 0.2550665714460058
Position 16226: 0.24839918870888245
Position 6740: 0.24683202045031707
Position 9304: 0.19640696314013312
Position 2128: 0.1884004221353345
Position 4981: 0.17459146675987341
Position 22996: 0.1448858792313842
Position 20314: 0.13600336696796286
Position 11797: 0.13287211092676454
Position 2789: 0.12850705472526808
Position 7367: 0.12164216551282925
Position 27460: 0.11636786661185317
Position 4590: 0.10245108637737471
Position 27494: 0.10026698533669066
Position 26072: 0.08250178130839227
Position 27822: 0.08216222821240185
Position 26327: 0.07497210926259039
Position 24527: 0.07339419947173434
Position 21043: 0.07117550990254905
Position 2519: 0.06988233833648112
Position 7268: 0.0683110913083107
Position 24175: 0.06225812735689282
Position 9580: 0.06173942845642762
Position 24564: 0.06091488673647538
Position 20267: 0.05773424968097735
Position 5317: 0.05009872821771395
Position 2415: 0.04814248887938313
Position 11366: 0.04624917954570791
Position 20235: 0.039034347495947204
Position 4546: 0.03766055492830261
Position 26714: 0.03672882990995961
Position 6924: 0.03453712633918178
Position 1353: 0.031729552654185006
Position 757: 0.029663850427281237
Position 20950: 0.02797977615827866
Position 7490: 0.026768136576724604
Position 2807: 0.02665451363363059
Position 8222: 0.025944923814341034
Position 2646: 0.024940719437558753
Position 21140: 0.023687497396903717
Position 27701: 0.02286375881843608
Position 25448: 0.02273776956024875
Position 2391: 0.022193304238526574
Position 25160: 0.01961400187103576
Position 27363: 0.017881515359552288
Position 1079: 0.017379821068078522
Position 25299: 0.015547072988759006
Position 24856: 0.014121127887885715
Position 20205: 0.013699397508082233
Position 7432: 0.013482442686749833
Position 26608: 0.013053520933322009
Position 25139: 0.01270026328186186
Position 2739: 0.012516053040086315
Position 22249: 0.011009403386268123
Position 9130: 0.010530347082331302
Position 10310: 0.00999576361405739
Position 2488: 0.009497198437304927
Position 26618: 0.008586377556848407
Position 22812: 0.008288574223199964
Position 23027: 0.008133357480932408
Position 25521: 0.008130666121021589
Position 25610: 0.007507010043709943
Position 25837: 0.007325811065682931
Position 2262: 0.0071824089819669595
Position 2744: 0.0070931145340664215
Position 26848: 0.007046087103217615
Position 22649: 0.0068684545611883575
Position 23066: 0.0067281682888094005
Position 2229: 0.006616076639428933
Position 26394: 0.006417425976143817
Position 2368: 0.006384766514407686
Position 1992: 0.006151374942852216
Position 24902: 0.005860313888509784
Position 11622: 0.0052325080369113024
Position 17479: 0.005219854544961304
Position 2773: 0.004983173162960085
Position 26264: 0.004415799613669723
Position 26187: 0.004253457075805591
Position 1064: 0.0042140024705773355
Position 23086: 0.0036844945020525896
Position 4711: 0.003549714795834361
Position 26141: 0.0035263270220490337
Position 3515: 0.003312470044457084
Position 23091: 0.003306240718879165
Position 1581: 0.00302100831453032
Position 23108: 0.0029819498947469877
Position 8314: 0.002949011057987671
Position 5135: 0.0028865487672588667
Position 903: 0.0028010962378281516
Position 4859: 0.0026322609888407436
Position 2100: 0.0023862209394834165
Position 2879: 0.002372613447879574
Position 3568: 0.002361206904705686
Position 2532: 0.0021421452336995023
Position 5789: 0.002140572980797839
Position 8362: 0.0021169888001866294
Position 3489: 0.001847033852719644
Position 2379: 0.0017968664546119425
Position 24003: 0.0015613220143666014
Position 23488: 0.0015577225565538385
Position 27761: 0.0014828956486531704
Position 14322: 0.0014364697078297069
Position 933: 0.0013387801122107293
Position 14234: 0.0013261831783795489
Position 24097: 0.0012622772658380343
Position 23923: 0.0012103610399864673
Position 22947: 0.0011340450662287078
Position 24125: 0.0011304673370860128
Position 1882: 0.0010982842211928062
Position 2660: 0.0009726275368321907
Position 17396: 0.0009239997080859568
Position 1036: 0.0009180338175081509
Position 14475: 0.0008907273298923397
Position 23548: 0.0008755060811738717
Position 2130: 0.0008236991467746233
Position 22975: 0.0007889060189550715
Position 2166: 0.000783915569431245
Position 2546: 0.0007296162463975971
Position 2026: 0.0006556875671316872
Position 2107: 0.0005890634099319047
Position 17143: 0.0005765706036564358
Position 1308: 0.000532600687029048
Position 1548: 0.0005160324339305736
Position 2616: 0.0004937434253438599
Position 3332: 0.0004914125204825658
Position 1373: 0.0004813425897712848
Position 977: 0.000471938062412268
Position 4648: 0.00045733516628140863
Position 1587: 0.0004544912816219827
Position 24725: 0.0004439808587161712
Position 1737: 0.00042708535815964637
Position 872: 0.00036789091603767237
Position 1636: 0.00034065485990887167
Position 1691: 0.00030279012402178405
Position 3350: 0.0002716617816890112
Position 2304: 0.00026136995680763135
Position 1336: 0.0002542890942037266
Position 1715: 0.00024405010265748304
Position 22854: 0.00023214444845914264
Position 2815: 0.00023175489652926088
Position 1384: 0.000207235203095559
Position 2669: 0.00019947254114865845
Position 3328: 0.00019749269719760774
Position 7881: 0.00016635698579277634
Position 906: 0.0001589374858684105
Position 1917: 0.00012801352061461732
Position 1893: 0.0001236746147488644
Position 1921: 0.00011615721838964727
Position 2855: 0.00010882680737742837
Position 338: 0.0001061891344990024
Position 951: 0.00010610222386396787
Position 341: 0.00010210537683089959
Position 3616: 9.611604790900222e-05
Position 1463: 9.562009555295319e-05
Position 2056: 7.630929246786924e-05
Position 2082: 6.724503391650887e-05
Position 3495: 4.976380588412435e-05
Position 1538: 4.890024273055846e-05
Position 1850: 4.721291873105325e-05
Position 640: 4.2298332090992374e-05
Position 1853: 4.086462383983727e-05
Position 911: 3.988843108205419e-05
Position 5055: 3.9717295430367764e-05
Position 2180: 3.8482775864729385e-05
Position 1820: 3.557044266599955e-05
Position 1858: 2.9469368022778805e-05
Position 2550: 2.761046457907657e-05
Position 1896: 2.5018666785526485e-05
Position 1267: 2.4863226954548463e-05
Position 835: 1.790428936525386e-05
Position 2014: 1.7504387493419998e-05
Position 2007: 1.3670358284629195e-05
Position 12105: 1.3059794796179244e-05
Position 12064: 1.0316179032149326e-05
Position 589: 9.040409952904858e-06
Position 1971: 7.980037351132686e-06
Position 7341: 6.848450002703615e-06
Position 2283: 5.6952167305168125e-06
Position 1386: 4.80558028654617e-06
Position 386: 4.30546375259543e-06
Position 700: 4.157599881100944e-06
Position 12289: 4.066531314259539e-06
Position 738: 2.7811690317364767e-06
Position 404: 2.5449985211873864e-06
Position 12879: 2.303944200936789e-06
Position 2830: 1.6698642195243454e-06
Position 1313: 1.107002419837469e-06
Position 401: 9.99859078445887e-07
Position 22838: 9.911740567521814e-07
Position 1685: 9.456609095839558e-07
Position 12394: 9.251597649266875e-07
Position 415: 8.791294227208467e-07
Position 1898: 8.419199592086642e-07
Position 359: 8.111968465292788e-07
Position 1276: 7.809522372783317e-07
Position 1278: 5.041222979680841e-07
Position 1008: 4.4890048981708004e-07
Position 559: 2.782292709471722e-07
Position 710: 2.294263306183101e-07
Position 721: 5.3588842900813556e-09
Position 273: 4.953687506201833e-09
Position 197: 4.475784393172731e-09
Position 591: 4.345279385252383e-09
Position 2213: 2.9386971799676747e-09
Position 270: 1.8425651067767018e-09
Position 502: 5.494802866336914e-10
Position 505: 3.304290845934959e-10
Position 493: 2.4463129423174897e-10
Position 228: 1.1979282683164116e-10
Position 517: 9.074440290073929e-11
Position 282: 7.56847441666493e-11
Position 203: 6.046023316523984e-11
Position 225: 5.584484948765894e-11
Position 237: 3.8361694692061195e-11
Position 309: 2.8737753720877633e-11
Position 527: 2.151306964810613e-11
Position 212: 2.0675652320274808e-11
Position 291: 1.2350596713231927e-12
Position 102: 1.1659637367732244e-12
Position 243: 3.1498372622019835e-13
Position 285: 1.5962776909982873e-13
Position 132: 4.9023311249275344e-14
Position 248: 1.2670596109272599e-14
Position 126: 9.056141069083876e-15
Position 919: 6.420584327348473e-15
Position 115: 6.2240981962844855e-15
Position 129: 3.4188125584987917e-15
