Gene = TFB2M
Position 4530: 3.8938599537461586e-05
Position 3183: 3.4885141909150916e-05
Position 1556: 3.4269045672078234e-05
Position 1315: 3.3442452644140976e-05
Position 2277: 3.2863125343694564e-05
Position 1034: 3.228337967284103e-05
Position 1757: 2.8670309692280313e-05
Position 1717: 2.7222435808924875e-05
Position 2253: 2.3494813617184265e-05
Position 2369: 2.2496745702978278e-05
Position 1052: 2.247351482316246e-05
Position 1413: 2.023908481458712e-05
Position 622: 1.921416611813998e-05
Position 10755: 1.6628857853636763e-05
Position 2084: 1.530749381015483e-05
Position 1840: 1.3955227457254083e-05
Position 1562: 1.3198070209644674e-05
Position 1481: 9.465964795809923e-06
Position 1560: 8.399537796292312e-06
Position 781: 8.392462794141809e-06
Position 10213: 8.380587905305885e-06
Position 1418: 8.214454934737051e-06
Position 10779: 8.014304793991519e-06
Position 287: 6.954918811806564e-06
Position 578: 6.328275134843385e-06
Position 914: 5.976094215527254e-06
Position 1166: 5.500758736402202e-06
Position 2632: 4.630344496642304e-06
Position 1212: 3.328065316160435e-06
Position 1534: 2.840846401463269e-06
Position 1427: 2.5654108911212357e-06
Position 198: 2.5526084008598264e-06
Position 273: 2.5221169995313144e-06
Position 3776: 2.450834475850409e-06
Position 994: 2.2611504502865086e-06
Position 4109: 2.214033575593052e-06
Position 805: 2.0845930747270956e-06
Position 1990: 1.9690755805298355e-06
Position 894: 1.9373740660115955e-06
Position 2191: 1.9044736394250946e-06
Position 1530: 1.7906371324728992e-06
Position 3861: 1.7322878008008605e-06
Position 1176: 1.7100662254824036e-06
Position 713: 1.6239612305127234e-06
Position 5661: 1.6195732431710657e-06
Position 421: 1.476313279327041e-06
Position 3131: 1.4026828721958707e-06
Position 3932: 1.3836510956122773e-06
Position 757: 1.32515504266815e-06
Position 1054: 1.296859881608484e-06
Position 140: 1.270645664448269e-06
Position 4974: 1.1906229667966812e-06
Position 1268: 1.0989615297323983e-06
Position 2747: 1.0705368401052e-06
Position 1250: 9.204934885793687e-07
Position 3098: 9.028368258436305e-07
Position 4324: 8.301647461535747e-07
Position 463: 8.251195296352367e-07
Position 1335: 8.217682951316505e-07
Position 4244: 5.488972247455611e-07
Position 401: 5.444677660695899e-07
Position 466: 5.145996765733299e-07
Position 1333: 5.048472540328197e-07
Position 301: 4.899475476579732e-07
Position 383: 4.6551174553750516e-07
Position 2125: 4.652793430562913e-07
Position 223: 4.543434680748092e-07
Position 2722: 3.9765872107156814e-07
Position 2557: 3.7793770632366156e-07
Position 3196: 2.8913636814656625e-07
Position 3400: 2.707118961966176e-07
Position 143: 2.3833304755881734e-07
Position 4589: 2.252360750450021e-07
Position 374: 2.1372997274479067e-07
Position 695: 2.054089133946188e-07
Position 2884: 2.047710107994206e-07
Position 1934: 2.0462980585090392e-07
Position 1978: 1.9223313165472536e-07
Position 388: 1.8439007166458424e-07
Position 4169: 1.7304049206337252e-07
Position 9910: 1.276930846500781e-07
Position 6708: 1.0441561951828146e-07
Position 5995: 9.486869224817888e-08
Position 3941: 6.803771213290641e-08
Position 98: 3.6225686519302614e-08
Position 2887: 3.297174901070353e-08
Position 2938: 2.5023720735670677e-08
Position 2798: 1.694960550601655e-08
Position 2072: 1.6056225600636622e-08
Position 2233: 1.5927546342707717e-08
Position 1950: 1.2921192374958218e-08
Position 725: 6.398589576217453e-09
Position 922: 6.392785192663833e-09
Position 868: 6.1096256220448526e-09
Position 370: 5.795309078462448e-09
Position 488: 5.690016271964575e-09
Position 991: 3.7837311103870696e-09
Position 152: 1.3666684288323759e-09
Position 1842: 1.0805807165787718e-09
Position 177: 2.56940926892854e-10
Position 393: 2.4099279559249867e-10
Position 2039: 1.4958283892096295e-10
Position 651: 1.1694492723196323e-10
Position 182: 1.093349693567186e-10
Position 165: 1.076622146597129e-10
Position 1150: 8.67842308130195e-11
Position 431: 1.3070856468775147e-11
Position 175: 9.549937049330896e-12
Position 870: 1.7425882711301094e-12
Position 952: 1.6321328706122635e-12
Position 947: 4.502163519945884e-13
Position 498: 3.41992207718704e-13
Position 646: 1.7053649258275407e-13
Position 737: 1.2998938776398435e-13
Position 508: 5.287413804396274e-16
Position 503: 2.0465396179539117e-16
