Gene = IDNK
Position 2855: 1.3226254601857421e-06
Position 1069: 4.877870231953067e-07
Position 641: 3.001362434833121e-07
Position 5834: 2.2708208125716788e-07
Position 5895: 1.2873725848337304e-07
Position 937: 1.1187146006988953e-07
Position 754: 9.345113802280958e-08
Position 125: 7.680707306816408e-08
Position 876: 1.4187753548626468e-08
Position 726: 6.994883911414517e-09
Position 549: 3.963667137438131e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5704: 0.9849073750446244
Position 18379: 0.8302824251147373
Position 5012: 0.7050130565053193
Position 14773: 0.5632544396388068
Position 20260: 0.5123550517425304
Position 16750: 0.23652962715100784
Position 14921: 0.212541623336842
Position 19742: 0.21089778881356422
Position 19994: 0.18135110574728103
Position 570: 0.1611450489675723
Position 176: 0.1517127243291427
Position 16571: 0.13169791509530096
Position 10517: 0.08186284705224313
Position 739: 0.0657990263100826
Position 18565: 0.05192913148785855
Position 2854: 0.031578287126924745
Position 10633: 0.02594275498704997
Position 20228: 0.024900175720806488
Position 4885: 0.023753430684252577
Position 19706: 0.022076206065019092
Position 11510: 0.018265712356479512
Position 18878: 0.017812455458301967
Position 11988: 0.01713854667283746
Position 6126: 0.01569106956702324
Position 10659: 0.01434452731319958
Position 11012: 0.014189875635244134
Position 4940: 0.013745906147168405
Position 7749: 0.013660311022762436
Position 4290: 0.01363534457879371
Position 1865: 0.013462196562861541
Position 7527: 0.01197997456636832
Position 20495: 0.011893304660686584
Position 225: 0.01176015486578813
Position 4159: 0.009706974655670681
Position 4785: 0.007720660173693493
Position 19001: 0.007432265091592747
Position 770: 0.007207029500161716
Position 1728: 0.007140579544751523
Position 19531: 0.0070681078211174055
Position 1258: 0.006915152420295932
Position 1782: 0.006075753616528959
Position 5131: 0.005969889168203179
Position 3656: 0.005318111314183044
Position 19430: 0.004922590285848904
Position 3635: 0.004186049008788438
Position 19512: 0.0039264319740079205
Position 18225: 0.0037380223237723793
Position 7872: 0.0036686226619541524
Position 3719: 0.0034651661563259396
Position 19377: 0.003278387383480606
Position 1731: 0.0031188470950348065
Position 19866: 0.00306818045282805
Position 7636: 0.003011865942785489
Position 718: 0.002836867951341441
Position 1193: 0.0028261088673912005
Position 10267: 0.0027864070415904423
Position 1590: 0.0026491174236554283
Position 10339: 0.0024695048586552562
Position 493: 0.002373923847483427
Position 19553: 0.002286293258998358
Position 940: 0.0022800702420584257
Position 4838: 0.0019441860647083629
Position 17747: 0.0017852038684893464
Position 10522: 0.0017310455259018905
Position 1162: 0.001677393230277034
Position 5635: 0.0016633348900619287
Position 4954: 0.0015738474654011737
Position 17425: 0.001523397226584594
Position 2960: 0.0015002499832876554
Position 3766: 0.001451322090789981
Position 19771: 0.001261442333505485
Position 3273: 0.0012609007632862256
Position 1871: 0.0012305068077566258
Position 2723: 0.001211237088655552
Position 469: 0.0011633159417954871
Position 459: 0.0011370615653713576
Position 4222: 0.0011059134251789331
Position 6479: 0.0010851005491133556
Position 7317: 0.0009439803401120793
Position 19258: 0.0008992403533462285
Position 7837: 0.0008984941402111111
Position 1291: 0.000834658667429592
Position 1565: 0.0007631360506138888
Position 2979: 0.0007604837292894855
Position 7489: 0.0007231981563073996
Position 1800: 0.0006987873030703014
Position 3852: 0.0006813703595247271
Position 7255: 0.0006612277267562716
Position 5746: 0.0006556645575639614
Position 16933: 0.0006253696427321472
Position 2280: 0.0006044923202788635
Position 510: 0.0005901551031038344
Position 1035: 0.0005543414317335167
Position 411: 0.0005098513003042723
Position 6655: 0.00048123413938330837
Position 13349: 0.0004523166250752612
Position 1215: 0.0003615399494707143
Position 9851: 0.0003566946549099383
Position 9709: 0.00033186678457472344
Position 590: 0.00033165456310560963
Position 1431: 0.0003308072803981777
Position 1708: 0.00030219799878579857
Position 9009: 0.00029004226407707386
Position 4380: 0.00026228111894045124
Position 9202: 0.00024267293650323521
Position 744: 0.0002401134981401214
Position 12524: 0.0002268675886211681
Position 11828: 0.00021279367731424621
Position 1868: 0.00021008460791433842
Position 12553: 0.00019565825732715525
Position 15167: 0.00019427457644403815
Position 6349: 0.00018722654559090576
Position 1014: 0.0001778076907633478
Position 1815: 0.00017779008018601805
Position 2701: 0.00014576042369592786
Position 9638: 0.00014556869217395097
Position 11403: 0.000141515393422782
Position 10311: 0.00011598571166079825
Position 9277: 0.00011089969170853836
Position 6459: 0.00010609991390479941
Position 12750: 0.00010505213215077518
Position 9151: 9.294358568921366e-05
Position 9867: 8.951000579479176e-05
Position 6233: 8.883361117325859e-05
Position 9895: 8.752189107856597e-05
Position 7986: 8.307047341415326e-05
Position 5982: 8.299710203412013e-05
Position 1075: 8.141787678249619e-05
Position 12059: 7.605556709057479e-05
Position 11472: 5.6365410005364525e-05
Position 11537: 5.09207016517068e-05
Position 8168: 4.8939726201693005e-05
Position 11199: 4.850781181087318e-05
Position 6006: 4.770862578690119e-05
Position 11786: 4.759829922342268e-05
Position 11167: 4.543323626379668e-05
Position 7355: 4.21921699979642e-05
Position 5602: 4.1475222141492957e-05
Position 6739: 3.834377708522873e-05
Position 7516: 3.8115447292210076e-05
Position 283: 3.391653902781095e-05
Position 6596: 2.664753635771979e-05
Position 8859: 2.5800404898024682e-05
Position 9441: 2.3364488156314354e-05
Position 1974: 2.316367084033626e-05
Position 7001: 2.2189313352350334e-05
Position 9923: 2.121000805089551e-05
Position 182: 1.840139764070588e-05
Position 6436: 1.7174151473200524e-05
Position 9139: 1.5188315616905658e-05
Position 6545: 1.4764103185936852e-05
Position 6055: 1.3967349431399533e-05
Position 6370: 1.3390080268991588e-05
Position 6916: 1.3259386307119e-05
Position 6253: 1.3083732428315024e-05
Position 10306: 1.2010294335384013e-05
Position 8708: 1.1232456835114361e-05
Position 10247: 1.0986177105056978e-05
Position 2521: 1.0963500554609685e-05
Position 10390: 1.0828813994459695e-05
Position 8522: 9.107510442117566e-06
Position 7012: 7.834013345501418e-06
Position 583: 7.491746015502829e-06
Position 7617: 7.3006542931337045e-06
Position 542: 7.101091889276887e-06
Position 434: 6.862779277404992e-06
Position 774: 6.671524241671013e-06
Position 9122: 5.5980836430836435e-06
Position 6160: 4.643902313563491e-06
Position 7054: 4.580213160256383e-06
Position 852: 3.931790952399043e-06
Position 7650: 3.8247422628999015e-06
Position 8508: 3.767037273189309e-06
Position 8563: 3.7323773605692282e-06
Position 5946: 3.6686529665378862e-06
Position 1664: 3.5292604603682505e-06
Position 817: 3.2957993240308667e-06
Position 5791: 2.930508458923945e-06
Position 2831: 2.822715212585625e-06
Position 3598: 2.8099934066747695e-06
Position 1265: 2.4702317163913745e-06
Position 631: 2.220578052415267e-06
Position 2545: 2.212402204582832e-06
Position 307: 1.8210370565437955e-06
Position 6612: 1.6067680370126523e-06
Position 355: 1.5957777921628456e-06
Position 1317: 1.5469390727107227e-06
Position 1647: 1.4481708960375854e-06
Position 6313: 1.3663958481818543e-06
Position 3077: 1.1289514815832762e-06
Position 616: 1.0280845632821786e-06
Position 335: 1.021290322731873e-06
Position 1978: 9.459878836075975e-07
Position 653: 9.106534602214252e-07
Position 748: 7.36622574010909e-07
Position 907: 7.160340344643831e-07
Position 826: 5.8462432085908e-07
Position 879: 5.153361643232925e-07
Position 627: 4.6927656046524496e-07
Position 3293: 3.884152281945546e-07
Position 385: 3.503216580992073e-07
Position 837: 3.279484964627046e-07
Position 586: 3.0921322185248825e-07
Position 603: 2.0962680808523237e-07
Position 6952: 2.034822107942826e-07
Position 291: 1.798017573859521e-07
Position 634: 1.372805795786422e-07
Position 190: 1.2659535157907043e-07
Position 1132: 1.1947651537649653e-07
Position 1151: 1.1042701790569412e-07
Position 440: 6.576323646949415e-08
Position 418: 6.277924514889914e-08
Position 1354: 6.18080824202516e-08
Position 6015: 5.4902480366263106e-08
Position 313: 5.3503903230389805e-08
Position 779: 5.237106608290668e-08
Position 361: 5.175294049718006e-08
Position 438: 4.53461183206569e-08
Position 949: 3.461047140327763e-08
Position 109: 3.133716600971361e-08
Position 679: 3.1082115156183194e-08
Position 263: 2.470413176416986e-08
Position 784: 7.708669676441711e-09
Position 367: 5.404653311166544e-09
Position 321: 4.135132859686671e-09
Position 90: 3.546439152027924e-09
Position 795: 3.337438774972011e-09
Position 636: 2.630419040129051e-09
Position 883: 5.590548174380688e-10
Position 896: 4.795569048463278e-10
Position 317: 3.977833430921949e-11
Position 371: 6.137919530126977e-13
