Gene = RP4-613B23.5
Position 351: 2.7175087871645517e-11
Position 409: 2.714523718654061e-11
Position 342: 2.516236574055281e-11
Position 271: 1.3027222825275084e-11
Position 644: 4.6785529907946965e-12
Position 197: 1.1640694542217279e-12
Position 225: 6.830701323868159e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 18355: 0.8290434061072608
Position 10218: 0.706412685393767
Position 20910: 0.5106054873046357
Position 19397: 0.3437664830713645
Position 20445: 0.16752943162504413
Position 10242: 0.11967090970215447
Position 24288: 0.09931757925143261
Position 10123: 0.09426823953619017
Position 13157: 0.06965946071546347
Position 19197: 0.0679293861024704
Position 19532: 0.05759478346468109
Position 10554: 0.02614346706762645
Position 22448: 0.018008684857640005
Position 10184: 0.016511656501179046
Position 20906: 0.013935035353618671
Position 2492: 0.013576765932094226
Position 20009: 0.011918739944952152
Position 17553: 0.011581578959078994
Position 2565: 0.008341936126670993
Position 11162: 0.0077254467452215585
Position 11135: 0.007644969038454052
Position 22978: 0.007296997417702368
Position 13340: 0.006993038368712153
Position 18819: 0.006306941999316431
Position 13279: 0.0059963609560157935
Position 13118: 0.005570874820734603
Position 13186: 0.005339614028871359
Position 18898: 0.004086785438328069
Position 23344: 0.0035110255810001513
Position 10625: 0.003105574431803915
Position 10550: 0.0029984543311187477
Position 22304: 0.002227423709159125
Position 19593: 0.002030024945783026
Position 13212: 0.0017835053072845924
Position 21773: 0.0017079579852890012
Position 13964: 0.0014923563575977945
Position 14894: 0.0014860594810005244
Position 15636: 0.0012420733724666968
Position 11090: 0.0011282204243244249
Position 11563: 0.0007193688252067574
Position 15020: 0.0006900322883935295
Position 2308: 0.000576910618629839
Position 13988: 0.0005273112676056237
Position 2527: 0.0005254711043801829
Position 11049: 0.0005205284364760083
Position 18951: 0.00043187732971249304
Position 18556: 0.000429433600454608
Position 11338: 0.0004099283550583737
Position 13575: 0.00039873080071844584
Position 15667: 0.00034847738332514564
Position 13889: 0.00032790354632040785
Position 14390: 0.00028738887933498186
Position 2496: 0.0002357287085961594
Position 16061: 0.00023055408131795134
Position 16691: 0.00022174120902916075
Position 2217: 0.00021355548008250932
Position 16806: 0.00018887538457960647
Position 13468: 0.00018390557466365853
Position 7777: 0.00017901647417952303
Position 4198: 0.0001595022140568215
Position 2196: 0.00015168931970230268
Position 13561: 0.00012629470525349037
Position 12594: 0.00012221924506383887
Position 12573: 0.00012149095848799517
Position 16149: 0.0001206065668081355
Position 14450: 0.00011270750871784022
Position 1376: 0.00011094692142029826
Position 10529: 0.00010886505976366388
Position 1398: 0.0001085780388823895
Position 6714: 9.47680012742714e-05
Position 6987: 9.40286400776409e-05
Position 12267: 9.317408572734131e-05
Position 8298: 9.21718797393455e-05
Position 13912: 8.849161528271982e-05
Position 5345: 8.711268654434288e-05
Position 2341: 8.616895849028895e-05
Position 3031: 8.052584406999777e-05
Position 5625: 7.518404907964216e-05
Position 11373: 7.370053868711022e-05
Position 15026: 7.266000401138596e-05
Position 12690: 7.167075631530731e-05
Position 11414: 7.054219518689722e-05
Position 14530: 6.99471250788696e-05
Position 11447: 6.379544508792268e-05
Position 11538: 5.1479954592064235e-05
Position 9668: 5.0685639753411325e-05
Position 12975: 4.65935309127552e-05
Position 14012: 4.584141687034917e-05
Position 3792: 4.3158248170086744e-05
Position 10570: 4.314359194756723e-05
Position 11541: 4.305772714299761e-05
Position 1622: 4.244340971031838e-05
Position 1872: 4.179145062466659e-05
Position 10425: 3.948925784793702e-05
Position 5261: 3.8573981428890107e-05
Position 8276: 3.767611882914057e-05
Position 1273: 2.9561391661821062e-05
Position 7027: 2.7410637461064956e-05
Position 12207: 2.583312814131272e-05
Position 11756: 2.5497341015089044e-05
Position 11871: 2.535119329811143e-05
Position 3690: 2.4730120572195405e-05
Position 1070: 2.4043367781817635e-05
Position 2826: 2.378546143468206e-05
Position 6834: 2.096553461186185e-05
Position 1658: 2.091888336374242e-05
Position 10945: 2.0614867608058066e-05
Position 12010: 2.020467471281958e-05
Position 1911: 1.9901398028370796e-05
Position 11701: 1.8865052530087505e-05
Position 5371: 1.8400446874907548e-05
Position 3915: 1.6458345620527258e-05
Position 10896: 1.537563056018178e-05
Position 1661: 1.5065315087903567e-05
Position 7951: 1.490609986916433e-05
Position 10856: 1.4397788719934212e-05
Position 2151: 1.3153347978388821e-05
Position 3542: 1.2959265756077434e-05
Position 6871: 1.2046195661239777e-05
Position 3093: 1.1643726144532272e-05
Position 7736: 1.150127089520427e-05
Position 10647: 1.0856496245005455e-05
Position 8712: 9.48800837237714e-06
Position 10509: 9.126245874348924e-06
Position 2109: 7.0004119429756806e-06
Position 6399: 6.877886304570211e-06
Position 3044: 6.6164280154240115e-06
Position 8137: 6.400995986537591e-06
Position 2731: 6.140626133332036e-06
Position 7840: 6.098663357082362e-06
Position 4652: 6.078486464370749e-06
Position 7677: 5.447898894419635e-06
Position 1899: 4.902452878601177e-06
Position 1024: 4.471194540638663e-06
Position 4554: 4.308415662594911e-06
Position 4216: 4.22744109636465e-06
Position 7067: 3.985407746555745e-06
Position 6948: 3.902859955281526e-06
Position 6794: 3.386230524683427e-06
Position 6911: 3.379109149256753e-06
Position 4668: 3.0585253420392835e-06
Position 2033: 3.0016016032567727e-06
Position 2126: 2.9516925264513392e-06
Position 5994: 2.935720205481328e-06
Position 7701: 2.839997887012202e-06
Position 3259: 2.7417462023818205e-06
Position 5688: 2.715363582599854e-06
Position 1171: 2.4969735418356984e-06
Position 8008: 2.417945770677834e-06
Position 1541: 2.364366234492877e-06
Position 3377: 2.181766586792311e-06
Position 1751: 2.065767296542938e-06
Position 1721: 1.955422293950773e-06
Position 4934: 1.7625925482602292e-06
Position 476: 1.6844693374636205e-06
Position 3001: 1.6068744537442114e-06
Position 1819: 1.4996537399424108e-06
Position 1109: 1.4943939877402966e-06
Position 5349: 1.4561353025453006e-06
Position 3101: 1.394921469616512e-06
Position 1026: 1.2873328997039369e-06
Position 2130: 1.2216642525970666e-06
Position 2792: 1.1623275733878742e-06
Position 1503: 1.112967121746655e-06
Position 1983: 1.040990585715038e-06
Position 791: 9.045186605922647e-07
Position 3356: 6.912650935137195e-07
Position 853: 5.708117181308237e-07
Position 4623: 5.659761713131643e-07
Position 2240: 5.641015156372691e-07
Position 3132: 5.600394874254569e-07
Position 1049: 4.3372007468169365e-07
Position 439: 3.8121225905055474e-07
Position 868: 3.7760278217235694e-07
Position 825: 3.7562551142101185e-07
Position 3658: 3.585933320115573e-07
Position 1004: 3.1375478228200776e-07
Position 459: 2.7676495882029676e-07
Position 435: 2.746303720408056e-07
Position 1708: 2.6315665803711517e-07
Position 1958: 2.5970361303491693e-07
Position 1701: 1.6597257941412426e-07
Position 794: 1.5709981508139845e-07
Position 442: 1.5602043083588185e-07
Position 493: 1.502484330296033e-07
Position 1175: 1.183475440314461e-07
Position 404: 1.1399794770937152e-07
Position 393: 8.97020212262137e-08
Position 239: 7.196499165236719e-08
Position 210: 5.4359803883559356e-08
Position 726: 5.3354447961455805e-08
Position 487: 5.083055956233038e-08
Position 1203: 4.36690680676655e-08
Position 1123: 4.350547300817432e-08
Position 1149: 4.163960316923276e-08
Position 478: 4.038403234245849e-08
Position 219: 3.247341078550599e-08
Position 2771: 3.211373104307618e-08
Position 1571: 3.154870512422145e-08
Position 771: 3.095022771865708e-08
Position 2589: 2.5497365726958523e-08
Position 217: 2.1898544724925677e-08
Position 448: 1.8929022208063493e-08
Position 252: 1.6466834729185453e-08
Position 1207: 1.4293070277657448e-08
Position 82: 1.3928481760328422e-08
Position 664: 1.2983957415955411e-08
Position 887: 1.2435512647870368e-08
Position 407: 1.1579890529261701e-08
Position 832: 1.0748399822057307e-08
Position 738: 8.830408827234665e-09
Position 214: 8.737689536246984e-09
Position 532: 8.672384161474743e-09
Position 835: 7.00685438513332e-09
Position 391: 6.322062630197368e-09
Position 289: 5.599889409308966e-09
Position 2260: 5.331817357707591e-09
Position 2522: 5.299196537452974e-09
Position 3265: 4.819641111851129e-09
Position 894: 4.239762186786803e-09
Position 1160: 4.027295611761781e-09
Position 507: 3.5790668612001313e-09
Position 161: 3.495553976328223e-09
Position 754: 3.473511596951139e-09
Position 1156: 3.3417326743533907e-09
Position 689: 2.7892290063797752e-09
Position 1985: 2.7838274558550084e-09
Position 765: 2.011906328323393e-09
Position 225: 1.492508185663523e-09
Position 909: 1.2560578147805781e-09
Position 671: 1.229918634467642e-09
Position 965: 1.2285027705984825e-09
Position 936: 1.064614979290143e-09
Position 1724: 9.245562079861956e-10
Position 777: 9.081558077015072e-10
Position 268: 8.999702627387131e-10
Position 271: 8.977778109120852e-10
Position 1059: 8.921715426857759e-10
Position 542: 8.111682982992089e-10
Position 266: 6.145176940837066e-10
Position 335: 5.864771026289561e-10
Position 193: 4.897200320033729e-10
Position 1288: 4.610480803945682e-10
Position 309: 3.583173111294007e-10
Position 549: 3.545447720563877e-10
Position 1311: 3.543365706854883e-10
Position 760: 2.5405711198297185e-10
Position 1318: 2.513910845089447e-10
Position 367: 2.35561191001341e-10
Position 319: 2.285635170377604e-10
Position 304: 1.5565252590148206e-10
Position 315: 1.4501126909946663e-10
Position 332: 9.667345333359668e-11
Position 740: 4.201570740307826e-11
Position 774: 3.9031711925431244e-11
Position 677: 7.335487254665137e-12
Position 516: 7.2155191721535845e-12
Position 510: 4.882955216760327e-12
