Gene = SHISA5
Position 4207: 2.989747306036662e-07
Position 4258: 2.951882646005614e-07
Position 547: 2.8729750643720875e-07
Position 4393: 2.7869380144311453e-07
Position 1371: 2.1126586141258044e-07
Position 1337: 2.0607382092377011e-07
Position 449: 1.347789404177088e-07
Position 1440: 2.4136137720765977e-08
Position 17: 1.6923839373903975e-08
Position 68: 1.423176267739201e-08
Position 3899: 1.277647061531714e-08
Position 314: 1.1361570513354513e-08
Position 383: 1.6395575777517307e-11
Position 884: 9.293025495640103e-12
Position 461: 6.486974429026169e-12
Position 496: 3.732068700076819e-12
Position 370: 5.807391808709649e-13
Position 501: 2.5365431368551405e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 4031: 0.8249927940424024
Position 3374: 0.7072170790169434
Position 3644: 0.606239450205022
Position 4895: 0.3196004087054875
Position 4550: 0.2609044939349838
Position 3697: 0.23318583192390824
Position 4530: 0.1343127463147276
Position 3363: 0.07227741593533832
Position 376: 0.06712746002820155
Position 2650: 0.06697346327134839
Position 2622: 0.06573156441879402
Position 5092: 0.06284142774616032
Position 4962: 0.03313895458342899
Position 2298: 0.02746060087968778
Position 3471: 0.025987507948520634
Position 4059: 0.02231897894203435
Position 3796: 0.022100407245838567
Position 4675: 0.02208951928375569
Position 4610: 0.01771523748143312
Position 4214: 0.016760133507463307
Position 5000: 0.010858163082776791
Position 3009: 0.010653161498384982
Position 4943: 0.010579051898900679
Position 5303: 0.00934485510600023
Position 4034: 0.009164969604383953
Position 1356: 0.007857049926625056
Position 1662: 0.007472818938578831
Position 2318: 0.007472413189155004
Position 4475: 0.0061782047447392005
Position 4720: 0.005392973112939442
Position 4005: 0.005046206742473398
Position 3029: 0.004938520813853802
Position 5126: 0.004656006749132183
Position 2509: 0.004638515170416973
Position 4503: 0.004367055094247858
Position 3717: 0.0038322758067146014
Position 4465: 0.003577338852516291
Position 3815: 0.0035453557337234054
Position 5144: 0.0034424243307844596
Position 5147: 0.0034207520257350113
Position 3763: 0.0033981025358542937
Position 2627: 0.0031988111129891044
Position 4817: 0.0022981362309479883
Position 2803: 0.002241278083745859
Position 5264: 0.002130621617051792
Position 3949: 0.0018819938360440393
Position 2455: 0.0018012740888116695
Position 3989: 0.0017995754626264112
Position 1682: 0.0017912658470086752
Position 2575: 0.0016745888757606585
Position 1880: 0.0015537661042606082
Position 2905: 0.001540719854232539
Position 5181: 0.001509409375940659
Position 3225: 0.0014991469603752553
Position 4037: 0.0012297059489501758
Position 2537: 0.001189437875812783
Position 2458: 0.0010972828412491038
Position 1331: 0.000996524808222561
Position 4555: 0.0009954892350471046
Position 4063: 0.0009597070001460888
Position 3615: 0.0009302970794082573
Position 4287: 0.0009209842990931043
Position 2294: 0.0008493643222196332
Position 2578: 0.0008010794328328198
Position 1431: 0.0007976630596972249
Position 3280: 0.0007909095366558893
Position 2976: 0.0007567713155782916
Position 4174: 0.0007331484689027561
Position 5207: 0.0007326507340867748
Position 3072: 0.0007264572960213649
Position 4308: 0.0007032255072810195
Position 1506: 0.0006434316137660947
Position 4441: 0.0006201785761125111
Position 1800: 0.0006055390450587768
Position 1894: 0.0005659864979861413
Position 3767: 0.0005622204181115652
Position 3206: 0.0005347879969726692
Position 2484: 0.00046738845373962693
Position 3146: 0.0004545517069601054
Position 4856: 0.0004453495617639416
Position 1803: 0.00043184991164278014
Position 4748: 0.000416195152210137
Position 4738: 0.00041071629663262763
Position 1658: 0.0003726609472496921
Position 4841: 0.000362541037218709
Position 3820: 0.0003523354861229059
Position 4696: 0.0003495414344852447
Position 4040: 0.00032524653130133014
Position 3218: 0.000308466315506139
Position 4371: 0.0002854346812648955
Position 1268: 0.0002493686370001487
Position 3599: 0.0002476558727414456
Position 5298: 0.00022641203462201115
Position 2375: 0.00019554275615254517
Position 719: 0.00014043215364781437
Position 3566: 0.0001402207843417601
Position 1414: 0.00013700513858705196
Position 3235: 0.00013465083250478852
Position 4513: 0.00012026057006442044
Position 4013: 0.00011949583747328753
Position 347: 9.093162905771724e-05
Position 4919: 8.770665919230194e-05
Position 5033: 8.657656937295644e-05
Position 1922: 7.748576766560775e-05
Position 5047: 7.46650925664033e-05
Position 2600: 7.411247503355619e-05
Position 2765: 6.398830715295908e-05
Position 4099: 5.441819095434047e-05
Position 4752: 5.129257422896571e-05
Position 4724: 4.6013327527966054e-05
Position 2059: 4.500193303795984e-05
Position 2392: 4.226581457575643e-05
Position 3880: 3.813964955964848e-05
Position 2696: 3.765371713695497e-05
Position 555: 2.748233379810291e-05
Position 1926: 2.5952984180114783e-05
Position 3586: 2.4436929984373836e-05
Position 1443: 1.6463618660504293e-05
Position 420: 1.1805659454111716e-05
Position 579: 1.1460972919782828e-05
Position 739: 8.657619442054496e-06
Position 619: 6.484186075516648e-06
Position 1756: 4.152376554233493e-06
Position 1938: 3.663646986107658e-06
Position 3909: 3.157210139350749e-06
Position 1541: 2.4552159205315707e-06
Position 1830: 2.3777147974549646e-06
Position 1555: 2.2173225905787754e-06
Position 1805: 2.175805414537162e-06
Position 4928: 1.7854977661101685e-06
Position 4629: 1.1998898027287545e-06
Position 4591: 1.189363140637664e-06
Position 2144: 1.015373453060103e-06
Position 2266: 9.105934555084453e-07
Position 235: 8.144463790969364e-07
Position 1337: 4.754592745262093e-07
Position 2707: 4.521584425541499e-07
Position 1513: 3.180908357988213e-07
Position 1214: 2.2611690960508606e-07
Position 1664: 1.5660776290981948e-07
Position 493: 1.4584128454000123e-07
Position 1192: 1.311231934069017e-07
Position 2156: 1.308628306006675e-07
Position 233: 1.0413904834605979e-07
Position 1189: 4.91839894736098e-08
Position 1416: 3.8602249715075266e-08
Position 1109: 2.962360872858021e-08
Position 1030: 2.1763696338338253e-08
Position 1271: 1.6017302416212516e-08
Position 1293: 1.4097267534508787e-08
Position 1440: 1.1513979704419821e-08
Position 1218: 3.95072193611664e-09
Position 357: 2.0666342071350805e-09
Position 557: 1.6703280653401145e-09
Position 429: 1.4925864689519069e-09
Position 105: 8.39225881571157e-10
Position 442: 1.8601419799665728e-10
Position 422: 1.4850830065241236e-10
Position 456: 1.3503874461450886e-10
Position 507: 1.0008818193786348e-10
Position 501: 8.003142303357382e-11
Position 449: 6.40609764604128e-11
Position 249: 3.657115247491291e-12
Position 259: 1.1013647367197655e-12
Position 181: 5.592163410312507e-13
Position 185: 4.539937431719172e-13
