Gene = INSL6
Position 2025: 1.025960766786124e-05
Position 275: 1.0246798198586818e-05
Position 292: 9.801528580958558e-06
Position 1491: 9.286237604573627e-06
Position 1568: 9.106133336486596e-06
Position 1195: 7.714552070658565e-06
Position 1266: 7.5692171236951e-06
Position 445: 7.534779214131655e-06
Position 302: 6.569492919862108e-06
Position 787: 6.178620907098e-06
Position 233: 4.270135127731632e-06
Position 2807: 3.7827193550858746e-06
Position 655: 3.151211591902697e-06
Position 2803: 3.1323565287427074e-06
Position 586: 2.900284779896056e-06
Position 340: 2.6763314711560544e-06
Position 342: 2.5887404214576115e-06
Position 739: 1.9825316754519004e-06
Position 821: 1.6343676243689142e-06
Position 845: 1.0909126947157423e-06
Position 3142: 9.093198170311301e-07
Position 1047: 9.008032082124252e-07
Position 943: 6.135497145754195e-07
Position 285: 4.350471438639387e-07
Position 310: 2.232896742600539e-07
Position 221: 2.0003730459518856e-07
Position 790: 1.7003277590026452e-07
Position 373: 1.5270304083831372e-07
Position 1704: 1.2866706774858093e-07
Position 997: 7.519909092369329e-08
Position 189: 6.95869936556836e-08
Position 354: 6.167579966500373e-08
Position 774: 1.898052397066172e-08
Position 217: 1.2308180556674385e-08
Position 983: 1.0897251237510428e-08
Position 432: 1.026262998545851e-08
Position 905: 9.988585924507517e-09
Position 1029: 8.645519141553243e-09
Position 148: 8.212814860233311e-09
Position 183: 7.920293601863661e-09
Position 169: 6.6906020790919155e-09
Position 1054: 5.578090508902637e-09
Position 1142: 5.537210133328715e-09
Position 145: 5.375220953742805e-09
Position 1202: 5.198897317467964e-09
Position 909: 2.4502801313473716e-09
Position 802: 1.5609620529154653e-09
Position 154: 1.5487902861898066e-09
Position 849: 4.5620221608988876e-10
Position 945: 2.617374696511907e-10
Position 136: 2.308852476008654e-10
Position 158: 1.8550527155223328e-10
Position 1365: 2.6129864847447123e-11
