Gene = NREP
Position 2941: 1.2504340904424364e-05
Position 4253: 1.1185836486321565e-05
Position 901: 9.21895733525054e-06
Position 2414: 7.304316164902474e-06
Position 6093: 4.843509471175e-06
Position 1133: 4.009166580944931e-06
Position 210: 4.000463884160369e-06
Position 1113: 2.6781910614557072e-06
Position 879: 2.4941980967121036e-06
Position 856: 2.3214667473408303e-06
Position 5344: 2.139176011575762e-06
Position 2473: 1.746352055016582e-06
Position 1199: 1.716203294630842e-06
Position 3321: 1.6404430527528072e-06
Position 2161: 1.6253287120723757e-06
Position 157: 1.6152696378126748e-06
Position 3942: 1.5824454885834947e-06
Position 466: 1.4073074913586776e-06
Position 2603: 1.3164202602729083e-06
Position 305: 1.2138784848881511e-06
Position 2306: 1.034117819120302e-06
Position 1139: 9.562696397548348e-07
Position 2943: 9.179316882615639e-07
Position 3399: 8.964568876207491e-07
Position 2360: 8.088088792176828e-07
Position 721: 8.010620943390674e-07
Position 810: 7.261152993518801e-07
Position 2591: 6.65928189461274e-07
Position 2743: 4.51501961706088e-07
Position 1335: 4.097764764493398e-07
Position 1115: 2.7380280965759054e-07
Position 182: 2.270550021466477e-07
Position 796: 2.0214653064811957e-07
Position 892: 1.159476723460354e-07
Position 130: 9.734877601373405e-08
Position 1010: 7.811369339043121e-08
Position 24: 6.106429346022308e-08
Position 1117: 5.4762290956874735e-08
Position 2167: 5.228354511287019e-08
Position 241: 4.4583200018424615e-08
Position 986: 3.657256068644381e-08
Position 1163: 2.9780531867541114e-08
Position 976: 2.4803743467633003e-08
Position 1093: 1.9169225541637683e-08
Position 170: 1.7720790538310292e-08
Position 5: 1.4279364173652412e-08
Position 692: 8.820242673918843e-09
Position 644: 6.749048719873662e-09
Position 92: 6.374885707542742e-09
Position 357: 5.031154479759678e-09
Position 290: 1.8176884193037676e-09
Position 486: 1.6680492744031503e-09
Position 468: 1.2902942282188443e-09
Position 800: 4.3574452102355247e-10
Position 288: 2.8153558494566005e-10
Position 659: 1.7245537519928248e-10
Position 38: 6.885820569922262e-11
Position 470: 3.616138670207349e-11
Position 478: 2.463619936589522e-11
Position 763: 4.935669115758281e-12
Position 533: 1.3955724737319095e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 13186: 0.44738980321146954
Position 22085: 0.4420131668113753
Position 5328: 0.28542715069162916
Position 19148: 0.24152989075561382
Position 19536: 0.13100618477905304
Position 5971: 0.1119237874072778
Position 9935: 0.05691875440968858
Position 4346: 0.02556732587856248
Position 20967: 0.02484952904548519
Position 6449: 0.022771814043298397
Position 9240: 0.02272467739797351
Position 15641: 0.020393699115646036
Position 12249: 0.020017636541256968
Position 1191: 0.013742704246989241
Position 491: 0.00916677434029029
Position 548: 0.009071803518441966
Position 5272: 0.008451856469267063
Position 9525: 0.007509999741698846
Position 466: 0.006367186612363571
Position 1517: 0.0055271758606045985
Position 5891: 0.005074222483955653
Position 3843: 0.0040891651751043595
Position 12145: 0.004081755896534923
Position 5335: 0.0040325830293888015
Position 4664: 0.003999745587882624
Position 2512: 0.0039990064791923085
Position 11150: 0.0037634878198483787
Position 5910: 0.003672146212596065
Position 7921: 0.0036583860837910674
Position 8146: 0.0035464059940393906
Position 7277: 0.002840683140855574
Position 2092: 0.002784438239779059
Position 3867: 0.0025644100051728756
Position 529: 0.0024939265877422893
Position 4722: 0.0023666098775305035
Position 1010: 0.0022459256836867207
Position 753: 0.00220164873307729
Position 2793: 0.002176240643594222
Position 5216: 0.0021003197305766506
Position 7310: 0.0020645161869221234
Position 7149: 0.001993008252063292
Position 13762: 0.0019468351727832218
Position 4927: 0.0018799323514312617
Position 1568: 0.0018675091944971543
Position 8833: 0.0016110273713856604
Position 12522: 0.0015719541014325622
Position 12460: 0.0015234570161083978
Position 8658: 0.0014379167267990587
Position 8029: 0.0014100714242312067
Position 12278: 0.0014071340461344736
Position 1585: 0.001309419236449944
Position 1322: 0.0012994230551434882
Position 2160: 0.0012808655136682984
Position 5304: 0.0010448975913265057
Position 1488: 0.0009726317327112494
Position 4110: 0.0009223132780006615
Position 3335: 0.0008498553487811866
Position 1520: 0.0008490120173620918
Position 4967: 0.0007974029701269276
Position 12951: 0.0007743367428042659
Position 13730: 0.0007368126677360769
Position 510: 0.000690322477411781
Position 5307: 0.0006512592463490836
Position 6633: 0.0005704249775982734
Position 4131: 0.0005697971900608535
Position 5133: 0.0005650114991324214
Position 5016: 0.0005345072847744081
Position 2861: 0.0005329178692172553
Position 7324: 0.0005140380592800357
Position 2459: 0.0004845406824726771
Position 9546: 0.00046157142825048355
Position 1497: 0.0004435654899863824
Position 3798: 0.00043263512103762156
Position 6619: 0.0004253763130934133
Position 1238: 0.0004112171282166512
Position 4580: 0.00041082157993238143
Position 7587: 0.00039196912517507174
Position 11599: 0.0003899039284960572
Position 1459: 0.00036122983488103667
Position 3185: 0.0003459300676695698
Position 846: 0.00033534523276017287
Position 3373: 0.00033065107415026476
Position 4593: 0.00031755169536709004
Position 11234: 0.0003015562533245642
Position 9303: 0.00029360592955415875
Position 2359: 0.0002901431967861753
Position 6222: 0.0002874188502191733
Position 8047: 0.0002659159960055053
Position 2389: 0.00025575702207376015
Position 10562: 0.0002212283079646332
Position 2536: 0.0002202716325797012
Position 1554: 0.0002124487764633224
Position 8153: 0.00020299708307191042
Position 3723: 0.00019566412994575033
Position 1122: 0.00019422891510998636
Position 2897: 0.00019393796950440068
Position 6920: 0.00018990890065461672
Position 5073: 0.0001898127260424346
Position 3114: 0.00018554494767081075
Position 6977: 0.00015669504220583295
Position 6603: 0.0001385446109818296
Position 6291: 0.00013415811684152745
Position 2558: 0.00013054408394630625
Position 2088: 0.00012306740565115243
Position 2719: 0.00011245175879705165
Position 1601: 0.00011196513926682175
Position 3398: 0.00011026409655884118
Position 4365: 0.00010938315084749962
Position 8975: 9.871875139281642e-05
Position 399: 9.792220067301097e-05
Position 3050: 9.126593371100523e-05
Position 269: 8.956943520019799e-05
Position 5275: 8.231296003898483e-05
Position 6070: 7.784261166194882e-05
Position 6428: 7.044848518353248e-05
Position 830: 6.919745434876257e-05
Position 5620: 6.5405479797355e-05
Position 1352: 6.44770672184625e-05
Position 604: 6.383086637305117e-05
Position 1729: 6.282859672371141e-05
Position 7925: 5.9769498354236035e-05
Position 5245: 5.9556504193444174e-05
Position 7708: 5.7244106045532865e-05
Position 638: 5.012376438955369e-05
Position 1387: 4.4757918543755284e-05
Position 4669: 4.3505131945882474e-05
Position 5194: 4.25136783967068e-05
Position 2335: 4.2456196446914327e-05
Position 4980: 4.1756869468465167e-05
Position 1267: 4.0662445971730294e-05
Position 6951: 3.568978175859321e-05
Position 1087: 3.497592169323213e-05
Position 664: 3.4693903509769444e-05
Position 554: 3.094892073544165e-05
Position 3124: 3.087189453315145e-05
Position 6457: 3.05447789100411e-05
Position 3047: 2.7795413377029432e-05
Position 1792: 2.450270732530085e-05
Position 3869: 2.39412838735921e-05
Position 2683: 2.2729184986457994e-05
Position 2630: 2.2244016700164986e-05
Position 3275: 2.2212491073239652e-05
Position 3226: 2.0502000080392308e-05
Position 3149: 2.0386487952274243e-05
Position 1290: 1.9034913408982766e-05
Position 1153: 1.8084981348842945e-05
Position 2664: 1.8069995142290687e-05
Position 210: 1.753453547165232e-05
Position 1063: 1.627601728755633e-05
Position 2305: 1.4540062911131667e-05
Position 4466: 1.3552895920903903e-05
Position 1324: 1.2712709917064565e-05
Position 810: 1.127055272260061e-05
Position 327: 1.0771418531843e-05
Position 601: 1.0057410864151453e-05
Position 3641: 9.697588500442438e-06
Position 4228: 9.573924451931738e-06
Position 2264: 9.426366299051045e-06
Position 2722: 8.844265553242777e-06
Position 2750: 8.834000273285537e-06
Position 1648: 8.352803708658717e-06
Position 895: 6.8849774506625385e-06
Position 2591: 6.093725758949889e-06
Position 5806: 5.320274015791297e-06
Position 216: 5.149033742332952e-06
Position 3951: 4.135358127998131e-06
Position 788: 3.491442042880574e-06
Position 3728: 1.5492880889403736e-06
Position 288: 1.4691759704431402e-06
Position 1501: 1.083950742517328e-06
Position 2199: 1.04887672524311e-06
Position 668: 4.1523769792631927e-07
Position 1195: 4.0027735430168054e-07
Position 758: 3.758285945796622e-07
Position 2122: 2.1652543370635072e-07
Position 644: 1.9921059481792925e-07
Position 761: 1.774616180208294e-07
Position 692: 1.5964120576479613e-07
Position 408: 1.5516744207418618e-07
Position 2184: 1.2228453064653885e-07
Position 686: 9.090131364645786e-08
Position 1273: 8.547679007760922e-08
Position 1296: 8.347644648689985e-08
Position 1356: 2.8716093282310268e-08
Position 671: 2.6986414468620512e-08
Position 1292: 2.6932127387737382e-08
Position 856: 2.238715885351465e-08
Position 921: 1.297794025853363e-08
Position 1016: 1.1873550215941592e-08
Position 1093: 9.070768094546295e-09
Position 963: 8.476613058463841e-09
Position 1651: 7.421211869476311e-09
Position 337: 6.113153036004929e-09
Position 1130: 5.815884735108786e-09
Position 1073: 2.739863495026697e-09
Position 1132: 2.6592927037207836e-09
Position 763: 2.155413031072058e-09
Position 1359: 6.04377036208001e-10
Position 277: 2.8351589666833973e-10
Position 863: 2.0371377429576826e-10
Position 966: 1.2317401719802092e-10
Position 241: 1.1502997590365258e-10
Position 234: 1.0555596661781844e-10
Position 673: 9.605659076869813e-11
Position 99: 1.6213292738607303e-11
Position 221: 1.5940374000834736e-11
Position 103: 8.981549240739274e-12
Position 274: 7.04529015852032e-12
Position 227: 2.383187086128429e-12
Position 123: 2.5880341056014264e-13
Position 105: 5.646066167739589e-14
Position 157: 2.0098112243202965e-14
Position 108: 4.1046229657733396e-15
Position 127: 3.3794964403637383e-15
Position 170: 2.3967047169564973e-15
Position 125: 2.262032284701559e-15
Position 112: 4.448517422441198e-17
Position 140: 1.6843386177000547e-17
Position 176: 1.0202333513830485e-17
Position 135: 3.743473748555732e-19
Position 137: 6.186614999715619e-21
