Gene = APOA2
Position 1225: 2.3920689049950105e-05
Position 1000: 2.25896454260805e-05
Position 606: 2.208543175115152e-05
Position 787: 1.8445513535904133e-05
Position 155: 1.763766018496714e-05
Position 461: 1.6284701988211123e-05
Position 678: 1.3707570236470744e-05
Position 784: 1.26452421968092e-05
Position 428: 1.1604671867432794e-05
Position 484: 1.0541954873590902e-05
Position 842: 8.538433346134808e-06
Position 885: 7.892149355192957e-06
Position 618: 7.850510107342415e-06
Position 123: 7.38371759520663e-06
Position 883: 7.070747665022566e-06
Position 836: 5.825815631521535e-06
Position 924: 3.324036216773028e-06
Position 1002: 3.116098682993312e-06
Position 1016: 2.989140584240183e-06
Position 417: 1.8605635672191303e-06
Position 278: 1.830106896764923e-06
Position 149: 1.37737800498486e-06
Position 495: 1.2262627062771236e-06
Position 684: 8.29045551663738e-07
Position 891: 6.849592062116292e-07
Position 675: 5.428731483924941e-07
Position 463: 3.273571183008056e-07
Position 454: 3.0589511733177855e-07
Position 109: 2.2557321931856192e-07
Position 103: 1.9421235762373057e-07
Position 503: 1.7806240988602928e-07
Position 486: 1.7289112816371765e-07
Position 130: 1.5222416024332914e-07
Position 101: 1.497429715253715e-07
Position 308: 1.1195370637059546e-07
Position 705: 1.0949204778216706e-07
Position 532: 8.693452290589855e-08
Position 295: 6.57378009650821e-08
Position 297: 5.978773492240466e-08
Position 498: 5.8245201055329215e-08
Position 105: 4.72453510540223e-08
Position 97: 4.666862172039749e-08
Position 699: 2.8346000636849564e-08
Position 134: 1.1761843384869802e-08
Position 312: 1.0736893881898318e-08
Position 465: 7.116796856732086e-09
Position 146: 5.538102108511141e-09
Position 691: 8.05426039054666e-10
Position 686: 7.467736901231696e-10
