Gene = SZRD1
Position 1524: 3.252096463039225e-07
Position 1879: 2.920157898487889e-07
Position 1584: 2.625501084127479e-07
Position 355: 2.588399657395745e-07
Position 1518: 2.4561661643499907e-07
Position 821: 2.333657638428114e-07
Position 363: 2.1417817344138156e-07
Position 670: 1.9098968499302025e-07
Position 1049: 1.9000249797369284e-07
Position 802: 1.4849450269288444e-07
Position 1459: 1.480689285155063e-07
Position 647: 1.3080075892242137e-07
Position 303: 1.2158245540006173e-07
Position 553: 1.1384288591454722e-07
Position 1819: 8.691908410105491e-08
Position 1283: 7.920674181214455e-08
Position 567: 6.057480434193789e-08
Position 1860: 4.351414657821523e-08
Position 970: 3.1407138495602474e-08
Position 892: 1.0875141474336847e-08
Position 1051: 7.092486956012155e-09
Position 381: 4.999301143155842e-09
Position 1037: 4.639609870669364e-09
Position 1681: 3.2145161321011505e-09
Position 353: 2.7920947008646828e-09
Position 926: 5.777797152085822e-10
Position 763: 1.7503798674527359e-10
Position 965: 1.697193558608964e-10
Position 679: 1.6858894391553842e-10
Position 683: 1.3859801562621345e-10
Position 292: 9.990502371433075e-11
Position 676: 8.655120814803204e-11
Position 912: 5.908866938834031e-11
Position 967: 5.556114725767622e-11
Position 236: 3.634840020564788e-11
Position 371: 2.687270740934999e-11
Position 688: 2.7640704970042364e-13
Position 233: 7.371456292826714e-14
