Gene = CARTPT
Position 126: 1.3146004961254237e-05
Position 1125: 9.30037526070997e-06
Position 527: 9.22742835315426e-06
Position 504: 9.043698393514296e-06
Position 782: 8.919986289850063e-06
Position 226: 7.433645170366521e-06
Position 612: 7.106519717335738e-06
Position 1187: 6.643053905359976e-06
Position 776: 5.233013393977655e-06
Position 845: 4.316133053523076e-06
Position 407: 4.194856853367955e-06
Position 1283: 3.955746511182147e-06
Position 564: 3.7455938709568514e-06
Position 88: 2.6771501117461674e-06
Position 983: 2.4784489177273715e-06
Position 746: 2.37443278226938e-06
Position 402: 2.300555624287143e-06
Position 1181: 1.5888135046828593e-06
Position 322: 1.5135056178117065e-06
Position 450: 1.4838198108319777e-06
Position 732: 1.380399390142324e-06
Position 280: 7.297585312142473e-07
Position 286: 5.562900611089408e-07
Position 805: 5.425879480137802e-07
Position 529: 2.6470361913920005e-07
Position 477: 2.0040068481377037e-07
Position 792: 4.0912411225747255e-08
Position 150: 2.9931757054224903e-08
Position 743: 1.8136731552206162e-08
Position 138: 7.813427009268379e-09
Position 120: 4.3955626319290026e-09
Position 95: 2.9566178566069933e-09
Position 136: 3.579163738821026e-10
