Gene = LPGAT1
Position 1468: 1.1914697762779433e-06
Position 468: 1.0463669026058893e-06
Position 4839: 9.299912869514612e-07
Position 328: 9.220456374452045e-07
Position 224: 9.036791287984415e-07
Position 8500: 8.340856452149227e-07
Position 172: 7.9152544013433e-07
Position 352: 7.421582492622044e-07
Position 3468: 7.417631591129351e-07
Position 5113: 7.116094717279457e-07
Position 1986: 6.345104143055763e-07
Position 452: 6.051611438748371e-07
Position 2391: 5.64534581600953e-07
Position 7742: 5.640709039125332e-07
Position 1761: 5.2108849176319e-07
Position 1463: 4.6704471636756464e-07
Position 4628: 3.1936236110250873e-07
Position 2117: 2.855665663937574e-07
Position 4369: 2.8043236891255533e-07
Position 2866: 2.6546614143198456e-07
Position 5411: 1.8320468110997758e-07
Position 1988: 1.5720257195708774e-07
Position 338: 1.4725791388067186e-07
Position 2225: 1.2808340453238512e-07
Position 2532: 1.2756275913334801e-07
Position 3430: 7.59652843824304e-08
Position 2360: 5.1624979356704835e-08
Position 321: 5.095217526680701e-08
Position 1339: 4.999560798715446e-08
Position 1994: 4.925850424182035e-08
Position 193: 4.843367350432001e-08
Position 2033: 4.749124838833783e-08
Position 2568: 3.728173340477526e-08
Position 2542: 3.4668990795532697e-08
Position 2420: 3.0320822339345804e-08
Position 1836: 3.031379810509671e-08
Position 2573: 3.0196295489227416e-08
Position 349: 7.930851638336492e-09
Position 231: 7.600479413686606e-09
Position 253: 4.564589340320468e-09
Position 85: 3.3378886939489686e-09
Position 457: 2.440073935505717e-09
Position 199: 1.2700350250069348e-09
Position 239: 8.161122115251627e-10
Position 1893: 3.553573262537968e-10
Position 1890: 2.8403333086673137e-10
Position 99: 1.8893811075682673e-10
Position 91: 2.98680938740772e-11
Position 233: 2.8482568269558717e-11
Position 244: 6.21553121553468e-12
Position 258: 5.16220923191314e-12
