Gene = PHPT1
Position 1452: 0.00010425480683792641
Position 827: 8.564531709399098e-05
Position 332: 6.132529816473304e-05
Position 793: 4.409212918277209e-05
Position 1909: 4.235103983196669e-05
Position 1048: 3.306919935850764e-05
Position 291: 3.1263660977871397e-05
Position 1369: 3.112863763417313e-05
Position 1144: 2.585403176300842e-05
Position 415: 2.4268039773309777e-05
Position 678: 2.370245402747734e-05
Position 133: 2.2062358913909755e-05
Position 524: 1.7112334723829103e-05
Position 1696: 1.6114734895835004e-05
Position 1726: 1.5123264724526746e-05
Position 1232: 1.4587747673299583e-05
Position 1763: 1.3663015065591335e-05
Position 1010: 1.1576146115960869e-05
Position 271: 5.766100838781872e-06
Position 480: 5.719223630703874e-06
Position 313: 5.535413308630431e-06
Position 960: 1.8687565325502598e-06
Position 316: 1.833297138539509e-06
Position 584: 1.5485958594769041e-06
Position 453: 1.136687447036587e-06
Position 329: 1.0626318199802379e-06
Position 974: 9.049089767020852e-07
Position 829: 7.076299660979708e-07
Position 566: 5.11943326533398e-07
Position 1088: 3.0634947354978906e-07
Position 1019: 2.543790510738913e-07
Position 184: 1.1412274577265588e-07
Position 455: 1.0199205433637243e-07
Position 580: 4.555552733385255e-08
Position 459: 4.00165481026401e-08
Position 462: 2.348511964408474e-08
Position 235: 6.824790713219705e-09
Position 489: 6.339875458559069e-09
Position 154: 5.735715747117298e-09
Position 501: 2.5556258072717846e-09
Position 147: 2.242319233340531e-09
Position 217: 4.0925365761828436e-10
Position 162: 3.641042117328639e-10
Position 540: 5.7923547398606826e-12
Position 71: 3.63432711865817e-19
Position 73: 5.0291400364425093e-23
