Gene = NUPR1L
Position 898: 7.407022955931936e-05
Position 1035: 7.341460816875825e-05
Position 1512: 7.231394642786854e-05
Position 1373: 6.56558882328141e-05
Position 831: 6.113687763620024e-05
Position 1219: 5.960141872691777e-05
Position 869: 5.5446533262514154e-05
Position 813: 5.505154600478634e-05
Position 1350: 5.258549561304268e-05
Position 415: 5.139641575415157e-05
Position 1028: 5.089545829259537e-05
Position 546: 4.510908920977299e-05
Position 856: 3.380206016856066e-05
Position 834: 2.8948483736065725e-05
Position 1564: 2.784093471603542e-05
Position 554: 2.678344108835282e-05
Position 325: 2.4493572603103683e-05
Position 307: 2.441258627953364e-05
Position 1376: 2.164613487920244e-05
Position 1703: 1.8236918441179415e-05
Position 292: 1.5181518666668655e-05
Position 228: 1.4346799540900951e-05
Position 1569: 1.3829608246652685e-05
Position 1022: 1.3653516255520783e-05
Position 1301: 1.215919305874609e-05
Position 675: 1.1590360719047965e-05
Position 298: 1.0852977091478924e-05
Position 697: 9.063520402146432e-06
Position 1252: 8.468469956724482e-06
Position 1209: 7.1721623330635395e-06
Position 250: 5.861153978219368e-06
Position 1675: 5.5730609250699265e-06
Position 785: 4.75187476330013e-06
Position 1686: 4.516444405263449e-06
Position 1154: 3.106693218922087e-06
Position 1389: 2.9400225990311426e-06
Position 1357: 2.8934920167675124e-06
Position 1467: 2.8567819497238332e-06
Position 1430: 2.5637109085534758e-06
Position 346: 2.306530964543823e-06
Position 1087: 2.2522502115252374e-06
Position 358: 2.205304829490755e-06
Position 579: 2.1880249360770617e-06
Position 1241: 2.1187007004423686e-06
Position 824: 2.075447687078821e-06
Position 582: 1.9250123150988243e-06
Position 909: 1.0803299245295838e-06
Position 160: 1.0688482264880882e-06
Position 310: 8.534827020318292e-07
Position 1712: 7.954484597868111e-07
Position 598: 7.410845412351883e-07
Position 873: 6.323644376526626e-07
Position 1083: 6.171920219870262e-07
Position 1667: 5.520339297340901e-07
Position 166: 4.5133378729441465e-07
Position 163: 4.283509681807447e-07
Position 340: 2.3878547270379827e-07
Position 331: 2.0941261443259778e-07
Position 232: 2.0203954527712268e-07
Position 435: 8.782233540016408e-08
Position 589: 8.47522366921156e-08
Position 1049: 6.880738426942071e-08
Position 101: 4.2976492171224354e-08
Position 1039: 1.0518671839377899e-09
Position 380: 8.170232872338009e-10
Position 915: 5.136873278831152e-10
Position 702: 1.2071779160657382e-11
Position 103: 5.110974169346753e-12
Position 92: 3.0230724068291494e-13
Position 705: 1.453871126107708e-13
