Gene = SLC51A
Position 10460: 0.8178431218759841
Position 13410: 0.6269958814002554
Position 1727: 0.5670013345106859
Position 1300: 0.5511704130152673
Position 2985: 0.5438904360061908
Position 16669: 0.5059430925845523
Position 327: 0.4290066446534674
Position 1337: 0.3564800092309355
Position 11159: 0.3015613934235624
Position 11070: 0.11355558363280713
Position 453: 0.10997773232748381
Position 9224: 0.08037626427579601
Position 11924: 0.07932962759797599
Position 1321: 0.07745672256269917
Position 14808: 0.06578117188118676
Position 11838: 0.06220678575747345
Position 10537: 0.06137838449546141
Position 16558: 0.05798103465994061
Position 16126: 0.054025839714702026
Position 11100: 0.05218511094618147
Position 11438: 0.047780981463479054
Position 15797: 0.04289401264317344
Position 14550: 0.03916634926460833
Position 10995: 0.03514817688612055
Position 16198: 0.03375079948110507
Position 16804: 0.030339938120409905
Position 11575: 0.023771975289625193
Position 15545: 0.02155943008691203
Position 16524: 0.02146061813323416
Position 15739: 0.02034908070112655
Position 1573: 0.01848239727277021
Position 11578: 0.017032954680795832
Position 14633: 0.016810554651832225
Position 1684: 0.016710619418805722
Position 2929: 0.015432355083037409
Position 1753: 0.013736553515999846
Position 15754: 0.013496694053030871
Position 11902: 0.012237233651346498
Position 14547: 0.012180845663898997
Position 15689: 0.011995801017272772
Position 13321: 0.011289466838356606
Position 11033: 0.011279484741695947
Position 3025: 0.01102854852360389
Position 3012: 0.010780438225407892
Position 2189: 0.010773977242570265
Position 16829: 0.010428503158500765
Position 1734: 0.010097804678538247
Position 593: 0.00973690811034483
Position 12356: 0.009656323330028284
Position 11021: 0.00962516395823355
Position 2950: 0.009334807928288398
Position 13557: 0.007935489142037726
Position 14853: 0.006583869614630487
Position 8905: 0.006030177306309318
Position 15486: 0.005834262842562492
Position 16161: 0.005678138370287417
Position 11340: 0.005392398099085454
Position 16628: 0.005308751224881366
Position 14296: 0.005204422262302562
Position 14030: 0.0050223733198558025
Position 16736: 0.004981915346670787
Position 15446: 0.0046060245639608
Position 15672: 0.004481370905292944
Position 14658: 0.004208574784999029
Position 417: 0.0038770260884802925
Position 11720: 0.0038654401599151423
Position 11991: 0.003851898636277396
Position 7827: 0.003471380093237591
Position 16306: 0.0034416357151710194
Position 1832: 0.0033425151852948067
Position 12507: 0.003221827618445485
Position 16690: 0.0031497974698133716
Position 16441: 0.0030909197003285934
Position 16128: 0.00259269812192634
Position 12308: 0.002492783614399057
Position 11852: 0.00247274343276147
Position 6663: 0.0023958988902915415
Position 12262: 0.0023394499953560545
Position 432: 0.0022609860449497345
Position 7376: 0.0022556516963871454
Position 13746: 0.002242531886072449
Position 12209: 0.002215118298752221
Position 14944: 0.002131819136889647
Position 15941: 0.001964989104111962
Position 550: 0.001864129090629883
Position 16012: 0.0018331722823885952
Position 15033: 0.0017819442647073287
Position 12206: 0.0017200149550540495
Position 3407: 0.0015902167026469575
Position 16500: 0.0014829070784653558
Position 16879: 0.0014510245893894556
Position 1348: 0.0014429884651612841
Position 16352: 0.0014327237437045037
Position 350: 0.0010889647961036476
Position 12541: 0.001083758758677211
Position 1531: 0.0010326474473499234
Position 12311: 0.0009591575664643809
Position 16098: 0.0009494308565507558
Position 3525: 0.0009067373844919985
Position 7380: 0.0008976439801835881
Position 15957: 0.0008665157839129693
Position 387: 0.0008491648578590429
Position 16201: 0.000760781542539738
Position 16309: 0.0007492241494401902
Position 12094: 0.000743922212287732
Position 13429: 0.0007180481519746793
Position 118: 0.0006920079083951832
Position 3193: 0.0006790325062871608
Position 527: 0.0006660761110832535
Position 11931: 0.0006633922880061547
Position 8543: 0.0006594239310878152
Position 14964: 0.0006485032755465166
Position 12061: 0.0006117422882863273
Position 10877: 0.0005951405448322557
Position 2301: 0.0005918014667138503
Position 16093: 0.0005880968676447005
Position 12080: 0.000563452770806502
Position 13057: 0.000542325261244905
Position 329: 0.0004982499799766897
Position 2957: 0.0004971834518828475
Position 3691: 0.0004728743621651335
Position 16163: 0.00045954796267537717
Position 13508: 0.0004369461040450078
Position 3178: 0.0004154935141205789
Position 2490: 0.00041461173308102574
Position 9292: 0.00041209638841775757
Position 6017: 0.00041201351227747654
Position 11862: 0.00037965079883658123
Position 16358: 0.00037501858570385507
Position 2608: 0.0003564285839684954
Position 16905: 0.0003365516757383629
Position 16248: 0.00031702329196754643
Position 14387: 0.0003083128723671467
Position 1404: 0.0002907210455192402
Position 4946: 0.0002770201259178987
Position 2363: 0.0002760140094531395
Position 12067: 0.00026246775995534286
Position 4972: 0.00025808631206641544
Position 5067: 0.0002548421809186802
Position 468: 0.00025293163201070795
Position 12414: 0.0002456538581208622
Position 492: 0.00024249874706283215
Position 10692: 0.00024082146641798147
Position 1345: 0.00023756311183693312
Position 8946: 0.00023611930861960052
Position 3181: 0.00023303951538327023
Position 11997: 0.00021919950037367273
Position 1794: 0.0002158816303204924
Position 13136: 0.0001921631286150347
Position 16271: 0.00018730372235669374
Position 5025: 0.00017124569981607685
Position 2262: 0.00016694516069781342
Position 502: 0.00016525430612059089
Position 12894: 0.0001605898687086885
Position 2087: 0.0001571733734484661
Position 395: 0.00015658111155891598
Position 14890: 0.00014884911835344456
Position 6816: 0.00014808488950761612
Position 14026: 0.00014662866298569712
Position 2428: 0.00014501611188354774
Position 8832: 0.00014182494024661394
Position 16334: 0.00013756170137664778
Position 2115: 0.0001316799535308918
Position 2657: 0.00011796572167151
Position 13230: 0.00011719068866241923
Position 13108: 0.00011043170539795207
Position 12759: 0.00010222924687828446
Position 3483: 9.894998985590265e-05
Position 12919: 9.485723864204345e-05
Position 3844: 9.308817836782019e-05
Position 2484: 9.211054703928679e-05
Position 12478: 8.9988335953509e-05
Position 1765: 8.885179808862243e-05
Position 11460: 8.217176482358597e-05
Position 1585: 8.213824469243642e-05
Position 2340: 7.68663869693007e-05
Position 377: 7.366046098510608e-05
Position 530: 7.048342690669169e-05
Position 2494: 6.959958397203414e-05
Position 12411: 6.907065666861884e-05
Position 13353: 6.893562058927141e-05
Position 2693: 6.764398664827827e-05
Position 1316: 6.297933091212712e-05
Position 3239: 6.268885972484922e-05
Position 2434: 6.074871233377193e-05
Position 1866: 5.805049627467863e-05
Position 1617: 5.664152094596923e-05
Position 12624: 5.6397158849477526e-05
Position 2030: 5.316536544458926e-05
Position 12559: 5.105842369202292e-05
Position 1736: 4.877628635654382e-05
Position 1643: 4.814148805251865e-05
Position 1774: 4.1245509346365224e-05
Position 13775: 4.009405788145008e-05
Position 2576: 3.651420633198231e-05
Position 1622: 3.638032963030217e-05
Position 1368: 3.6252484413297247e-05
Position 2387: 3.314309176347841e-05
Position 12317: 2.9074885465370832e-05
Position 2092: 2.7957715431630886e-05
Position 11769: 2.453280578153726e-05
Position 13419: 2.399864123706754e-05
Position 2319: 2.3736154178565105e-05
Position 1599: 2.2433765575631593e-05
Position 1606: 2.1987308165561487e-05
Position 1602: 2.145454273507266e-05
Position 13504: 2.0995862802651995e-05
Position 3207: 1.8454247466376384e-05
Position 12576: 1.832193950573423e-05
Position 11314: 1.7925146824571512e-05
Position 524: 1.697884663328271e-05
Position 1996: 1.491630903011446e-05
Position 1359: 1.447584573394335e-05
Position 2110: 1.3631814010211293e-05
Position 12517: 1.3167856478966421e-05
Position 2042: 1.1908830376639284e-05
Position 761: 1.1587823729036584e-05
Position 12626: 1.121839050606915e-05
Position 360: 1.0728287917751164e-05
Position 1834: 1.0333791629936778e-05
Position 1582: 1.0330323628680438e-05
Position 1897: 9.965010662368173e-06
Position 1257: 9.349127855330667e-06
Position 1645: 7.969048605065415e-06
Position 1414: 7.835039198094481e-06
Position 1453: 7.620740835512568e-06
Position 2068: 7.258013751367543e-06
Position 1417: 6.704680271426591e-06
Position 1275: 6.510137835462206e-06
Position 4410: 6.435113495378039e-06
Position 504: 5.71916923588884e-06
Position 6779: 5.532931572956019e-06
Position 2121: 5.3400257146214406e-06
Position 2316: 5.246988499551508e-06
Position 1928: 5.227229974686125e-06
Position 1009: 4.0835006706337e-06
Position 464: 4.036708593002749e-06
Position 5707: 3.25359730381415e-06
Position 3487: 3.2229960692735687e-06
Position 514: 2.8144371574127004e-06
Position 708: 2.763719572531149e-06
Position 4952: 2.3790815661399557e-06
Position 1043: 2.3349267405904267e-06
Position 3559: 2.1372034985511925e-06
Position 726: 1.928825950055841e-06
Position 1021: 1.8074369621232976e-06
Position 646: 1.7786703074749663e-06
Position 5804: 1.7783422798252957e-06
Position 625: 1.4779397939195486e-06
Position 4992: 1.3666437965054491e-06
Position 475: 1.2052502129969853e-06
Position 3263: 1.122581247393839e-06
Position 3293: 1.120696198411582e-06
Position 7793: 1.1066940221483494e-06
Position 13357: 1.1002719832642253e-06
Position 947: 9.998347019918154e-07
Position 11287: 8.829330429238469e-07
Position 13527: 8.584825039762436e-07
Position 12113: 8.442469230794189e-07
Position 1478: 8.440914483152804e-07
Position 13359: 8.087672174752735e-07
Position 731: 7.434670377487607e-07
Position 356: 6.802317756121957e-07
Position 5692: 6.103027638423027e-07
Position 15130: 5.372362298491042e-07
Position 962: 4.7506851549606367e-07
Position 623: 4.523110020357573e-07
Position 462: 4.4958899348287675e-07
Position 971: 4.212922033737381e-07
Position 123: 4.103288296076306e-07
Position 13291: 3.7618225239245375e-07
Position 778: 3.5398427305855453e-07
Position 3039: 3.425571283311918e-07
Position 3764: 2.489011515492094e-07
Position 3093: 1.9221159843908605e-07
Position 1245: 1.5970344666313472e-07
Position 965: 1.5345369417524545e-07
Position 994: 1.3725439747826948e-07
Position 990: 1.3701388120316517e-07
Position 3430: 1.1877244859750326e-07
Position 1430: 1.1843877172147462e-07
Position 2914: 1.0242549573584239e-07
Position 2509: 8.424424313573733e-08
Position 3463: 4.1407292947842383e-08
Position 1063: 3.797011065485753e-08
Position 3058: 2.5186045762953144e-08
Position 1630: 1.293082108498955e-08
Position 12488: 9.834499779109922e-09
Position 1514: 9.694476566409557e-09
Position 3444: 6.597875839975122e-09
Position 197: 6.065877083652512e-09
Position 12543: 5.7523406599338264e-09
Position 222: 2.1286352157958413e-09
Position 913: 1.4976941845046745e-09
Position 199: 1.187258133868607e-09
Position 1122: 6.21986088300528e-10
Position 229: 5.14397626464777e-10
Position 2126: 4.407430139650628e-10
Position 235: 4.1160382806978925e-10
Position 2136: 3.9831411595467874e-10
Position 3771: 3.8678567482594097e-10
Position 275: 1.400747446761121e-10
Position 214: 1.17893764701154e-10
Position 246: 6.694748169701891e-11
Position 1053: 2.9826673862381155e-11
Position 286: 1.6859297281644942e-11
Position 1539: 2.879752455197663e-12
Position 251: 1.7848518521798165e-12
Position 477: 2.519335469830831e-13
Position 255: 9.829244860741331e-14
Position 655: 4.6166400631903073e-14
