Gene = ATP6V1F
Position 1125: 0.00041524583938066633
Position 554: 0.0004093240158360363
Position 358: 0.00040051622557044195
Position 2140: 0.0003748079495749998
Position 2113: 0.00034889482405584655
Position 1083: 0.00033876356403344214
Position 2638: 0.000337120248290773
Position 1794: 0.00032148834579891347
Position 1247: 0.00028267617222893656
Position 3000: 0.0002436849146634063
Position 2641: 0.00023189850758508632
Position 2920: 0.00022039400999672413
Position 740: 0.00019967421475238802
Position 530: 0.00019111673149701136
Position 2606: 0.00016554814849447066
Position 945: 0.00016477148032598013
Position 1107: 0.00015947159456200185
Position 1600: 0.00015083165989670705
Position 1637: 0.00014452278000871805
Position 463: 0.00013918151792889137
Position 408: 0.00013396223838238358
Position 885: 0.00013054270075632223
Position 168: 0.00012465633192998258
Position 1762: 0.00010664147345712004
Position 2317: 0.00010170077526602907
Position 2154: 9.574062306428769e-05
Position 2926: 9.440229387587003e-05
Position 2698: 8.482821099710367e-05
Position 2662: 6.840697197973727e-05
Position 982: 6.766696310030263e-05
Position 1622: 5.813579809168769e-05
Position 1694: 5.253625353058895e-05
Position 339: 4.926666180108458e-05
Position 2766: 4.8031718785052543e-05
Position 939: 4.532300132275576e-05
Position 1869: 4.420203177315975e-05
Position 2896: 4.2447312939901594e-05
Position 717: 3.921504737425845e-05
Position 198: 3.734679354192926e-05
Position 2741: 3.636839534962339e-05
Position 417: 3.220515566621531e-05
Position 2674: 3.2132948423597006e-05
Position 2721: 3.051821706773639e-05
Position 2464: 2.7379346195215314e-05
Position 1032: 2.689096421447642e-05
Position 2833: 1.765025643719732e-05
Position 2377: 1.741881363698135e-05
Position 686: 1.6700307503705366e-05
Position 1563: 1.6589625464072275e-05
Position 2034: 1.3697172350113627e-05
Position 2752: 1.2096483049886641e-05
Position 2876: 1.2011287849320779e-05
Position 1604: 1.1796799632476882e-05
Position 1405: 1.170267180770683e-05
Position 285: 1.018809459161303e-05
Position 1412: 8.78961143017543e-06
Position 115: 7.5466859476769666e-06
Position 2881: 7.307711318697173e-06
Position 226: 6.518834880445453e-06
Position 120: 6.377228913461332e-06
Position 842: 5.929531293214619e-06
Position 1220: 5.7852267010830595e-06
Position 1831: 4.824163054354407e-06
Position 323: 4.432539036680882e-06
Position 2815: 3.8657199121181055e-06
Position 471: 3.2614787872358875e-06
Position 488: 2.6698681131411673e-06
Position 106: 2.5372091413652546e-06
Position 1650: 2.5068931222836446e-06
Position 1893: 2.0801760021840594e-06
Position 96: 1.6365098226213033e-06
Position 2325: 1.556619622858669e-06
Position 426: 1.1271875980191227e-06
Position 690: 1.0530776917731776e-06
Position 303: 6.649476360930916e-07
Position 219: 6.165736294968661e-07
Position 641: 6.030660901867322e-07
Position 608: 4.904657380333055e-07
Position 253: 4.620039234990419e-07
Position 1047: 4.407215978349414e-07
Position 159: 3.7695428283164365e-07
Position 752: 3.2135812879714144e-07
Position 1159: 3.118298236405561e-07
Position 635: 2.5560917947035404e-07
Position 987: 2.1509855099190416e-07
Position 593: 1.6804443841112183e-07
Position 483: 1.2279554328190473e-07
Position 583: 1.0474181679493438e-07
Position 621: 9.992324805270934e-08
Position 791: 9.683134106585629e-08
Position 829: 9.644309550783957e-08
Position 492: 6.971604179021995e-08
Position 1092: 5.793446381410735e-08
Position 600: 5.0573886087830914e-08
Position 755: 4.262222256454703e-08
Position 747: 3.712339083578734e-08
Position 1104: 3.3721292805880594e-08
Position 602: 2.7558836387756482e-08
Position 296: 9.350468855013413e-09
Position 89: 7.953458905493777e-09
Position 893: 3.2736205048756233e-09
Position 637: 1.5846623983396253e-09
Position 473: 1.1028953268325826e-09
Position 647: 2.8731779037608467e-10
Position 643: 1.3573615647308731e-14
Position 628: 1.0884701648323318e-14
