Gene = EQTN
Position 1011: 3.4427454709261556e-07
Position 1711: 3.3859745573154816e-07
Position 531: 2.369973413462569e-07
Position 239: 1.5633448182541272e-07
Position 233: 1.5059704563987652e-07
Position 1505: 1.3956149366562584e-07
Position 117: 1.201493005137021e-07
Position 284: 6.960039091326936e-08
Position 384: 4.433814812384932e-08
Position 382: 4.3233638223963676e-08
Position 1472: 3.5447446623093016e-08
Position 1084: 3.244264249564486e-08
Position 620: 2.962717164013002e-08
Position 588: 2.6677766081399007e-08
Position 577: 2.498614741584928e-08
Position 433: 2.2122066789760585e-08
Position 1161: 6.974276226567137e-09
Position 650: 1.4340010761111593e-09
Position 626: 1.0670932855572577e-09
Position 590: 9.028981942430338e-10
Position 661: 9.55066516526105e-12
Position 693: 3.5508297895245645e-12
Position 726: 2.7426465459301824e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 10776: 0.9340963615064796
Position 7407: 0.8820989675477446
Position 6075: 0.8361248549171288
Position 12166: 0.8215741385045906
Position 4651: 0.773465308039472
Position 2736: 0.6315621338937378
Position 400: 0.39859783590693665
Position 5273: 0.1985696394118086
Position 5764: 0.18038592009984072
Position 430: 0.12075664910684347
Position 2598: 0.06424909055229375
Position 5212: 0.06280204094861588
Position 8581: 0.06076308026386605
Position 2643: 0.060596186175398026
Position 7773: 0.043246419827763685
Position 11401: 0.041060546745138135
Position 5159: 0.040696291051070074
Position 11000: 0.029889742425900794
Position 11003: 0.02780507964278272
Position 1877: 0.026058453867172343
Position 5256: 0.025474853629303414
Position 10304: 0.020023785605341512
Position 5125: 0.01928495915154564
Position 444: 0.016526613973525794
Position 11268: 0.016031138045210856
Position 12369: 0.015151042802469787
Position 8498: 0.014782708848520853
Position 7861: 0.014716107943604747
Position 5485: 0.014679117143250878
Position 290: 0.013607107497959877
Position 1794: 0.013284719719495902
Position 12204: 0.011028077750134672
Position 10778: 0.010973873133586446
Position 6421: 0.009882483672720828
Position 11436: 0.00958672685136787
Position 12237: 0.008999556421969273
Position 11731: 0.00830366347389483
Position 3212: 0.007332649670056594
Position 10799: 0.007327633718370762
Position 8697: 0.007105404834860864
Position 1310: 0.006212058349306898
Position 3502: 0.006211197031531167
Position 2104: 0.005547673491548809
Position 3579: 0.005393800762238219
Position 7744: 0.005183725758096921
Position 5531: 0.005158927601104571
Position 7352: 0.00497241016975799
Position 11233: 0.004929215200213978
Position 10107: 0.004834453023293082
Position 5345: 0.004705868342265413
Position 11635: 0.004144126088860396
Position 713: 0.003922152972021194
Position 8168: 0.0038431818514435986
Position 5872: 0.0038249046575944603
Position 9892: 0.003543929250216724
Position 1005: 0.0035136949128681495
Position 12306: 0.0029488598828391545
Position 9667: 0.0027823051061788237
Position 332: 0.0026959775947389213
Position 6382: 0.002588232323044604
Position 689: 0.002528308958905219
Position 10486: 0.0024695882055768854
Position 10727: 0.002419264497813704
Position 7829: 0.0024070903778730516
Position 9639: 0.0020415365656073336
Position 7171: 0.0019695943669678466
Position 5617: 0.0018535175977862609
Position 11405: 0.0017175902043518982
Position 10259: 0.0017112646733159864
Position 12240: 0.001629343808892235
Position 5961: 0.0016046720657729094
Position 11202: 0.0016008377362875942
Position 9572: 0.0015698733336315539
Position 7809: 0.0015609987800004476
Position 12106: 0.0015437601224192975
Position 858: 0.0015116750058646667
Position 2656: 0.0013552010019373918
Position 4870: 0.0013159746339527678
Position 8714: 0.0012552022992270136
Position 10900: 0.0012059846994503535
Position 11097: 0.0012019193629331903
Position 10216: 0.0011968105096460946
Position 7778: 0.001193085865026863
Position 10174: 0.0011867447266928632
Position 8673: 0.0011822690097487043
Position 5103: 0.0011605991202226981
Position 441: 0.0011574293423877678
Position 11594: 0.001157061666291165
Position 2333: 0.0011548467585756254
Position 3652: 0.0010396350984276102
Position 8745: 0.0010260210313088076
Position 4600: 0.0010150778455883522
Position 3814: 0.0010070292315159692
Position 249: 0.000871012384215323
Position 5285: 0.0008241623391604398
Position 8216: 0.00081458844678469
Position 2229: 0.0008076680500638119
Position 8790: 0.0007905575701671439
Position 11536: 0.0007854398940436513
Position 8345: 0.0007203785587121471
Position 8387: 0.0006999611781592723
Position 7467: 0.0006157063055506455
Position 11125: 0.0006028031202320823
Position 8769: 0.0005960132647440485
Position 838: 0.0005855834837435874
Position 1031: 0.0005623519042869241
Position 239: 0.0005348722214147875
Position 5929: 0.0005205336286811759
Position 2353: 0.0005185988372091214
Position 796: 0.0005171851724945333
Position 1672: 0.0004698536140649969
Position 4802: 0.0004518964518202205
Position 11613: 0.00043879280791980953
Position 11128: 0.00043876492019077494
Position 6998: 0.0004365178485248708
Position 6418: 0.00042170021337447223
Position 136: 0.0004200718372469216
Position 9733: 0.0004147700701112843
Position 8406: 0.00039862267130292493
Position 11272: 0.00039747559861695884
Position 826: 0.00039114863473166145
Position 7255: 0.00036584610602949515
Position 12266: 0.0003268493380189863
Position 12175: 0.0002655928337120054
Position 5390: 0.00026321292791199163
Position 12249: 0.0002613770464651654
Position 2159: 0.00025692284463187104
Position 2954: 0.0002548871445945875
Position 894: 0.0002459032046902754
Position 11638: 0.0002450918034820233
Position 11294: 0.0002324504360069676
Position 7793: 0.00023174699600297683
Position 3390: 0.0002316777817566271
Position 1888: 0.00022900317628661533
Position 3146: 0.00022215152867826254
Position 3982: 0.00022083722791412937
Position 3523: 0.00021784965803979956
Position 7137: 0.0002166150890210066
Position 1472: 0.0002133013529822599
Position 11660: 0.00021053446020652048
Position 6179: 0.00020669828192517315
Position 6524: 0.00020125423632475254
Position 5636: 0.00018964335006461282
Position 6248: 0.00018183068397011043
Position 8600: 0.00016579337834019708
Position 3925: 0.00016529816157423465
Position 11698: 0.0001606767766106259
Position 2951: 0.00016018760823433738
Position 7235: 0.0001582571791482545
Position 7658: 0.0001558266785567219
Position 5022: 0.00014167078271221705
Position 912: 0.0001365815309437701
Position 2565: 0.0001355460631557159
Position 9851: 0.00012526023759053357
Position 7986: 0.00011984756014570688
Position 11011: 0.00011659463365701602
Position 3655: 8.976258312386378e-05
Position 11246: 8.953512672412798e-05
Position 1475: 8.681962042111274e-05
Position 3816: 8.585517721604705e-05
Position 192: 8.44426480078531e-05
Position 6440: 7.756371609884952e-05
Position 7973: 7.372059341608217e-05
Position 3154: 7.092495796608707e-05
Position 2049: 6.670372743971132e-05
Position 7422: 6.663057195958431e-05
Position 1334: 6.589413283987792e-05
Position 2454: 6.562754492443533e-05
Position 2974: 6.433950230100485e-05
Position 11369: 5.9088667291168204e-05
Position 729: 5.847441453778093e-05
Position 2703: 5.461976075392164e-05
Position 12375: 4.8083020209585694e-05
Position 448: 4.666004062908295e-05
Position 3587: 4.639229092272837e-05
Position 9621: 4.540381368915268e-05
Position 8052: 4.204988392206071e-05
Position 492: 4.0612609667183806e-05
Position 3065: 3.992300651970706e-05
Position 2339: 3.6813181021268675e-05
Position 1228: 3.552877202009462e-05
Position 2361: 3.0945000515414896e-05
Position 1084: 3.05996511222996e-05
Position 274: 3.0453363168442267e-05
Position 1798: 2.7023793510385904e-05
Position 2668: 2.66510960965433e-05
Position 4905: 2.439039450382536e-05
Position 349: 2.3662870926196743e-05
Position 1316: 2.336579933294339e-05
Position 336: 2.135793056446207e-05
Position 514: 2.121357786808664e-05
Position 195: 2.0355916542131735e-05
Position 2930: 1.969167627178463e-05
Position 4829: 1.885136751232532e-05
Position 252: 1.7184803443841192e-05
Position 133: 1.6377893633565735e-05
Position 8147: 1.575719603669977e-05
Position 9684: 1.4543891326331007e-05
Position 10413: 1.2496746024566916e-05
Position 7201: 1.235393174183493e-05
Position 937: 1.1938864994012872e-05
Position 2253: 1.1690942528423795e-05
Position 7717: 1.0087932144604617e-05
Position 6857: 7.886997242783557e-06
Position 588: 7.826324278718142e-06
Position 7501: 7.802509713893015e-06
Position 1743: 7.384571791459569e-06
Position 159: 6.608160428655845e-06
Position 778: 6.511148028021915e-06
Position 460: 6.4404462427232976e-06
Position 355: 5.84926884987842e-06
Position 7627: 5.753253241315018e-06
Position 7523: 3.830944662337507e-06
Position 146: 2.7919899243734246e-06
Position 4612: 1.3511894705517598e-06
Position 1270: 1.1734069947047145e-06
Position 117: 1.1536758589778156e-06
Position 8330: 1.1112745676568175e-06
Position 342: 7.92748046958905e-07
Position 1371: 7.159685235265497e-07
Position 1408: 7.057967569545564e-07
Position 2421: 6.652791702660538e-07
Position 8421: 6.615821568951369e-07
Position 6970: 5.976419798408864e-07
Position 2516: 5.909654940420001e-07
Position 1225: 3.1455553531528476e-07
Position 1551: 3.014836378347838e-07
Position 898: 2.3738313517861195e-07
Position 346: 2.0574574943418238e-07
Position 1057: 2.056866078683416e-07
Position 453: 1.8558693035657227e-07
Position 981: 1.7448885892803914e-07
Position 4576: 1.6449376516713115e-07
Position 1477: 1.4980465418905767e-07
Position 870: 1.1603195014818129e-07
Position 920: 1.0896724988948214e-07
Position 834: 5.7051059530958184e-08
Position 840: 2.1237459753452857e-08
Position 949: 1.947411294002302e-08
Position 1090: 1.7945880393022185e-08
Position 168: 1.7655198047961274e-08
Position 200: 1.1344263438030463e-08
Position 166: 1.0829097619396428e-08
Position 923: 1.0711372144037328e-08
Position 203: 9.87865946005248e-09
Position 164: 8.92923444106546e-09
Position 757: 7.764720463715252e-09
Position 961: 6.090880713599625e-09
Position 540: 2.9986563777062373e-09
Position 7091: 2.7692974003975475e-09
Position 564: 1.1837104276332651e-09
Position 547: 9.466876618941444e-10
Position 531: 3.9525152543484706e-10
