Gene = SUB1
Position 2873: 0.0008058077940804387
Position 5955: 0.0007573194353026206
Position 7404: 0.000736745798382766
Position 5723: 0.0004917903436973942
Position 2410: 0.00045559994881014444
Position 5408: 0.00044991545441247255
Position 1364: 0.000413936726087646
Position 3415: 0.00037891516573071074
Position 9223: 0.0003551624505377154
Position 1117: 0.0003362746382296304
Position 2549: 0.00032373231624566054
Position 1986: 0.00032231199559965614
Position 278: 0.00031501186130763613
Position 2018: 0.00028097754427618474
Position 853: 0.00028008566626478354
Position 1644: 0.0002634446712488079
Position 3431: 0.00022167470746082402
Position 2746: 0.00021921512534132728
Position 1143: 0.00020984965987394356
Position 8122: 0.00020319191723493248
Position 6049: 0.00019180340303336788
Position 644: 0.0001904833055740124
Position 1378: 0.0001719204595166991
Position 2761: 0.000169128023820018
Position 1859: 0.00014555196609889324
Position 766: 0.00012673214685887085
Position 448: 0.00011034670885937315
Position 630: 0.00010859599720831621
Position 782: 9.961935070487845e-05
Position 642: 9.706952996180749e-05
Position 3012: 7.894649562233992e-05
Position 6635: 7.290624941294835e-05
Position 41: 4.479068172581643e-05
Position 746: 4.2642051854300255e-05
Position 2426: 2.8488084244849407e-05
Position 6660: 1.876227593348647e-05
Position 551: 1.619799543025261e-05
Position 563: 8.644177100821928e-06
Position 731: 8.351273502247668e-06
Position 1501: 6.230524534014459e-06
Position 15: 5.897855334976075e-06
Position 220: 4.163292969839563e-06
Position 773: 4.110978957606687e-06
Position 561: 3.920560944657304e-06
Position 1490: 3.835224032290294e-06
Position 1161: 3.8208663965105735e-06
Position 858: 3.3191556027188485e-06
Position 1383: 3.1189011388514617e-06
Position 6: 2.9333932739118236e-06
Position 349: 2.78728635563726e-06
Position 1111: 2.769681397299173e-06
Position 1581: 2.7060160701413106e-06
Position 1197: 2.6599735796556454e-06
Position 543: 2.435019755293764e-06
Position 1599: 2.3517604584079967e-06
Position 1388: 2.107487817022424e-06
Position 835: 1.8685208017444843e-06
Position 706: 1.6934074565870693e-06
Position 1629: 1.3799808478139068e-06
Position 692: 1.340371923751437e-06
Position 647: 1.2663793321914335e-06
Position 174: 4.4982694439279287e-07
Position 320: 3.5903171369946586e-07
Position 367: 2.5422558717822862e-08
Position 335: 2.399977514131573e-08
Position 212: 6.694048361296846e-09
Position 383: 3.830977090138098e-09
Position 416: 1.114812098607093e-09
Position 526: 7.676552092559726e-10
Position 588: 8.174359261901358e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 8018: 0.9289668611783617
Position 6463: 0.6802838405557747
Position 3297: 0.6747842926206624
Position 5004: 0.6479371912294621
Position 14601: 0.3193758492150121
Position 1040: 0.28981233817786417
Position 12682: 0.28837075470696366
Position 874: 0.19425236059668535
Position 20906: 0.1798663983311772
Position 6786: 0.09916683224300295
Position 8994: 0.087312754406221
Position 14930: 0.08210088399323988
Position 1691: 0.07733914645020766
Position 7567: 0.07359048065026935
Position 18483: 0.07155149896208399
Position 14238: 0.06740884200487939
Position 16461: 0.058638023784414864
Position 17493: 0.055966166195357214
Position 17894: 0.05220704828113057
Position 7461: 0.04899927958069166
Position 10922: 0.045455913110314286
Position 19719: 0.02933961846420715
Position 848: 0.02912784804149756
Position 19034: 0.02661253077488316
Position 2615: 0.02645889498187136
Position 18514: 0.024897575327203294
Position 12678: 0.021936720318335816
Position 8926: 0.020722657982363592
Position 1036: 0.02052540187493643
Position 468: 0.019886595718709467
Position 10730: 0.018835285129081204
Position 702: 0.017530453766145128
Position 4770: 0.016536776597150946
Position 10782: 0.014295759648348519
Position 4749: 0.013104000792552811
Position 16925: 0.013048205896658033
Position 6534: 0.012424439276472497
Position 188: 0.010325116790800696
Position 1060: 0.010217339470692123
Position 380: 0.01011507543112652
Position 526: 0.010054876576252978
Position 8750: 0.008887002008843342
Position 13640: 0.008441844359216799
Position 988: 0.008242487380863875
Position 892: 0.008096191207449172
Position 14959: 0.008076738549094032
Position 14597: 0.007661112511482808
Position 6515: 0.007209480270803517
Position 9909: 0.006580349707207723
Position 12702: 0.006164433498478655
Position 16941: 0.006001557682101962
Position 2759: 0.005492838745615355
Position 780: 0.005056483765085352
Position 13170: 0.005026239218629486
Position 15124: 0.0048523128173836895
Position 8298: 0.004735532503139279
Position 1466: 0.004442315319014226
Position 13700: 0.004226988049170748
Position 6698: 0.003526317688631826
Position 4872: 0.0034258856137012583
Position 7366: 0.0030526023414729517
Position 5787: 0.002988762669546205
Position 621: 0.002764025158121836
Position 9116: 0.0026198448618953906
Position 12022: 0.002414076031797023
Position 14256: 0.0022537166440170994
Position 10598: 0.0022194948699740293
Position 2842: 0.0021805665784459644
Position 853: 0.0021553726240725176
Position 11126: 0.0019780229329574264
Position 9918: 0.0019726501452246954
Position 14902: 0.001955239948862198
Position 8711: 0.0018837003818546177
Position 4819: 0.001818158562224294
Position 11874: 0.0017506876301444203
Position 14234: 0.001682640319834604
Position 12018: 0.0016184247076937725
Position 3326: 0.0014391140086983203
Position 1950: 0.0014331085618025851
Position 10119: 0.0014211361969037517
Position 876: 0.001415753367809158
Position 7673: 0.0013340089877824325
Position 7163: 0.0012716090143152252
Position 6144: 0.0012040524649908227
Position 792: 0.0011879718269798886
Position 7303: 0.0011836130698748425
Position 10574: 0.0011813019504957013
Position 669: 0.0011205601303087265
Position 6702: 0.0010560559124290446
Position 5024: 0.0010230316701237215
Position 9077: 0.0010058803390446637
Position 10631: 0.0009312400034578493
Position 8242: 0.0008894228194579138
Position 7815: 0.0008239436071625216
Position 1909: 0.000809561976480713
Position 5407: 0.0008061556017349429
Position 11312: 0.0007719285456738213
Position 9019: 0.0007570684658344038
Position 8880: 0.0007113963887392662
Position 9812: 0.0006230504568570057
Position 6301: 0.0005557890123041802
Position 6728: 0.0005340106161943153
Position 827: 0.0005307599708310758
Position 3247: 0.0005245240032599691
Position 5276: 0.0005238645455446975
Position 6567: 0.0005224837863869597
Position 9598: 0.0005027386853471219
Position 2294: 0.0004715037681341678
Position 1419: 0.0004635004765500792
Position 5344: 0.0004339917511161967
Position 726: 0.00041773488418512633
Position 2587: 0.00040429258062508566
Position 539: 0.0003979219482656403
Position 12040: 0.00039785169761802407
Position 1410: 0.0003928665752504963
Position 1556: 0.000335641743693956
Position 1580: 0.00033437422936999367
Position 7403: 0.00032667134016605115
Position 8331: 0.0003185131284607001
Position 2507: 0.0003099519158332048
Position 1096: 0.00029894645700212323
Position 3358: 0.00029668527670146045
Position 10122: 0.0002902650258146843
Position 6606: 0.000246021057898844
Position 5628: 0.00021700820987657874
Position 9420: 0.00020313823756015574
Position 8929: 0.00020034357664366317
Position 6304: 0.0001887610273705246
Position 8406: 0.00017887435461620325
Position 567: 0.00017780830055901065
Position 2419: 0.000175519385234756
Position 8858: 0.00016639910556643698
Position 2822: 0.00016639416272773617
Position 1497: 0.00015932456704550137
Position 9241: 0.0001578134910926936
Position 588: 0.00015762595688567074
Position 8462: 0.00014726656309155413
Position 751: 0.00014094978155604966
Position 11147: 0.00013752506634651785
Position 8309: 0.0001340619859366407
Position 1342: 0.00013404540815808202
Position 905: 0.00012728626506038147
Position 2796: 0.00012173921568565865
Position 764: 0.00012125313834578119
Position 3333: 0.00011472363654935997
Position 572: 0.00011310796275637447
Position 470: 0.00011242883635568561
Position 1292: 0.00010241891062239781
Position 405: 9.890897636480722e-05
Position 1268: 9.85105970107882e-05
Position 810: 9.570181548347043e-05
Position 8183: 9.277137955116698e-05
Position 2738: 8.827766389776244e-05
Position 10187: 7.884467615070214e-05
Position 625: 6.959472924078336e-05
Position 9270: 5.950569120531124e-05
Position 850: 5.914074111928734e-05
Position 5110: 5.8280936791431616e-05
Position 2251: 5.507523315099677e-05
Position 5260: 5.127498809609061e-05
Position 3258: 4.830240161617405e-05
Position 640: 4.500154593182097e-05
Position 585: 4.1877990810187685e-05
Position 856: 4.090537322477382e-05
Position 3521: 3.543264520925716e-05
Position 1876: 3.17134720241266e-05
Position 1707: 1.891367593287409e-05
Position 5466: 1.8554668418122012e-05
Position 795: 1.8120919282847178e-05
Position 1278: 1.598021823016464e-05
Position 1743: 1.497730727476485e-05
Position 734: 1.354058718989412e-05
Position 1251: 1.2784420107974072e-05
Position 409: 9.14391102572165e-06
Position 686: 7.9790153019782e-06
Position 217: 7.899308927775734e-06
Position 706: 7.440718480527194e-06
Position 558: 5.467082437501829e-06
Position 500: 5.20177153938038e-06
Position 190: 4.634112349583968e-06
Position 506: 4.4020807166476334e-06
Position 475: 3.7495951023609367e-06
Position 1200: 3.5703892442856992e-06
Position 921: 3.0843938728429078e-06
Position 1477: 2.9544581665309426e-06
Position 1197: 2.8729725418837214e-06
Position 496: 2.0232379724573284e-06
Position 283: 1.8794565840576275e-06
Position 502: 1.7983900182567865e-06
Position 1967: 9.077298468686511e-07
Position 1564: 8.824869109561732e-07
Position 1394: 8.509051236635555e-07
Position 1178: 7.760196295654582e-07
Position 939: 6.336724712148379e-07
Position 1072: 5.727530193760972e-07
Position 149: 5.587263878585702e-07
Position 647: 5.46399955836734e-07
Position 1381: 4.972387831383896e-07
Position 359: 4.508350506429556e-07
Position 352: 2.884865319981585e-07
Position 1134: 2.5930963161203996e-07
Position 1117: 2.2801137896377697e-07
Position 741: 2.2254018178321508e-07
Position 945: 2.184952425670989e-07
Position 536: 1.9610529982414124e-07
Position 923: 1.8662669496986463e-07
Position 1724: 6.114481691975093e-08
Position 333: 2.3130843915349374e-08
Position 673: 1.3420198989202063e-08
Position 413: 9.87458878001801e-09
Position 1873: 7.2012720152942446e-09
Position 2272: 5.636545936867807e-09
Position 220: 1.7958566068668384e-09
Position 3164: 1.5445059963166421e-09
Position 224: 1.0394821093523865e-09
Position 238: 4.3460364267161963e-10
Position 84: 2.9011702517694366e-10
Position 111: 2.35989027844897e-10
Position 349: 2.288530995526767e-10
Position 251: 2.0867367996916717e-10
Position 1067: 1.4888931197453078e-10
Position 297: 7.23457531917005e-11
Position 242: 7.030495836991894e-11
Position 226: 4.784445917995971e-11
Position 124: 2.571001127287884e-11
Position 117: 2.0857803671795728e-11
Position 313: 5.95330325636179e-12
Position 89: 2.4232972022641626e-12
Position 303: 1.308985359467625e-12
Position 288: 1.2066816013544331e-12
Position 129: 7.818204276365769e-13
Position 253: 5.133286601961585e-13
Position 121: 1.4651931556108722e-13
Position 335: 1.3874970930293396e-13
Position 91: 1.0015229374620872e-13
Position 305: 4.450795029926199e-14
Position 340: 1.1243301430929475e-14
Position 100: 2.5143150207318818e-15
