Gene = CCDC163P
Position 1818: 2.3777470373916744e-05
Position 4621: 2.122222667276031e-05
Position 563: 2.0723573043558715e-05
Position 1409: 1.9974040003799825e-05
Position 3721: 1.9109465886135e-05
Position 915: 1.8331333487196453e-05
Position 4647: 1.291966626833123e-05
Position 4927: 1.2174276542929805e-05
Position 312: 7.2320814643382e-06
Position 4738: 4.924378807511589e-06
Position 4938: 3.8513404701883474e-06
Position 939: 3.528261754391779e-06
Position 1105: 3.5213065183792435e-06
Position 844: 3.518272090075266e-06
Position 873: 3.2529338036550353e-06
Position 4868: 3.141278810906281e-06
Position 4820: 2.6062776299436108e-06
Position 4943: 1.7086109662549125e-06
Position 4946: 1.6722191305183107e-06
Position 1028: 1.4733146859367288e-06
Position 1142: 1.1270749991152441e-06
Position 1170: 1.044584884302357e-06
Position 2302: 9.304992153225711e-07
Position 3716: 7.552341049291952e-07
Position 1485: 7.31219362669208e-07
Position 1458: 6.335708375115548e-07
Position 375: 5.79132249484048e-07
Position 333: 5.60429568133615e-07
Position 1400: 5.37500102625294e-07
Position 168: 4.818042571942911e-07
Position 1714: 4.667840684306305e-07
Position 391: 4.260875591802005e-07
Position 1758: 4.20131101528861e-07
Position 1275: 4.0818278444678164e-07
Position 2372: 4.0296364332162745e-07
Position 442: 3.967405573482136e-07
Position 200: 3.911289465091388e-07
Position 1137: 3.809403755319732e-07
Position 1145: 3.6374313881545106e-07
Position 1647: 3.5711856412823024e-07
Position 1159: 3.503745334157416e-07
Position 2340: 3.1540716087472607e-07
Position 1182: 2.2770805552046276e-07
Position 1133: 2.2098243699047843e-07
Position 1864: 2.0065978852604576e-07
Position 322: 1.614631262302946e-07
Position 858: 1.2721313233463822e-07
Position 467: 7.57302572967256e-08
Position 92: 6.819170850996415e-08
Position 883: 5.6783531354377945e-08
Position 850: 4.9476628753894476e-08
Position 486: 3.799510387206089e-08
Position 3694: 1.9528571073223816e-08
Position 496: 1.1417922812581179e-08
Position 909: 7.963252117351577e-09
Position 899: 6.722720208044439e-09
Position 917: 6.07627848360542e-09
Position 480: 3.6883203627891917e-09
Position 459: 2.0234811709037165e-09
Position 1148: 1.969803827534548e-09
Position 81: 5.132557682699014e-10
Position 447: 5.481788034493569e-13
