Gene = RGS7BP
Position 1069: 4.384429306092384e-06
Position 736: 4.46496891468648e-07
Position 698: 1.602045938817043e-07
Position 367: 1.4144439022517383e-07
Position 1545: 1.3582531119400147e-07
Position 2053: 1.1824104760691077e-07
Position 556: 8.554115530093792e-09
Position 547: 4.716425246582962e-09
Position 1457: 6.367723360493376e-10
Position 645: 1.5587637439345538e-10
Position 573: 9.204005967325477e-12
Position 616: 1.7631300250039972e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 21790: 0.9682494075777021
Position 9250: 0.9539031778071199
Position 391: 0.7324389520388827
Position 1411: 0.5023337624584866
Position 6206: 0.36604670859219324
Position 20444: 0.30458834228358256
Position 11312: 0.27333971919662736
Position 10318: 0.18157003760151774
Position 12289: 0.15699741149924107
Position 10205: 0.136369250013126
Position 597: 0.10728861918223198
Position 12754: 0.10504715183589361
Position 9878: 0.08457961504137565
Position 10274: 0.06835886802729016
Position 11335: 0.057857642724757845
Position 12816: 0.056187540434482056
Position 7765: 0.05386133040194255
Position 4611: 0.05269211750426759
Position 8651: 0.04728479101640986
Position 4678: 0.03479654646686374
Position 14403: 0.03354200945165626
Position 842: 0.030882811483891243
Position 18826: 0.029943643753240486
Position 4925: 0.029225167158808768
Position 5707: 0.027799564023946184
Position 5642: 0.025782907320294167
Position 10295: 0.024648588650799306
Position 11364: 0.024563143365084257
Position 645: 0.02261579313429352
Position 13283: 0.021219538294465875
Position 5008: 0.02117265976471128
Position 19443: 0.02057858302322556
Position 11917: 0.020209947227561958
Position 10292: 0.01863549458397809
Position 3044: 0.017983995535664033
Position 10332: 0.01742813554729107
Position 4980: 0.01727483831277817
Position 9281: 0.016813904463429268
Position 7202: 0.01609862586861773
Position 4420: 0.015130279909090607
Position 689: 0.014755461970710253
Position 1283: 0.013674730220415413
Position 2810: 0.012867807066176266
Position 10126: 0.012745363909715824
Position 1355: 0.01127893450947191
Position 2663: 0.011146516206691503
Position 4719: 0.01060531353184346
Position 1146: 0.009959023078518378
Position 396: 0.009160234795984197
Position 10105: 0.008597038593799693
Position 659: 0.007607075273723072
Position 4922: 0.007587353959782406
Position 412: 0.007458720776767685
Position 11937: 0.005916947746484748
Position 4491: 0.005432201101837454
Position 4701: 0.005310846415631735
Position 10056: 0.005296348455120817
Position 9884: 0.004590651309994474
Position 1982: 0.004209276352558773
Position 9980: 0.003927423391833616
Position 1485: 0.003872534560856563
Position 9176: 0.003657652916218689
Position 12527: 0.0034719576683081474
Position 12548: 0.00328524632248567
Position 866: 0.0032151294174817477
Position 2813: 0.002952299018369897
Position 4858: 0.00284895329609464
Position 17315: 0.0028187489821586784
Position 18260: 0.002794987697550394
Position 22018: 0.002465342345294737
Position 4561: 0.0023817237258924114
Position 12680: 0.0021405977709931627
Position 4977: 0.0019719652433698746
Position 17201: 0.0016368130920974822
Position 10112: 0.0014605399709978705
Position 2199: 0.0012198621434149324
Position 14979: 0.0012000633011583091
Position 2751: 0.0011592529539333721
Position 755: 0.0011426770285347977
Position 3636: 0.001033208428610619
Position 3679: 0.0009076634904350497
Position 9559: 0.0009030779476656398
Position 13807: 0.0008368155288147775
Position 3622: 0.0007863020683150646
Position 20870: 0.0007176744122143494
Position 3113: 0.0007119990364273133
Position 732: 0.000692599410128332
Position 1957: 0.0006723373064269681
Position 1944: 0.0006109480538030875
Position 168: 0.0005685671481167192
Position 4063: 0.0005340205491428313
Position 12962: 0.0004488081807593835
Position 4184: 0.00039311807352932924
Position 2328: 0.0003404046882491794
Position 3934: 0.00031744145261881733
Position 847: 0.000312033598113007
Position 723: 0.0002662316659618759
Position 4112: 0.0002644763737120155
Position 2216: 0.0002553429278591195
Position 2090: 0.0002435188466045414
Position 2710: 0.00020425709240159642
Position 3548: 0.00020314672120344098
Position 10023: 0.0001927538823737892
Position 5116: 0.0001814430833703211
Position 1204: 0.00017121417046941042
Position 3068: 0.0001652636670437286
Position 931: 0.00014978317309494578
Position 1072: 0.00014679246558800115
Position 1861: 0.00012616286223090698
Position 1421: 0.00010408748589347942
Position 3649: 0.00010196447498390242
Position 2342: 0.00010148668150778545
Position 1451: 9.990155015120624e-05
Position 894: 9.887875719315378e-05
Position 579: 8.778730006326513e-05
Position 355: 7.727299936534959e-05
Position 1048: 7.057039202847881e-05
Position 432: 6.873789645392146e-05
Position 1577: 6.229050101981956e-05
Position 298: 5.2797806779744475e-05
Position 7507: 4.8333201318394904e-05
Position 363: 4.36019495103267e-05
Position 10613: 4.084321838795998e-05
Position 1786: 4.065273846427115e-05
Position 257: 3.421399580134359e-05
Position 6789: 3.1814483025811e-05
Position 693: 2.9817292238311332e-05
Position 573: 2.931607987382532e-05
Position 1045: 2.6212649311629704e-05
Position 1453: 2.4130602539607765e-05
Position 6474: 2.3420551909433112e-05
Position 802: 2.321247719146445e-05
Position 1241: 2.1070242888982056e-05
Position 6913: 2.056970166684105e-05
Position 414: 2.0104119249639957e-05
Position 844: 1.9897987813912674e-05
Position 2886: 1.9619025717804696e-05
Position 9595: 1.8586731768804665e-05
Position 1082: 1.6705158522408914e-05
Position 1436: 1.649472337596351e-05
Position 223: 1.365968820502263e-05
Position 10433: 1.3026845199298049e-05
Position 1423: 1.2392984350041342e-05
Position 330: 1.1854499315772909e-05
Position 3007: 1.0540034132871816e-05
Position 1051: 1.0132258262386077e-05
Position 191: 9.954961563902454e-06
Position 1034: 9.553984818226258e-06
Position 9561: 9.312265550331333e-06
Position 696: 7.903457805304617e-06
Position 1292: 6.240209061536649e-06
Position 939: 5.097061206984529e-06
Position 1177: 5.033441526728383e-06
Position 799: 4.444961294904583e-06
Position 906: 4.318410607892577e-06
Position 1317: 4.2466483807495935e-06
Position 438: 4.07721585445946e-06
Position 704: 3.957886431762709e-06
Position 174: 3.783989369217349e-06
Position 7484: 3.5848045596146152e-06
Position 1189: 3.337661044338524e-06
Position 885: 3.3227849223727524e-06
Position 2870: 3.157531797204492e-06
Position 2767: 2.841985399520156e-06
Position 2458: 2.737899141183811e-06
Position 400: 2.5574412701639596e-06
Position 419: 2.5268188043325957e-06
Position 195: 2.333290494261407e-06
Position 6764: 2.2804250852712086e-06
Position 6636: 2.2460189405338093e-06
Position 141: 2.111892268289476e-06
Position 1894: 1.9384762685505393e-06
Position 5290: 1.6125080569947583e-06
Position 1549: 1.5621581136098113e-06
Position 806: 1.4414844443725026e-06
Position 901: 1.3751038364795114e-06
Position 708: 7.905112583079293e-07
Position 772: 6.718315021735413e-07
Position 145: 5.179301245809716e-07
Position 117: 4.3652649579007045e-07
Position 1695: 3.9860125938256153e-07
Position 2305: 3.786934777479588e-07
Position 2052: 3.2573196565475935e-07
Position 201: 2.033152635952361e-07
Position 3115: 8.280002262540601e-08
Position 1855: 6.979480672099858e-08
Position 1516: 4.775639377279828e-08
Position 1789: 4.6796227315922696e-08
Position 2059: 3.048536534362757e-08
Position 915: 2.8110765139871994e-08
Position 3051: 2.6180939169330722e-08
Position 470: 2.335981420020815e-08
Position 448: 6.71133698926802e-09
Position 427: 4.807892795417896e-09
Position 487: 2.566484197639929e-09
Position 450: 2.2322593038691684e-09
Position 210: 1.8400884535716446e-09
Position 534: 8.277247910412341e-10
Position 778: 5.711684899096049e-10
Position 908: 5.706727330405696e-10
Position 123: 4.002493238160641e-10
Position 532: 2.6209786694338207e-10
Position 547: 1.5729262119374096e-14
