Gene = DOLPP1
Position 2394: 0.0028907810657614152
Position 5215: 0.0027458318698270387
Position 8013: 0.0026223012826361142
Position 1812: 0.0025562818443636295
Position 7706: 0.002555507190087792
Position 6012: 0.002548846035820553
Position 2919: 0.002448188932344075
Position 1938: 0.002221453981334338
Position 3021: 0.002206516774334533
Position 7013: 0.002122198635174132
Position 5537: 0.001804285215904861
Position 2612: 0.0015431511213638352
Position 5295: 0.0014760635129698661
Position 397: 0.0013617857760630306
Position 903: 0.0013375454018054607
Position 1208: 0.001323504107338207
Position 8253: 0.001256561990054346
Position 4910: 0.001254052534216058
Position 1946: 0.00108903355255968
Position 7000: 0.0010766778579527757
Position 3431: 0.001047323212865004
Position 5219: 0.001008312843848726
Position 4297: 0.0009632342055243843
Position 2674: 0.0009359107889456678
Position 3133: 0.0009059142075660238
Position 4064: 0.0008984316405721245
Position 1874: 0.0008964319951446361
Position 303: 0.0008746426860274329
Position 6179: 0.0008704905771363192
Position 972: 0.0008157682868752957
Position 3095: 0.0008104668684798789
Position 2509: 0.0007211210905014925
Position 2408: 0.0007078704302073417
Position 6494: 0.0006990780163843832
Position 586: 0.0006668590764888743
Position 8198: 0.0006473738064352653
Position 5114: 0.0005134636598913231
Position 3043: 0.0005114515993273206
Position 5513: 0.0005011075412650688
Position 3837: 0.0004953494046568455
Position 356: 0.00048494909597903606
Position 789: 0.0004791826900524452
Position 810: 0.0004653931004613667
Position 1111: 0.0004246134845779616
Position 7579: 0.00041424637127216465
Position 1680: 0.0004053297514053524
Position 7925: 0.0003841604845294473
Position 5918: 0.0003788996350975226
Position 212: 0.0003581968303753175
Position 7766: 0.00030732002292312193
Position 1123: 0.00029831775605227687
Position 1985: 0.00026334606972591907
Position 4503: 0.0002576785264000654
Position 5196: 0.00024396559352374842
Position 4442: 0.00021992071778686344
Position 278: 0.00020007597312734961
Position 1847: 0.00019030901762014866
Position 4556: 0.00016431577034222014
Position 4937: 0.00016373217973034816
Position 118: 0.00015928319788325007
Position 7800: 0.00015870343661464543
Position 5402: 0.00015554783265497914
Position 3813: 0.00014290743940529132
Position 5365: 0.00014160452974669305
Position 1867: 0.00013316098527492207
Position 2440: 0.00012414340829152012
Position 92: 9.595349046164018e-05
Position 3883: 9.181166399955897e-05
Position 3673: 8.145801518594767e-05
Position 721: 7.954434593403959e-05
Position 7419: 7.600068948550602e-05
Position 5456: 7.57067493677608e-05
Position 729: 6.10399399618032e-05
Position 158: 4.707056199941551e-05
Position 2157: 4.516903168788524e-05
Position 1884: 4.445178281409535e-05
Position 4731: 4.192400522923592e-05
Position 4939: 4.1481094692059225e-05
Position 4927: 3.8817273750927564e-05
Position 4198: 3.8132857449127915e-05
Position 3628: 3.629929817469651e-05
Position 5703: 3.618418145817704e-05
Position 4771: 3.2103139934094044e-05
Position 3869: 2.8839086412671228e-05
Position 5666: 2.7320301777559335e-05
Position 5875: 2.2474074899719922e-05
Position 3959: 1.9657227105705435e-05
Position 3624: 1.727567024309297e-05
Position 897: 1.5384827013156776e-05
Position 4254: 1.4827084030839987e-05
Position 967: 1.3894585652719789e-05
Position 384: 1.3773892093895583e-05
Position 4211: 1.315467720430325e-05
Position 8258: 1.2101154816210455e-05
Position 5555: 1.1340504184007591e-05
Position 985: 1.1152289696007342e-05
Position 5672: 1.0068862869450352e-05
Position 1159: 8.619212351727309e-06
Position 595: 8.450945860742987e-06
Position 3806: 7.280398110457851e-06
Position 1178: 7.194395125735666e-06
Position 3855: 7.004567253731148e-06
Position 1181: 6.739038701203251e-06
Position 942: 6.49139870445885e-06
Position 1539: 4.8909595042864825e-06
Position 4165: 4.735130806230509e-06
Position 851: 4.675866148457392e-06
Position 19: 4.506860579152682e-06
Position 5757: 4.460966575486926e-06
Position 1169: 4.387526913911556e-06
Position 4002: 4.296330827892639e-06
Position 4168: 3.9016038352929155e-06
Position 4121: 3.541343947140236e-06
Position 1515: 3.5301333612427407e-06
Position 4178: 3.5055814005502455e-06
Position 706: 2.4404028932862846e-06
Position 1028: 2.3811234538912076e-06
Position 484: 2.157302778413197e-06
Position 868: 1.8659531393184975e-06
Position 4089: 1.686901913372817e-06
Position 4159: 1.5105136184120625e-06
Position 559: 1.3419119497007894e-06
Position 49: 1.3052279312710425e-06
Position 3824: 1.2761616905628114e-06
Position 3633: 1.0484380096121716e-06
Position 4400: 4.2636507500250584e-07
Position 4618: 4.1574844908751363e-07
Position 592: 3.373193811603743e-07
Position 514: 3.216866238491104e-07
Position 4861: 2.799533060709451e-07
Position 4577: 2.699210305441273e-07
Position 395: 2.6212860232360623e-07
Position 229: 2.490416281573161e-07
Position 561: 2.076505548586007e-07
Position 4561: 1.6235722410304878e-07
Position 4392: 1.2404526989901517e-07
Position 493: 7.492203652287267e-08
Position 500: 5.325699580904271e-08
Position 495: 2.3413534325616983e-09
Position 275: 7.220642004874306e-10
Position 4583: 3.4854307278957826e-10
Position 221: 5.255868950335902e-11
Position 476: 3.0890682493235287e-12
Position 454: 2.7215092854071088e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 3567: 0.9984688772744813
Position 5608: 0.9872572246899123
Position 4106: 0.9131587172289289
Position 4417: 0.9108645786415049
Position 7870: 0.8455557604200867
Position 3922: 0.5530962824676484
Position 5038: 0.4342587745902509
Position 3919: 0.36262542885298626
Position 1751: 0.3315893295879717
Position 5845: 0.3265091925560847
Position 6940: 0.20467022934968013
Position 1460: 0.19281868831370244
Position 8490: 0.10569709494860383
Position 1441: 0.08038620113888155
Position 4206: 0.0623495538357524
Position 7117: 0.060751094957463725
Position 6878: 0.05919436234731872
Position 7597: 0.05491850467818904
Position 2459: 0.054475226565803725
Position 4948: 0.051462305021632355
Position 7120: 0.03895087480174217
Position 5364: 0.034295090629344174
Position 3748: 0.029462285949781383
Position 3868: 0.028424522491243335
Position 691: 0.023263422480430677
Position 8295: 0.02221263730284549
Position 9140: 0.020918059445554818
Position 269: 0.01987959511097079
Position 8523: 0.01835738493661291
Position 2894: 0.017857754729332417
Position 5069: 0.01647127189018026
Position 5155: 0.015432056785507351
Position 4441: 0.013343025190019578
Position 5968: 0.010198410871504695
Position 2837: 0.010093121566773387
Position 4118: 0.009533105928511079
Position 5278: 0.009137566413506625
Position 3315: 0.008933922569610137
Position 4840: 0.008698778410929118
Position 8621: 0.008463749291535058
Position 1371: 0.007789742349732035
Position 460: 0.007144178487906264
Position 7360: 0.0066142579398078315
Position 3188: 0.006451166273325681
Position 5326: 0.005869166745587141
Position 1108: 0.005476571662083673
Position 868: 0.0054722045520062285
Position 6029: 0.0052510691637756395
Position 2611: 0.00506763824267912
Position 851: 0.0050458865835238354
Position 3366: 0.004971368826340458
Position 7654: 0.004933247645820701
Position 4689: 0.004760026420286056
Position 8708: 0.004758519040892991
Position 7962: 0.0046485565358165525
Position 1320: 0.004465924625676512
Position 1332: 0.004459487401771328
Position 514: 0.004036547487842491
Position 3753: 0.003987470588046313
Position 107: 0.003904108096735709
Position 883: 0.003875713450862468
Position 2366: 0.0037901093612300535
Position 8907: 0.0035630276819203816
Position 3812: 0.003183872240763664
Position 6857: 0.00314661354919244
Position 2674: 0.0028671742637539155
Position 3732: 0.0027453720702941614
Position 5129: 0.002727590312587023
Position 5305: 0.002671501928653401
Position 8243: 0.002510715999489724
Position 8947: 0.0024908951756608426
Position 4121: 0.002318353215879835
Position 1264: 0.002136774435579537
Position 1081: 0.0021351438131254957
Position 2862: 0.0021055124093625355
Position 6897: 0.0020801596673767956
Position 3132: 0.0020024547620897124
Position 7147: 0.001919082745956922
Position 6236: 0.0018902045488652821
Position 6944: 0.001830289122754515
Position 922: 0.0018148084372887575
Position 1465: 0.0017368225283553018
Position 2303: 0.001686268475538894
Position 5944: 0.0015361506345459937
Position 810: 0.001480636141025266
Position 2177: 0.0014316290198884136
Position 2230: 0.0014293257498212927
Position 3784: 0.0013762245887067783
Position 4503: 0.0011793946006347054
Position 5285: 0.0011613603617303097
Position 8852: 0.0011443736540385024
Position 8095: 0.001118204831428734
Position 4694: 0.0010737750268708058
Position 1775: 0.0010030737999003336
Position 7173: 0.0008761513141211134
Position 4914: 0.0008716985511444975
Position 8061: 0.0008525724435815994
Position 5065: 0.0008345685296446927
Position 1385: 0.0007940820498162364
Position 7544: 0.000761199557652337
Position 2588: 0.0006839109899453249
Position 4353: 0.0006674804012877805
Position 1207: 0.0006443992018442259
Position 612: 0.0006197841839930837
Position 1667: 0.0006139033740177912
Position 5561: 0.000563591851213224
Position 8156: 0.0005538810051113483
Position 4866: 0.0005462238238522928
Position 4227: 0.0005060006772456728
Position 5794: 0.0004931687467590119
Position 3462: 0.00047155817860582486
Position 919: 0.0004481723048653108
Position 4606: 0.0004474664233155798
Position 630: 0.00044166720875582743
Position 3300: 0.0004345693307723242
Position 3709: 0.00043062297383452455
Position 961: 0.0004228656945022507
Position 2637: 0.0004219465737375635
Position 7122: 0.0004140579814685585
Position 2478: 0.00041242600006445763
Position 1493: 0.00040981845526676623
Position 7876: 0.0004095521390862531
Position 711: 0.0003969702676249837
Position 2573: 0.0003797563922488106
Position 5082: 0.00033227278828254275
Position 2144: 0.00030592349506865165
Position 6399: 0.00029890999299429154
Position 2706: 0.00029474282921084226
Position 5481: 0.00029148547881670034
Position 4159: 0.0002865201614000691
Position 4751: 0.0002828309814853922
Position 1295: 0.0002710117289063901
Position 1383: 0.00026533836392796307
Position 1008: 0.00026052547624028164
Position 832: 0.00025027954195159136
Position 1535: 0.00023604177844477277
Position 3836: 0.0002311113456648407
Position 144: 0.00021896285396020673
Position 5259: 0.00017714823223534938
Position 4462: 0.00017420285985314256
Position 1497: 0.00017269775845796113
Position 4391: 0.00017154940062513152
Position 1140: 0.00016298215636802413
Position 3842: 0.00015815799818777736
Position 3882: 0.00015455591850281538
Position 6053: 0.00014768065904246534
Position 3988: 0.00014575129257390115
Position 4248: 0.0001374062832804953
Position 8711: 0.00013656841513507245
Position 1024: 0.0001308157656420127
Position 5293: 0.00013076259552420239
Position 8685: 0.00012674319091610588
Position 2107: 0.00012397993594059052
Position 482: 0.00012318817736513683
Position 3890: 0.00012270599871736453
Position 3059: 0.00012088096839434439
Position 4312: 0.00012012912341187862
Position 5339: 0.00011505677101558585
Position 1511: 0.00010866417282812935
Position 4277: 0.00010830256258145314
Position 5094: 0.00010766757283356233
Position 5524: 0.00010735777163730575
Position 5132: 0.00010247112791413226
Position 4668: 9.988619521250805e-05
Position 1462: 9.987220587631351e-05
Position 229: 9.484644714481742e-05
Position 3009: 9.126476220209723e-05
Position 6978: 8.972144874232066e-05
Position 5231: 8.494674676094371e-05
Position 1390: 7.152190092792071e-05
Position 4149: 6.428009034339652e-05
Position 5973: 6.061144758972929e-05
Position 3872: 6.031439111884484e-05
Position 1881: 5.976799076366421e-05
Position 5313: 5.8308151755485157e-05
Position 2075: 5.617051503758496e-05
Position 5637: 5.533691588500454e-05
Position 4044: 4.798538179952233e-05
Position 7284: 4.5423209489461214e-05
Position 3430: 4.193235952976603e-05
Position 3653: 4.169727529934356e-05
Position 5621: 4.098795720316821e-05
Position 985: 3.787225929257275e-05
Position 6260: 3.364388979816295e-05
Position 721: 3.1946607282600673e-05
Position 609: 3.1876789209377935e-05
Position 4975: 2.8956165025387034e-05
Position 1500: 2.8775437946165076e-05
Position 6402: 2.7823070138410373e-05
Position 3491: 2.7804803631606804e-05
Position 4011: 2.6857695277423756e-05
Position 4663: 2.6589656726777684e-05
Position 4711: 2.6259268061376333e-05
Position 534: 2.555500939205894e-05
Position 947: 2.366248296983148e-05
Position 1525: 2.337045461195465e-05
Position 5764: 2.30401949059202e-05
Position 4367: 2.138341389074117e-05
Position 3898: 2.0972438457722622e-05
Position 706: 2.048104197546088e-05
Position 4513: 2.016099496396173e-05
Position 3955: 1.934525360025239e-05
Position 3875: 1.926698490969872e-05
Position 275: 1.7312280062751395e-05
Position 489: 1.6423104872624916e-05
Position 464: 1.6311073036360278e-05
Position 935: 1.4695296473105063e-05
Position 1289: 1.4001568577233303e-05
Position 4626: 1.3759629063170578e-05
Position 965: 1.354630106864809e-05
Position 793: 1.3072649843785836e-05
Position 131: 1.1615302692108147e-05
Position 4646: 1.0755648029775707e-05
Position 1039: 1.0698771867999187e-05
Position 2155: 1.0630482302485308e-05
Position 1063: 1.0624061418446535e-05
Position 759: 1.056879962459705e-05
Position 1307: 1.0506845265410058e-05
Position 4654: 1.0192528749060964e-05
Position 8301: 9.980342319873488e-06
Position 4263: 9.438587166652002e-06
Position 4737: 8.855895374610247e-06
Position 1115: 8.558995910759622e-06
Position 342: 7.448372152795225e-06
Position 728: 7.364833022060984e-06
Position 763: 7.3429437262934165e-06
Position 932: 6.472710090190291e-06
Position 2377: 6.395893522922786e-06
Position 540: 6.370226380621714e-06
Position 5442: 6.142169798351946e-06
Position 1044: 6.074855738639756e-06
Position 925: 6.004281331786991e-06
Position 1716: 5.8522328893215505e-06
Position 158: 5.192486249074452e-06
Position 1132: 4.9779139228365e-06
Position 2317: 4.963964739076274e-06
Position 4676: 4.90674278956691e-06
Position 2336: 4.065246515324426e-06
Position 4612: 3.899659167358769e-06
Position 3892: 3.7453543922867265e-06
Position 6083: 3.3801578763957185e-06
Position 462: 3.2244381743350437e-06
Position 909: 3.2078962248985513e-06
Position 815: 3.0684145245612524e-06
Position 4254: 2.930617883418516e-06
Position 656: 2.7994079729841235e-06
Position 1155: 2.7161927947693476e-06
Position 4621: 2.50751496715564e-06
Position 3846: 2.2849589101680466e-06
Position 4910: 2.125702205760614e-06
Position 4063: 1.8443690503879022e-06
Position 3794: 1.8072861456601875e-06
Position 5160: 1.6309567634775899e-06
Position 4132: 1.4975270922585003e-06
Position 2211: 1.3658156733392931e-06
Position 2235: 1.1410262600498976e-06
Position 4211: 1.1047125389250114e-06
Position 3991: 1.098196124521579e-06
Position 559: 1.0456118254239582e-06
Position 5897: 9.86132224931951e-07
Position 4303: 9.777118187337862e-07
Position 1902: 9.688280803094691e-07
Position 4321: 9.564453640683216e-07
Position 183: 9.108017905306602e-07
Position 5419: 8.225719241784033e-07
Position 4007: 7.453037628061452e-07
Position 567: 6.869759981446952e-07
Position 750: 2.7585757792464545e-07
Position 114: 1.2855227757855487e-07
Position 634: 1.1305115581210786e-07
Position 1970: 9.313555916169974e-08
Position 1033: 6.672721925259802e-08
Position 411: 4.70594478589729e-08
Position 241: 3.9051996175292803e-08
Position 192: 3.6951175584249814e-08
Position 5244: 2.581563501914072e-08
Position 307: 2.549457967245076e-08
Position 737: 2.2543282132558283e-08
Position 3215: 2.0574456904561998e-08
Position 645: 1.790175029154354e-08
Position 632: 1.6770636350853003e-08
Position 4332: 1.4930085491918384e-08
Position 573: 1.3739885440684414e-08
Position 577: 1.320225484645262e-08
Position 536: 1.0830807100282885e-08
Position 726: 6.9610855956702276e-09
Position 4324: 6.0992339473107645e-09
Position 493: 5.688405395321477e-09
Position 290: 5.148854903215143e-09
Position 389: 5.137418873179468e-09
Position 542: 4.813506896959953e-09
Position 401: 3.428198420802399e-09
Position 586: 7.63617730823513e-10
Position 284: 6.649380074715476e-10
Position 406: 2.377217073756522e-10
