Gene = GGCT
Position 2985: 3.551754013685246e-06
Position 188: 3.440075895573673e-06
Position 7268: 2.8600566599980817e-06
Position 7181: 2.7482771781183517e-06
Position 1170: 1.7219764725921571e-06
Position 914: 1.4743418345488913e-06
Position 1244: 1.2924634912040154e-06
Position 835: 1.1819769996631916e-06
Position 72: 9.786072629035111e-07
Position 259: 8.022788164620827e-07
Position 882: 6.713444186073576e-07
Position 60: 5.745031356699969e-07
Position 1649: 5.078156610411544e-07
Position 631: 4.1610129733860065e-07
Position 261: 2.5650217004276805e-07
Position 280: 2.495817001396568e-07
Position 115: 2.3066405417327313e-07
Position 159: 1.6865390826669124e-07
Position 604: 1.3808216203687795e-07
Position 370: 1.1454766740063593e-07
Position 730: 1.0896305812856445e-07
Position 679: 7.448644796736666e-08
Position 128: 6.993521128748274e-08
Position 181: 6.846941982028653e-08
Position 1827: 4.5906943758523127e-08
Position 669: 4.491109716130176e-08
Position 13: 3.9445678573364203e-08
Position 893: 3.698096614222243e-08
Position 588: 2.4673096576005095e-08
Position 346: 1.926248255521513e-08
Position 750: 1.6829829283380902e-08
Position 626: 1.2072030180525268e-08
Position 602: 9.182811658911259e-09
Position 887: 6.18804950467187e-09
Position 70: 3.8417420232233664e-09
Position 544: 3.1779717217503888e-09
Position 818: 2.310745860412345e-09
Position 960: 2.1928270656388798e-09
Position 88: 3.880271931285494e-10
Position 616: 3.373957836796963e-11
Position 251: 7.606867173436933e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 5905: 0.9195375084949572
Position 6947: 0.5491857071304913
Position 7608: 0.44741161391250206
Position 4027: 0.36446781586111576
Position 4162: 0.32700395065689253
Position 2936: 0.1734108686912535
Position 2646: 0.1636748471308194
Position 2731: 0.06966935944594474
Position 6978: 0.06706607199671745
Position 3960: 0.04227733880224094
Position 650: 0.03205076302743649
Position 7226: 0.03133220211462905
Position 3922: 0.0292870693605425
Position 1354: 0.027520277816060118
Position 958: 0.026805195391015817
Position 5943: 0.02604002889804169
Position 1425: 0.022777660138956816
Position 6119: 0.02231244411707996
Position 7489: 0.02003863137069652
Position 6032: 0.01924355420704924
Position 3370: 0.019064994507431283
Position 1298: 0.017852384065939052
Position 3254: 0.016695422775367518
Position 835: 0.01578163653341555
Position 7856: 0.01330577844063941
Position 4588: 0.0122645064609473
Position 2344: 0.01033634064871906
Position 2399: 0.008898377554319287
Position 6126: 0.008672505006425371
Position 2674: 0.008053482425173803
Position 4041: 0.007976123469521236
Position 4920: 0.00689998522859759
Position 7820: 0.0064132477261308616
Position 7314: 0.005786921205148676
Position 3217: 0.005195441622972597
Position 6901: 0.0050447287470371215
Position 6585: 0.005015382578135644
Position 1393: 0.004861987495848181
Position 864: 0.004719707731774341
Position 2876: 0.0046005621882430885
Position 6170: 0.004262995588904663
Position 1374: 0.004185999975123037
Position 7859: 0.00397654801767607
Position 7382: 0.003924362314272897
Position 7902: 0.0033841663527680857
Position 4193: 0.0028428876934998536
Position 1737: 0.0025774609096856018
Position 2184: 0.0020919747430163415
Position 7334: 0.0020789868649813714
Position 7650: 0.002027261018181031
Position 3698: 0.001977867266252168
Position 5946: 0.0019165513318154155
Position 3631: 0.0018757054755004108
Position 6869: 0.00180014653229751
Position 4240: 0.0017406294096783098
Position 1368: 0.0016491809015835687
Position 7442: 0.0015064286162532869
Position 7074: 0.001461301048115654
Position 7140: 0.0013453974943887692
Position 7574: 0.0012250603344589335
Position 910: 0.0011258330761394384
Position 2465: 0.0010784597755873937
Position 8055: 0.0010720581562105806
Position 8033: 0.0010068280713889234
Position 887: 0.0010018633451191585
Position 6519: 0.0009656742126904831
Position 4389: 0.0008975872544126108
Position 3327: 0.0008970502743053052
Position 3490: 0.0008699578718268712
Position 4044: 0.0008681967616254903
Position 8126: 0.0008425145073271101
Position 5159: 0.0008284065267384564
Position 1716: 0.0007948207659214105
Position 1321: 0.0007585434061577185
Position 2368: 0.0007011766559048187
Position 2952: 0.0006994694089874835
Position 3444: 0.0006906216617640371
Position 2695: 0.0006880804222247008
Position 392: 0.0006432426004568566
Position 560: 0.0006292212833127574
Position 2357: 0.0005931114808055314
Position 757: 0.0005879407329530581
Position 1187: 0.0004967667206170238
Position 3940: 0.0004903679633409638
Position 7119: 0.000482677056157154
Position 813: 0.0004697597381587595
Position 7815: 0.0004695100322022128
Position 707: 0.0004687497430907265
Position 1780: 0.0004519057991130397
Position 2574: 0.0004400123551527277
Position 2069: 0.000434768219924576
Position 1981: 0.00038206570468819485
Position 1076: 0.0003656237110818119
Position 7047: 0.00036115424350272686
Position 1624: 0.0003438085360631924
Position 1170: 0.00034072929998992543
Position 6546: 0.00030204832339887004
Position 1532: 0.0002965007891584468
Position 4433: 0.00029643189833901694
Position 6261: 0.00029345593350368643
Position 3734: 0.0002849575503468964
Position 1459: 0.00026269074708552186
Position 1510: 0.00026076629299042235
Position 6700: 0.00025964217107509737
Position 1956: 0.00025259605546392626
Position 2129: 0.00025132766649287643
Position 2836: 0.00024081359119324127
Position 2890: 0.0002393130969319113
Position 917: 0.00023250553374558076
Position 6333: 0.00023087599874867647
Position 900: 0.00022120543884780232
Position 3707: 0.00021599256187939886
Position 7378: 0.00020871031621316622
Position 3600: 0.00020693412248134273
Position 7693: 0.00019499802894929418
Position 3872: 0.00019382652744248563
Position 3783: 0.00018456257008194786
Position 3118: 0.000181893207673519
Position 761: 0.00016302655695196117
Position 8198: 0.00015601874431048186
Position 818: 0.00014383855440878684
Position 5774: 0.00013068558765338186
Position 2134: 0.00012308639959737345
Position 2955: 0.00012112753340372209
Position 3235: 0.00012029342755777783
Position 2610: 0.00012001920140029067
Position 8111: 0.00011246210192216188
Position 8059: 0.00011105590643928985
Position 6984: 0.00010387861687594603
Position 3506: 0.00010145271499241703
Position 4350: 0.00010111496113425574
Position 2170: 0.0001000021291754415
Position 2327: 9.914490235990983e-05
Position 2373: 9.60661371355639e-05
Position 6887: 8.708732760256052e-05
Position 2407: 8.044279152607732e-05
Position 7103: 7.964859674311317e-05
Position 5600: 7.763491351069071e-05
Position 7630: 7.02838158037181e-05
Position 2524: 6.802484550308208e-05
Position 2289: 6.757226845270453e-05
Position 2788: 6.402119014913842e-05
Position 1886: 6.311310249801689e-05
Position 1602: 6.200102877024982e-05
Position 8200: 5.652413771577471e-05
Position 2770: 5.613236961653485e-05
Position 1676: 5.432951409120377e-05
Position 922: 5.149036424921683e-05
Position 1332: 4.723524446672825e-05
Position 1759: 4.3403886254825046e-05
Position 205: 4.041160516462406e-05
Position 362: 3.8877620480979694e-05
Position 3831: 3.7283264469201634e-05
Position 1095: 3.7247158028501415e-05
Position 4079: 3.629861482585139e-05
Position 384: 3.160127533670986e-05
Position 7291: 2.8942232788680844e-05
Position 1627: 2.7116440144097827e-05
Position 2651: 2.634144059061924e-05
Position 1146: 2.597252128782802e-05
Position 3451: 2.448369091121847e-05
Position 5442: 1.984340991690381e-05
Position 171: 1.849343707203365e-05
Position 1766: 1.546476086463725e-05
Position 2080: 1.530218366632654e-05
Position 1139: 1.4589882778399817e-05
Position 3092: 1.3559814681978657e-05
Position 1989: 1.2372828805267875e-05
Position 1721: 1.1681121667281978e-05
Position 1739: 1.1392329536109047e-05
Position 2418: 1.099548104330855e-05
Position 275: 1.0875823046384483e-05
Position 2030: 1.080204509077415e-05
Position 709: 1.0343137238239382e-05
Position 2045: 9.29096163490211e-06
Position 2207: 9.032345267332307e-06
Position 1555: 8.781066497835646e-06
Position 1658: 8.743241260426775e-06
Position 487: 8.654872924906941e-06
Position 789: 8.342344654060307e-06
Position 2114: 7.338743570182792e-06
Position 882: 6.587582094850053e-06
Position 924: 2.7823311996793075e-06
Position 1894: 2.638871555228991e-06
Position 219: 2.4307071144485794e-06
Position 4412: 2.3834342236950203e-06
Position 108: 2.362315387181319e-06
Position 1035: 2.1939308947840433e-06
Position 4171: 1.7929414601551034e-06
Position 1789: 1.755724684796328e-06
Position 155: 1.713509894964567e-06
Position 1156: 1.6100142503307088e-06
Position 1104: 1.540287697173788e-06
Position 933: 1.437441967491947e-06
Position 4652: 1.3362422462673473e-06
Position 2085: 1.3356501547788466e-06
Position 2149: 1.1765746310009462e-06
Position 2764: 9.666736583545476e-07
Position 1443: 8.85964878430498e-07
Position 370: 5.976252133270323e-07
Position 571: 5.045943424519036e-07
Position 1108: 4.627365296672917e-07
Position 1063: 4.579101368731467e-07
Position 767: 2.406657563163689e-07
Position 1193: 2.0567393603856276e-07
Position 719: 1.7921229445176405e-07
Position 1005: 1.4549928380153152e-07
Position 1112: 1.1700320234217032e-07
Position 1596: 1.0702488217880678e-07
Position 969: 6.60000144741027e-08
Position 1088: 6.567084754423634e-08
Position 1018: 5.3714771409600925e-08
Position 120: 4.305736803674501e-08
Position 223: 3.9718751319045855e-08
Position 1150: 3.7770895665341195e-08
Position 1122: 3.233908349861406e-08
Position 1115: 3.192566939482618e-08
Position 1559: 2.958770477268194e-08
Position 1478: 2.4915147382243012e-08
Position 1514: 2.0296546283979466e-08
Position 588: 1.801782115585547e-08
Position 1536: 1.5221134395744736e-08
Position 998: 1.3612517216684522e-08
Position 115: 1.2606682122760023e-08
Position 176: 1.0747523234745301e-08
Position 1816: 6.7171169277296475e-09
Position 1202: 3.5560724286103324e-09
Position 1812: 2.5820603207614874e-09
Position 181: 2.023162998871282e-09
Position 179: 8.951878444952654e-10
Position 586: 8.35706070424012e-10
Position 128: 7.861534206250766e-10
Position 221: 2.681525598757801e-10
Position 322: 6.748487085279068e-11
Position 325: 5.061679156271867e-11
Position 280: 3.151644064781964e-11
