Gene = PGBD5
Position 29137: 2.3123781177612836e-05
Position 30934: 1.985049026141924e-05
Position 1014: 1.9688041860242654e-05
Position 1176: 1.8591309309101862e-05
Position 749: 1.715877832711937e-05
Position 364: 1.5171125017251733e-05
Position 518: 1.3017481966269921e-05
Position 628: 1.2911885460323531e-05
Position 780: 1.1406529291468195e-05
Position 34068: 8.058417284663686e-06
Position 32463: 7.086713633128703e-06
Position 2570: 5.222887801468139e-06
Position 29655: 3.4843609501720236e-06
Position 7604: 2.8580242133790033e-06
Position 264: 2.2353815899102875e-06
Position 266: 2.2269523955746664e-06
Position 28598: 2.104444588493904e-06
Position 8: 2.097212609041062e-06
Position 27653: 2.0803387276286994e-06
Position 464: 1.3122302192810476e-06
Position 30866: 1.1965368423405281e-06
Position 27729: 9.67988259693626e-07
Position 318: 8.591793250864734e-07
Position 204: 8.528905004685893e-07
Position 381: 6.441721462762923e-07
Position 108: 5.188691119586332e-07
Position 95: 3.857348231574985e-07
Position 27366: 3.0831118530437943e-07
Position 306: 2.403810288279443e-07
Position 27344: 1.8620432544750863e-07
Position 412: 1.555499646828621e-07
Position 800: 5.685142250518446e-08
Position 5951: 3.764082109880462e-08
Position 206: 3.2542940867967753e-08
Position 5834: 2.3626814290186348e-08
Position 352: 1.844087093456126e-08
Position 1180: 4.343858028577067e-09
Position 684: 3.414924070761753e-09
Position 156: 2.259914273888044e-09
Position 399: 1.480445242945644e-09
Position 54: 6.824532801995114e-10
Position 659: 4.355939444836603e-12
Position 653: 2.60671399715571e-12
Position 611: 6.079373124104746e-13
Position 531: 1.5727458604667683e-15
Position 1210: 7.33452235565883e-16
Position 1232: 3.6015972150916873e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 20323: 0.9999999966690852
Position 26552: 0.9997518941252607
Position 40356: 0.9987788434060851
Position 54024: 0.9783330672952743
Position 44603: 0.9290701973640728
Position 30799: 0.6048375808103766
Position 8012: 0.3291166102241688
Position 27145: 0.3210533019530413
Position 54295: 0.2209983492908941
Position 30796: 0.21253923010015946
Position 30760: 0.18166288862399826
Position 28871: 0.16558455646909515
Position 54234: 0.16339539199832578
Position 1263: 0.13397527442175228
Position 10648: 0.12475966568757148
Position 5538: 0.1121628599664937
Position 7232: 0.10668508360384775
Position 4215: 0.09100468642081135
Position 17280: 0.08903174840522426
Position 27118: 0.07144368220371468
Position 496: 0.05634952461675201
Position 4269: 0.04040333099657168
Position 253: 0.03670855150529466
Position 558: 0.03341458755689498
Position 236: 0.032030221260330435
Position 27161: 0.025694399036657545
Position 6531: 0.02366877867615306
Position 12793: 0.02322785303555842
Position 28644: 0.017705915568525826
Position 7344: 0.014982908598553248
Position 318: 0.013522111144620036
Position 446: 0.011914569732214473
Position 562: 0.011902926563542596
Position 276: 0.011851688694735733
Position 586: 0.011749716639299732
Position 29011: 0.011653849733647102
Position 5384: 0.008704344092449811
Position 47729: 0.007115003351699957
Position 7979: 0.00689814050438437
Position 7865: 0.0061675458634096484
Position 5250: 0.004687573756504726
Position 6255: 0.004194372655835238
Position 535: 0.004069381972908762
Position 418: 0.003994634211034741
Position 27175: 0.003310518355293326
Position 47691: 0.002735094046123782
Position 27804: 0.0025096813797305362
Position 27711: 0.0024026491196703676
Position 47968: 0.0023718819408899343
Position 26933: 0.002350202558438117
Position 2569: 0.0022992307599648426
Position 352: 0.0022156721479579308
Position 6219: 0.001706004340228704
Position 1137: 0.001623821140986832
Position 4339: 0.0014639877462315006
Position 45711: 0.0014004353075764621
Position 4229: 0.0013466973085323396
Position 26867: 0.0012900084843504955
Position 1059: 0.0012658625378191872
Position 45191: 0.0012448807969518236
Position 44939: 0.0011885944714186052
Position 4235: 0.001058950053398725
Position 4819: 0.0009095289462317231
Position 5055: 0.0008862897562977558
Position 27991: 0.0007172970666256268
Position 4891: 0.0006674048720718683
Position 43357: 0.0006244763021063059
Position 1172: 0.0006133792719974594
Position 2754: 0.000612928824825552
Position 1306: 0.0006107874164458961
Position 26863: 0.0006036647926058698
Position 896: 0.0005768233283836395
Position 1675: 0.0005553575404768061
Position 512: 0.0005271158297211411
Position 374: 0.0005159398640045564
Position 45056: 0.000515814447597632
Position 2334: 0.0005138457873490434
Position 26809: 0.0005020988612516571
Position 6534: 0.0005001356954967213
Position 460: 0.00048367259000889324
Position 27636: 0.0004330147251833318
Position 32211: 0.00037568045178598756
Position 27584: 0.00035890723492566594
Position 5273: 0.00034275333596225905
Position 8112: 0.00033607813469183697
Position 2317: 0.00032244645800173414
Position 27464: 0.0003194850998018843
Position 27587: 0.0003177670132393042
Position 43431: 0.0002992191813463553
Position 1576: 0.0002952747699448545
Position 5109: 0.00027356358428900286
Position 5080: 0.00026768951365799146
Position 4135: 0.00026011852262267153
Position 4682: 0.00025973975413583385
Position 1490: 0.00022869522959926503
Position 27086: 0.00022055917599629252
Position 43533: 0.00021824397103153084
Position 2449: 0.00019301119410806937
Position 978: 0.0001515029059202785
Position 5194: 0.0001462693082593501
Position 5120: 0.0001431359906311623
Position 2792: 0.0001390856559100904
Position 2364: 0.00010018993071180004
Position 5224: 9.32705235952051e-05
Position 2816: 8.652702730808447e-05
Position 1447: 7.652793050001635e-05
Position 1280: 7.046873931932106e-05
Position 590: 6.724342612645588e-05
Position 40927: 6.433752172949383e-05
Position 81: 6.249187193526468e-05
Position 1309: 5.911762311620893e-05
Position 1641: 5.329005570640863e-05
Position 1353: 4.257213079373065e-05
Position 1608: 4.1670171624574564e-05
Position 31095: 3.511327966680622e-05
Position 3977: 3.311639165974431e-05
Position 30384: 3.133599310369417e-05
Position 391: 3.0424513253818094e-05
Position 33069: 2.8110054162712167e-05
Position 1206: 2.7926201891795335e-05
Position 1020: 2.7153922651039015e-05
Position 2669: 2.6416429490698546e-05
Position 35106: 2.6066769629884885e-05
Position 2477: 2.4899550770570146e-05
Position 32155: 2.4000253915371744e-05
Position 1611: 2.3765771890157166e-05
Position 35195: 2.132071327137316e-05
Position 29132: 1.4039513705760407e-05
Position 29484: 1.2440546908453608e-05
Position 28113: 1.1655804589440477e-05
Position 28472: 1.0860948222467789e-05
Position 34293: 1.0713986974692679e-05
Position 34204: 1.0449018224779207e-05
Position 34931: 9.211177524963793e-06
Position 32098: 8.465316317480626e-06
Position 33980: 8.058417284663715e-06
Position 32611: 7.784065387044958e-06
Position 27445: 6.854332611984502e-06
Position 1465: 5.262321261056989e-06
Position 27782: 4.889251947413169e-06
Position 29638: 4.599525174613787e-06
Position 1422: 4.357117585519671e-06
Position 29032: 3.4267599800723574e-06
Position 7510: 2.8582377690218726e-06
Position 27419: 2.8021574124120126e-06
Position 27881: 2.390059088766465e-06
Position 30648: 1.8782187770844559e-06
Position 28187: 1.761474873921423e-06
Position 27536: 1.677472031936271e-06
Position 27688: 1.290425639303308e-06
Position 29465: 1.1880223089218712e-06
Position 29451: 1.1346570080110208e-06
Position 27468: 1.1044717474857288e-06
Position 147: 1.0964013129570861e-06
Position 29283: 5.709840169277871e-07
Position 26837: 4.964911539161377e-07
Position 27043: 4.921649121920102e-07
Position 4360: 4.340970923092121e-07
Position 28310: 3.88854207512406e-07
Position 128: 2.69423938444091e-07
Position 27208: 2.602796734514019e-07
Position 381: 1.7502862384025171e-07
Position 95: 1.6967470763260302e-07
Position 176: 1.5892096875500926e-07
Position 28284: 1.5382432383201425e-07
Position 153: 8.517020840723366e-08
Position 27009: 6.628440322914815e-08
Position 103: 2.2702698371473242e-08
Position 5887: 2.2225112469239678e-08
Position 5715: 2.0777055257994472e-08
Position 108: 1.4774955262203238e-08
Position 187: 7.271626154960933e-09
Position 189: 5.341438358833202e-09
Position 166: 5.2778850659479826e-09
Position 5693: 2.7681949634178217e-09
Position 162: 2.1529303098786905e-09
Position 783: 1.9152460309744306e-09
Position 780: 1.071375527558053e-09
Position 531: 1.0550239665292404e-09
Position 133: 1.0485535275567683e-09
Position 729: 8.486936257796559e-10
Position 464: 7.61285394257963e-10
Position 8976: 6.817807350711814e-10
Position 1067: 5.874495566671744e-10
Position 89: 5.401341762069762e-10
Position 707: 4.3933735080646334e-10
Position 744: 4.0364835359514e-10
Position 9026: 3.4574539849719807e-10
Position 499: 3.3019360118679633e-10
Position 646: 3.1092281094171256e-10
Position 929: 2.7064761231141735e-10
Position 9500: 2.5817233109363155e-10
Position 677: 2.0987820451234572e-10
Position 1035: 2.036476737781512e-10
Position 923: 1.805687674470039e-10
Position 611: 1.5912157943447088e-10
Position 1102: 1.4430690785471163e-10
Position 1041: 1.376110039476416e-10
Position 1105: 1.3235299756096275e-10
Position 662: 1.3091103714296443e-10
Position 8317: 1.0876943648377882e-10
Position 539: 1.0815952489500557e-10
Position 901: 9.742738159883722e-11
Position 474: 7.819521679057459e-11
Position 942: 6.894418302689975e-11
Position 898: 5.707492252572899e-11
Position 847: 5.282692618518452e-11
Position 606: 4.76685619715716e-11
Position 3023: 8.55348145471301e-12
Position 3231: 8.52595859907525e-12
Position 2072: 4.228092864913175e-12
Position 3255: 3.3480439988489477e-12
Position 2231: 3.3056139354154882e-12
Position 2962: 2.6318867145907658e-12
Position 2259: 2.1847197732401788e-12
Position 2115: 1.5023455163020442e-12
Position 2291: 1.0903306441288728e-12
Position 2336: 7.2185834668692e-13
Position 2156: 6.304044207391937e-13
Position 949: 5.265046381936852e-13
Position 628: 2.2653866574955298e-13
Position 608: 1.1935334753079588e-13
Position 684: 8.579773396186191e-14
Position 1186: 4.6782211972292324e-14
Position 1494: 1.3523394372928652e-14
Position 594: 1.1015272929653722e-14
Position 1455: 8.291951445258073e-15
Position 1219: 4.763698980975446e-15
Position 1295: 4.637146156954834e-15
Position 2630: 4.5994964518292325e-15
Position 1146: 2.239807760538983e-16
Position 993: 1.328609641592437e-16
Position 1074: 3.602289848854322e-18
