Gene = ATP5J2
Position 6521: 4.394172523085495e-05
Position 6187: 3.975305300451474e-05
Position 5997: 3.2583016604546876e-05
Position 7358: 3.161834155812222e-05
Position 703: 2.9217457097057113e-05
Position 384: 2.708800293613075e-05
Position 7567: 2.6066172117109052e-05
Position 39: 1.9566217608238902e-05
Position 6119: 1.639957248005695e-05
Position 91: 1.553689110537648e-05
Position 1895: 1.549802589388672e-05
Position 6472: 1.4078863194255704e-05
Position 1758: 1.2439531078460448e-05
Position 98: 6.7207162776318226e-06
Position 37: 1.6299530862122768e-06
Position 59: 1.2755124191370679e-06
Position 73: 1.1234366212691929e-06
Position 788: 9.089681124899078e-07
Position 1164: 8.17943085445287e-07
Position 316: 7.97574897441789e-07
Position 684: 6.325199695982983e-07
Position 70: 5.896957200722346e-07
Position 800: 5.674973513270597e-07
Position 688: 3.688544755929976e-07
Position 962: 1.7021421723230107e-07
Position 724: 8.698038719476076e-08
Position 461: 8.453705555981904e-08
Position 521: 6.195352268878428e-08
Position 575: 6.012788037709263e-08
Position 732: 3.412638271665943e-08
Position 797: 2.0957078179854736e-08
Position 639: 1.3802024376507559e-08
Position 252: 8.975160553220588e-09
Position 665: 4.293912595371104e-09
Position 366: 2.223024010324448e-09
Position 495: 3.8700658401772016e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5967: 0.9864698002373837
Position 6897: 0.806301791212177
Position 5029: 0.3042509647960892
Position 415: 0.18362214909224708
Position 6413: 0.17497698736043332
Position 7805: 0.1647257502499804
Position 7517: 0.14310523317230675
Position 5126: 0.11574647958572012
Position 2894: 0.10585609154965606
Position 5445: 0.041531130407624975
Position 7150: 0.0412136006074674
Position 2944: 0.04013551197608367
Position 6327: 0.03977361124309618
Position 7665: 0.036834529304735644
Position 2090: 0.030698509914847124
Position 7775: 0.029632909635492144
Position 5249: 0.028610500007847164
Position 4099: 0.02515679457483992
Position 7283: 0.02126802919766473
Position 2180: 0.018646911592969467
Position 1951: 0.016877107865331312
Position 1956: 0.01261033782597886
Position 153: 0.0124285080859119
Position 5587: 0.012242639647121334
Position 4036: 0.011700174227611077
Position 388: 0.011227040997704548
Position 7315: 0.01041749156932316
Position 5056: 0.010327589565708856
Position 2828: 0.009975397595802628
Position 4788: 0.009640392404178532
Position 5491: 0.00954636043707589
Position 6254: 0.009421558631986373
Position 2122: 0.009002446015558437
Position 4752: 0.008365733189150142
Position 2808: 0.00773487525316998
Position 5459: 0.007037446854548317
Position 2035: 0.007004628640923444
Position 2162: 0.00631933628513733
Position 7536: 0.00472703438161951
Position 2701: 0.00449302625281868
Position 3928: 0.004333272436644833
Position 7468: 0.004088483535405172
Position 2970: 0.004051884639624575
Position 2387: 0.003867522078461004
Position 1862: 0.003816579597616271
Position 4010: 0.0034603684049130997
Position 1270: 0.003429256003657286
Position 7594: 0.003342426509546053
Position 6761: 0.0033276183534197883
Position 7318: 0.0031860970260457937
Position 6183: 0.0031351874471740745
Position 2412: 0.0030926507361285047
Position 5695: 0.00308697337890924
Position 333: 0.0028299238733031085
Position 5338: 0.00229682420852892
Position 2094: 0.0020317917681225224
Position 7733: 0.0019243687774725302
Position 504: 0.0017355674262359946
Position 7080: 0.001646776635463811
Position 1898: 0.001618130238091517
Position 7105: 0.0015418749603078594
Position 2905: 0.0015396611852225041
Position 6421: 0.0014531139471117903
Position 6163: 0.0014188183777604905
Position 5159: 0.0013442494722560898
Position 3362: 0.0012782517592664394
Position 6275: 0.0012579884523090431
Position 228: 0.0012480590904109896
Position 366: 0.0012375668434103791
Position 7366: 0.0012212308458209348
Position 7598: 0.0012067085077248367
Position 6373: 0.001174454828157379
Position 772: 0.001152242069855233
Position 6307: 0.001067436524497419
Position 1805: 0.0010006610599453095
Position 1998: 0.000979876733773925
Position 207: 0.0009661295191895089
Position 2184: 0.0009174891968463108
Position 929: 0.0009118754549155262
Position 6180: 0.0008963093872800618
Position 7169: 0.0008759856339434336
Position 5362: 0.0006910557232651224
Position 1365: 0.000615083151880578
Position 479: 0.0005053861845136454
Position 904: 0.000468070386925052
Position 599: 0.00045471513928686005
Position 7454: 0.00042648119344409303
Position 5973: 0.00042242231065507983
Position 7127: 0.00041699761837417294
Position 2954: 0.0004074492885623592
Position 6329: 0.0003931902840556583
Position 6126: 0.0003890235220504652
Position 3944: 0.00037432929556416186
Position 7086: 0.0003692311314240103
Position 6498: 0.0003588332576835389
Position 6614: 0.00034240443645008813
Position 3091: 0.00032771047110819005
Position 1911: 0.00031562072024749697
Position 1879: 0.00031182588628990047
Position 7371: 0.0003085250698965367
Position 1368: 0.0003024175419955405
Position 7701: 0.0002662913283716629
Position 6579: 0.0002624481909684457
Position 5351: 0.00025858674727164815
Position 2549: 0.00023659088653209655
Position 7216: 0.00023220356493055036
Position 2912: 0.00021962184905599929
Position 7044: 0.00021462026759412378
Position 6862: 0.00020678760804507617
Position 2842: 0.00020148065719537947
Position 2552: 0.0001946771753291023
Position 1757: 0.00019398793086826285
Position 1733: 0.00019267427313091057
Position 703: 0.00017725153939402604
Position 7473: 0.00016300399734049713
Position 7225: 0.00014717097364341724
Position 7712: 0.00014297354567639043
Position 7392: 0.00013783646575728806
Position 6765: 0.00012639176914800302
Position 7121: 0.00011029870880855722
Position 527: 0.0001059875346781133
Position 6218: 9.52191892402148e-05
Position 4111: 7.782996780570107e-05
Position 2462: 7.646591379735558e-05
Position 1969: 7.369439395619928e-05
Position 7836: 6.219948220074398e-05
Position 3874: 6.0026513045873354e-05
Position 2197: 5.9320174656494984e-05
Position 1983: 5.877337179896706e-05
Position 1908: 5.8278035222731056e-05
Position 2139: 5.7547959796948675e-05
Position 422: 5.680803987324716e-05
Position 2578: 5.435195076691693e-05
Position 6867: 5.0534169672957875e-05
Position 3127: 4.6820804605653895e-05
Position 2249: 4.307881441586297e-05
Position 2199: 3.6294435792997285e-05
Position 1318: 3.5051414698564836e-05
Position 3255: 3.28521007952199e-05
Position 122: 3.1455624761979316e-05
Position 6350: 3.04515013682864e-05
Position 1119: 2.8578406614887692e-05
Position 6822: 2.8510133458958023e-05
Position 1065: 2.8076758259729294e-05
Position 3264: 2.7263886080061266e-05
Position 1663: 2.4794984192364023e-05
Position 4976: 2.3306504392778125e-05
Position 394: 1.8652784031354004e-05
Position 2252: 1.8532040171261196e-05
Position 7111: 1.8204806310198324e-05
Position 1666: 1.3904372914797792e-05
Position 178: 1.2330056091021095e-05
Position 6870: 1.0820313818423431e-05
Position 1223: 8.779340834206932e-06
Position 1068: 8.527204778227764e-06
Position 1926: 8.244481747734709e-06
Position 1294: 7.401397074764381e-06
Position 339: 6.458064258633129e-06
Position 1501: 6.254647351770451e-06
Position 5885: 5.370822035948235e-06
Position 6826: 5.028079276550641e-06
Position 1393: 4.53974959889481e-06
Position 866: 3.6701296449794854e-06
Position 7176: 2.957443142530625e-06
Position 6988: 1.521820408156704e-06
Position 6774: 1.2970541643730649e-06
Position 506: 1.1651611318305546e-06
Position 1971: 1.126481664042015e-06
Position 1810: 1.0584565858149076e-06
Position 1205: 1.03662681292282e-06
Position 986: 9.946338002926835e-07
Position 187: 7.58592634820095e-07
Position 619: 6.839856227375241e-07
Position 1094: 6.474339687100253e-07
Position 5848: 5.73269435404188e-07
Position 1419: 5.117683499208044e-07
Position 1525: 5.022060528180679e-07
Position 2008: 4.519346855177333e-07
Position 755: 4.510127048349587e-07
Position 427: 4.5076858140492113e-07
Position 1643: 4.310643441503863e-07
Position 1599: 4.171493357207679e-07
Position 2069: 3.809182045166357e-07
Position 2230: 3.1920330608141445e-07
Position 1147: 3.065960066635284e-07
Position 249: 2.0317418146574362e-07
Position 126: 1.7111394332379842e-07
Position 3043: 1.5366693550793e-07
Position 3190: 1.1974106283609002e-07
Position 103: 1.1355245535517446e-07
Position 96: 5.0497056273334584e-08
Position 117: 2.1996486465793387e-08
Position 1070: 1.780814143883182e-08
Position 119: 1.5678677408434566e-08
Position 871: 1.1658507113133673e-08
Position 727: 9.033652633148962e-09
Position 450: 8.816962795847453e-09
Position 439: 8.48501019862776e-09
Position 2753: 8.255093572516188e-09
Position 707: 8.22522744376782e-09
Position 456: 4.659135376579737e-09
Position 616: 4.332634432914404e-09
Position 1370: 3.975384027361644e-09
Position 713: 3.0360768205597945e-09
Position 105: 2.030345147504823e-09
Position 433: 1.738001150888925e-09
Position 569: 1.2428092304882786e-09
Position 508: 9.667527636520755e-10
Position 445: 7.795040845080863e-10
Position 264: 6.393550492998787e-10
Position 724: 4.0616690421252356e-10
Position 442: 3.811734694618035e-10
Position 134: 3.5303947023343804e-10
Position 551: 2.5252486882238686e-10
Position 544: 1.3770752792791465e-10
Position 513: 1.3224385795995582e-10
Position 257: 7.078559140445088e-11
Position 89: 7.074741627704205e-11
Position 630: 3.7703187954168693e-13
