Gene = NUDCD2
Position 4372: 0.00017107996296575193
Position 3962: 0.0001707746488741852
Position 3337: 0.0001690394369520409
Position 3856: 0.0001678680124684429
Position 1360: 0.00015927336098369482
Position 1264: 0.00015498053219189205
Position 3456: 0.00015438083938136752
Position 4545: 0.00014529004571585215
Position 5447: 0.00013478707155870588
Position 7304: 0.00013281323474082326
Position 1750: 0.0001317420982121326
Position 1064: 0.00012853285576393394
Position 5134: 0.00012832898188427732
Position 597: 0.0001265876350348048
Position 1340: 0.00012596478448132948
Position 555: 0.0001234786910786223
Position 7377: 0.00012306603479527754
Position 2444: 0.00012114370421206797
Position 1874: 9.81870613988074e-05
Position 546: 9.492703175836384e-05
Position 3110: 9.182901387019977e-05
Position 4116: 8.216107122249329e-05
Position 982: 8.119916227331949e-05
Position 1157: 7.673312746066034e-05
Position 6028: 7.338747281929811e-05
Position 5964: 7.290543985052232e-05
Position 3876: 7.054376685038225e-05
Position 926: 6.732096160960115e-05
Position 221: 6.72972864154058e-05
Position 5192: 6.197017484293487e-05
Position 1252: 6.0062890921200016e-05
Position 2683: 5.718544688734853e-05
Position 670: 5.454726323372007e-05
Position 410: 5.28448059698668e-05
Position 2421: 5.203189587001946e-05
Position 4707: 4.631953853762079e-05
Position 1789: 4.499884638572962e-05
Position 3736: 4.371921978522701e-05
Position 4571: 4.243840230076853e-05
Position 3967: 3.9606600157407244e-05
Position 2926: 3.86046497759522e-05
Position 6227: 3.856296258465635e-05
Position 4794: 3.729869973650078e-05
Position 627: 3.243344980842863e-05
Position 1904: 3.155802527833644e-05
Position 1100: 3.102079527296914e-05
Position 4045: 2.8873834173121684e-05
Position 3497: 2.313983963245357e-05
Position 953: 2.135645018810375e-05
Position 1208: 2.0795402097480664e-05
Position 3436: 2.0136528229486026e-05
Position 1218: 1.8460844285665305e-05
Position 1181: 1.8166160139114204e-05
Position 387: 1.5781966182930964e-05
Position 802: 1.5627285537467146e-05
Position 1910: 1.3845502194800666e-05
Position 426: 1.3552704767462875e-05
Position 1240: 1.3192415813574821e-05
Position 3888: 1.2326555771097087e-05
Position 1127: 1.1690890581204895e-05
Position 799: 1.047262331820512e-05
Position 749: 9.149595504007969e-06
Position 680: 8.833858516133047e-06
Position 3746: 8.34327063621484e-06
Position 170: 7.846672613950508e-06
Position 932: 3.2239000124793506e-06
Position 702: 2.5282231125359476e-06
Position 1023: 2.449441024835327e-06
Position 1519: 2.4082108631710776e-06
Position 3865: 2.3296665919677724e-06
Position 654: 2.21145585881991e-06
Position 167: 1.8328666867180708e-06
Position 1819: 1.2037405999847076e-06
Position 729: 9.850115154722933e-07
Position 944: 9.297080417417401e-07
Position 834: 9.031864074737711e-07
Position 791: 8.308857350549415e-07
Position 269: 4.293084424172456e-07
Position 474: 4.0898822003662334e-07
Position 471: 3.731836111685052e-07
Position 986: 3.3624663727211753e-07
Position 278: 2.4707426678481464e-07
Position 634: 2.2600896296047537e-07
Position 741: 2.1354852643795082e-07
Position 720: 1.899275890871156e-07
Position 708: 1.818283219251968e-07
Position 389: 1.0874057823387265e-07
Position 1455: 5.3129465019454346e-08
Position 612: 4.15507011471745e-08
Position 107: 3.425375977599807e-08
Position 288: 2.241088970636663e-08
Position 235: 2.078890219000668e-08
Position 282: 1.237830705765952e-08
Position 110: 1.1142243057477956e-08
Position 731: 1.0344881653511882e-08
Position 601: 8.904398607145058e-09
Position 393: 6.896573468689907e-09
Position 831: 5.568207998350532e-09
Position 1633: 5.566710579234782e-09
Position 640: 2.9978603982434393e-09
Position 722: 2.5686048672736276e-09
Position 115: 1.638043978318498e-09
Position 632: 1.399917385952872e-09
Position 685: 5.356053938303629e-10
Position 395: 4.6017970367400925e-10
Position 428: 4.3313652735782255e-10
Position 79: 1.6619682785390604e-13
