Gene = SVBP
Position 1294: 9.264667349080775e-08
Position 701: 5.720056480776421e-08
Position 1510: 5.3134282946802856e-08
Position 407: 4.296243627562617e-08
Position 890: 2.967132518712408e-08
Position 489: 2.3823713661734888e-08
Position 909: 2.029749981824107e-08
Position 687: 1.981110289541746e-08
Position 1054: 1.646754878465734e-08
Position 180: 3.5163134816899656e-09
Position 185: 1.6256179111710903e-09
Position 190: 7.269996391071047e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 9303: 0.7506288850832598
Position 6033: 0.45477213105270753
Position 4445: 0.13548642080466902
Position 9075: 0.07009216023890684
Position 8789: 0.04304070424068461
Position 223: 0.03319478184811736
Position 4402: 0.03294875950496809
Position 9143: 0.03068062633891229
Position 9175: 0.02870234064726248
Position 5241: 0.02439821588998834
Position 3311: 0.023136989595040923
Position 3661: 0.020787438208708486
Position 9280: 0.016917221988273112
Position 8919: 0.014863713546975469
Position 5668: 0.014325551523296003
Position 5077: 0.01305724327423142
Position 5348: 0.011567842718801197
Position 2961: 0.01101177034283746
Position 5238: 0.0077113602797446714
Position 3258: 0.007286247265149405
Position 5010: 0.006901220983489743
Position 198: 0.006628784894368199
Position 4208: 0.0061705990209859705
Position 2079: 0.005801274435006404
Position 1697: 0.0051957074019104614
Position 7615: 0.004999062814334374
Position 1404: 0.004716169185841551
Position 9223: 0.004696928244058497
Position 4886: 0.004653236103254246
Position 5331: 0.004559812064626341
Position 1224: 0.0039259791557711985
Position 1592: 0.0038513248480157958
Position 7586: 0.0035022671438682687
Position 479: 0.0033599707982747357
Position 3358: 0.0033505111743240097
Position 500: 0.0033256925532493915
Position 4232: 0.003323341965163435
Position 3794: 0.003186094893881175
Position 9320: 0.002910784496414296
Position 7729: 0.002825516447599949
Position 3684: 0.002484449947838434
Position 5612: 0.002443370361507075
Position 3699: 0.0021859432502854418
Position 6837: 0.0017662125678274529
Position 3539: 0.0017585214646899023
Position 9479: 0.0016741260212362143
Position 1449: 0.0014569902928518908
Position 2043: 0.0013495224447259645
Position 7200: 0.0013186189993033923
Position 1644: 0.0012156726784076735
Position 4595: 0.0012117244229237132
Position 6766: 0.0011413346421278705
Position 1544: 0.001038290531303726
Position 706: 0.0010126417604212439
Position 483: 0.000936327355575911
Position 6392: 0.0009328746387284324
Position 8716: 0.0008965284624022331
Position 281: 0.0008373274115712894
Position 3316: 0.0008343396489331296
Position 3942: 0.000831569796724683
Position 3379: 0.0008298235464423313
Position 5328: 0.0008283617485817515
Position 5028: 0.0008240375426590467
Position 3730: 0.0008159943578664057
Position 3636: 0.0007983923725362854
Position 1318: 0.000794007272187633
Position 2899: 0.0007290810630084183
Position 655: 0.0007287146074431931
Position 3329: 0.0007286942350730663
Position 1477: 0.0007208716186544101
Position 701: 0.000694842490406199
Position 1455: 0.0006297373083630188
Position 6746: 0.0005948450298441598
Position 1249: 0.0005908084184485577
Position 6991: 0.0005894545461505423
Position 7011: 0.0005750340025100345
Position 1905: 0.0005590848246802843
Position 3402: 0.0005471013429512743
Position 7769: 0.0005275298063690932
Position 1122: 0.0004827814778731894
Position 6714: 0.00047989213232091447
Position 2191: 0.00046394581908481674
Position 3633: 0.0004380829146915561
Position 4102: 0.00039515082360174484
Position 2903: 0.00039009184595317027
Position 6131: 0.0003753775299602339
Position 249: 0.000374695146316
Position 3807: 0.0003649533669595731
Position 648: 0.0003263968133743063
Position 506: 0.00032288011859999967
Position 2024: 0.00032088532453298596
Position 733: 0.00030878754824607016
Position 1743: 0.0002949850280018931
Position 1979: 0.0002929559536839843
Position 1973: 0.0002926339842101024
Position 6834: 0.0002879888604322591
Position 3274: 0.0002718698457260575
Position 7083: 0.00025515756336124844
Position 1721: 0.0002541012016308629
Position 730: 0.0002509225053466662
Position 4970: 0.0002336584452262679
Position 312: 0.00023070814643718563
Position 7351: 0.0002255739630869912
Position 5692: 0.00022207523363447076
Position 2031: 0.00021865878875193501
Position 9606: 0.0002139940184229876
Position 2462: 0.00021168143798250163
Position 6370: 0.00020801759450012034
Position 1908: 0.00020459050402940902
Position 4294: 0.00019464566495619906
Position 1375: 0.0001940194670296855
Position 1329: 0.00019197126303628398
Position 3198: 0.00017919571077237677
Position 7217: 0.00017530139353632825
Position 3589: 0.00017370441084101895
Position 3956: 0.00015214504277170004
Position 252: 0.00015007306757483667
Position 228: 0.00014564383269115075
Position 2215: 0.00014312750821705291
Position 1628: 0.00013877427314797314
Position 4978: 0.00013308710330863906
Position 2296: 0.00012559389629544573
Position 6264: 0.00011554430541464402
Position 658: 0.00010140928264307899
Position 407: 9.96489645971058e-05
Position 1203: 7.739951118143982e-05
Position 2434: 7.601448940337149e-05
Position 3459: 5.2380040939186404e-05
Position 4153: 5.1875449595142685e-05
Position 606: 4.728191950719127e-05
Position 3426: 4.662390389887043e-05
Position 5517: 4.541992983134671e-05
Position 6232: 4.395683500383723e-05
Position 567: 3.859602993341532e-05
Position 4257: 3.815304589257492e-05
Position 881: 3.806717679582272e-05
Position 528: 3.6294720728649005e-05
Position 4767: 3.096226145822825e-05
Position 4026: 3.080842959315704e-05
Position 615: 3.079822628084241e-05
Position 4695: 3.0453422764626842e-05
Position 4919: 2.8616399735895973e-05
Position 1176: 2.7883682676498126e-05
Position 1940: 1.860129851108584e-05
Position 746: 1.8581814323255732e-05
Position 1868: 1.7909536069500416e-05
Position 1279: 1.7105325032381906e-05
Position 1776: 1.660011670683073e-05
Position 3108: 1.4790885946292347e-05
Position 1030: 1.2376890190649548e-05
Position 665: 1.0600116997047542e-05
Position 2585: 1.032381722012484e-05
Position 563: 9.972945840662382e-06
Position 2815: 9.692772541269239e-06
Position 4175: 9.374581304194842e-06
Position 1815: 7.1073955494455704e-06
Position 691: 6.616319863319157e-06
Position 544: 5.037956411561782e-06
Position 3574: 3.1113905510154187e-06
Position 6008: 2.079142138088923e-06
Position 1410: 1.6101037349110164e-06
Position 581: 7.434892104539153e-07
Position 549: 7.29050560767915e-07
Position 573: 3.435130851032551e-07
Position 459: 3.010749722926283e-07
Position 1342: 2.269655727637007e-07
Position 239: 1.7493776193766426e-07
Position 309: 1.1983213834304e-07
Position 293: 7.038839467523814e-08
Position 299: 5.7537294966946656e-08
Position 624: 4.355996955098983e-08
Position 3159: 4.046298496863733e-08
Position 608: 3.1440332147153726e-08
Position 440: 3.044116044441598e-08
Position 346: 2.7492953989632554e-08
Position 522: 2.482486943848063e-08
Position 91: 2.379166851888904e-08
Position 463: 2.2964807315850697e-08
Position 593: 2.28775943962315e-08
Position 314: 1.911779940484726e-08
Position 338: 1.415144524282256e-08
Position 677: 1.2216045503423773e-08
Position 671: 1.1825814046676637e-08
Position 1293: 1.1450279672643729e-08
Position 537: 6.759382235489023e-09
Position 628: 6.667666192882894e-09
Position 384: 5.882548284420888e-09
Position 417: 5.852778184907166e-09
Position 443: 5.614894878451607e-09
Position 685: 4.48844165447028e-09
Position 230: 3.995199112764354e-09
Position 257: 3.218660609538756e-09
Position 432: 2.8650876736058373e-09
Position 508: 1.5284044405371824e-09
Position 620: 1.4839033567402385e-09
Position 673: 1.4007664242943198e-09
Position 1226: 1.1326406197618032e-09
Position 331: 1.025217734779833e-09
Position 106: 1.0119309181122365e-09
Position 358: 8.95836435678678e-10
Position 130: 7.587701135005638e-10
Position 1150: 6.127490795045315e-10
Position 894: 2.609436152124383e-10
Position 447: 2.2471478815102725e-10
Position 434: 2.1825403576257828e-10
Position 355: 2.1537655693380932e-10
Position 675: 1.9701190534796426e-10
Position 774: 1.89759636207771e-10
Position 322: 1.4587907929261316e-10
Position 169: 1.2916303646499536e-10
Position 343: 1.1973225804453805e-10
Position 371: 6.409413579611357e-11
Position 360: 4.8718491606478416e-11
Position 390: 3.187193068536092e-11
Position 450: 2.3915965452118082e-11
Position 319: 1.8993785078517982e-11
Position 752: 1.780724938020473e-11
Position 366: 1.0456318112298246e-11
Position 349: 7.292068444257518e-12
Position 148: 1.980958625446474e-12
Position 368: 2.8225651552942516e-13
Position 154: 1.6072204891732248e-13
Position 159: 6.009321281737522e-14
Position 373: 2.0675827072648624e-14
Position 156: 1.2766366298967897e-14
Position 142: 1.067430940639124e-14
Position 378: 7.12648919183933e-15
