Gene = DEC1
Position 331: 1.7045932837401444e-07
Position 142: 9.615483410828904e-08
Position 134: 9.475624756343348e-08
Position 5: 3.939202391844842e-08
Position 388: 1.9644090462483082e-08
Position 817: 1.1414231848873518e-08
Position 333: 9.376296486401499e-09
Position 806: 8.062013525732772e-09
Position 657: 7.93931000397392e-09
Position 861: 4.0721161107804975e-09
Position 793: 1.2402683930669818e-09
Position 821: 9.773314143668877e-10
Position 535: 2.70195983421786e-10
Position 859: 2.0671262516996846e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 8469: 0.8546955424338031
Position 25640: 0.6319900658862547
Position 15776: 0.6295569354418111
Position 28322: 0.4984880317358467
Position 8187: 0.47064886332434974
Position 15801: 0.34328161838652405
Position 11584: 0.2961715141548059
Position 4855: 0.241326296222917
Position 23552: 0.20844765348471603
Position 13711: 0.15745440455874202
Position 1727: 0.12255490041707841
Position 30810: 0.11794514607985053
Position 8494: 0.09433545513920874
Position 26715: 0.08426224560683723
Position 1616: 0.0832197069935552
Position 28827: 0.08133057627579643
Position 8225: 0.07812979704647857
Position 13267: 0.07776361873245506
Position 2761: 0.06817485964540922
Position 4974: 0.06149359836119844
Position 318: 0.038025245062639594
Position 22977: 0.03327423667053414
Position 11316: 0.0308969261096886
Position 6470: 0.025608622227463143
Position 8510: 0.025351426992202657
Position 20210: 0.024260254379207327
Position 11666: 0.023476844943350908
Position 8170: 0.022966183646695608
Position 21821: 0.022632987493445198
Position 11603: 0.021718172426669426
Position 5532: 0.021340210396040504
Position 27689: 0.0198699285155543
Position 25885: 0.017296210124562224
Position 15837: 0.017092850320945544
Position 27043: 0.01670752607636804
Position 10784: 0.01657113466952644
Position 4698: 0.014670915925612257
Position 4572: 0.014397564900705033
Position 15965: 0.01419715644849044
Position 1391: 0.013766124751634254
Position 6474: 0.013695024519333411
Position 17604: 0.013489312002096441
Position 20226: 0.013065149575544069
Position 19552: 0.012141935357593708
Position 9628: 0.011442173732685856
Position 25389: 0.010540019771116713
Position 521: 0.010298312407699699
Position 22431: 0.00968092925734748
Position 22577: 0.009671133345684297
Position 13374: 0.009014452492868544
Position 4789: 0.008963084347827228
Position 8308: 0.0089240347428831
Position 26869: 0.007110746149820862
Position 18893: 0.006971490491446796
Position 8020: 0.006538786628144343
Position 1636: 0.00641058227294576
Position 16506: 0.005922405953036581
Position 19998: 0.005888621704854911
Position 19840: 0.005662441427109368
Position 5751: 0.0056158288508794596
Position 7823: 0.005352193930895091
Position 25904: 0.0049619317401303
Position 24367: 0.004732352288515148
Position 3028: 0.004689846837995898
Position 24343: 0.004680272741990454
Position 15654: 0.0042204508577563995
Position 4914: 0.0033360768332836776
Position 16502: 0.0029390744556771855
Position 4877: 0.0028793949099651106
Position 19555: 0.002750194131857471
Position 1820: 0.002666224332804235
Position 9747: 0.0022027887656150768
Position 5605: 0.002072439985137805
Position 5780: 0.0018825042569461123
Position 17265: 0.001660333060098731
Position 129: 0.0014510825995835861
Position 19630: 0.0014347633678284972
Position 18931: 0.001406281801487076
Position 17584: 0.0013835095254039517
Position 17178: 0.001318376344673635
Position 1743: 0.0011533911090290366
Position 20701: 0.0008210102620001002
Position 23719: 0.0008106927379991777
Position 1461: 0.0007787014262455469
Position 14810: 0.0007770128375049222
Position 4015: 0.0005944453898101928
Position 1842: 0.0005820079777266582
Position 495: 0.0005198664745152695
Position 18283: 0.000498008857019687
Position 1656: 0.0004858112068040697
Position 16838: 0.0004251316898082289
Position 16676: 0.0004136253742825343
Position 19524: 0.00040278701165526556
Position 12382: 0.0003916852363276442
Position 1336: 0.00035771845266314203
Position 1809: 0.00035119326010947733
Position 16102: 0.00033819941753057014
Position 1698: 0.0003376355551486785
Position 18405: 0.00029460788755153087
Position 924: 0.0002927451367223575
Position 1200: 0.0002763712171953066
Position 18537: 0.00027196335814041507
Position 14748: 0.00023893475280252504
Position 20914: 0.00023786811545665925
Position 15315: 0.00023189878809847395
Position 4721: 0.00022292645990172507
Position 17137: 0.00021936770275054449
Position 17160: 0.00017675707792924294
Position 1409: 0.00017588151695378592
Position 368: 0.0001688714339519996
Position 3100: 0.00016462300900374938
Position 16526: 0.00015880903974360014
Position 3032: 0.00015027526182406496
Position 16578: 0.00014885973755218083
Position 849: 0.000134264620586626
Position 10190: 0.0001337621446492818
Position 19164: 0.0001314638689638927
Position 16329: 0.00012269241740158295
Position 3977: 0.00011570074733842782
Position 9605: 0.00010119276845830571
Position 9218: 9.957084866196072e-05
Position 14676: 8.514441911793483e-05
Position 16143: 8.11844345528288e-05
Position 4530: 8.0511257380793e-05
Position 1217: 7.918902889379539e-05
Position 1442: 7.402021652961271e-05
Position 10211: 7.346090778247695e-05
Position 10999: 7.317450469235918e-05
Position 460: 7.128382373338988e-05
Position 14445: 6.981486112663507e-05
Position 1110: 6.874017782193553e-05
Position 1490: 6.709019535950617e-05
Position 17951: 5.7776760687503104e-05
Position 545: 5.50677156489958e-05
Position 10237: 5.25833473280014e-05
Position 10385: 4.936114578030063e-05
Position 1798: 3.86046066468392e-05
Position 15250: 3.8416913080652455e-05
Position 4527: 3.679809690419607e-05
Position 2994: 3.6503457503890017e-05
Position 1468: 3.6264806781546474e-05
Position 15150: 3.546867466574823e-05
Position 1247: 3.2494653990411756e-05
Position 4494: 3.1422801130274266e-05
Position 3092: 3.0359422809532142e-05
Position 12218: 3.0118809739756948e-05
Position 3905: 2.7936395947794925e-05
Position 3288: 2.7842910571483963e-05
Position 4092: 2.6211617798634577e-05
Position 13942: 2.5052382480938336e-05
Position 1121: 2.4647941013229862e-05
Position 961: 2.452886924725674e-05
Position 16191: 2.1736324611183443e-05
Position 1061: 2.1085711850934493e-05
Position 11927: 1.7658032915832392e-05
Position 1759: 1.7523635012677158e-05
Position 1793: 1.62427948717118e-05
Position 11891: 1.5297726506044234e-05
Position 717: 1.448862476889553e-05
Position 8986: 1.4315253644423732e-05
Position 267: 1.3597640793447882e-05
Position 1047: 1.291301828643939e-05
Position 888: 1.255133284337971e-05
Position 5900: 1.118297125092309e-05
Position 139: 9.841709042300546e-06
Position 9160: 8.930786243676863e-06
Position 176: 8.712295312325921e-06
Position 9221: 8.667662013337926e-06
Position 9310: 8.605685898722191e-06
Position 998: 8.370744124988806e-06
Position 5801: 7.02453490824817e-06
Position 1425: 7.002127849249844e-06
Position 5842: 6.027702828240065e-06
Position 8966: 5.9912003679155915e-06
Position 547: 5.931812096444463e-06
Position 9854: 5.8221126604678175e-06
Position 10725: 5.760324774135371e-06
Position 1308: 5.646164459757108e-06
Position 817: 5.619848930117277e-06
Position 3784: 4.735568851555117e-06
Position 1266: 4.540577794715932e-06
Position 570: 4.484588299094875e-06
Position 10487: 3.9054368533669504e-06
Position 473: 3.5944751057442894e-06
Position 7655: 3.482462162032127e-06
Position 3761: 3.4332473212053865e-06
Position 12078: 3.4048525340592353e-06
Position 9368: 3.1907735020177545e-06
Position 892: 2.925586171753733e-06
Position 855: 2.689228811094783e-06
Position 1429: 2.6651370376752298e-06
Position 793: 2.588834249265421e-06
Position 447: 2.468905469581348e-06
Position 7257: 2.371060063802679e-06
Position 1928: 2.2985124260567394e-06
Position 8782: 2.1975240650864745e-06
Position 10622: 1.8098985503135638e-06
Position 1955: 1.8098811134821587e-06
Position 3364: 1.7152661928391129e-06
Position 10401: 1.6071732835497284e-06
Position 1259: 1.3900322255154396e-06
Position 10099: 1.3321560942041533e-06
Position 1077: 1.2145398295281805e-06
Position 9313: 9.528312999623012e-07
Position 3938: 9.384445695551505e-07
Position 1638: 7.47966073072347e-07
Position 8055: 5.3874810736184e-07
Position 1095: 4.2439245144335637e-07
Position 241: 3.5100315543049705e-07
Position 6198: 3.3387280245389876e-07
Position 3460: 3.147478650738369e-07
Position 2766: 1.2709761966117482e-07
Position 2781: 1.1313399046273946e-07
Position 3081: 7.840745808507854e-10
Position 3132: 3.724517466130044e-10
Position 966: 2.0654985310616309e-10
Position 802: 1.1638304308478099e-10
Position 142: 1.0035164632558062e-10
Position 872: 9.562519829437412e-11
Position 476: 6.868299434119466e-11
Position 182: 6.196422587899267e-12
Position 479: 2.090537252873719e-12
Position 188: 9.4622331928146e-13
Position 748: 5.413017218592991e-13
Position 192: 1.696958575574236e-13
Position 111: 7.254314685502941e-14
Position 215: 1.734129286169572e-14
Position 204: 1.4924942040198523e-14
Position 68: 1.4401165910913886e-18
