Gene = SCAI
Position 1478: 1.4963877976336254e-08
Position 604: 1.4029436673246393e-08
Position 1296: 1.3945414948205747e-08
Position 586: 1.2431914345615051e-08
Position 2782: 5.453325413886396e-09
Position 163: 4.5882673192669906e-09
Position 2721: 3.4348168055502766e-09
Position 2690: 3.200954693321062e-09
Position 863: 1.4888809901033964e-10
Position 1087: 1.5414264889190563e-11
Position 1656: 8.35127412938448e-12
Position 1498: 2.5794231572801325e-13
Position 1451: 2.234403821874029e-13
Position 1469: 2.0964126412222349e-13
Position 1445: 2.0824044170891882e-13
Position 1483: 1.849683421883011e-13
Position 1443: 1.4957179745260185e-13
Position 130: 1.183170977023098e-13
Position 1300: 1.0691577858803929e-13
Position 1130: 8.268106245813974e-14
