Gene = RP11-11N7.5
Position 309: 0.0010939947040248118
Position 9846: 0.0010677963230504614
Position 7908: 0.0010354770340799762
Position 6640: 0.0009439181408306414
Position 4122: 0.0008841054958893004
Position 8041: 0.0006701725586108929
Position 9486: 0.0006026191250372261
Position 3077: 0.0005917826904063324
Position 770: 0.0005805214542507113
Position 354: 0.0005689037043638662
Position 7634: 0.000565991250482751
Position 1541: 0.0005400590481980347
Position 3096: 0.0005339210691419573
Position 9245: 0.0005138984080717491
Position 661: 0.0005003271274599371
Position 7337: 0.00048386921826225305
Position 3167: 0.0004502779436592507
Position 1844: 0.0004443015990363252
Position 6249: 0.0004234990431182447
Position 2914: 0.00042164294790620005
Position 637: 0.0004011241974066347
Position 9810: 0.00039849523693435637
Position 3233: 0.0003800010325361371
Position 3299: 0.00036956408028522434
Position 2056: 0.00031008212850554804
Position 157: 0.00029728847512494947
Position 2002: 0.00028936850781570065
Position 9180: 0.00028917758207728454
Position 1119: 0.0002884591897274774
Position 9062: 0.00028507975464104517
Position 237: 0.00023482815646811656
Position 2231: 0.00022623896737968314
Position 687: 0.0002167751221551082
Position 302: 0.00018153945468721682
Position 10203: 0.00017042118811908734
Position 941: 0.00016665460608502027
Position 862: 0.00015488354808134862
Position 609: 0.00012737028648906
Position 9357: 0.00011108205115527705
Position 6229: 0.00010890867082469125
Position 9269: 0.0001012111190271362
Position 432: 9.440960365447265e-05
Position 2025: 8.68046850664217e-05
Position 5887: 8.314728329016659e-05
Position 10222: 8.01116532833688e-05
Position 5141: 7.579257868480962e-05
Position 3717: 7.16621725132047e-05
Position 4376: 5.800457034274276e-05
Position 1172: 5.419671266655484e-05
Position 3853: 5.1369522486545276e-05
Position 6490: 4.5721616933637116e-05
Position 1410: 4.499868050642292e-05
Position 1795: 4.1854491384505916e-05
Position 898: 4.0428903463169464e-05
Position 323: 4.00723921980419e-05
Position 4569: 3.7174214675287116e-05
Position 4246: 3.652045086973478e-05
Position 179: 3.536527418876786e-05
Position 1291: 3.3178458659403073e-05
Position 794: 3.315535445830204e-05
Position 312: 3.059092501969648e-05
Position 5414: 2.9366147246495585e-05
Position 733: 2.6374358227412996e-05
Position 3579: 2.494474816949099e-05
Position 4422: 2.3961884494069413e-05
Position 1116: 2.3193456414355155e-05
Position 7182: 2.18499087190119e-05
Position 5909: 2.1135216576066478e-05
Position 5955: 2.044689846284833e-05
Position 1598: 1.9146034875931715e-05
Position 6138: 1.7743275968893763e-05
Position 2725: 1.7568787434577692e-05
Position 1461: 1.724306730994071e-05
Position 1347: 1.724238023960805e-05
Position 664: 1.5164128534391739e-05
Position 2738: 1.4806224311956076e-05
Position 1799: 1.4518828366746574e-05
Position 1502: 1.4196945489929873e-05
Position 500: 1.317806436906395e-05
Position 5256: 1.3007345441556207e-05
Position 869: 1.2028558688058065e-05
Position 2337: 1.1003273363250955e-05
Position 1146: 1.0712027701030018e-05
Position 6016: 1.0486737652341193e-05
Position 192: 9.357368170546727e-06
Position 916: 8.49677411228655e-06
Position 1454: 8.20670991083225e-06
Position 5058: 7.4785769443387014e-06
Position 2279: 7.341656309302852e-06
Position 2098: 7.192104255213869e-06
Position 2467: 5.514708500126389e-06
Position 2780: 5.196908311770066e-06
Position 168: 4.4213524422322105e-06
Position 2166: 4.157249477187736e-06
Position 1096: 3.96654641859745e-06
Position 3416: 3.802551039715278e-06
Position 4027: 3.785327031446653e-06
Position 260: 3.7478956145936305e-06
Position 462: 3.482087161804213e-06
Position 3538: 3.4013754255146503e-06
Position 206: 2.940325981615893e-06
Position 598: 2.9077377159228816e-06
Position 578: 2.7374803440107945e-06
Position 3439: 2.701258316690335e-06
Position 264: 2.5096549348168727e-06
Position 696: 2.443921972187001e-06
Position 361: 2.4154317673633444e-06
Position 425: 2.366192820862118e-06
Position 3058: 2.339691254275262e-06
Position 2752: 2.3370162865297046e-06
Position 618: 2.3164207034199354e-06
Position 644: 2.2137435056483815e-06
Position 1663: 2.167677709483874e-06
Position 1144: 1.6686337855304248e-06
Position 314: 1.5102931828068635e-06
Position 1472: 1.4501779050714526e-06
Position 1731: 1.381468333105515e-06
Position 1008: 1.2800623607964853e-06
Position 9372: 1.2389230292423847e-06
Position 7376: 1.1357431144869346e-06
Position 2345: 9.67396901057635e-07
Position 1868: 9.557015353356872e-07
Position 1175: 8.300984761343479e-07
Position 1099: 7.931162676442303e-07
Position 570: 7.925614777088718e-07
Position 521: 7.877412908668336e-07
Position 436: 3.9664821342283564e-07
Position 628: 3.67651109612845e-07
Position 3858: 2.2523906784961457e-07
Position 3692: 1.8053777220197378e-07
Position 1011: 1.4442989971901094e-07
Position 667: 1.048317742091693e-07
Position 1036: 9.758014680555429e-08
Position 3307: 8.088996991320305e-08
Position 3291: 6.610955966034848e-08
Position 2470: 5.203251120986556e-08
Position 587: 1.4316025772343754e-08
Position 1271: 1.0217135402280759e-08
Position 1418: 9.935460911152692e-09
Position 512: 7.216313691576783e-09
Position 468: 6.836983959228269e-09
Position 221: 3.6643605159039565e-09
Position 518: 1.8429936143024195e-09
Position 434: 1.6573403041555266e-09
Position 115: 8.072102736868844e-10
Position 703: 5.125218660534626e-10
Position 136: 1.7549896343503658e-10
Position 73: 6.411099641723355e-11
Position 120: 1.95405849358293e-11
Position 86: 8.47345155050412e-12
Position 714: 6.985342623317683e-12
Position 129: 1.4708533908696057e-12
Position 97: 1.0645281690374815e-12
