Gene = UBE2H
Position 552: 1.5651332970498257e-06
Position 914: 1.5325999906889073e-06
Position 693: 1.4819038992043622e-06
Position 1029: 1.3421027016324325e-06
Position 221: 1.2281207260894996e-06
Position 966: 6.558215179887358e-07
Position 230: 3.3070923784255184e-07
Position 1328: 2.7415685115472245e-07
Position 40: 2.5607208126639167e-07
Position 29: 2.4020914823349595e-07
Position 1470: 2.159982059887938e-07
Position 802: 2.0165809005390547e-07
Position 26: 1.949533644734179e-07
Position 288: 1.8516340525010203e-07
Position 1277: 1.7555127132189283e-07
Position 456: 7.278838916052105e-08
Position 711: 5.819458801363542e-08
Position 113: 2.971148846158506e-08
Position 396: 2.4059685104805432e-08
Position 351: 1.573560106419652e-08
Position 576: 1.4568279723548367e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 7442: 0.1734880100870815
Position 12403: 0.10565612660238112
Position 2815: 0.10276727568514286
Position 5561: 0.09660328476930319
Position 12339: 0.08152559263939786
Position 12993: 0.07684281262718123
Position 3846: 0.05674404811518555
Position 2856: 0.055729056139702846
Position 576: 0.051674894418875204
Position 8596: 0.05062074567615015
Position 3886: 0.04227724711747096
Position 3817: 0.0399169078393419
Position 4586: 0.03447852973247743
Position 12209: 0.03384012855503424
Position 1628: 0.030738144975829305
Position 1099: 0.026908578138693028
Position 9067: 0.02566808896448152
Position 14245: 0.02531369550063325
Position 643: 0.024036343246260465
Position 10263: 0.022687521897459477
Position 15210: 0.022497477196396273
Position 6490: 0.021354444850282962
Position 15623: 0.021352023761213472
Position 7304: 0.020969120204906464
Position 15281: 0.016193464059099945
Position 3923: 0.01613932722232637
Position 9071: 0.016096371647820622
Position 687: 0.015499842262498262
Position 3506: 0.01527018314609276
Position 3861: 0.012579629363493959
Position 332: 0.011662682763141438
Position 13622: 0.011434860787174199
Position 8268: 0.011166644786448198
Position 357: 0.010604388756626528
Position 5676: 0.009432446273516071
Position 9368: 0.009379749235058653
Position 5516: 0.008016433054312244
Position 5486: 0.006825481343307043
Position 4301: 0.006702564682792713
Position 7890: 0.006393064601484271
Position 4823: 0.00606241090299326
Position 606: 0.005858313181525002
Position 12178: 0.005529849231118564
Position 7278: 0.00540495176956116
Position 1016: 0.005214393245797456
Position 6375: 0.005134837251657811
Position 7871: 0.0050685557743106804
Position 1083: 0.0043850708274592864
Position 1131: 0.004273812156904114
Position 4062: 0.0042399652439995385
Position 3466: 0.004184643664236017
Position 4461: 0.0036778418977480424
Position 9800: 0.003443743053884319
Position 5773: 0.0031828878413293557
Position 5977: 0.0029718116315363553
Position 6019: 0.0029418602815827533
Position 9266: 0.0028118337770021407
Position 10489: 0.0026428133564254056
Position 4249: 0.0026337948301586797
Position 872: 0.0025567129949714976
Position 5719: 0.002485224308020271
Position 5948: 0.0024667004929690103
Position 7348: 0.0022895394598395832
Position 5576: 0.0022281788092344697
Position 822: 0.0022023795759550727
Position 8084: 0.0019116501663919692
Position 2561: 0.0016316365532751014
Position 3091: 0.0015701533435977413
Position 7574: 0.0015477390426587565
Position 221: 0.0015139713739955405
Position 2685: 0.0012779022775043294
Position 3446: 0.0012629012379682947
Position 958: 0.0011977426093296908
Position 545: 0.0011822465970197534
Position 2431: 0.0011045267357148152
Position 407: 0.0010071670673060342
Position 2576: 0.0009965157530069499
Position 7802: 0.0009474367005474988
Position 8959: 0.0009462751295044199
Position 2344: 0.00086199076780164
Position 2449: 0.000815185549270483
Position 8621: 0.0006945358905933929
Position 3719: 0.0005935697871357041
Position 1902: 0.0005658700295140716
Position 1020: 0.0005623426208254781
Position 7397: 0.0005236086927570945
Position 2200: 0.000500242142305742
Position 3895: 0.00044286355226093977
Position 2452: 0.0004330815685185859
Position 1404: 0.00042101207820789043
Position 4565: 0.00039636474562733317
Position 787: 0.00039226520588865106
Position 7678: 0.000367588177687355
Position 6416: 0.00036554972348571216
Position 1034: 0.0003581868144084551
Position 3104: 0.00034426131648385616
Position 2659: 0.00034116408300226736
Position 194: 0.0003236411194844606
Position 6572: 0.00030212281550035273
Position 3702: 0.0003018585463353315
Position 1736: 0.00029463172381605256
Position 994: 0.0002835819650183708
Position 2034: 0.0002739686078822338
Position 5986: 0.00025694386820064314
Position 1671: 0.00025391985024776463
Position 1875: 0.00025003381468742894
Position 305: 0.00022740860120861107
Position 1327: 0.0002265319323252143
Position 5909: 0.00021535225224913026
Position 308: 0.0002062760313819056
Position 1114: 0.00020409094322821727
Position 2590: 0.00016543919035280082
Position 1390: 0.00015893395007182063
Position 1334: 0.0001581330407010671
Position 2207: 0.00011982979338893323
Position 998: 0.0001161853691473401
Position 3535: 0.00010853976327957542
Position 1965: 0.00010358066114665748
Position 1242: 9.812478440390413e-05
Position 1162: 9.708981525588131e-05
Position 2483: 9.370082136579339e-05
Position 2126: 8.508993674772099e-05
Position 1818: 8.332423402667136e-05
Position 3619: 6.727550673772968e-05
Position 2587: 6.531456304340628e-05
Position 1366: 6.478368007146983e-05
Position 1650: 6.338725240330477e-05
Position 1135: 6.0597252004641516e-05
Position 689: 5.435988429901234e-05
Position 1370: 2.670715252243968e-05
Position 753: 2.4717889181154986e-05
Position 334: 2.2781871066840674e-05
Position 625: 2.1815372063117552e-05
Position 371: 1.960475276113184e-05
Position 1052: 1.8429816642175144e-05
Position 527: 1.707072511103497e-05
Position 504: 1.4122371292499328e-05
Position 1277: 8.099388978862268e-06
Position 3153: 7.518660991715821e-06
Position 1410: 6.095802604969126e-06
Position 377: 5.599250599364999e-06
Position 1385: 5.553151231870225e-06
Position 161: 3.8617275998847815e-06
Position 978: 2.3945711319056873e-06
Position 1356: 2.3756361485953274e-06
Position 3264: 1.474004503504964e-06
Position 367: 1.0680843516947168e-06
Position 558: 5.808882807898132e-07
Position 1465: 4.2253687281731385e-07
Position 417: 3.193571644693379e-07
Position 142: 3.052364160057631e-07
Position 175: 2.658444001117983e-07
Position 419: 1.8632918991693394e-07
Position 1000: 1.76178072062364e-07
Position 962: 1.4798706259753614e-07
Position 444: 1.409741866730493e-07
Position 379: 8.700615541693497e-08
Position 131: 8.298809136384705e-08
Position 375: 7.739403838880016e-08
Position 126: 6.110771447751132e-08
Position 616: 6.064946818004836e-08
Position 181: 2.831253331586726e-08
Position 167: 2.138869419174969e-08
Position 100: 1.501750557349009e-08
Position 82: 9.706668964981963e-09
Position 128: 8.31770930427053e-09
Position 614: 5.095399873841382e-09
Position 725: 5.001392018070912e-09
Position 923: 4.19412948768802e-09
Position 461: 3.441042195117075e-09
Position 97: 3.060059450921665e-09
Position 966: 1.4494011772329219e-09
Position 169: 8.355603267268771e-10
Position 111: 5.448708250946528e-10
Position 104: 2.2633263672653112e-10
Position 776: 1.0422610775587978e-10
Position 107: 7.264547623802952e-11
Position 72: 2.073030301095811e-11
Position 66: 1.8810973109089384e-11
Position 79: 1.5679751796561e-11
Position 91: 9.453842493088086e-12
Position 87: 9.49219672351026e-13
