Gene = PSRC1
Position 243: 0.0012689196548440849
Position 2078: 0.0011907151099411685
Position 3044: 0.001091424283705375
Position 1949: 0.0010798119394717165
Position 1669: 0.000907726887736979
Position 247: 0.0008882705128237971
Position 1397: 0.0008789663178021372
Position 2178: 0.0008511203510060398
Position 2694: 0.0008106906693888943
Position 2702: 0.0007666548114692072
Position 2889: 0.0007597284548940758
Position 1257: 0.0007162262166665783
Position 1314: 0.0006543051755480225
Position 1102: 0.0006528948643168469
Position 2456: 0.0006168242674237103
Position 1911: 0.0005884297010347123
Position 805: 0.000579104247739899
Position 1876: 0.000534751357573597
Position 2386: 0.0004908108199965262
Position 2217: 0.0004796164605532783
Position 2974: 0.00046158725579590134
Position 1136: 0.00044732642032819766
Position 2947: 0.0003986278131095206
Position 250: 0.0003909736389948169
Position 3360: 0.0003790311063452815
Position 1436: 0.0003777570045724381
Position 3348: 0.0003506115036856457
Position 3291: 0.00034346341951395506
Position 352: 0.00034307380301494696
Position 3493: 0.0003396755613208874
Position 1201: 0.0003240397624338181
Position 1565: 0.00032201132404970697
Position 3188: 0.0003186347593889677
Position 1196: 0.0002993905265821802
Position 3384: 0.00028221195876011734
Position 881: 0.00027087752149282667
Position 3114: 0.00026683289692923753
Position 2241: 0.00026596873006856403
Position 2417: 0.00026166934006625556
Position 1332: 0.00025287826013123253
Position 2828: 0.00024484679293836835
Position 817: 0.0002435437332696868
Position 3063: 0.00022547571167232233
Position 167: 0.0002013903114447069
Position 1445: 0.00020123959647195655
Position 213: 0.00014127268976164527
Position 3544: 0.00012781266140371252
Position 2258: 0.00011897051764599197
Position 3218: 0.00011704603094867547
Position 371: 0.00011322417323383266
Position 3215: 0.00010336101319468629
Position 3297: 9.367103802340169e-05
Position 3017: 9.34854295521561e-05
Position 998: 9.135426458760625e-05
Position 3185: 8.743027734175082e-05
Position 199: 7.787621655584999e-05
Position 1254: 7.406258273857815e-05
Position 445: 7.28969790728471e-05
Position 2497: 6.596557461935024e-05
Position 3146: 6.385838155376846e-05
Position 2476: 6.154612054603838e-05
Position 781: 5.4610657599077684e-05
Position 706: 5.2821355453424996e-05
Position 1206: 4.6592403896545384e-05
Position 1071: 4.306318295362314e-05
Position 2892: 4.191407802122153e-05
Position 2944: 4.0530711415893094e-05
Position 798: 3.997680896635821e-05
Position 2932: 3.8132828417913905e-05
Position 820: 3.7952658597088105e-05
Position 2807: 3.701879702129517e-05
Position 432: 3.537990700849582e-05
Position 3458: 3.511240949932062e-05
Position 2162: 3.132308233341733e-05
Position 1815: 2.82441571312495e-05
Position 2707: 2.73352104996928e-05
Position 2729: 2.4486976089770997e-05
Position 156: 2.3417047009446404e-05
Position 2511: 2.291728367059363e-05
Position 441: 2.1768816384877857e-05
Position 2159: 2.0513054091958243e-05
Position 342: 1.8306097572480183e-05
Position 115: 1.7317999946452026e-05
Position 3060: 1.6273323880615427e-05
Position 2929: 1.0380579124934506e-05
Position 2539: 8.672062174473602e-06
Position 176: 7.900121993809323e-06
Position 171: 7.710657557582885e-06
Position 2791: 7.625497252302045e-06
Position 814: 6.504112559963491e-06
Position 129: 6.212626815000242e-06
Position 143: 5.666905637888666e-06
Position 511: 5.5367934443568165e-06
Position 890: 5.4557705627856485e-06
Position 2304: 4.911005625142698e-06
Position 899: 4.239021043941576e-06
Position 1718: 3.2927542215744598e-06
Position 181: 3.129610196895792e-06
Position 826: 2.864817382186727e-06
Position 492: 2.838177068120009e-06
Position 1750: 2.7185130741732048e-06
Position 467: 2.140635515575487e-06
Position 1781: 2.0259930278960905e-06
Position 188: 1.989201490367991e-06
Position 2318: 1.8861878484170824e-06
Position 2325: 1.7699191064070038e-06
Position 256: 1.7499955737963098e-06
Position 366: 1.666754581597733e-06
Position 486: 1.5063464723244607e-06
Position 1150: 1.1920066720624535e-06
Position 1078: 1.0624859927659173e-06
Position 614: 1.0601944228010352e-06
Position 1181: 1.0027529429782876e-06
Position 794: 9.69668286650169e-07
Position 1203: 8.650963117622613e-07
Position 776: 8.248174603144581e-07
Position 572: 7.381390918119969e-07
Position 788: 7.239328650521258e-07
Position 1227: 7.13473834695694e-07
Position 174: 7.056751414393793e-07
Position 2310: 6.864052681841057e-07
Position 1087: 6.028426012079522e-07
Position 1485: 5.254007042836256e-07
Position 1503: 5.168811190583672e-07
Position 2347: 4.1205769348868316e-07
Position 2407: 4.1056793146061696e-07
Position 267: 3.79401824541962e-07
Position 222: 3.347923934550432e-07
Position 2499: 3.2385905846675747e-07
Position 253: 3.105681744546056e-07
Position 502: 2.0295167523104162e-07
Position 139: 1.294369343528058e-07
Position 482: 1.0773966819790508e-07
Position 124: 9.744229219232694e-08
Position 785: 9.15498025000261e-08
Position 778: 8.213794217219339e-08
Position 475: 8.140568944967532e-08
Position 462: 6.112599593241057e-08
Position 85: 1.9307057432500327e-08
Position 450: 1.2925652056709007e-08
Position 458: 6.7621651723912135e-09
Position 479: 5.254686588921722e-09
Position 500: 2.149335195694472e-09
Position 2713: 1.5955874159854834e-09
Position 937: 1.497998112285667e-09
Position 921: 1.4847886341226482e-09
Position 455: 1.1223262284018903e-09
Position 960: 8.90416523310123e-10
Position 905: 8.586822698219667e-10
Position 2719: 4.13048456470925e-10
Position 97: 2.506949114015639e-10
Position 90: 9.783688364303422e-12
Position 110: 8.656450961525804e-12
