Gene = DRAXIN
Position 21750: 0.04826325975262744
Position 24166: 0.04690337877501699
Position 25440: 0.04472038691900331
Position 21768: 0.04297936330997441
Position 32947: 0.026736574713846075
Position 29701: 0.02278534232031046
Position 32617: 0.021530896869421435
Position 31702: 0.01891348704019409
Position 27891: 0.0185433509586862
Position 26755: 0.01788618950025768
Position 24968: 0.0165888915063791
Position 5959: 0.014171114429836637
Position 21845: 0.012718641087018456
Position 31908: 0.011454814271435913
Position 31831: 0.010876670143656883
Position 23245: 0.010522950516879983
Position 9401: 0.009946590374559559
Position 5873: 0.009906917523408464
Position 24815: 0.00881538317189575
Position 26779: 0.007590633870646137
Position 32662: 0.007151070187495903
Position 20594: 0.006901045958862893
Position 20635: 0.0067248576898984065
Position 33229: 0.00650968286319234
Position 23547: 0.006401152929200655
Position 22686: 0.005974904837649661
Position 30712: 0.005741612456675763
Position 29050: 0.0056896158763938215
Position 23822: 0.005487189304439019
Position 22552: 0.005459022913042313
Position 29509: 0.00504946063156697
Position 27620: 0.004651633182896158
Position 31883: 0.004495111762474307
Position 30930: 0.0042821065521380765
Position 24039: 0.0038417254763358256
Position 21764: 0.0028994815454634567
Position 21550: 0.0026479758266060526
Position 28103: 0.002644416301862531
Position 27359: 0.002600544917803918
Position 24350: 0.002326604769762844
Position 33817: 0.0023240448239639174
Position 31118: 0.0022582105397276732
Position 26949: 0.0022190089412688825
Position 30886: 0.0021908855475486766
Position 29512: 0.0021772023689141736
Position 30958: 0.002053885889173101
Position 9415: 0.002024285805148594
Position 22894: 0.0018871586229016431
Position 29619: 0.0018856373544395236
Position 25307: 0.0018464909713531812
Position 21669: 0.0017166024416259602
Position 8854: 0.0017020642467648454
Position 27052: 0.001681056459042069
Position 28460: 0.0016741174344230094
Position 24235: 0.0016317436113446446
Position 24988: 0.0015972889236942484
Position 27192: 0.001540209084863257
Position 5915: 0.0014111089156336998
Position 28257: 0.0013871475525898667
Position 9349: 0.001357681168000171
Position 27708: 0.0013207125620426944
Position 28333: 0.001291663740393632
Position 29220: 0.0012519039147668722
Position 21355: 0.0012049288520229059
Position 31142: 0.0011554394431284043
Position 32247: 0.0011432853581902767
Position 5888: 0.0011298567248731477
Position 24403: 0.0011059083806694776
Position 29456: 0.0010712994353470461
Position 20784: 0.001044915821215979
Position 27217: 0.0010349171835681427
Position 21718: 0.0010274801691057404
Position 6557: 0.0009138102431841516
Position 922: 0.0008946080626549593
Position 22770: 0.0008924124948067328
Position 24644: 0.0008777528613510704
Position 20889: 0.0008183441565641272
Position 23754: 0.0008180113672041582
Position 30487: 0.00081665547749211
Position 29578: 0.0007675432272250193
Position 21608: 0.0007672730240628555
Position 28440: 0.0007465337842494943
Position 25686: 0.0007222198447150709
Position 5619: 0.0007177367307875921
Position 25210: 0.000674640213331275
Position 20831: 0.0006725092981299292
Position 22063: 0.0006364346551180356
Position 27452: 0.0006335718877070229
Position 31647: 0.000595883748556038
Position 29886: 0.0005140251152864193
Position 27356: 0.0005040519710215123
Position 27385: 0.0004960547157875912
Position 26923: 0.0004958622213165278
Position 31705: 0.0004815676049048531
Position 24185: 0.00047423530209668896
Position 26007: 0.000473685169601069
Position 29466: 0.0004639218835778943
Position 1879: 0.00045998982029944193
Position 28157: 0.0004524306760316939
Position 29164: 0.00044951552374048853
Position 6770: 0.0004372760198353205
Position 24964: 0.00042554206327506596
Position 28189: 0.0004243413332517199
Position 25487: 0.0004060483642333629
Position 28615: 0.0004053277332933244
Position 30819: 0.00040413626495811874
Position 26699: 0.0003936919781015541
Position 31333: 0.0003897993643859042
Position 28950: 0.00038731099004117456
Position 21222: 0.0003798586473810134
Position 23588: 0.0003688551547824354
Position 30523: 0.0003632934208450182
Position 23317: 0.00035291251956909644
Position 24732: 0.00035154135583289616
Position 8820: 0.00034698069709976847
Position 22523: 0.00034457918650314205
Position 23856: 0.0003361080414334467
Position 22812: 0.0003281718615565064
Position 27361: 0.0003261713245135047
Position 28143: 0.00031669361515704845
Position 30864: 0.0003156571403385003
Position 539: 0.0002680322823400434
Position 2727: 0.00026720717626057465
Position 30737: 0.00026703343550799595
Position 28508: 0.0002631597495014788
Position 27117: 0.0002598981907799235
Position 30144: 0.00025543933317516106
Position 29602: 0.0002504553047838845
Position 25819: 0.0002456961759477252
Position 29379: 0.00023851423426670562
Position 22718: 0.0002329594852770049
Position 23586: 0.0002313946715821234
Position 2957: 0.00021903744499252083
Position 24620: 0.00021381871734481647
Position 6601: 0.00019996825121951098
Position 21911: 0.00019478603859703409
Position 29254: 0.0001855998987069973
Position 29616: 0.00018064097245527636
Position 29334: 0.00018043077607957385
Position 5849: 0.00018019935434744388
Position 28920: 0.00017741735234482478
Position 26761: 0.0001703701272292312
Position 5677: 0.00016573324750780269
Position 23698: 0.0001599831556578542
Position 1921: 0.00015830998567432334
Position 8859: 0.0001548138399115423
Position 23781: 0.00015455364867338813
Position 21504: 0.00015253788093840296
Position 24464: 0.00014844147812386501
Position 24324: 0.00014315669604919723
Position 4067: 0.00014247548008416376
Position 2472: 0.00014064894207995018
Position 22025: 0.0001401184294772754
Position 5853: 0.00013259551679651522
Position 23619: 0.00013245548726988494
Position 3027: 0.00013199081204173674
Position 24267: 0.00012921685466346904
Position 4578: 0.00011464854022907807
Position 8644: 0.00011367046888997802
Position 22841: 0.00011065742565653633
Position 3983: 0.00010958156962032002
Position 28927: 0.00010719847875580128
Position 24417: 0.00010683015966520832
Position 728: 0.0001006463484850127
Position 22774: 9.851457649554569e-05
Position 23261: 9.131808717332708e-05
Position 23295: 9.045888553882131e-05
Position 22937: 8.83494261114252e-05
Position 28037: 8.372017293762244e-05
Position 22080: 8.333268090932893e-05
Position 22645: 8.210032869908308e-05
Position 28377: 8.19225204642656e-05
Position 21849: 8.190722154609629e-05
Position 23092: 8.02595915714139e-05
Position 624: 7.767167038642309e-05
Position 22662: 7.179040173469639e-05
Position 20921: 6.62827418666052e-05
Position 23983: 6.424063373687669e-05
Position 2928: 6.360844662075361e-05
Position 24711: 6.0705150956774786e-05
Position 2901: 5.623196360767812e-05
Position 5579: 5.500165047022374e-05
Position 25103: 5.4776943394392545e-05
Position 21440: 5.259408385456379e-05
Position 25115: 5.250290838707508e-05
Position 3014: 5.151014507551358e-05
Position 6697: 5.0774551826137586e-05
Position 6607: 4.955562850772671e-05
Position 27198: 4.793364189234305e-05
Position 23869: 4.682696644733412e-05
Position 6722: 4.5130750777653456e-05
Position 25904: 4.181600794404041e-05
Position 8908: 4.081284337462801e-05
Position 27290: 3.782026827039761e-05
Position 23924: 3.684284614961299e-05
Position 24483: 3.677513891472888e-05
Position 23278: 3.662586315926114e-05
Position 23724: 3.6265752742707954e-05
Position 1002: 3.618065939288213e-05
Position 24241: 3.494901334121365e-05
Position 23563: 3.4776596491495276e-05
Position 24486: 3.1911738155969305e-05
Position 23437: 3.038379547572174e-05
Position 3998: 2.8003839685729246e-05
Position 570: 2.6750008514812725e-05
Position 23783: 2.314805315879862e-05
Position 520: 2.097409591967737e-05
Position 2850: 2.0600903577756704e-05
Position 24821: 1.9760148965783238e-05
Position 23164: 1.9376623984011585e-05
Position 3947: 1.9337292190328015e-05
Position 23574: 1.887672917256463e-05
Position 25136: 1.887592931070101e-05
Position 24660: 1.7103456023487024e-05
Position 23914: 1.5775814888657624e-05
Position 573: 1.574251559568651e-05
Position 24259: 1.4081509684977633e-05
Position 4105: 1.3643515264160787e-05
Position 1881: 1.3332264092337217e-05
Position 494: 1.2973185048117538e-05
Position 23944: 1.1218979567477766e-05
Position 1841: 1.0980922907906251e-05
Position 5720: 9.97541678157461e-06
Position 4108: 9.969831460431139e-06
Position 4515: 9.687139885375668e-06
Position 3935: 9.523539692833738e-06
Position 4610: 8.3548887719882e-06
Position 690: 8.348623890815936e-06
Position 4425: 7.92365641796134e-06
Position 543: 7.640994309860275e-06
Position 2008: 7.328063159420855e-06
Position 1704: 7.043347807983076e-06
Position 3909: 6.145060832450535e-06
Position 553: 4.128884355281293e-06
Position 842: 3.5974773976669143e-06
Position 21564: 2.907083540799651e-06
Position 271: 2.871716787165991e-06
Position 732: 2.843186082722979e-06
Position 602: 2.5350309803593825e-06
Position 2535: 2.4726706338527184e-06
Position 644: 2.443218256280117e-06
Position 1948: 2.2643632169589326e-06
Position 1007: 2.2034138560150177e-06
Position 2382: 1.7611939505571438e-06
Position 23248: 1.7084060383817397e-06
Position 2327: 1.6974343705954536e-06
Position 21516: 1.5913698492781306e-06
Position 23181: 1.3531333774723162e-06
Position 24600: 1.1790070863505208e-06
Position 23828: 1.11522003957597e-06
Position 24376: 9.898655703953322e-07
Position 295: 8.326107419634792e-07
Position 23790: 7.228431877629019e-07
Position 23479: 6.198979208560192e-07
Position 2209: 9.354846672488656e-10
