Gene = GUCA2A
Position 1017: 7.722611218067774e-09
Position 315: 4.613573820746703e-09
Position 286: 2.7094475197858513e-09
Position 276: 2.573095820529457e-09
Position 433: 3.7770991265609173e-10
Position 281: 2.018629109996445e-10
Position 127: 1.0098991945163587e-10
Position 109: 3.6226411818472e-11
Position 134: 1.617960311661324e-11
Position 694: 4.586175941010113e-12
