Gene = MCL1
Position 1070: 7.983268879997338e-06
Position 3359: 7.149782082044151e-06
Position 3208: 6.9240560137218626e-06
Position 3691: 6.6450298120733014e-06
Position 1917: 6.121259927266681e-06
Position 581: 5.878309691123807e-06
Position 3089: 5.514293823709001e-06
Position 3371: 5.492987458236558e-06
Position 477: 5.400726549994407e-06
Position 1387: 5.100770203085954e-06
Position 2153: 5.025254675278404e-06
Position 1746: 4.3459611759368285e-06
Position 823: 3.7405413416032496e-06
Position 419: 1.8306823840023352e-06
Position 17: 1.803955081543686e-06
Position 942: 1.7487304131814122e-06
Position 1167: 1.6933170850398146e-06
Position 1586: 1.5111361578665346e-06
Position 1529: 1.3980020343006156e-06
Position 967: 1.2361030065589797e-06
Position 578: 1.1238374092306695e-06
Position 854: 1.0497304489360485e-06
Position 324: 8.625794816969974e-07
Position 896: 8.176830558297911e-07
Position 846: 4.90846982843274e-07
Position 11: 4.121919341351063e-07
Position 2123: 4.405995132554651e-08
Position 2227: 3.3959863929767744e-08
Position 27: 1.2632442397474666e-08
Position 257: 8.796793383869185e-09
Position 590: 5.841741857317506e-09
Position 2677: 4.102860809589441e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2098: 0.9479297339212917
Position 1098: 0.9306315273448782
Position 3764: 0.5299914192616888
Position 558: 0.44507294210559967
Position 561: 0.3515702802137672
Position 3058: 0.1433164889920587
Position 2924: 0.06478873687357355
Position 3028: 0.05566230928684591
Position 3786: 0.04012721150862822
Position 4142: 0.03745864254060691
Position 3704: 0.03450730483603419
Position 2713: 0.03230878968610148
Position 4572: 0.02754651368174222
Position 3817: 0.02258853362809761
Position 2948: 0.021704238415302987
Position 3011: 0.019397828237287598
Position 4340: 0.01721671418847977
Position 626: 0.017017823412117866
Position 4548: 0.015421944073559323
Position 3579: 0.014062190848946407
Position 4118: 0.01315037601607248
Position 3396: 0.011318414465642253
Position 4281: 0.011265740446944386
Position 3683: 0.00902372096090725
Position 4513: 0.008930986211892195
Position 1057: 0.008797398529082427
Position 3417: 0.008616900561564311
Position 4169: 0.008499022078228204
Position 4832: 0.008219352824875256
Position 3178: 0.007960867966634033
Position 4471: 0.007714371083287903
Position 3064: 0.00725484944098926
Position 1456: 0.006911887056524972
Position 2601: 0.00476776501927247
Position 875: 0.003785905895001274
Position 2805: 0.0037727406832208463
Position 1719: 0.003481395248501755
Position 4905: 0.0033466209363879388
Position 3826: 0.0032169990565633893
Position 2884: 0.003001570012305588
Position 1174: 0.0028569924758780414
Position 2404: 0.0028190599409267623
Position 1586: 0.0027847577271163755
Position 2535: 0.0027356107705090765
Position 1564: 0.002667704743321575
Position 4431: 0.0026207628204056228
Position 523: 0.0024548709055048604
Position 563: 0.0023497882210621957
Position 3883: 0.002232812899050424
Position 2969: 0.002049556706098114
Position 3260: 0.0019208833518328946
Position 590: 0.0018901517091876264
Position 2307: 0.001777543243210813
Position 3138: 0.0016018573636994175
Position 273: 0.0015891607734443021
Position 679: 0.0014587651333648492
Position 4688: 0.0013884669299938936
Position 2880: 0.0011732693431148607
Position 3102: 0.001125657168187485
Position 661: 0.0010176245652844492
Position 314: 0.0009794117459763466
Position 1284: 0.0009699443729831962
Position 3655: 0.0009301171449982256
Position 4071: 0.0009266367648723858
Position 4363: 0.0008566261530374407
Position 2928: 0.0007915734500647536
Position 1281: 0.0007516938306689623
Position 676: 0.0007198332154995139
Position 4052: 0.0006868431904482952
Position 641: 0.0006512570550395537
Position 1247: 0.0006461207342397751
Position 4104: 0.000631507909476498
Position 936: 0.0005895962625198875
Position 1995: 0.000564144679670077
Position 4061: 0.0005466794060734985
Position 2423: 0.0005378692552455694
Position 3168: 0.0005302544643793293
Position 3409: 0.0005302134236337528
Position 572: 0.0005264999985201938
Position 4920: 0.0005143936759872303
Position 1684: 0.0004357066684346419
Position 2171: 0.00043538679044068156
Position 3928: 0.0004332654277655939
Position 3558: 0.00040223794193922893
Position 4218: 0.0003853262305157612
Position 1036: 0.00035691482761810594
Position 4732: 0.00031630309931435935
Position 3371: 0.000296142528388923
Position 3435: 0.00028803178454335976
Position 879: 0.0002718109924974729
Position 4257: 0.00026240362340997027
Position 4403: 0.0002582517389048105
Position 599: 0.00025249738696711587
Position 1409: 0.0002478826242996707
Position 1429: 0.00021162083348650508
Position 386: 0.0001665286021253339
Position 429: 0.00016369953106424402
Position 3892: 0.00016228031368693818
Position 4453: 0.00016149442471530826
Position 817: 0.00015752398435938707
Position 2272: 0.0001555497717030635
Position 1861: 0.0001459302930870456
Position 2037: 0.0001405696442652756
Position 2126: 0.0001268448587736849
Position 2810: 0.0001254643410318134
Position 844: 0.00012301106617913288
Position 1131: 0.000117090387518736
Position 623: 0.0001155423767898139
Position 2464: 0.00011339350416030007
Position 4753: 0.00010830921981886173
Position 2952: 0.00010680455869388607
Position 1730: 8.675551638194365e-05
Position 566: 8.510269848528075e-05
Position 3925: 8.312085999770855e-05
Position 4975: 7.68326298123006e-05
Position 1063: 7.61941052205595e-05
Position 3246: 7.514314642148833e-05
Position 1198: 7.12894270291144e-05
Position 179: 7.072033866969134e-05
Position 3961: 6.766435621890945e-05
Position 949: 6.440775342083495e-05
Position 650: 6.0600792001101694e-05
Position 2406: 5.883276847273394e-05
Position 5006: 5.8681655183338954e-05
Position 722: 5.6204333587309806e-05
Position 3453: 5.3763865427374566e-05
Position 2484: 5.096530747185213e-05
Position 343: 4.840197007763239e-05
Position 2734: 4.7750577784443765e-05
Position 1008: 4.520187318889679e-05
Position 1681: 4.320208810412101e-05
Position 2040: 4.118375022347322e-05
Position 1264: 4.114198216494234e-05
Position 569: 3.940215010748067e-05
Position 1011: 3.8615334719801574e-05
Position 1660: 3.822268593179592e-05
Position 494: 3.794338973076749e-05
Position 2320: 3.3619965218831136e-05
Position 1066: 2.897009329369837e-05
Position 1309: 2.585531243934205e-05
Position 1774: 2.1097208513775065e-05
Position 1498: 2.0910275058913795e-05
Position 1501: 1.9177827774009883e-05
Position 182: 1.7698636269118223e-05
Position 896: 1.757666134650838e-05
Position 3113: 1.7397464751840575e-05
Position 2366: 1.6055883116321215e-05
Position 156: 1.446625093667308e-05
Position 389: 1.3255802504773249e-05
Position 1792: 1.1666242346113387e-05
Position 1411: 1.1060134711961e-05
Position 840: 1.0377630632214197e-05
Position 978: 9.531192869167015e-06
Position 1260: 9.489013966348867e-06
Position 683: 9.261376749431379e-06
Position 283: 8.892364422590624e-06
Position 1469: 8.649589727730863e-06
Position 1601: 8.44955316976055e-06
Position 2420: 7.557329439165864e-06
Position 176: 7.418958424745431e-06
Position 2328: 7.245755227337913e-06
Position 204: 5.551513072161233e-06
Position 238: 5.289312065730382e-06
Position 1155: 5.073270183745343e-06
Position 1633: 4.025822541292997e-06
Position 133: 3.796995209046251e-06
Position 692: 3.0769080352122573e-06
Position 2332: 2.9986738359122153e-06
Position 76: 2.6665619622791832e-06
Position 431: 2.6620367731572855e-06
Position 467: 2.559020081635482e-06
Position 2383: 2.4063530630253462e-06
Position 734: 2.297133927661199e-06
Position 958: 1.971695276544723e-06
Position 2530: 1.8624263326018897e-06
Position 2056: 1.7517210169406624e-06
Position 2293: 1.7327594050095435e-06
Position 434: 1.7102311330830242e-06
Position 200: 1.1164291363060756e-06
Position 396: 1.0473893809909952e-06
Position 578: 9.47297040816672e-07
Position 2281: 7.406457730163065e-07
Position 250: 6.027152275250837e-07
Position 747: 3.769573658507967e-07
Position 2128: 3.6528630904869573e-07
Position 772: 3.536915717540963e-07
Position 2341: 2.7266810504025214e-07
Position 2439: 2.6756102885898704e-07
Position 2428: 9.824517769451832e-08
Position 2309: 7.586030316710968e-08
Position 198: 5.353431427830812e-08
Position 455: 3.769571652463316e-08
Position 752: 3.316890861772539e-08
Position 215: 1.5491852556765903e-08
Position 2235: 1.5432261177957155e-08
Position 2113: 1.4520965248722341e-08
Position 2433: 1.271756221694218e-08
Position 1329: 1.1005980962184578e-08
Position 1929: 6.358057825027603e-09
Position 1288: 4.079054712003486e-09
Position 1296: 3.6981936775642214e-09
Position 1074: 3.36620360862337e-09
Position 210: 8.68645569952774e-10
Position 2211: 8.39074836429318e-10
Position 1413: 7.075979389033897e-10
Position 1339: 6.623383170248188e-10
Position 993: 5.561487828205622e-10
Position 1362: 4.4560666386567286e-10
Position 1370: 3.8532778658086913e-10
Position 449: 7.565873333312025e-11
Position 1877: 4.599880599493058e-11
Position 1512: 2.8718474469660912e-11
Position 1390: 4.697850708495527e-12
Position 1387: 2.6320473577214313e-12
Position 2008: 8.410152285743093e-13
